otu,phylum,class,order,value
OTU_517,phylum_3,class_8,order_56,545.832728772191
OTU_518,phylum_3,class_23,order_80,815.165692232316
OTU_519,phylum_2,class_13,order_59,449.653525416739
OTU_520,phylum_1,class_20,order_44,940.612015960272
OTU_521,phylum_4,class_20,order_75,395.945262707304
OTU_522,phylum_3,class_16,order_61,194.40577861364
OTU_523,phylum_4,class_17,order_80,786.414027453866
OTU_524,phylum_3,class_22,order_54,912.272620338481
OTU_525,phylum_2,class_20,order_69,800.159656188451
OTU_526,phylum_2,class_24,order_39,61.0648187876213
OTU_527,phylum_1,class_13,order_56,929.878094411455
OTU_528,phylum_5,class_12,order_37,340.784678093856
OTU_529,phylum_5,class_20,order_77,545.710416049231
OTU_530,phylum_5,class_22,order_52,140.520439654356
OTU_531,phylum_2,class_6,order_77,175.829010265414
OTU_532,phylum_3,class_20,order_73,247.667726824526
OTU_533,phylum_5,class_14,order_64,786.294220041949
OTU_534,phylum_5,class_21,order_35,48.8503302845638
OTU_535,phylum_1,class_24,order_60,667.412893061526
OTU_536,phylum_2,class_29,order_65,828.655924381455
OTU_537,phylum_5,class_22,order_55,771.739801261574
OTU_538,phylum_4,class_29,order_65,944.192098464118
OTU_539,phylum_4,class_8,order_78,246.573317829054
OTU_540,phylum_3,class_29,order_79,384.674260015367
OTU_541,phylum_4,class_12,order_56,79.682616924867
OTU_542,phylum_2,class_22,order_66,537.677063965239
OTU_543,phylum_2,class_9,order_40,875.870654858416
OTU_544,phylum_2,class_15,order_49,773.629237722838
OTU_545,phylum_5,class_24,order_40,934.369714486413
OTU_546,phylum_1,class_8,order_68,343.59456178546
OTU_547,phylum_5,class_9,order_80,69.3903058164287
OTU_548,phylum_4,class_25,order_40,284.551884550601
OTU_549,phylum_3,class_20,order_56,596.566083363257
OTU_550,phylum_2,class_21,order_31,267.525370159186
OTU_551,phylum_1,class_30,order_69,934.4092268073
OTU_552,phylum_3,class_16,order_48,898.304384797346
OTU_553,phylum_1,class_25,order_49,846.620501100784
OTU_554,phylum_3,class_28,order_73,985.363503498957
OTU_555,phylum_4,class_13,order_31,260.74881197745
OTU_556,phylum_3,class_17,order_51,854.012414706871
OTU_557,phylum_5,class_28,order_44,484.709553650115
OTU_558,phylum_2,class_19,order_48,335.953540108399
OTU_559,phylum_1,class_27,order_68,279.436751845991
OTU_560,phylum_4,class_18,order_47,522.308127883123
OTU_561,phylum_1,class_11,order_48,541.739637835883
OTU_562,phylum_4,class_25,order_47,107.778048608918
OTU_563,phylum_3,class_10,order_73,974.260440847371
OTU_564,phylum_5,class_22,order_50,20.0801865402609
OTU_565,phylum_3,class_30,order_63,130.671559064183
OTU_566,phylum_1,class_9,order_38,174.01559328218
OTU_567,phylum_5,class_15,order_73,936.01576943486
OTU_568,phylum_5,class_15,order_63,60.6510717044584
OTU_569,phylum_3,class_13,order_73,892.838245013263
OTU_570,phylum_1,class_7,order_57,668.180325122783
OTU_571,phylum_2,class_13,order_46,758.049678971292
OTU_572,phylum_1,class_13,order_32,672.544469501125
OTU_573,phylum_1,class_7,order_64,396.095507171238
OTU_574,phylum_3,class_27,order_32,145.445078239078
OTU_575,phylum_1,class_19,order_68,729.351842211327
OTU_576,phylum_1,class_12,order_43,91.7353231820744
OTU_577,phylum_1,class_11,order_39,4.96779956575483
OTU_578,phylum_2,class_22,order_51,353.801950501977
OTU_579,phylum_3,class_19,order_65,539.483852143399
OTU_580,phylum_5,class_12,order_37,643.447313002544
OTU_581,phylum_3,class_11,order_79,732.377253129845
OTU_582,phylum_3,class_22,order_41,497.037696887739
OTU_583,phylum_2,class_11,order_80,960.2469868958
OTU_584,phylum_5,class_26,order_63,139.235965449363
OTU_585,phylum_2,class_23,order_74,803.53531405679
OTU_586,phylum_5,class_28,order_43,431.960942764999
OTU_587,phylum_3,class_16,order_39,831.232068669982
OTU_588,phylum_4,class_9,order_55,113.415472259512
OTU_589,phylum_2,class_6,order_68,745.157963095233
OTU_590,phylum_5,class_25,order_65,355.75876845629
OTU_591,phylum_3,class_28,order_44,726.748583995737
OTU_592,phylum_4,class_12,order_42,951.60071352357
OTU_593,phylum_2,class_11,order_52,142.388558991253
OTU_594,phylum_3,class_10,order_41,598.218863877468
OTU_595,phylum_4,class_23,order_61,340.391592209227
OTU_596,phylum_1,class_10,order_47,228.413759247633
OTU_597,phylum_2,class_22,order_54,899.350404841593
OTU_598,phylum_1,class_11,order_69,45.7944011373911
OTU_599,phylum_4,class_25,order_49,822.544404749526
OTU_600,phylum_1,class_17,order_50,719.708684850251
OTU_601,phylum_2,class_13,order_56,899.731211887673
OTU_602,phylum_4,class_13,order_80,430.836607967503
OTU_603,phylum_2,class_25,order_74,675.226881217677
OTU_604,phylum_4,class_8,order_44,109.712575551821
OTU_605,phylum_2,class_13,order_65,285.305692892754
OTU_606,phylum_5,class_18,order_56,732.102694671368
OTU_607,phylum_5,class_22,order_37,183.191895664437
OTU_608,phylum_2,class_10,order_69,92.0692136210855
OTU_609,phylum_5,class_21,order_37,485.530802332563
OTU_610,phylum_1,class_30,order_77,946.632892689668
OTU_611,phylum_2,class_20,order_74,59.8713766213041
OTU_612,phylum_2,class_20,order_47,951.007914737333
OTU_613,phylum_1,class_10,order_44,990.778466647025
OTU_614,phylum_4,class_7,order_57,491.152478180826
OTU_615,phylum_1,class_17,order_55,701.114232090302
OTU_616,phylum_2,class_27,order_35,617.122880368959
OTU_617,phylum_3,class_19,order_77,64.8655935854185
OTU_618,phylum_1,class_28,order_46,587.678102252074
OTU_619,phylum_1,class_29,order_60,707.42914664722
OTU_620,phylum_2,class_15,order_53,665.592880069511
OTU_621,phylum_3,class_15,order_64,986.480961774709
OTU_622,phylum_2,class_20,order_36,251.719670742517
OTU_623,phylum_2,class_9,order_47,485.248429750558
OTU_624,phylum_5,class_7,order_50,435.827628339874
OTU_625,phylum_4,class_17,order_75,983.069957179716
OTU_626,phylum_3,class_22,order_37,67.8879811975639
OTU_627,phylum_5,class_30,order_75,870.693665091414
OTU_628,phylum_4,class_30,order_42,233.622268576873
OTU_629,phylum_2,class_6,order_76,637.771247412078
OTU_630,phylum_4,class_30,order_67,921.360013369704
OTU_631,phylum_1,class_10,order_66,89.6086455576587
OTU_632,phylum_3,class_8,order_69,599.771016762825
OTU_633,phylum_3,class_25,order_58,206.177839327604
OTU_634,phylum_2,class_21,order_60,766.868345236406
OTU_635,phylum_3,class_13,order_34,87.6967838760465
OTU_636,phylum_2,class_18,order_32,792.839252453996
OTU_637,phylum_5,class_19,order_40,633.000354586169
OTU_638,phylum_5,class_24,order_40,31.0858811887447
OTU_639,phylum_3,class_26,order_47,189.859599465271
OTU_640,phylum_2,class_27,order_71,711.228822420351
OTU_641,phylum_5,class_14,order_40,569.700230009155
OTU_642,phylum_3,class_24,order_50,303.045222156681
OTU_643,phylum_2,class_23,order_61,547.735528675606
OTU_644,phylum_3,class_22,order_37,519.707290080376
OTU_645,phylum_4,class_30,order_41,831.333615990588
OTU_646,phylum_4,class_12,order_40,56.4856316836085
OTU_647,phylum_4,class_18,order_80,850.882129388629
OTU_648,phylum_5,class_19,order_65,57.3504596597049
OTU_649,phylum_2,class_9,order_70,600.257070830325
OTU_650,phylum_1,class_22,order_43,69.7040697992779
OTU_651,phylum_3,class_14,order_77,704.675312283216
OTU_652,phylum_5,class_12,order_76,846.883242659969
OTU_653,phylum_5,class_20,order_80,144.018979412504
OTU_654,phylum_2,class_15,order_77,557.146706003463
OTU_655,phylum_4,class_30,order_68,322.786217455519
OTU_656,phylum_4,class_14,order_77,396.399088021833
OTU_657,phylum_1,class_9,order_80,908.024492725497
OTU_658,phylum_4,class_22,order_80,133.375838464126
OTU_659,phylum_2,class_19,order_45,18.2256999937817
OTU_660,phylum_1,class_16,order_79,404.689354392001
OTU_661,phylum_2,class_29,order_32,625.078081215965
OTU_662,phylum_2,class_9,order_61,471.228978031781
OTU_663,phylum_2,class_19,order_37,556.463711832883
OTU_664,phylum_5,class_13,order_80,46.1918861444574
OTU_665,phylum_5,class_11,order_45,917.028362208046
OTU_666,phylum_4,class_29,order_55,99.9556134305894
OTU_667,phylum_1,class_30,order_41,734.070630335947
OTU_668,phylum_4,class_18,order_42,828.18660060945
OTU_669,phylum_5,class_29,order_59,232.751621003496
OTU_670,phylum_1,class_11,order_52,518.9310006944
OTU_671,phylum_5,class_16,order_33,608.246508447221
OTU_672,phylum_5,class_24,order_32,672.577746572439
OTU_673,phylum_1,class_28,order_76,566.62079987675
OTU_674,phylum_4,class_26,order_68,640.201532868436
OTU_675,phylum_3,class_21,order_35,483.190049589379
OTU_676,phylum_1,class_24,order_33,373.392090767622
OTU_677,phylum_2,class_17,order_40,696.72980681085
OTU_678,phylum_4,class_13,order_66,980.00169430091
OTU_679,phylum_4,class_6,order_56,486.464021276217
OTU_680,phylum_4,class_14,order_60,894.241312934784
OTU_681,phylum_4,class_26,order_69,362.327673312277
OTU_682,phylum_3,class_27,order_52,170.172056074254
OTU_683,phylum_3,class_21,order_41,16.101047598524
OTU_684,phylum_2,class_26,order_61,345.540114795091
OTU_685,phylum_2,class_9,order_42,545.817959974054
OTU_686,phylum_2,class_25,order_68,716.082900830312
OTU_687,phylum_4,class_11,order_55,529.934958302416
OTU_688,phylum_2,class_13,order_62,245.499942188617
OTU_689,phylum_4,class_17,order_61,77.8616733090021
OTU_690,phylum_4,class_6,order_36,119.65705174976
OTU_691,phylum_4,class_29,order_35,247.663603330497
OTU_692,phylum_3,class_26,order_33,422.941934421193
OTU_693,phylum_2,class_14,order_72,637.08480288554
OTU_694,phylum_2,class_24,order_78,339.832944829483
OTU_695,phylum_1,class_14,order_52,739.27226895839
OTU_696,phylum_5,class_7,order_53,74.8611250033136
OTU_697,phylum_4,class_15,order_63,850.712828883668
OTU_698,phylum_2,class_6,order_49,963.811911232769
OTU_699,phylum_2,class_17,order_73,381.347725409549
OTU_700,phylum_4,class_6,order_37,227.916567233857
OTU_701,phylum_3,class_26,order_40,913.852949192515
OTU_702,phylum_3,class_11,order_33,643.179083995754
OTU_703,phylum_5,class_17,order_56,774.030989736784
OTU_704,phylum_2,class_16,order_69,146.799282012042
OTU_705,phylum_4,class_27,order_68,729.170595715288
OTU_706,phylum_4,class_24,order_70,783.851670865901
OTU_707,phylum_5,class_12,order_72,89.2140901200473
OTU_708,phylum_2,class_23,order_46,6.74208126915619
OTU_709,phylum_4,class_6,order_52,143.455999433296
OTU_710,phylum_3,class_12,order_67,403.171784149483
OTU_711,phylum_4,class_7,order_69,860.24917616602
OTU_712,phylum_1,class_16,order_55,597.454341382254
OTU_713,phylum_4,class_19,order_73,206.838696931722
OTU_714,phylum_1,class_25,order_61,267.273154116236
OTU_715,phylum_4,class_8,order_67,112.458302951651
OTU_716,phylum_4,class_27,order_78,326.270666438155
OTU_717,phylum_1,class_21,order_44,629.454562582308
OTU_718,phylum_5,class_22,order_48,282.502661300125
OTU_719,phylum_2,class_7,order_70,282.937992529944
OTU_720,phylum_2,class_21,order_67,505.46172165405
OTU_721,phylum_4,class_23,order_43,388.605932721402
OTU_722,phylum_5,class_10,order_72,749.902581904782
OTU_723,phylum_5,class_19,order_34,195.281889211852
OTU_724,phylum_2,class_10,order_59,98.6545757027343
OTU_725,phylum_5,class_14,order_57,233.845526424702
OTU_726,phylum_4,class_10,order_46,727.864997442113
OTU_727,phylum_5,class_6,order_56,567.467166099232
OTU_728,phylum_5,class_22,order_45,572.205508489395
OTU_729,phylum_2,class_9,order_61,523.470186556922
OTU_730,phylum_5,class_28,order_58,465.403676521499
OTU_731,phylum_3,class_7,order_56,235.492360575823
OTU_732,phylum_3,class_15,order_39,984.431655486813
OTU_733,phylum_1,class_21,order_44,757.39016834111
OTU_734,phylum_5,class_30,order_76,805.295975297457
OTU_735,phylum_1,class_26,order_39,163.102808434516
OTU_736,phylum_3,class_15,order_52,283.699027918745
OTU_737,phylum_3,class_15,order_42,646.03945629904
OTU_738,phylum_5,class_11,order_64,962.264785716543
OTU_739,phylum_5,class_12,order_63,436.397860718891
OTU_740,phylum_3,class_11,order_58,825.162689249031
OTU_741,phylum_5,class_26,order_57,584.534773546271
OTU_742,phylum_5,class_24,order_44,434.018215295393
OTU_743,phylum_3,class_26,order_66,777.83564984845
OTU_744,phylum_2,class_25,order_59,341.292377713835
OTU_745,phylum_5,class_6,order_54,215.082293248503
OTU_746,phylum_3,class_29,order_55,476.694488638779
OTU_747,phylum_1,class_7,order_49,739.267536523286
OTU_748,phylum_5,class_8,order_61,701.72095487942
OTU_749,phylum_3,class_19,order_63,472.672720798058
OTU_750,phylum_5,class_13,order_77,877.803540125955
OTU_751,phylum_1,class_20,order_73,658.97119574598
OTU_752,phylum_2,class_14,order_62,294.049252161058
OTU_753,phylum_3,class_13,order_73,608.928116567433
OTU_754,phylum_1,class_22,order_75,55.596012734808
OTU_755,phylum_4,class_22,order_32,908.676978669129
OTU_756,phylum_1,class_19,order_80,301.189151851693
OTU_757,phylum_4,class_30,order_60,118.514197514392
OTU_758,phylum_4,class_18,order_63,674.091874599922
OTU_759,phylum_3,class_11,order_46,974.425902558025
OTU_760,phylum_2,class_21,order_67,815.469612908317
OTU_761,phylum_4,class_8,order_44,604.359964136267
OTU_762,phylum_5,class_26,order_41,848.207672052085
OTU_763,phylum_5,class_19,order_60,315.523951544426
OTU_764,phylum_5,class_30,order_56,476.829775900347
OTU_765,phylum_5,class_24,order_36,205.63925467222
OTU_766,phylum_5,class_18,order_61,546.950050978223
OTU_767,phylum_4,class_8,order_79,813.174176499248
OTU_768,phylum_4,class_20,order_53,297.753157878062
OTU_769,phylum_1,class_12,order_61,196.272657738999
OTU_770,phylum_4,class_20,order_62,479.370006853947
OTU_771,phylum_3,class_22,order_33,233.79169282387
OTU_772,phylum_3,class_28,order_41,667.305447990773
OTU_773,phylum_1,class_12,order_56,692.414304217556
OTU_774,phylum_3,class_21,order_40,597.442261880031
OTU_775,phylum_1,class_22,order_33,277.869448236888
OTU_776,phylum_1,class_26,order_70,355.201532014878
OTU_777,phylum_1,class_21,order_42,79.0747490567155
OTU_778,phylum_5,class_15,order_54,877.109859481454
OTU_779,phylum_1,class_16,order_36,443.646076093893
OTU_780,phylum_4,class_24,order_80,271.302967050113
OTU_781,phylum_4,class_27,order_62,271.32086266065
OTU_782,phylum_2,class_28,order_51,293.655561754713
OTU_783,phylum_4,class_14,order_75,803.365988198668
OTU_784,phylum_2,class_9,order_54,834.486799865728
OTU_785,phylum_2,class_26,order_47,235.496132614557
OTU_786,phylum_1,class_18,order_45,276.45379398251
OTU_787,phylum_5,class_21,order_70,726.592987921322
OTU_788,phylum_3,class_8,order_79,703.100281309569
OTU_789,phylum_1,class_19,order_35,674.498166225385
OTU_790,phylum_3,class_30,order_46,874.284722257871
OTU_791,phylum_5,class_10,order_67,73.5536785079166
OTU_792,phylum_3,class_11,order_66,408.22689242987
OTU_793,phylum_2,class_25,order_63,116.087540583918
OTU_794,phylum_4,class_21,order_74,205.095291192411
OTU_795,phylum_5,class_7,order_49,813.155134879285
OTU_796,phylum_4,class_12,order_75,10.0178311662748
OTU_797,phylum_5,class_23,order_36,506.563195110299
OTU_798,phylum_3,class_8,order_32,131.452785106143
OTU_799,phylum_5,class_24,order_69,818.523607772077
OTU_800,phylum_2,class_11,order_61,489.307169013657
OTU_801,phylum_5,class_17,order_49,520.872501152335
OTU_802,phylum_4,class_27,order_58,571.729453569278
OTU_803,phylum_5,class_16,order_57,581.957131560426
OTU_804,phylum_2,class_20,order_56,961.112524760421
OTU_805,phylum_1,class_17,order_50,580.848079137038
OTU_806,phylum_5,class_11,order_69,486.003117545042
OTU_807,phylum_4,class_15,order_44,655.782002240419
OTU_808,phylum_5,class_9,order_51,554.786441094941
OTU_809,phylum_1,class_24,order_79,25.2372194149066
OTU_810,phylum_4,class_30,order_49,849.18952184869
OTU_811,phylum_1,class_28,order_80,386.114645930007
OTU_812,phylum_2,class_30,order_60,569.406584108947
OTU_813,phylum_2,class_11,order_65,523.921367466915
OTU_814,phylum_3,class_6,order_44,65.5525972770993
OTU_815,phylum_5,class_18,order_80,996.44554209942
OTU_816,phylum_4,class_23,order_60,835.13703961228
OTU_817,phylum_1,class_24,order_40,545.232799699996
OTU_818,phylum_3,class_13,order_77,177.669658405008
OTU_819,phylum_1,class_21,order_71,69.9018453937024
OTU_820,phylum_5,class_22,order_56,647.878869576845
OTU_821,phylum_1,class_25,order_69,39.1447557655629
OTU_822,phylum_4,class_30,order_41,114.347974104108
OTU_823,phylum_5,class_27,order_47,841.819312642328
OTU_824,phylum_4,class_8,order_63,954.647218505153
OTU_825,phylum_4,class_27,order_58,112.056271122536
OTU_826,phylum_2,class_27,order_59,391.728035481181
OTU_827,phylum_1,class_23,order_62,368.311335321981
OTU_828,phylum_3,class_12,order_58,711.520245615859
OTU_829,phylum_4,class_28,order_51,95.0335320262238
OTU_830,phylum_4,class_25,order_60,159.542090861592
OTU_831,phylum_3,class_15,order_56,324.708302741405
OTU_832,phylum_4,class_21,order_77,82.674232078949
OTU_833,phylum_5,class_10,order_31,566.975686920341
OTU_834,phylum_2,class_22,order_75,107.184657861246
OTU_835,phylum_2,class_10,order_67,631.101883328054
OTU_836,phylum_3,class_22,order_73,155.546625646763
OTU_837,phylum_4,class_12,order_66,897.314589692047
OTU_838,phylum_2,class_17,order_32,382.566681927769
OTU_839,phylum_4,class_10,order_60,21.635203867685
OTU_840,phylum_4,class_23,order_77,369.340666240547
OTU_841,phylum_5,class_16,order_52,741.056857303483
OTU_842,phylum_4,class_20,order_39,869.799208573299
OTU_843,phylum_1,class_11,order_61,466.127245752374
OTU_844,phylum_5,class_26,order_53,207.365693098865
OTU_845,phylum_2,class_14,order_70,617.448043040233
OTU_846,phylum_2,class_8,order_53,307.650141324149
OTU_847,phylum_5,class_9,order_73,787.687498851912
OTU_848,phylum_5,class_16,order_39,971.50162121444
OTU_849,phylum_4,class_11,order_31,483.832476840587
OTU_850,phylum_1,class_21,order_41,32.3702935227193
OTU_851,phylum_3,class_9,order_59,242.526939046336
OTU_852,phylum_3,class_21,order_75,866.488117764471
OTU_853,phylum_2,class_12,order_50,904.147869409062
OTU_854,phylum_4,class_27,order_40,422.292466201587
OTU_855,phylum_4,class_7,order_40,387.924743044656
OTU_856,phylum_1,class_9,order_53,420.555037993472
OTU_857,phylum_3,class_9,order_53,839.639234281611
OTU_858,phylum_5,class_22,order_53,104.980882202741
OTU_859,phylum_4,class_24,order_47,920.424116992624
OTU_860,phylum_3,class_26,order_75,394.847045620438
OTU_861,phylum_4,class_15,order_77,112.426039309008
OTU_862,phylum_1,class_7,order_33,576.312735557789
OTU_863,phylum_5,class_6,order_56,601.259591827169
OTU_864,phylum_1,class_19,order_56,812.263490236131
OTU_865,phylum_4,class_12,order_65,99.5424624956213
OTU_866,phylum_5,class_23,order_61,281.137545898557
OTU_867,phylum_1,class_19,order_40,236.575932839187
OTU_868,phylum_5,class_30,order_40,340.217345744371
OTU_869,phylum_2,class_6,order_49,629.160587556195
OTU_870,phylum_3,class_14,order_56,241.427519661374
OTU_871,phylum_4,class_26,order_66,88.8994255184662
OTU_872,phylum_3,class_24,order_57,456.322645970853
OTU_873,phylum_4,class_28,order_51,191.06236880389
OTU_874,phylum_2,class_8,order_72,565.744084291626
OTU_875,phylum_2,class_9,order_57,383.400552763138
OTU_876,phylum_4,class_25,order_45,915.122348965844
OTU_877,phylum_2,class_8,order_32,323.957044601673
OTU_878,phylum_5,class_12,order_66,537.508488002466
OTU_879,phylum_1,class_22,order_40,729.624622692121
OTU_880,phylum_2,class_26,order_58,500.031620807713
OTU_881,phylum_5,class_20,order_44,949.654583903961
OTU_882,phylum_4,class_25,order_47,756.297247739043
OTU_883,phylum_3,class_10,order_76,425.055997335818
OTU_884,phylum_1,class_28,order_36,215.711022814503
OTU_885,phylum_4,class_27,order_52,813.73425458814
OTU_886,phylum_2,class_15,order_55,900.135711812181
OTU_887,phylum_4,class_30,order_45,441.173376193736
OTU_888,phylum_1,class_11,order_34,116.204660328105
OTU_889,phylum_2,class_28,order_49,856.306795819663
OTU_890,phylum_4,class_7,order_39,54.3986987452954
OTU_891,phylum_1,class_19,order_40,829.706494038925
OTU_892,phylum_4,class_24,order_42,712.586919880705
OTU_893,phylum_4,class_8,order_64,785.042632841738
OTU_894,phylum_5,class_26,order_33,86.2797454320826
OTU_895,phylum_5,class_17,order_42,629.943660424789
OTU_896,phylum_3,class_28,order_77,485.384606233565
OTU_897,phylum_2,class_18,order_65,747.411125782179
OTU_898,phylum_3,class_20,order_77,657.86292740982
OTU_899,phylum_3,class_17,order_65,785.965787743218
OTU_900,phylum_5,class_14,order_73,805.862741736462
OTU_901,phylum_4,class_28,order_41,380.337104426464
OTU_902,phylum_3,class_23,order_77,691.816693215165
OTU_903,phylum_1,class_22,order_60,597.465176486177
OTU_904,phylum_5,class_23,order_34,51.4097191570327
OTU_905,phylum_5,class_9,order_65,773.860243403818
OTU_906,phylum_4,class_30,order_37,41.9315685452893
OTU_907,phylum_3,class_28,order_80,333.500484256539
OTU_908,phylum_5,class_11,order_53,539.288531386293
OTU_909,phylum_1,class_16,order_42,932.387524762657
OTU_910,phylum_4,class_15,order_44,869.768394712824
OTU_911,phylum_3,class_7,order_44,351.4218773311
OTU_912,phylum_3,class_18,order_62,744.293444009032
OTU_913,phylum_1,class_18,order_47,412.716200249968
OTU_914,phylum_2,class_26,order_44,971.921792184003
OTU_915,phylum_4,class_26,order_66,85.4428452427965
OTU_916,phylum_2,class_13,order_49,569.413836276159
OTU_917,phylum_5,class_16,order_53,907.811450341018
OTU_918,phylum_4,class_29,order_75,969.53607223602
OTU_919,phylum_1,class_17,order_56,902.81025474472
OTU_920,phylum_2,class_20,order_62,334.967999682296
OTU_921,phylum_1,class_8,order_59,502.14727562177
OTU_922,phylum_1,class_23,order_79,434.368218482705
OTU_923,phylum_1,class_16,order_35,623.314429697813
OTU_924,phylum_5,class_30,order_54,514.335951815126
OTU_925,phylum_4,class_14,order_41,127.220846300945
OTU_926,phylum_3,class_20,order_53,236.779960197629
OTU_927,phylum_5,class_10,order_47,56.0402294336818
OTU_928,phylum_5,class_6,order_36,482.794439088088
OTU_929,phylum_1,class_26,order_79,335.89325261605
OTU_930,phylum_2,class_29,order_31,21.5276922739577
OTU_931,phylum_5,class_8,order_76,451.216731582768
OTU_932,phylum_4,class_17,order_77,105.984915317968
OTU_933,phylum_3,class_28,order_39,878.12935779267
OTU_934,phylum_4,class_7,order_67,498.640809162753
OTU_935,phylum_1,class_6,order_57,691.511905879714
OTU_936,phylum_1,class_11,order_59,498.726210240973
OTU_937,phylum_1,class_20,order_39,269.255363843404
OTU_938,phylum_3,class_15,order_70,124.684811877087
OTU_939,phylum_4,class_17,order_73,784.197133278707
OTU_940,phylum_4,class_29,order_56,916.949439909309
OTU_941,phylum_4,class_18,order_80,974.548947266303
OTU_942,phylum_5,class_28,order_41,925.167787268292
OTU_943,phylum_3,class_7,order_78,128.648523071082
OTU_944,phylum_3,class_24,order_68,464.981016987935
OTU_945,phylum_4,class_22,order_46,562.248079617042
OTU_946,phylum_5,class_20,order_41,323.1439984811
OTU_947,phylum_3,class_27,order_64,140.609777915757
OTU_948,phylum_2,class_6,order_34,211.86135921278
OTU_949,phylum_5,class_6,order_43,646.065582615789
OTU_950,phylum_4,class_26,order_70,696.27063616598
OTU_951,phylum_5,class_15,order_68,890.421327185817
OTU_952,phylum_2,class_10,order_34,151.840596544323
OTU_953,phylum_1,class_15,order_73,236.339736505412
OTU_954,phylum_4,class_15,order_55,479.962089704117
OTU_955,phylum_3,class_29,order_68,327.54138015653
OTU_956,phylum_5,class_19,order_77,94.0705193961039
OTU_957,phylum_4,class_15,order_38,583.376080097631
OTU_958,phylum_1,class_20,order_72,244.399405636359
OTU_959,phylum_3,class_24,order_40,325.085855511483
OTU_960,phylum_4,class_9,order_63,240.100074638613
OTU_961,phylum_3,class_13,order_40,294.436118612764
OTU_962,phylum_2,class_28,order_60,457.547747723293
OTU_963,phylum_5,class_22,order_64,186.606981885852
OTU_964,phylum_4,class_18,order_60,666.982361720176
OTU_965,phylum_1,class_23,order_74,787.360985950334
OTU_966,phylum_2,class_18,order_75,602.069629295031
OTU_967,phylum_2,class_22,order_33,349.220226918813
OTU_968,phylum_5,class_21,order_41,193.91583085875
OTU_969,phylum_3,class_7,order_67,239.843148257351
OTU_970,phylum_5,class_12,order_69,876.591709009139
OTU_971,phylum_3,class_24,order_35,665.151737615932
OTU_972,phylum_3,class_8,order_43,129.94508933858
OTU_973,phylum_4,class_11,order_61,781.462666171603
OTU_974,phylum_1,class_23,order_31,405.761358403135
OTU_975,phylum_1,class_22,order_74,544.610501230927
OTU_976,phylum_5,class_22,order_43,184.599459701683
OTU_977,phylum_3,class_6,order_78,127.044709048467
OTU_978,phylum_4,class_6,order_46,909.884116659872
OTU_979,phylum_5,class_9,order_77,478.515484589152
OTU_980,phylum_3,class_22,order_68,453.032689231914
OTU_981,phylum_5,class_13,order_45,277.014020003611
OTU_982,phylum_4,class_20,order_61,729.057619468542
OTU_983,phylum_3,class_17,order_77,233.560505716596
OTU_984,phylum_4,class_11,order_78,54.5910294575151
OTU_985,phylum_2,class_27,order_70,905.612262674375
OTU_986,phylum_3,class_29,order_68,503.798055794789
OTU_987,phylum_5,class_30,order_77,649.079102203716
OTU_988,phylum_3,class_30,order_44,683.919323395006
OTU_989,phylum_1,class_8,order_60,539.990348069696
OTU_990,phylum_1,class_29,order_33,857.053155216854
OTU_991,phylum_2,class_24,order_39,292.56735870149
OTU_992,phylum_1,class_24,order_72,329.40256063547
OTU_993,phylum_3,class_11,order_60,839.868159840349
OTU_994,phylum_1,class_18,order_56,457.948943130672
OTU_995,phylum_3,class_21,order_51,404.275698254583
OTU_996,phylum_5,class_29,order_37,268.638436755631
OTU_997,phylum_4,class_24,order_44,497.303407092812
OTU_998,phylum_1,class_7,order_44,479.996940067038
OTU_999,phylum_5,class_8,order_57,818.425120043103
OTU_1000,phylum_5,class_15,order_53,223.174846127862
