uid	pubdate	authors	title	fulljournalname	elocationid
40951735	2025 Sep	Nguyen TT, Zhang B, Zhong L, Liang X, Bo L	Tislelizumab: Structural Innovations and Expanding Clinical Horizons in Next-Generation PD-1 Immunotherapy.	Chronic diseases and translational medicine	doi: 10.1002/cdt3.70017
40951454	2025	Xie YL, Ke LF, Zhang WW, Kang F, Lu SY, Wu CY, Zhu HH, Wang JC, Chen G, Chen YP	Comprehensive Analysis of Tumor Microenvironment and PD-L1 Expression Associations with Clinicopathological Features and Prognosis in Diffuse Large B-Cell Lymphoma.	Blood and lymphatic cancer : targets and therapy	doi: 10.2147/BLCTT.S545717
40950662	2025 Aug 31	Jing S, Dong W, Zhan C	Value of ZSCAN9 in the treatment and survival prediction of hepatocellular carcinoma: a bioinformatics study.	Translational cancer research	doi: 10.21037/tcr-2025-1597
40950404	2025	Kyriakidis NC, Echeverría CE, Bautista J, Rivera-Orellana S, Ramos-Medina MJ, Salazar-Santoliva C, Izquierdo-Condoy JS, Ortiz-Prado E, Guerrero S, López-Cortés A	Reprogramming cancer immunity with next-generation combination therapies.	Frontiers in cell and developmental biology	doi: 10.3389/fcell.2025.1652047
40950333	2025 Aug 30	Yan B, Zhang P, Zu Q, Liu S, Wang P, Wei Y, Liu J, Zhang S, Wang Y, Han Z	NKAP overexpression promotes gastric cancer immune escape by inducing IL-10 secretion from mature dendritic cells during anti-PD-L1 therapy.	Journal of gastrointestinal oncology	doi: 10.21037/jgo-2025-491
40950232	2025 Sep 3	Qian W, Wei X, Barros AJ, Ye X, Yu Q, Young SP, Yeatts EV, Park Y, Li C, Almeida-Santos G, Tang J, Narasimhan H, Kirk NA, Li Y, Li L, Chen P, Sturek JM, Park KS, Chen W, Cheon IS, Sun J	Respiratory viral infections prime accelerated lung cancer growth.	bioRxiv : the preprint server for biology	pii: 2025.09.02.672566. doi: 10.1101/2025.09.02.672566
40949471	2025	Lima Feldmann JF, Lima Feldmann JH, Hidalgo-Filho CM, de Almeida Robatto AA, Araújo BJ, Viana PCC, de Castro Junior G	Immunotherapy and local therapies in metastatic laryngeal cancer management: a case report.	Ecancermedicalscience	doi: 10.3332/ecancer.2025.1947
40949131	2025	Dorji JP, Chen Q, Perera SG, Aijaz F, Li P, Sania T, Matsui H, Awah CU	c-MYC mRNA destabilization inhibited lethal pancreatic cancer in vivo with significant survival outcomes.	Frontiers in pharmacology	doi: 10.3389/fphar.2025.1630476
40949053	2025	soy M	Immature Granulocytes and Nivolumab Outcomes in Stage IV Non-Small Cell Lung Cancer: Insights by Tumor Subtype.	Clinical Medicine Insights. Oncology	doi: 10.1177/11795549251371094
40948848	2025 Aug 31	Petrelli F, Dottorini L, Rossitto M, Meriggi F, Cherri S, Zaniboni A, Ghidini A	A systematic review and network meta-analysis of immune checkpoint inhibitors in operable NSCLC: neoadjuvant, adjuvant, or perioperative?	Translational lung cancer research	doi: 10.21037/tlcr-2025-185
40948837	2025 Aug 31	Dong Z, Zuo R, Guo Y, Wen X, Zhao G, Jiang Z	STK11/KEAP1 co-mutations in SMARCA4-mutant advanced non-small cell lung cancer: genetic characteristics and impact on immunotherapy efficacy.	Translational lung cancer research	doi: 10.21037/tlcr-2025-305
40948827	2025 Aug 31	Wu C, Ma L, Wang Y, Bidzińska J, Wang Y	Enhancing the sensitivity of lung adenocarcinoma to immune therapeutic agents through SPRED1.	Translational lung cancer research	doi: 10.21037/tlcr-2025-800
40948781	2025	Zhu H, Huang Y, Wang X, Xiang W, Xie Y	Trends and hotspots in research related to tumor immune escape: bibliometric analysis and future perspectives.	Frontiers in immunology	doi: 10.3389/fimmu.2025.1604216
40948764	2025	Soncini D, Marimpietri D, Ladisa F, Lai F, Airoldi I, Gramignoli R, Cea M, Morandi F	Bone marrow-derived extracellular vesicles from multiple myeloma patients promote adaptive immune dysfunction via HLA-G, PD-1, and PD-L1.	Frontiers in immunology	doi: 10.3389/fimmu.2025.1640168
40948759	2025	Deng X, Huang S	Microbiome-macrophage crosstalk in the tumor microenvironment: implications for oral squamous cell carcinoma progression and therapy.	Frontiers in immunology	doi: 10.3389/fimmu.2025.1651837
40948544	2025	Fang Q, Yuan J, Zhang X, Lin L	LncRNA MIR31HG facilitates immune escape in head and neck squamous cell carcinoma by promoting heterotypic cell-in-cell formation.	American journal of cancer research	doi: 10.62347/MMZP1913
40948543	2025	Wang Y, Zeng Y, Chen P, Xu B, Liu X, Su Z	Adora1 promotes colon cancer immune evasion via Irf1-PD-L1 signal axis.	American journal of cancer research	doi: 10.62347/ADLH2257
40948532	2025	Chi L, Li M, Zhou H, Wang WJ, Wang B, Sun X	Comparative effectiveness of perioperative strategies for resectable gastric and gastroesophageal junction cancer: a Bayesian network meta-analysis.	American journal of cancer research	doi: 10.62347/ECKT5511
40948525	2025	Xu H, Cai F, Xu L, Jiang D, Wang G, Zhang X, Zhang Y	RNF200 enhances radiotherapy sensitivity by modulating PD-L1 stability in tumor-associated macrophages of lung cancer.	American journal of cancer research	doi: 10.62347/BIQP4822
40948428	2025 Sep 15	Bryl M, Stencel K, Knetki-Wróblewska M, Krzakowski M	Efficacy and safety of first-line immune checkpoint inhibitors in patients with PD-L1 < 1% metastatic non-small-cell lung cancer - implications for daily clinical practice.	Expert review of anticancer therapy	doi: 10.1080/14737140.2025.2557610
40948045	2025 Sep 15	Yan D, Lyu B, Yu J, Bao S, Zhang Z, Zhou M, Sun J	Decoding fatal toxic effects in checkpoint inhibitor therapy using real-world pharmacovigilance data and machine learning.	British journal of pharmacology	doi: 10.1111/bph.70195
40947866	2025 Sep 15	Tao JJ, Vasan N	A New VISTA in Intracellular Checkpoint Signaling in Triple-Negative Breast Cancer.	Cancer research	doi: 10.1158/0008-5472.CAN-25-2286
40947536	2025 Sep 15	Li H, Parimi V, Johnson B 3rd, Kamanda S, Baraban E, Hoffman-Censits J, Kates M, McConkey DJ, Hahn NM, Matoso A	Clinicopathologic and Prognostic Features of Sarcomatoid Urothelial Carcinoma: A Retrospective Study of 136 Patients With Emphasis on Early-Stage (pT1) Disease.	The American journal of surgical pathology	doi: 10.1097/PAS.0000000000002468
40947473	2025 Sep 15	Fathah DE, Ejaz S	Role of tumor microenvironment in cancer promotion, development of drug resistance and cancer treatment.	Journal of the Egyptian National Cancer Institute	doi: 10.1186/s43046-025-00317-8
40947372	2025 Aug 20	Huang WW, Cheng YJ, Yuan SS, Liu Y, Liu FR	Characterization of the Tumor Immune Microenvironment in HER2-Positive Colorectal Cancer: Association With Prognostic and Therapeutic Implications.	Clinical colorectal cancer	pii: S1533-0028(25)00072-6. doi: 10.1016/j.clcc.2025.08.004
40947345	2025 Aug 26	Desai A, McNeeley E, Alhushki S, Haught M, Masjoan Juncos JX, Patel D, Brand J, McManus L, Bae S, Khalil M, Boumber Y	DISCERN: A Randomized Pilot Study Comparing Dual Versus Single Immune Checkpoint Blockade Plus Chemotherapy in PD-L1 Negative Advanced Non-Small Cell Lung Cancer.	Clinical lung cancer	pii: S1525-7304(25)00220-7. doi: 10.1016/j.cllc.2025.08.013
40946951	2025 Sep 12	Li ZM, Zheng YF, Xu PH, Wang JY, He RL, Li HX, Kuang YK, Bai LH, Tang KJ	Analysis of pulmonary adverse events associated with immune checkpoint inhibitors based on FAERS and VigiBase database.	European journal of pharmacology	doi: 10.1016/j.ejphar.2025.178156
40946796	2025 Sep 12	Dehghani S, Chacon M, Forouzanfar K, Lee S, Narimatsu A, Singh RB, Musayeva A, Kahale F, Anchouche S, Heydarian N, Bhullar S, Dohlman TH, Chen Y, Blanco T, Dana R	Role of PD-L1 in Regulatory T Cell-Mediated Suppression of Corneal Neovascularization.	The American journal of pathology	pii: S0002-9440(25)00335-9. doi: 10.1016/j.ajpath.2025.08.008
40946794	2025 Sep 12	Das A, Tomita N, Syme KJ, Ma W, O'Connor P, Corbett KN, Ren B, Liu X, Hassanpour S	Cross-Modality Learning for Predicting IHC Biomarkers from H&E-Stained Whole-Slide Images.	The American journal of pathology	pii: S0002-9440(25)00341-4. doi: 10.1016/j.ajpath.2025.08.014
40946586	2025 Sep 13	Jia D, Wang P, Zheng S, Lei Z, Xu W, Wang Y, Pan X, Feng Q, Yang J	KRAS mutations promote PD-L1-mediated immune escape by ETV4 in lung adenocarcinoma.	Translational oncology	doi: 10.1016/j.tranon.2025.102525
40946581	2025 Sep 13	Alampi MM, Kozlíková M, Mariangeli M, Civita S, Delcanale P, Mussini A, Diaspro A, Bianchini P, Weyergang A, Skarpen E, Berg K, Viappiani C, Abbruzzetti S, Selbo PK	Light-enhanced cytotoxicity and intracellular trafficking of the PD-L1-targeting photoimmunoconjugate EITC-atezolizumab.	Biomedicine & pharmacotherapy = Biomedecine & pharmacotherapie	doi: 10.1016/j.biopha.2025.118550
40946314	2025 Sep 12	Rokan A, Diniz MO, de Las Heras JI, Hall C, Noorsaeed S, Bennett CL, Secrier M, Kassiotis G, Fassati A	Evolution of a melanoma that escapes allogeneic rejection.	Cell reports	doi: 10.1016/j.celrep.2025.116288
40946254	2025 Sep 14	Lu S, Wang J, Yu Y, Yu X, Hu Y, Wangjun L, Li X, Liu Y, Li W, Qu X, Bao Y, Wang M	First-Line Tislelizumab Plus Chemotherapy in Advanced Non-Squamous Non-Small Cell Lung Cancer: PD-L1 ≥ 50% Subgroup Analysis from the RATIONALE-304 Trial.	Oncology and therapy	doi: 10.1007/s40487-025-00378-8
40945738	2025 Sep 11	Wong JH, Rivas S, Choi J, Wang X, Salloum L, Wu S, Choi S, Segal S, Goldberg RH, McLellan BN	Oral Immune-Related Adverse Events Associated with PD-1 and PD-L1 Inhibitor Therapies: A Retrospective, Single-Institution Study.	Journal of the American Academy of Dermatology	pii: S0190-9622(25)02800-2. doi: 10.1016/j.jaad.2025.09.018
40945303	2025 Sep 8	Mandalà M, Ugolini F, Caldirola L, Rulli E, Manca A, Sini MC, Simi S, Baroni G, Costabile S, De Giorgi V, Cossu A, Bellezza G, Guadagno A, Spagnolo F, Gianatti A, Ghiorzo P, Palmieri G, Massi D	Tumour microenvironment heterogeneity in primary and metastatic paired melanoma samples and its correlation with genetic features and prognosis.	European journal of cancer (Oxford, England : 1990)	doi: 10.1016/j.ejca.2025.115755
40944992	2025 Sep 12	Hou Z, Lan M, Zhu YX, Xue ZH, He M, Ma RX, Liu S, Wu L, Wang Y, Wan G, Li BS, Chen BQ, Wang QF	Clinical characteristics and prognosis of pulmonary lymphoepithelioma-like carcinoma: a multicenter cohort study of 1106 cases.	ESMO open	doi: 10.1016/j.esmoop.2025.105769
40944826	2025 Sep 13	Yang Y, Liu R, Sun Q, Chen Z, Fan W	Enterococcus faecalis and lipoteichoic acid up-regulated PD-L1 of macrophage through TLR and IRE1 α/XBP1 signaling axis.	Odontology	doi: 10.1007/s10266-025-01202-5
40944812	2025 Sep 13	Shen C, Li W, Shi J, Wu Y, Yan Y	Knockdown of circ_0000372 elevates PD-L1 level through sponging miR-488-3p to restrain cell viability, motility and immune escape in gastric cancer.	Journal of molecular histology	doi: 10.1007/s10735-025-10598-x
40944777	2025 Sep 13	Younis SMD, Shareef A, Bishoyi AK, Oweis R, Malathi H, Singh A, Sahoo S, Chauhan AS, Sameer HN, Yaseen A, Athab ZH, Adil M	Targeting tumor immune evasion: the role of PD-L1 siRNA in advancing cancer immunotherapy.	Medical oncology (Northwood, London, England)	doi: 10.1007/s12032-025-03025-4
40944717	2025 Sep 13	Du W, Xiao B, Yang X, Zhan J, Sun H, Yang Y, Fang W, Huang Y, Sun D, Hong S, Zhang L	Tertiary lymphoid structures gene signature predicts response to immunotherapy plus chemotherapy in advanced non-small cell lung cancer.	Cancer immunology, immunotherapy : CII	doi: 10.1007/s00262-025-04165-2
40944710	2025 Sep 13	Dutta N, Svensson J, Saad GA, Mello M, Eklund EA, Altinönder I, Torstensson P, Sayin VI, Rohlin A, Luche H, Hallqvist A, Raghavan S	High baseline PD-1+ CD8 T Cells and TIGIT+ CD8 T Cells in circulation associated with response to PD-1 blockade in patients with non-small cell lung cancer.	Cancer immunology, immunotherapy : CII	doi: 10.1007/s00262-025-04086-0
40944087	2025 Sep 8	Todor SB, Mihaila RG	Cytokine Landscapes, Immune Dysregulation, and Treatment Perspectives in Philadelphia-Negative Myeloproliferative Neoplasms: A Narrative Review.	Journal of clinical medicine	doi: 10.3390/jcm14176328
40943961	2025 Sep 2	Djordjevic F, Ljujic K, Stanic N, Nikolic N, Markovic I, Spasic J	Evaluating the Predictive Value of Clinical Factors for Pembrolizumab Efficacy and Safety in Advanced NSCLC with High PD-L1 Expression (TPS ≥ 50%).	Journal of clinical medicine	doi: 10.3390/jcm14176200
40943939	2025 Sep 1	Andrei GM, Motaș N, Rădulescu VM, Ionovici N, Bunescu M, Zob DL, Biciușcă V, Dumitrescu F, Marcu EA, Cioboată R, Olteanu M	EBUS-TBNA for Diagnosis and Staging of Lung Cancer: A Retrospective Regional Analysis Integrating Clinical and Molecular Data (EXPoSURE Score).	Journal of clinical medicine	doi: 10.3390/jcm14176179
40943568	2025 Sep 5	Wang X, Lu X, Liu C, Cheng H, Tan X	A Study on the Efficacy and Pharmacological Mechanism of Liposome Complexes Containing STING Agonist and Anti-PD-L1 Nanobody in Inhibiting HCC.	International journal of molecular sciences	doi: 10.3390/ijms26178649
40943560	2025 Sep 5	Cozac-Szőke AR, Tinca AC, Negovan A, Vilaia A, Cozac DA, Cocuz IG, Sabău AH, Hagău RD, Chiorean DM, Lazar AB, Turdean S, Szász EA, Tomuț AN, Cotoi OS	Comprehensive Analysis of SIGLEC-15 and PD-L1 Expression Identifies Distinct Prognostic Profiles in Gastric Cancer.	International journal of molecular sciences	doi: 10.3390/ijms26178637
40943476	2025 Sep 3	Shinohara Y, Nakayama S, Aoki M, Nishio J	Histiocytic Sarcoma: A Review and Update.	International journal of molecular sciences	doi: 10.3390/ijms26178554
40943394	2025 Aug 31	Ayasa Y, Alajrami D, Idkedek M, Tahayneh K, Akar FA	The Impact of Artificial Intelligence on Lung Cancer Diagnosis and Personalized Treatment.	International journal of molecular sciences	doi: 10.3390/ijms26178472
40943153	2025 Aug 25	Varnai R, Szebeni GJ, Gémes N, Schwarcz A, Molnar T, Olah C, Csecsei P	Immune Checkpoint Dysregulation in Aneurysmal Subarachnoid Hemorrhage: A Prospective Study of sCTLA-4 and sPD-L1 as Biomarkers of Symptomatic Vasospasm.	International journal of molecular sciences	doi: 10.3390/ijms26178228
40943145	2025 Aug 24	Öztan G, İşsever H, İşsever T	The Role of miRNAs in the Differential Diagnosis of Alzheimer's Disease and Major Depression: A Bioinformatics-Based Approach.	International journal of molecular sciences	doi: 10.3390/ijms26178218
40943144	2025 Aug 24	Ghebeh H, Mirza JY, Al-Tweigeri T, Al-Alwan M, Tulbah A	Profiling of Breast Cancer Stem Cell Types/States Shows the Role of CD44(hi)/CD24(lo)-ALDH1(hi) as an Independent Prognostic Factor After Neoadjuvant Chemotherapy.	International journal of molecular sciences	doi: 10.3390/ijms26178219
40941651	2025 Aug 26	Sanguedolce F, Cormio A, Zanelli M, Zizzo M, Palicelli A, Falagario UG, Milanese G, Galosi AB, Mazzucchelli R, Cormio L, Carrieri G	Diagnostic, Prognostic, and Predictive Tissue Biomarkers in Urothelial Carcinoma In Situ: A Narrative Review.	Diagnostics (Basel, Switzerland)	doi: 10.3390/diagnostics15172163
40941632	2025 Aug 25	Li B, Huang L, Huang J, Li J	An Update of Immunohistochemistry in Hepatocellular Carcinoma.	Diagnostics (Basel, Switzerland)	doi: 10.3390/diagnostics15172144
40941037	2025 Sep 8	Di Grazia G, Dri A, Grieco A, Martinelli C, Palleschi M, Martorana F, Barchiesi G, Arpino G, De Angelis C, De Laurentiis M, Del Mastro L, Puglisi F, Vigneri P, Giuliano M	Unlocking the Potential of Immune Checkpoint Inhibitors in HR+/HER2- Breast Cancer: A Systematic Review.	Cancers	doi: 10.3390/cancers17172940
40941018	2025 Sep 5	Natarajan U, Rathinavelu A	Regulation of PD-L1 Expression by SAHA-Mediated Histone Deacetylase Inhibition in Lung Cancer Cells.	Cancers	doi: 10.3390/cancers17172919
40941007	2025 Sep 5	Golban C, Blaga CM, Varga NI, Negru AG, Hutanu D, Saftescu S, Negru SM	Inflammation-Based Prognostication in Advanced-Stage NSCLC: A Retrospective Cohort Study.	Cancers	doi: 10.3390/cancers17172910
40940992	2025 Sep 3	Guo M, Jeon WJ, Joung B, Tai D, Gavralidis A, Elliott A, Baca Y, de Semir D, Liu SV, Reeves M, Mirshahidi S, Mirshahidi H	Prognostic Significance and Emerging Predictive Potential of Interleukin-1β Expression in Oncogene-Driven NSCLC.	Cancers	doi: 10.3390/cancers17172895
40940918	2025 Aug 28	Mahmood U, Josephides E, Chitnis M, Skwarski M, Gennatas S, Ghosh S, Spicer J, Karapanagiotou E, Ahmad T, Forster M, Jamal-Hanjani M, Benafif S, Swanton C, Lee SM, Papadatos-Pastos D, Georgiou A, Coupe N	Predictors and Outcomes of Non-Small Cell Lung Carcinoma Patients Following Severe Immune Checkpoint Inhibitor Toxicity: A Real-World UK Multi-Centre Study.	Cancers	doi: 10.3390/cancers17172819
40940902	2025 Aug 27	Kawczak P, Feszak IJ, Bączek T	Comparative Mechanistic Insights and Therapeutic Potential of Pembrolizumab, Durvalumab, and Ipilimumab as Immune Checkpoint Inhibitors in the Targeted Management of Oral and Head and Neck Squamous Cell Carcinoma.	Cancers	doi: 10.3390/cancers17172805
40940890	2025 Aug 27	Hilliard AL, Russell TD, Mendonca P, Soliman KFA	Targeting the Tumor Immune Microenvironment in Triple-Negative Breast Cancer: The Promise of Polyphenols.	Cancers	doi: 10.3390/cancers17172794
40940861	2025 Aug 25	Golban C, Susa SR, Varga NI, Ivan CS, Schirta PO, Schirta NC, Negru AG, Saftescu S, Negru SM	The Impact of Body Composition on Outcomes in NSCLC Patients Treated with Immune Checkpoint Inhibitors: A Systematic Review.	Cancers	doi: 10.3390/cancers17172765
40940830	2025 Aug 22	Daniels H, Hassan M, Babiker O, Rowley W, Qaisar A, Phillips E, Griffin E, Bell C, Baraka B, Acharige S, Aquino M, Plant R, Mencel J, Chan S, Parslow D, Arora A, Scott-Brown M, Khakoo S, Braconi C, Palmer D, Ma YT, Sivakumar S	UK Real-World Evidence of Using Durvalumab Plus Cisplatin and Gemcitabine in Advanced Biliary Tract Cancer via an Early Access Scheme.	Cancers	doi: 10.3390/cancers17172732
40940644	2025 Sep 12	Kamel AM, Almuslimani AM, Kandil EZ, Hanafy M, Samra MA, Madney YM, Osman RA	PD1/PDL1 and TIM3/Gal9 expression in acute lymphoblastic leukemia: Gal-9 expression on leukemia stem cells as an independent prognostic parameter.	BMC cancer	doi: 10.1186/s12885-025-14856-9
40940553	2025 Sep 12	Gong L, Tian L, Li H, Zhou K, He H, Xiao S, Zhu Y, Gong Z, Cui K, Zhang Y	FK228 reshapes tumor microenvironment to enhance anti-PD-L1 efficacy.	Oncogene	doi: 10.1038/s41388-025-03558-y
40940136	2025 Sep 12	Regan MM, Ascierto PA MD, Lipson EJ, Palaia J, Moshyk A, Selvan A, Lao CD, Atkins MB MD, McDermott DF, Potluri R, Ranjan S, Bilthare S, Long GV, Stephen Hodi F, Tawbi H, Schadendorf D	Analysis of treatment-free survival of patients with advanced melanoma receiving nivolumab as monotherapy or in combination with relatlimab in RELATIVITY-047.	Journal for immunotherapy of cancer	pii: e012747. doi: 10.1136/jitc-2025-012747
40939949	2025 Sep 10	Cheng N, Wang B, Xu J, Wang Z, Xue L	Clinicopathological characteristics and immune infiltration analysis of esophagogastric junction adenocarcinoma with alterations in SWI/SNF complex.	Human pathology	doi: 10.1016/j.humpath.2025.105930
40939862	2025 Sep 10	Chen P, Li HM, Huang CY, Liu JJ, Luo LY, Luo J, Huo XJ, Huang M, Yin YL, Mou L, Ouyang YC	A universal single-plasmid, single-promoter system for efficient protein display and RNA encapsulation in MS2 virus-like particles.	Journal of biotechnology	doi: 10.1016/j.jbiotec.2025.09.004
40939189	2025 Sep 12	Shi J, Huang S, Zhou Y, Zheng G, Zhang Z, Fan X, Shen J	SPP1+ Neutrophils Mediate Resistance to lmmune Checkpoint Blockade in BAP1-Inactivated Tumors.	Cancer research	doi: 10.1158/0008-5472.CAN-24-4962
40939177	2025 Sep 12	Xia Z, Liu W, Guo D, Chen L, Zhao M, Zhao Y, Zhang J, Xia L, Zou Y, Sun P, He B, Tang H, Chen L	CircADAMTS12 Inhibits the Anti-Tumor Activity of Microglia to Enable Metastatic Colonization in the Brain.	Cancer research	doi: 10.1158/0008-5472.CAN-25-0738
40938891	2025	Bach CA, Hossain MN, Chaudhari IJ, Verrillo CE, Naranjo NM, Amoroso I, Testa A, Sey S, Kelly WK, Bellis SL, Lorico A, Blidner AG, Rabinovich GA, Languino LR	A novel sialylation pathway mediated by extracellular vesicles in aggressive prostate cancer.	PloS one	doi: 10.1371/journal.pone.0329014
40938876	2025	Huang Q, Ye B, Ye Z, Huang S, Xue J, Cui F, Jiang T, Sun L, Zeng Y, Wang S, Chen Y, Tang H	Role of c-Myc activating the transcription of PD-L1 in immune escape during benzene-induced malignant transformation of human lymphoblasts.	PloS one	doi: 10.1371/journal.pone.0332277
40938752	2025 Sep 10	Liu B, Wu Y, Xiang A, Yu Y, Song S, Zhang Y, Gu J, Lu H, Xu P, Liu F, Ruan Y	The hexosamine biosynthetic pathway drives tumor immune evasion via translational control of PD-L1 at the elongation level.	Cell reports	doi: 10.1016/j.celrep.2025.116249
40937638	2025 Sep 12	Ayoub M, Abou Jaoude C, Ayoub M, Hamade A, Rima M	The Immune System and Cellular Senescence: A Complex Interplay in Aging and Disease.	Immunology	doi: 10.1111/imm.70036
40937576	2025 Nov	Bugia L, Affolter A, Kern J, Sohn E, Jungbauer F, Fleckenstein J, Lammert A, Rotter N, Scherl C	Irradiation‑induced cellular senescence is linked to pro‑survival signaling and checkpoint regulation in a 2D and 3D model for head and neck cancer.	Oncology reports	pii: 151. doi: 10.3892/or.2025.8984
40937253	2025 Aug	Bernard ME, Rueckert J, Pierre-Charles JZ, Miller JZ, Yang E	Concurrent Radiation With Nivolumab and Chemotherapy for Nodal-Only Distant Metastatic Stage IV Esophageal Carcinoma.	Cureus	doi: 10.7759/cureus.89807
40937192	2025 Sep	Zhang Y, Wang N, Zhang L, Zhuang Y, Xin Q, Gu X, Jiang C, Wu J	Serotonin (5-Hydroxytryptamine): Metabolism, Signaling, Biological Functions, Diseases, and Emerging Therapeutic Opportunities.	MedComm	doi: 10.1002/mco2.70383
40936918	2025	Xia W, Zhang X, Wang Y, Huang Z, Guo X, Fang L	Progress in targeting tumor-associated macrophages in cancer immunotherapy.	Frontiers in immunology	doi: 10.3389/fimmu.2025.1658795
40936907	2025	Tong C, Wu Y, Wu R	New dimensions of PD-1/PD-L1 inhibitor combination therapy in cancer treatment: current advances and future perspectives.	Frontiers in immunology	doi: 10.3389/fimmu.2025.1616872
40936903	2025	Fan S, Zhao Z, Meng Q, Wang H, Yu B, Niu W	Immune activation following PD-L1 inhibitor plus chemoradiotherapy in locally advanced rectal cancer: a retrospective, single-arm study.	Frontiers in immunology	doi: 10.3389/fimmu.2025.1619043
40936894	2025	Ma Y, Zhang L, Liu W	Immunosuppressive tumor microenvironment and advance in immunotherapy in melanoma bone metastasis.	Frontiers in immunology	doi: 10.3389/fimmu.2025.1608215
40936705	2025	Zhou Z, Zhou Q	Immunotherapy resistance in triple-negative breast cancer: Molecular mechanisms, tumor microenvironment, and therapeutic implications.	Frontiers in oncology	doi: 10.3389/fonc.2025.1630464
40936154	2025 Aug	Jiang XH, Chen YJ	[The Role of Tumor-Associated Macrophages in Anti-PD-1/PD-L1 Immunotherapy for Lymphoma--Review].	Zhongguo shi yan xue ye xue za zhi	doi: 10.19746/j.cnki.issn.1009-2137.2025.04.043
40936109	2025 Sep 11	Wu Z, Zheng P, Xiao Y, Wang Q, Pan X, Zhou X, Lv Y, Xiao J, He Y, Huang T, Lei P	Targeted Degradation of sGRP78 Alleviates the Immunosuppressive Tumor Microenvironment.	Advanced science (Weinheim, Baden-Wurttemberg, Germany)	doi: 10.1002/advs.202509921
40935873	2025 Sep 11	Zhang J, Li X, Yu X, Jiang W, He X, Mei C, Ou C	Identification of CD159A as a prognostic and immune biomarker in kidney renal clear cell carcinoma.	Scientific reports	doi: 10.1038/s41598-025-18515-8
40935646	2025 Jul 20	Chen X, He W, Yang N, Xiong L, Wang H, Liu P, Xie B, Zhou J	[Histological Transformation from Non-small Cell Lung Cancer to Small Cell Lung Cancer Induced by Immune Checkpoint Inhibitor Therapy: A Case Report and Literature Review].	Zhongguo fei ai za zhi = Chinese journal of lung cancer	doi: 10.3779/j.issn.1009-3419.2025.101.12
40935273	2025 Sep 10	Cai Y, Tu Y, Cheng H, Yu J	Investigating the interaction mechanism of five flavonoids and PD-L1 based on multi-spectroscopy and molecular dynamics.	Chemico-biological interactions	doi: 10.1016/j.cbi.2025.111741
40935246	2025 Sep 9	Kusano K, Uno K, Tamahara T, Asano N, Sudo K, Tanabe M, Ogasawara K, Kanno T, Koike T, Shimizu R, Masamune A	Metabolic syndrome develops cardia cancer via nuclear factor-E2-related factor 2-programmed death-ligand 1 signaling.	Cellular and molecular gastroenterology and hepatology	doi: 10.1016/j.jcmgh.2025.101629
40934933	2025 Sep 8	Paulson KG, Lau SCM, Ahn MJ, Moskovitz M, Pogorzelski M, Häfliger S, Parkes A, Zhang Y, Hamidi A, Thompson CG, Wermke M	Safety and activity of tarlatamab in combination with a PD-L1 inhibitor as first-line maintenance therapy after chemo-immunotherapy in patients with extensive-stage small-cell lung cancer (DeLLphi-303): a multicentre, non-randomised, phase 1b study.	The Lancet. Oncology	pii: S1470-2045(25)00480-2. doi: 10.1016/S1470-2045(25)00480-2
40934540	2025 Sep 10	Liu Y, Li X, Li B, Wang Y, Zhang Z, Wang Z, Gu M, Li W, Zhang T	Dose-dependent efficacy of CX1003 in NSCLC immunotherapy: High dose for T cell response, low dose for apoptosis.	International immunopharmacology	doi: 10.1016/j.intimp.2025.115520
40933637	2025 Oct	Danesh K, Hu JC, Kokot N, Goldstein Z, DeClerck B, Beutler B, Jadvar H, Butcher K, In GK	A case of cutaneous angiosarcoma with intradermal metastases responding to PD-1 inhibition-based immunotherapy.	JAAD case reports	doi: 10.1016/j.jdcr.2025.05.046
40932925	2025 Sep	Velazquez V, Hakim MN, Brockhoff H, Maharaj S	Multimodal management of PD-L1 positive sinonasal inverted papilloma with malignant transformation.	World journal of otorhinolaryngology - head and neck surgery	doi: 10.1002/wjo2.221
40932382	2025 Sep 11	Llerena P, Samarah H, Nunes K, Lin Z, Bridgham K, Tekumalla S, Jain A, Harshyne L, Shukla SK, Vathiotis I, Tuluc M, Gargano S, Eisenbrey JR, Keith S, Cognetti DM, Bar-Ad VC, Luginbuhl AJ, Axelrod R, Vadigepalli R, Yang H, Whitaker-Menezes D, Roche M, Mahoney MG, Argiris A, Solomides C, Johnson JM, Barbirou M, Miller A, South AP, Mitra R, Linnenbach AJ, Martinez-Outschoorn U, Curry JM	Extracellular matrix-myCAF signatures correlate with resistance to neoadjuvant aPD-L1 immune checkpoint inhibition with durvalumab + metformin in HPV+ HNSCC.	Clinical cancer research : an official journal of the American Association for Cancer Research	doi: 10.1158/1078-0432.CCR-25-1098
40932365	2025 Sep 11	Kolberg HC, Schumacher J, Erber R, Braun M, Fasching PA, Grischke EM, Schem C, Lux MP, Deryal M, Hoffmann O, Heinrich B, Kunz G, Lübbe K, Krabisch P, Hartmann A, Räth P, Kasimir-Bauer S, Kolberg-Liedtke C	Atezolizumab monotherapy window preceding combined neoadjuvant chemo- and immune therapy in triple negative breast cancer (TNBC) - the neoMono trial.	Clinical cancer research : an official journal of the American Association for Cancer Research	doi: 10.1158/1078-0432.CCR-25-1288
