DATA	GSM3443357	GSM3443358	GSM3443359	GSM3443360	GSM3443361	GSM3443362	GSM3443363	GSM3443364	GSM3443365	GSM3443366	GSM3443367	GSM3443368
NBPF10 /// NBPF11 /// NBPF14 /// NBPF15 /// NBPF19 /// NBPF20 /// NBPF25P /// NBPF26 /// NBPF8 /// NBPF9	9.513341	9.348547	9.122432	9.30951	9.521867	9.749223	9.440914	9.494268	9.49756	9.449021	9.063984	9.406615
ST8SIA4	3.355939	3.517196	3.640455	3.518992	3.648813	3.469249	3.780871	3.675678	3.63277	3.611475	3.705106	3.459636
ST8SIA5	4.235478	4.2669805	4.249738	4.235466	4.6719515	4.2629535	4.3515695	4.20462	4.320449	4.345375	4.360735	4.124547
A2M	4.007455	3.737245	3.979998	3.812245	3.864433	3.694077	3.988701	3.99354	4.003092	3.950772	4.058652	3.567143
ST8SIA1	2.65551	2.318055	2.623818	2.48309	2.65551	2.432528	2.461035	2.364332	2.363324	2.612546	2.437913	2.655098
ST8SIA2	3.490493	3.683485	3.718369	3.420069	3.704104	3.28336	3.449979	3.438057	3.452111	3.348246	3.375564	3.343079
ST8SIA3	2.9461310000000003	3.080457	2.8289505	3.1735995	2.972635	2.842072	2.906559	2.7587960000000002	2.9729925	2.822869	3.2308215000000002	2.9758424999999997
HSPA12A	7.4032065	7.4595395	7.4009555	7.428798	7.402051	7.4700264999999995	7.787242	7.834992	7.934259	8.0711955	7.7796895	7.930016
DIRAS3	4.162717	4.275859	3.836713	3.888777	3.561451	4.387333	3.991755	4.121385	4.015637	4.070178	3.894313	3.776327
DIRAS2	3.854155	4.202737	3.92212	3.937826	4.025843	4.247731	4.279126	4.6398	4.758326	4.571738	4.278322	4.529347
LOC100507630	3.614556	3.92708	4.156674	4.050404	4.070393	3.798674	4.00094	4.076389	4.041706	4.180732	4.0726	4.030598
HERC2P5 /// HERC2P5 /// HERC2P8 /// HERC2P8	3.796443	3.687243	4.163552	4.17582	4.343781	3.887941	3.972106	3.993728	4.065265	4.138389	4.084388	4.016312
GEMIN2	7.508189	7.537026	7.6184125	7.4145354999999995	7.5850785	7.6402425	7.2065065	7.4413595	7.2714685	7.3618595	7.313032	7.488265999999999
MAGEA2 /// MAGEA2B	3.259823	3.079118	3.191587	3.117423	3.256336	2.995282	3.169732	2.868431	3.311543	3.162252	3.206683	3.195033
GEMIN4	8.3105795	8.350302500000002	8.1969995	8.078689	7.972688999999999	7.9492025	7.965066	8.098975	8.0808985	7.858066	7.8688265	7.8966959999999995
GEMIN6	9.557934	9.561727	9.722546	9.428146	9.54248	9.453102	9.317324	9.346016	9.351439	9.382295	9.479271	9.545091
GEMIN7	4.346138	4.348799	4.29732	4.575704	4.5325	4.139239	4.359963	4.355917	4.414454	4.181633	4.30304	3.93699
GEMIN8	6.313236	6.301726	6.275813	6.273815	6.214135	6.524598	6.107288	6.228068	6.324688	6.250655	6.272924	6.456377
SLC1A1	7.740918	7.981737	7.8333615000000005	7.885076999999999	7.8500095	8.0501895	8.343779	8.4642085	8.4215805	8.250067000000001	8.3075415	8.3991385
SLC1A2	4.477418	4.50505	4.65093	4.414034	4.85957	4.409554	4.284849	4.385524	4.308851	4.700336	4.725795	4.726097
SLC1A3	4.812827	4.609348	4.803582	4.589135	5.001441	4.70725	4.578441	4.494939	4.381586	4.569862	4.716586	5.006564
SLC1A4	8.008717	8.0479485	7.9379125	8.451753	8.382236500000001	8.5476685	7.482301	7.5211115	7.4822305	8.479751	8.3166285	8.5246245
SLC1A5	8.177778	8.033819	8.12269	8.411741	8.4601	8.400661	7.535742	7.796535	7.666574	8.112944	8.095672	7.916389
SLC1A6	4.964572	4.780491	4.941439	4.865777	5.021104	4.633333	4.769033	4.815258	4.80601	4.971037	4.7187	4.846032
SLC1A7	4.777191999999999	4.867667	5.127447	4.930799	5.1380255	4.687972	4.973383500000001	4.7511995	4.785033	4.6904975	4.9787035	4.839841
MKRN7P	4.411111	4.570579	4.815209	4.707911	4.966926	4.314535	4.604511	4.667565	4.391659	4.684349	4.480003	4.397178
CELA2B	4.141845	3.999364	4.026453	4.110399	4.200486	4.12984	3.773408	3.988876	3.94046	3.876225	4.237434	3.950078
STMN2	3.0405185	3.108907	3.1072055	3.1301945	3.1356085	3.1217610000000002	2.8486225000000003	3.0607550000000003	3.211929	3.10854	3.0475215	3.1607795
STMN3	4.008454	4.276975	4.093945	4.267357	3.856267	4.179931	3.922844	4.029765	3.632027	4.079911	4.079206	4.018696
STMN4	4.444656	4.283407	4.275283	4.462966	4.424101	4.176975	4.36217	4.402013	4.393245	4.241752	4.404615	4.387896
GNAT2	4.076389	4.115848	3.907102	4.18643	4.00769	3.784002	3.940336	4.014941	3.961898	3.874812	4.111837	4.222877
GNAT3	3.214425	2.760969	3.085639	3.154449	3.306722	3.193881	3.175516	3.055715	2.925355	3.095472	3.232465	3.139928
STMN1	9.509109	9.466272	9.52736	9.563798	9.440788	9.403745	9.366589	9.371712	9.324323	9.412964	9.37889	9.348958
GNAT1	3.9201984999999997	4.161813	4.14968	4.123473499999999	4.2198915	4.060951	4.1398565000000005	4.0636944999999995	4.1078745	4.132899	4.1976245	4.0992655
DAPK1	6.638086	6.6764635	6.426747	6.522049	6.602627	6.7229375	6.7666045	7.004014	6.823337499999999	6.9449065	6.853448	6.826093
DAPK2	4.548217	4.375811499999999	4.511181	4.4562945	4.6850369999999995	4.333287500000001	4.567025	4.376907	4.590714999999999	4.599943	4.5539065	4.697309499999999
ENPEP	8.824295	8.867948	8.6966965	8.8094565	8.771888	9.065827500000001	8.891532999999999	8.8920535	8.799773	8.8425215	8.7249075	8.8583105
ABO	5.226068	5.285139	5.5029585	5.24407	5.287434	5.2391570000000005	5.4999400000000005	5.2718035	5.3024765	5.254004	5.4629665	5.112572999999999
ABR	8.174325	8.0908525	7.960058999999999	8.031124	7.946616499999999	8.169326	7.9687975	7.9594785	7.9644165000000005	7.880438999999999	7.6773135	7.755061
ACD	8.153811	8.088956	8.154346	8.067803	7.96533	7.95167	7.907569	7.890479	7.977721	7.79273	7.760884	8.051713
ACE	3.931737	3.92708	3.987945	3.906599	3.986024	3.793965	3.792398	3.912652	3.920902	3.898348	3.956504	3.698985
THAP10	8.206228	8.247911	8.129373	8.032083	8.100382	8.375025	8.072096	8.152594	8.027439	8.14517	8.021909	8.196997
THAP11	7.675897	7.776125	7.708756	7.66517	7.632471	7.751149	7.974833	8.05055	8.020805	7.92051	7.895133	8.056725
ACR	4.293074	4.721985	4.535311	4.433566	4.729142	4.505309	4.442252	4.505534	4.605316	4.297118	4.536714	4.41454
OGDH	7.817136	7.815033	7.889629	7.591143	7.753159	7.61591	7.83215	7.936341	8.029085	7.724895	7.622025	7.848289
ADA	9.064765	9.053575	8.979383	9.056476499999999	9.0877835	9.0477755	8.968776	9.046327	8.989656	9.0860305	8.8445655	9.0108455
OGFR	7.8761375	7.8513530000000005	7.8746365	7.8718734999999995	7.869263500000001	7.7603314999999995	7.735514500000001	7.812810000000001	7.7740480000000005	7.7911125000000006	7.792427	7.7801075
OGG1	6.47982	6.338626	6.526786	6.450213	6.294182	6.246817	6.465508	6.272952	6.417191	6.412217	6.557446	6.52522
ADK	9.369222	9.1355475	9.2586825	9.3854495	9.3644785	9.408138999999998	9.1474055	8.86576	8.9047465	8.8873515	8.945017	8.934167500000001
ADM	9.986965	9.993119	9.887581	9.982063	9.929333	10.21627	8.004478	8.201773	8.069009	8.221382	8.095982	8.355353
ADO	9.556310499999999	9.609814499999999	9.5561755	9.4806375	9.4594905	9.5840525	9.978835499999999	9.909384	9.917721	9.856862	9.807281499999998	9.876697
AEN	8.617018	8.664743	8.571318	8.611875	8.503902	8.604796	8.527498	8.5033	8.519814	8.533253	8.371244	8.487474
AES	8.437105	8.400346	8.576741	8.544662	8.43665	8.420213	8.628791	8.663489	8.569969	8.5211	8.630742	8.698058
AFM	3.002406	3.008584	2.918473	2.978473	3.168011	2.800601	2.877206	2.758964	2.996881	2.979978	2.969313	2.672676
AFP	5.630826	5.750843	5.539131	5.586553	5.382534	5.643767	5.757713	5.776198	5.615602	5.604288	5.771033	5.734819
AGA	7.003696	7.031118	6.820133	6.853769	6.824214	7.429658	7.426701	7.528242	7.389755	7.489516	7.213571	7.611602
AGK	8.357631000000001	8.372447999999999	8.2331735	8.164961	8.314463499999999	8.4085955	8.006281	8.029164	8.0264195	7.973701	8.029875	8.0080395
AGL	9.045544	9.04311	8.890459	9.147784	8.839439	9.175609	9.254169	9.11961	9.214872	9.142948	9.060643	9.041008
FMO1	3.857011	3.559632	3.706982	3.781466	3.85235	3.764591	3.659676	4.023995	3.529074	3.943387	3.950521	3.652634
FMO2	4.141012	4.261209	4.380017	4.170353	4.415178	4.088259	4.112175	4.067441	4.244156	4.183926	4.347602	4.028
FMO3	2.9861145000000002	3.0833655	3.0958975	3.06276	3.2314689999999997	2.9361625	3.1744155000000003	2.9329004999999997	3.0556495	3.1195895	3.0328939999999998	3.1257764999999997
FMO4	5.597241	5.439896	5.689519	5.437385	5.774715	5.634152	5.945406	5.994357	6.006382	5.838516	6.142886	5.755358
FMO5	3.226859	3.29114	3.2953919999999997	3.17919	3.191769	3.005535	2.96424	3.1864135	3.001342	3.333523	3.3204754999999997	3.3308275
AGT	6.673192	7.020884	6.786059	7.309937	7.3334	7.346162	8.069342	8.161544	8.303291	8.329357	8.317843	8.349128
HINFP	7.065022	7.093397	7.082579	7.182691	7.143801	7.16482	7.038406	7.17354	7.288451	7.16545	7.13495	7.41326
XAB2	6.698524	6.753966	6.751045	6.606222	6.436054	6.34531	6.482696	6.523038	6.653519	6.505976	6.515644	6.383619
FMOD	5.504735	5.491542	5.806307	5.552907	5.721769	5.405628	5.413652	5.450305	5.323696	5.571923	5.611996	5.703349
FMR1	8.393154	8.285308	8.217904	8.300852	8.0618125	8.5566425	9.662417000000001	9.502492499999999	9.53596	9.555301	9.4981815	9.571013
AHR	8.748819	8.748264	8.616254	8.653524	8.568769	8.701435	8.662447	8.477233	8.496364	8.320351	8.488202	8.356719
RPH3A	5.140411	5.283054	5.328224	5.589545	5.579792	5.261878	5.353043	5.306743	5.293296	5.126094	5.633967	5.243482
AIP	7.73334	7.632785	7.9370555	7.761848	7.859607	7.650395	7.744752500000001	7.920298000000001	7.784397	7.8475605	7.902623	7.970501500000001
AK1	6.1211025	6.1403110000000005	6.254959	6.2137925	6.217598499999999	5.9835595	6.1070665	6.1346175	6.081416	6.0647105	6.2033655	6.2105215000000005
AK2	10.0178005	9.969188500000001	9.865077	9.972999	10.026852	10.18463	9.745188	9.800047	9.705941	9.715761	9.5169385	9.76712
GPATCH2L	5.402342	5.497841	5.232677	5.475686	5.236976	5.520007	5.151601	5.176616	5.174067	4.98424	5.083981	5.285991
AK5	8.109467	8.096487	8.075708	8.096146	8.166107	8.224257	7.954356	8.166595	8.12505	8.125172	8.166107	8.243764
AK6	11.19098	11.15118	11.30015	11.23169	11.21949	11.07399	11.12335	11.03781	11.12388	11.10175	11.18087	11.09736
DSCR3	7.4971435	7.4267900000000004	7.564897	7.39442	7.359154	7.539783	7.42153	7.50059	7.457344	7.4832399999999994	7.418483999999999	7.554615
DSCR4	4.341415	4.434795	4.392861	4.521668	4.494566	4.257322	4.456522	4.393111	4.301335	4.28934	4.477259	4.380248
FN3K	4.223832	4.362705	4.279718	4.454468	4.27436	4.300212	4.183126	4.13406	4.199312	4.221997	4.209229	4.026092
ALB	3.028597	3.054518	3.206342	3.318444	3.19391	3.080123	3.097056	3.101438	3.063288	3.095095	3.215909	2.978872
XAF1	7.385544	7.565355	7.457713	7.470111	7.715497	7.798718	7.37356	7.495347	7.388928	7.731239	7.277279	7.529186
ALK	5.2951250000000005	5.0596405	5.226059	5.2246565	5.480164	5.0363505	5.159677	4.968664	5.2491375	5.074315	5.2092765	5.181705
AMN	6.180106	6.08492	6.400819	6.325867	6.43538	6.277483	6.435535	6.099127	6.136846	6.423407	6.398726	6.336059
AMT	6.113219	5.996642	6.091675	6.040982	5.920103	6.043557	6.043219	6.087838	6.039451	6.208317	6.080123	6.182423
ANG	5.630093	5.59944	5.689321	5.774733	5.597826	5.60555	5.882644	6.044607	5.915068	6.002677	5.918731	6.102942
ENOX2	6.567596	6.653218	6.579931	6.554676	6.423002	6.527395	6.779166	6.749161	6.617148	6.651377	6.733516	6.68456
ENOX1	3.908325	4.02066	4.043647	4.034504	3.850167	4.172706	4.003676	4.186537	4.132367	4.001171	4.28559	4.010498
MGAT4C	2.617315	2.698043	2.474519	2.525716	2.533414	2.387457	2.316993	2.421871	2.38185	2.360747	2.504411	2.594886
APC	5.693531	5.75319	5.266232	5.735898	5.334922	5.912046	5.552791	5.723358	5.751989	5.610096	5.313711	5.568705
MGAT4A	3.612283	3.585989	3.19144	3.442219	3.38903	3.623427	3.498515	3.689951	3.467682	3.539006	3.63075	3.525564
MGAT4B	10.3618	10.21083	10.19839	10.27748	10.27808	10.25997	10.17096	10.12999	10.19573	10.13845	9.938921	10.07281
APP	11.73054	11.46636	11.60351	11.84964	11.57238	11.62602	11.94573	11.59351	11.83618	11.73556	11.80413	11.57344
B2M	13.43036	13.41715	13.433585	13.47326	13.406855	13.406645000000001	13.548355	13.480545	13.52349	13.5365	13.575045	13.465415
AQR	7.4600525	7.4933605	7.408319	7.4793735	7.3150415	7.4852894999999995	7.124284	7.2068895	7.268076000000001	7.1483095	7.159128	7.247396500000001
ARC	3.884404	3.837146	3.818918	4.053854	3.708559	3.662803	3.963495	3.841499	3.647778	3.662803	3.895031	3.804813
ASL	9.1752	9.216319	8.997409	9.168434	9.143202	9.246744	8.992095	9.037539	9.047054	8.991825	8.835182	9.034023
SPATS2L	8.0323605	8.214614000000001	8.0303595	7.903057	7.9472225000000005	8.232319	8.4364575	8.566236	8.4933285	8.3874815	8.1928035	8.546851
ITFG2 /// LOC100507424	5.571188	5.2960185	5.362028499999999	5.2835265	5.4722875	5.3332115	5.2069075	5.288736500000001	5.233986	5.3168665	5.1780925	5.079641
ATM	7.390944	7.402958	7.269873	7.273502	7.336847	7.47681	7.369688	7.331722	7.459858	7.411993	7.375054	7.490841
ATR	9.1306425	9.1555325	8.958444	8.971374	8.8767795	9.1109035	9.075686999999999	9.079462	9.1203445	9.0336555	9.002558	9.0368705
HINT1	13.42574	13.38888	13.46573	13.46895	13.43174	13.34396	13.44967	13.41817	13.43483	13.46765	13.51338	13.5305
AUH	9.176655	9.237202	9.233836	9.227118	9.304537	9.316776	9.058248	9.105514	9.045015	9.184624	9.101701	9.180272
AVP	5.022891	5.282966	5.365413	5.014284	5.385863	5.157743	5.189502	5.087993	5.182978	5.157909	5.106431	5.128161
DZANK1	6.751603	6.694986	6.735727	6.586131	6.638331	6.692299	6.703341	6.843354	6.5947	6.849827	6.791643	6.827369
AXL	10.402478	10.411856499999999	10.4678365	10.4888565	10.431512000000001	10.302788	10.1240525	10.117358	10.151978	10.1462975	10.2178745	10.171305499999999
IPW /// LOC101930404 /// PWARSN /// SNORD107 /// SNORD115-13 /// SNORD115-26 /// SNORD115-7 /// SNORD116-22 /// SNORD116-28 /// SNORD116-4 /// SNRPN	5.8653665	6.0470675	5.6437935	5.956421000000001	5.7928665	6.368164500000001	6.3039695	6.256410000000001	6.308477	6.2583625	6.204848999999999	6.2114515
DSCC1	7.432088500000001	7.422712499999999	7.5847685	7.418584000000001	7.579097	7.3213665	7.338150499999999	7.4605735	7.5198285	7.314405	7.456198499999999	7.29925
IL18RAP	5.025548	4.854375	4.886568	4.745207	4.809107	4.807853	4.653236	4.874448	4.308261	4.746036	4.886293	4.750162
DSCAM	5.599228	5.405318	5.362144	5.513528	5.541421	5.290112	5.453611	5.420349	5.429621	5.727092	5.772889	5.252175
SLC2A9	5.664283	5.86081	5.786073	5.719512	5.760722	5.374244	5.332785	5.510932	5.587492	5.281134	5.648333	5.147867
SLC2A1	9.748021999999999	9.779126000000002	9.7461825	9.6533175	9.6455755	9.6773665	9.128637999999999	9.191037	9.086011000000001	9.110573	9.165166	9.190027
SLC2A2	3.887867	3.736426	3.655463	3.640564	3.819666	3.856942	3.309285	3.863243	3.774937	3.893121	3.766847	3.816071
SLC2A3	6.557438	6.408788	6.342231	6.404453	6.346697	7.064855	6.107288	6.178732	6.196214	6.298688	6.23787	6.077454
SLC2A4	4.42398	4.344962	4.421857	4.641008	4.29993	4.445329	4.439328	4.474222	4.444335	4.446431	4.536552	4.486493
SLC2A5	4.5529335	4.5974070000000005	4.5227070000000005	4.7190460000000005	4.8235315	4.434438500000001	4.603046	4.534304000000001	4.6211885	4.4510325	4.6995615	4.4103245
SLC2A6	7.454904	7.528103	7.537838	7.365191	7.380277	7.23465	7.598861	7.621374	7.562818	7.606543	7.668046	7.502914
SLC2A8	7.211194	7.188661	7.353637	7.189002	7.183158	7.143167	7.196266	7.232705	7.221479	7.159836	7.271573	7.233586
TGFBR1	4.150605	4.272411	4.026563	3.901445	4.265945	4.279819	4.109914	4.185194	4.238362	4.079658	4.13263	4.091031
TGFBR2	7.0320505	7.1074435000000005	7.0398455	6.995317	7.2220255	7.04419	6.9093175	7.0114105	6.901683	6.854633999999999	6.7962110000000004	6.9239545
TGFBR3	7.117491	7.236908	7.072818	6.95023	6.594625	7.012326	8.247383	8.320143	8.251454	8.318359	8.154523	8.273881
DDX19A	8.2461775	8.250464000000001	8.1993105	8.083985	8.1117475	8.2717165	8.145336499999999	8.0843515	8.184409500000001	8.0940765	7.942830000000001	8.112312
MUTYH	7.707937	7.636832	7.599105	7.643368	7.797602	7.73519	7.427133	7.520969	7.570523	7.695854	7.570744	7.689849
BAD	8.137426999999999	8.19628	8.4166505	8.2471765	8.208854	8.261748	8.135409000000001	8.1988645	8.0696045	8.082481999999999	8.017198	8.217361
USP6NL /// USP6NL-IT1	6.457143	6.562061	6.630116	6.638587	6.280612	6.923238	7.137239	6.879881	6.880194	6.91595	6.856906	6.993506
BAX	9.2871175	9.139039499999999	9.5914615	9.368154	9.428768	9.45087	9.369699	9.288834	9.2102575	9.360708500000001	9.568035	9.588199
BBX	8.1421505	8.330544499999998	8.124571	8.267419	8.252738	8.4216405	8.805869999999999	8.814143999999999	8.7603285	8.887251	8.7423195	8.921556500000001
WDR83OS	10.36231	10.35513	10.61812	10.42824	10.50793	10.42966	10.34848	10.39515	10.32403	10.46449	10.56658	10.5961
BCR	6.8195045	6.9090935	6.7107575	6.858653	6.706435	6.851371	7.102212	7.2207145	7.194599	6.979639	6.8908695	7.036986499999999
VOPP1	10.86541	10.87432	10.9096	10.85619	10.79782	10.68036	10.7833	10.78213	10.70755	10.71522	10.77774	10.71418
BGN	4.809156	4.986104	5.198395	4.884123	5.328909	4.84446	4.962976	4.673729	5.062669	4.92741	5.238454	5.140636
LINC00921 /// ZNF263	8.277232	8.236046	8.211513	8.246342	8.274532	8.216365	8.034425	8.087331	8.050471	8.131552	8.079214	8.09968
BID	10.08298	10.0858435	10.2413045	10.145524	10.113260499999999	10.017248	10.1693605	10.192434500000001	10.1538565	10.171624999999999	10.29302	10.2818915
BIK	7.809928	7.925149	7.932814	7.8262	7.895424	7.74202	8.233559	8.447069	8.248405	8.27393	8.325593	8.336125
MED24 /// MIR6884	7.630545	7.777464	7.450103	7.543381	7.310328	7.44596	7.666101	7.769998	7.762225	7.676405	7.474932	7.70817
FADS3	8.848316	8.865813500000002	8.8039555	8.832647999999999	8.7364175	8.766854	8.8687235	8.956838999999999	8.8849835	8.815472499999998	8.8238325	8.8177445
FADS2	7.364268	7.371293	7.484603	7.526881	7.625505	7.306946	7.337401	7.40886	7.278986	7.355721	7.456239	7.296103
FNTA	10.363475000000001	10.295265	10.2876245	10.3991065	10.4719755	10.416815	10.248756	10.156445999999999	10.121756999999999	10.178704	10.1458055	10.20524
BLK	5.155158	5.1735365	5.056633	5.1240559999999995	5.219264	4.8999505	5.04241	4.875707	4.9419825	4.936975	5.1816775	5.039467
BLM	7.323595	7.326969	7.262485	7.086093	7.089352	6.977249	6.893428	7.02159	6.915162	6.975784	7.040693	7.257022
KIR2DL5A	5.155615	4.905358	5.20784	5.020582	5.310943	4.876638	5.092875	5.036232	5.314104	5.283381	5.123306	4.949449
BMX	3.478973	3.048644	3.503775	3.228598	3.308213	3.239678	3.27075	3.332938	3.194426	3.085947	3.672754	3.114517
LRRC37BP1	4.459373	4.515014	4.411287	4.279914	4.006887	4.412593	4.394944	4.433666	4.538651	4.664097	4.35024	4.779575
PPWD1	7.975994	7.947106	7.968835	7.989725	7.865469	8.026113	7.63213	7.669858	7.634116	7.836947	7.786602	7.735291
SLC36A1	9.046201	9.088936	9.139189	9.109947	9.080732	9.147699	9.471742	9.622173	9.528482	9.485285	9.62348	9.566365
RABGGTB	10.48159	10.39884	10.55994	10.52826	10.48696	10.63884	10.32753	10.23913	10.25154	10.21039	10.17963	10.25472
RABGGTA	6.542547	6.703391	6.502204	6.344726	6.110634	6.3877	6.478508	6.499512	6.550312	6.515853	6.415687	6.319778
C1D	9.601289	9.545642	9.503216	9.569225	9.448876	9.641799	9.371071	9.347306	9.268013	9.286037	9.214074	9.220145
C1S	9.236237	9.269081	9.163298	9.437939	9.432659	9.400293	9.866586	9.843566	9.847265	10.0072	9.944709	10.04985
C1R	7.793792	7.808215	7.76344	8.09017	7.976357	8.237267	8.682514	8.722416	8.705303	8.882181	8.804922	8.879144
BRE	8.753074	8.711777	8.713284	8.717566	8.706772	8.823841	9.223028	9.198845	9.097361	9.181509	9.101791	9.183714
LOC644172 /// MAPK8IP1	6.262393	6.472841	6.409331	6.498007	6.509278	6.324986	6.515388	6.522063	6.430029	6.450006	6.398179	6.460018
BSG	8.695051	8.659333	8.595667	8.665232	8.64272	9.043741	8.63337	8.784098	8.661337	8.636243	8.492701	8.67709
BSN	3.958696	3.712516	3.880725	3.950896	4.170933	3.816154	3.947656	3.720212	3.994633	3.796557	3.866632	3.95467
BTC	3.194692	3.351807	3.391237	3.143921	3.283284	3.28336	3.164614	3.148165	3.135766	3.314021	3.423008	3.308274
CFDP1	7.3751999999999995	7.333700499999999	7.2962	7.3225324999999994	7.1077105	7.4799395	7.18052	7.4368035	7.361352	7.4720960000000005	7.516332500000001	7.569525499999999
BTD	5.528246	5.767813	5.705056	5.625069	5.608486	5.411033	5.232981	5.488236	5.712626	5.370904	5.46418	5.649377
BTK	5.350195	5.274397	5.272077	5.32437	5.403492	5.379531	4.995043	5.227423	5.168999	5.362444	5.112047	5.218016
NKAIN1	4.877095	4.861073	4.892279	5.13569	5.170536	5.107209	5.399245	5.133841	5.275488	5.387111	5.212653	5.09848
XBP1	9.267895	9.184768	9.089775	9.698505	9.543233	9.828338	9.131114	9.014194	9.032108	9.483952	9.321485	9.423693
C8B	4.300077	4.285412	4.393495	4.528973	4.739719	3.946546	4.172071	4.047248	4.17135	4.269675	4.36776	3.926046
C8A	3.854155	3.796312	4.03128	3.855162	3.918233	3.659961	3.754951	3.694123	3.993728	3.676339	4.026445	3.483463
C8G	3.861	3.726873	3.842046	3.845832	3.744129	3.644231	3.808526	3.832089	3.816945	3.840144	4.092903	3.605684
PCYT1B	3.099654	3.221127	3.198369	3.0655525	3.2598305	3.070139	3.043375	3.0792615000000003	3.1128565000000004	3.1382705	3.2823475	3.164806
PCYT1A	6.15059	6.1404175	6.1953335	6.099938	6.122249500000001	6.261946999999999	6.1264505	6.216768	6.274459	6.164554000000001	6.0700265	6.350065
TAX1BP1	9.961217	9.955164	9.910611	10.01952	10.06204	10.09381	10.08573	10.11444	10.07651	10.10678	10.08184	10.11742
LOC102724905	3.17853	3.463936	3.106024	3.158144	3.784363	3.246304	3.472493	3.386566	3.180066	3.282437	3.550342	3.107838
ENPP2	4.7228425000000005	4.512429	4.8108735	4.3792100000000005	4.355544500000001	4.615867	4.7459489999999995	4.913755	5.0903995	5.0354335	4.8917090000000005	5.199557
ENPP1	5.108848500000001	5.2653415	5.0974375	5.099245	4.9223985	4.913201	5.348018	5.399878	5.3525445000000005	5.303145	5.350302	5.3529855
ENPP4	7.555801499999999	7.5470085000000005	7.4245795	7.3843695	7.3688975	7.5347445	7.74877	7.7294675	7.7573170000000005	7.7061805	7.6883055	7.7936155
DAPP1	5.331126	5.128791	5.22111	5.284617	5.221687	5.117621	5.226063	5.184835	5.233836	5.312394	5.312186	5.220581
BSPRY	4.503961	4.513991	4.624113	4.329777	4.657924	4.474222	4.613529	4.463132	4.325722	4.483508	4.476532	4.654207
CA1	4.458441	4.406836	4.4165275	4.3485185	4.5651615	4.310327	4.453111	4.4589695	4.536199	4.425805	4.486291	4.4637899999999995
CA3	2.679217	2.931906	2.903031	3.181378	2.888792	3.027889	2.927879	2.898676	2.902716	2.845326	2.948365	3.242695
CA2	10.55989	10.50752	10.36529	10.46843	10.54833	10.76636	10.5188	10.48911	10.49829	10.32775	10.13357	10.27958
CA4	4.293328	4.3139535	4.261499000000001	4.022911499999999	4.2495495000000005	4.173322	4.356308	4.2044014999999995	4.287067	4.3009875	4.503182	4.1802275
CA7	5.294447	5.318301	5.48455	5.545445	5.674989	5.253731	5.572504	5.250122	5.404253	5.283812	5.461895	5.377002
CA6	3.614857	3.525945	3.594096	3.410779	3.672302	3.446094	3.486559	3.489877	3.646688	3.536623	3.414466	3.49799
CA9	7.5376	7.603997	7.524101	7.428563	7.651149	7.642628	8.160386	8.213252	8.058787	8.030651	7.949247	8.156831
CA8	3.780149	3.596885	3.838599	3.601479	3.708232	3.350756	3.601479	3.666221	3.856443	3.553484	3.64499	3.590912
ATP6AP1	9.824074	9.848648	9.736222	9.812113	9.782425	9.859512	9.8403	9.976832	9.965374	9.868781	9.834378	9.92882
ATP6AP2	9.553841	9.544312	9.383129	9.47184	9.734985	10.01853	9.744862	9.654507	9.603121	9.638323	9.314505	9.553864
CAD	8.277433	8.373306	8.271338	8.257305	8.275528	8.164084	8.234171	8.352998	8.278478	8.236263	8.314378	8.360836
CAT	7.896326	7.91777	7.878539	7.931203	8.167822	8.448677	8.32015	8.405572	8.084774	8.227736	8.0188	8.390751
CBL	4.84862	4.762853	5.032993	5.042155	5.185019	4.958106	4.819942	4.925817	4.920619	4.894403	5.029765	4.909935
CBS	4.747224	4.985418	4.636762	4.985238	4.963348	5.130161	4.851148	4.764817	4.915804	5.538864	5.32806	5.450231
CCK	4.51725	4.666271	4.707673	4.638312	4.432955	4.638806	4.653348	4.702372	4.620234	4.537207	4.859589	4.406521
CD2	4.726305	4.776975	4.721111	4.360126	5.104004	4.512613	4.69532	4.848417	4.751513	4.695308	4.713	4.36244
CD4	4.6260885	4.427515	4.524055000000001	4.455339	4.753121999999999	4.417476	4.503947999999999	4.5115955	4.616486	4.5766085	4.567462	4.414159
CCS	7.524818	7.570032	7.75569	7.60859	7.616589	7.578574	7.734796	7.874071	7.718071	7.875554	8.009273	7.872508
CD6	4.1834125	4.3429955	4.420737000000001	4.393465	4.6105635	4.133901	4.3788505	4.4183185	4.2566325	4.316318	4.313902000000001	4.3573475
CD5	5.891998	5.854326	5.892842	5.871617	6.195856	5.753202	5.757262	5.634525	5.979253	5.988385	6.133053	5.870278
CD7	4.6031770000000005	4.765854	4.5908995	4.678937	4.776754	4.6327305	4.6067345	4.646274	4.6918465	4.5505555	4.648133	4.4551165
CD9	10.8379	10.83199	10.87165	10.79568	10.82059	10.85223	11.11108	11.1332	11.11662	11.08914	11.0943	11.12781
CDA	3.880862	3.816636	3.458309	3.852133	3.851521	3.663267	3.680059	3.458928	3.979438	3.75205	3.599017	3.512912
CLEC10A	3.990831	3.818706	3.990761	3.780892	3.999492	3.80655	3.847929	4.100228	3.824011	3.978629	4.030951	3.811326
CLEC11A	6.235094	6.061272	6.146091	6.195283	6.294111	6.271439	5.892772	5.904623	5.881574	5.893629	5.691936	6.098682
