,GSM904985,GSM904986,GSM904988,GSM904989
SLC6A19,8.149936779,7.577181861,10.6821721,6.382693013
SLC6A2,4.966431869,4.581557072,4.8736887925,4.9722557515
SLC6A20,5.769680882,5.1148734295,5.676001891,4.4592458205
SLC6A3,6.628758328,10.88389833,6.581257376,9.913572196
SLC6A4,3.745261152,3.597849566,3.919225743,3.495783092
SLC6A5,5.9277534945,5.623854522,5.774989567,5.790209016
SLC6A6,5.375985757,5.643519468,5.997226685,5.38403719
SLC6A7,7.278321505,7.088455435,7.365772764,6.875650329
SLC6A8,9.100808634,9.319810422,9.217341509,10.09162898
SLC6A9,4.171716073,4.531430183,4.401088332,4.515581616
SLC7A1,6.531341819,7.198862484,6.602857601,6.176162472
SLC7A10,5.847597239,5.575756041,6.324388571,6.498974219
SLC7A11,5.131798643,5.467928435,5.243063194,6.188920622
SLC7A11-AS1,4.475675347,4.68767531,4.869517623,5.148155837
SLC7A13,10.08217116,4.099347372,11.33830772,4.680148808
SLC7A14,4.829621286,4.905397077,4.93178644,4.5919703175
SLC7A2,5.338837772,5.454464389,5.316020755,5.262677995
SLC7A3,5.424613118,5.946713494,5.463530727,5.022400393
SLC7A4,6.061714762,5.760737773,6.0008776335,5.7457487665
SLC7A5,7.873206969,8.977200768,7.964490209,8.73494709
SLC7A6,6.227226454,6.476362055,6.211426252,6.595925363
SLC7A6OS,7.149881475,7.3572909465,6.9506478235,7.8686854745
SLC7A7,10.70456857,9.906454496,12.1069792,9.052305828
SLC7A8,7.395010838,6.146108474,9.834339745,5.931673947
SLC7A9,10.10259338,9.35464453,12.36202122,10.16159076
SLC8A1,6.024296909,5.502585667,5.985355152,4.946155462
SLC8A1-AS1,4.1724973595,3.741040337,4.336355659,4.9242367885
SLC8A2,5.032691608,5.906795141,5.905687552,5.373275804
SLC8A3,6.5494407215,6.387946941,6.7806073665,6.39495986
SLC8B1,6.978326229,7.286183138,7.2032922095,6.842660295
SLC9A1,6.455320445,6.158243758,5.840514546,6.304481927
SLC9A2,5.7219705505,5.0363594365,6.0173814655,5.3304765415
SLC9A3,5.574897836,5.803263912,5.631695548,5.831180179
SLC9A3R1,10.91270992,11.13812239,11.04648324,10.4780523
SLC9A3R2,4.463392782,5.260490456,5.883592266,5.921034401
SLC9A5,5.530707074,5.620412782,5.253053696,5.899742634
SLC9A6,9.143166308,9.006279574,9.098288547,9.207129575
SLC9A7,6.1265889875,5.72221765,5.9260808755,5.981096755
SLC9A8,7.578781589,8.185748079,7.523062678,7.349478563
SLC9A9,6.697731133,6.740584976,6.5917503905,7.2169966055
SLC9B2,5.809070964,6.138795429,5.491492453,6.063570845
SLC9C2,4.2762235835,4.344524147,4.490822321,4.4322755445
SLCO1A2,4.455756852,4.304206184,4.408652247,4.704970253
SLCO1B1,4.69972995,4.632246767,4.597298277,4.91598904
SLCO1B3,3.607298838,3.865510178,3.109784741,3.660437057
SLCO1C1,4.1504214195,5.458207958,4.033664157,4.686943175
SLCO2A1,10.18379404,10.19691867,9.162683087,9.642400968
SLCO2B1,7.196781194,7.500755427,7.893002075,7.47510267
SLCO3A1,7.8187454605,8.662007527,6.8920552435,7.971173576
SLCO4A1,6.672276798,8.3773577355,6.694026953,5.5814336715
SLCO4A1-AS1,5.897200185,6.019509433,6.335135056,6.605725039
SLCO4C1,8.0981654075,9.168543439,9.6219676385,9.7045669815
SLCO5A1,3.7185809885,3.3352722585,3.760430348,3.6699494135
SLCO6A1,4.266892743,4.217017923,4.377541588,3.994485113
SLF1,4.984706829,5.4648933475,5.1946301445,6.125580225
SLF2,6.8832452075,7.222560661,6.4152138355,6.822709464
SLFN11,6.931747863,8.398968521,6.339647995,7.374122401
SLFN12,7.137872525,7.160633082,6.597426966,7.397850492
SLFN13,5.409735058,6.8293089,4.9617304155,7.2561249515
SLFN5,6.7202594745,7.5689313165,6.013339194,7.3388246845
SLFNL1,5.586116227,5.6550699705,5.837303208,5.6852658325
SLFNL1-AS1,5.089606527,4.832181407,5.179703171,5.223058091
SLIRP,11.30012552,11.12843725,11.40444866,11.24426094
SLIT1,5.9296005775,5.873834199,6.0864529485,5.7519478765
SLIT1-AS1,4.487929826,4.474822316,5.361961068,5.240238015
SLIT2,8.833365747,6.392995082,8.923932521,6.126208997
SLIT2-IT1,3.793279132,3.205127645,3.516119119,4.607056804
SLIT3,8.380088255,8.619273928,7.257259857,7.073942366
SLITRK1,3.977184259,3.926640435,4.272400438,4.493242192
SLITRK2,5.540487264,5.276508979,5.732871184,5.502353075
SLITRK3,4.089127517,4.472284959,3.967856733,4.753643939
SLITRK4,6.741788494,7.5453402095,5.902041377,6.6332783455
SLITRK5,4.2464736945,3.945952728,4.2014408055,4.22234233
SLITRK6,3.829135409,3.349695767,3.858242986,3.811925125
SLK,10.142287535,10.109874105,9.795718408,9.3183342465
SLMAP,6.206333443,5.8757778665,6.1007156125,5.733194928
SLN,5.821236228,5.305469577,5.678355579,6.149929736
SLPI,9.276233517,6.825009344,8.110768595,7.595028058
SLTM,10.22314403,10.30086712,9.74346066,9.976301753
SLU7,9.0027479105,8.8311539405,8.7506624285,10.35862663
SLURP1,5.537656853,6.123830731,6.153121001,6.431761493
SLX4,6.728156365,6.7721586005,6.511668877,6.538444999
SLX4IP,7.687200711,7.4445457605,7.268062911,7.4208491765
SMA4,6.5537331315,6.4739372745,6.7916026855,7.188362835
SMAD1,8.41988766,8.742208299,8.524913678,7.703731466
SMAD1-AS2,4.426174166,3.861426536,3.807647043,3.846450822
SMAD2,8.770945391,8.800091744,8.3462710165,8.4795496395
SMAD3,7.491176035,8.3603659565,7.4982902265,7.525639981
SMAD4,6.51176963,6.85922758,6.081892274,6.068403636
SMAD5,8.041574071,8.598262479,8.067855285,8.707991845
SMAD5-AS1,5.568036541,6.050410052,6.010138185,6.458778301
SMAD6,6.31730147,6.080362348,7.166304812,6.301585206
SMAD7,8.415666591,7.674430612,8.254966806,8.10915591
SMAD9,6.7459646465,6.4642196205,6.109160149,7.8904257075
SMAGP,8.613588592,9.188180166,8.250462514,8.705924945
SMAP1,9.442702296,9.52978533,9.49703394,9.659530506
SMAP2,8.823030676,9.70771416,8.01413272,8.745367686
SMARCA1,8.869686354,8.428696697,8.6282634965,8.5200390995
SMARCA2,6.849081961,6.824889281,6.972677089,6.881461364
SMARCA4,8.970122891,8.650971839,8.087475394,7.873013384
SMARCA5,8.242525242,8.541841104,7.83821427,8.303863997
SMARCAD1,8.712501435,8.869184867,8.534900101,8.818105618
SMARCAL1,7.464020067,7.834651421,7.175889522,8.190469973
SMARCB1,6.084927788,6.023414124,6.618867,6.178235591
SMARCC1,8.7028770605,7.6349129385,8.5648039315,7.559918493
SMARCC2,8.239377032,8.46371724,8.112729983,8.277023263
SMARCD1,7.189982235,7.245433402,7.267682304,6.8894657765
SMARCD2,8.587835988,8.734111277,8.12093677,8.670381548
SMARCD3,7.399378138,6.9763668215,7.07183721,6.626069821
SMARCE1,8.1301708155,8.219048425,8.2749741745,8.212568561
SMC1A,6.7005584985,6.5584343405,6.6178682915,6.2500743225
SMC1B,4.471268598,4.174818383,4.669876078,4.068336321
SMC2,7.4484721965,7.056870145,6.8796797855,7.4441751495
SMC3,8.292089513,8.232287166,7.8100597435,8.451480402
SMC4,7.192183647,7.498361668,6.942129838,8.773774449
SMC5,5.518411498,6.057504454,4.063717616,4.964192156
SMC5-AS1,5.554296436,5.576922335,5.247413483,5.985739582
SMC6,7.3949893985,7.6350342825,7.390625068,7.425730561
SMCHD1,6.566863306,7.0144411955,5.961875401,6.7372661255
SMCO1,4.291220136,4.236178444,3.931879037,4.385300055
SMCO3,7.063883001,4.349631615,7.047221127,4.501261259
SMCO4,10.57362414,9.593123857,9.652287627,10.61127348
SMCP,5.461332837,5.641811676,6.179729232,5.579776321
SMCR5,4.565346238,4.282691891,5.249362495,5.35228704
SMCR8,7.241016336,7.125457138,7.407521317,6.994720727
SMDT1,11.09078907,10.85566038,11.17166171,10.44328414
SMG1P5,6.662487289,6.212577816,6.900190709,6.691332207
SMG5,8.55261611,9.027586186,8.56617795,8.9199323395
SMG6,5.8840029265,6.244389883,5.782709395,5.1519650235
SMG7,6.074916946,6.10130001,6.158526858,6.204189979
SMG7-AS1,4.2191727355,4.32239314,4.7852172285,4.2822663045
SMG8,8.085936717,8.729440445,8.150356454,9.071630711
SMG9,7.218429712,7.500214404,7.194665741,7.519602474
SMIM1,7.308641834,8.362937849,8.350139895,7.903923203
SMIM10,6.125502667,6.040716889,6.257827134,7.878327428
SMIM10L1,6.537482317,6.524323841,6.546214851,5.815650589
SMIM10L2A,8.04845773,6.065480797,7.480080397,6.20783921
SMIM11A,7.776117048,7.565491296,7.93174699,7.6247877
SMIM12,8.8365319735,8.706360175,8.5328824215,8.350451932
SMIM13,5.05683714,4.848568344,5.300887506,4.88786366
SMIM14,9.127876956,8.951470655,9.127621672,9.338308709
SMIM15,10.86882446,10.82588996,10.69815362,10.98671937
SMIM17,4.168271457,4.420164647,4.864234409,4.998133659
SMIM19,10.82042499,9.999766342,11.12862287,10.27113527
SMIM2,4.7435377035,5.371781106,5.554154673,5.550975353
SMIM2-AS1,4.745731123,6.575244319,6.964079286,6.507714415
SMIM20,10.33217486,9.672797661,10.34457343,10.18151957
SMIM21,3.9371183665,4.081298357,3.869753154,4.190382391
SMIM22,6.485719925,5.924161479,6.411961444,5.517380989
SMIM24,11.95227995,11.21004702,13.00835894,10.51222223
SMIM3,9.478703797,9.920309932,8.587416714,11.07264705
SMIM4,5.574897836,5.242126892,5.473544116,5.41656186
SMIM5,8.667538553,6.312869858,8.25063313,6.045755689
SMIM6,8.898909868,7.756976787,8.713344252,8.160124715
SMIM7,8.5726745155,8.5792550805,8.464848017,8.924174813
SMIM8,6.626332898,6.844140369,7.029225535,6.746586602
SMKR1,6.389598423,4.728994436,5.498082551,6.730505828
SMLR1,5.405931144,5.26401502,6.603841701,6.318896335
SMNDC1,10.32923252,10.49550813,10.05935008,10.31085453
SMNP,3.956778773,4.180523582,4.094232501,3.675781506
SMO,7.611324791,7.128786105,7.760467564,7.754246259
SMOC1,5.2362798795,5.384879899,5.682293041,5.405486915
SMOC2,7.5026824285,8.307042635,6.632448009,6.822631754
SMOX,6.775050242,6.941388463,6.712052545,6.877934946
SMPD1,6.5158986695,5.979413158,7.0445467975,6.1381662755
SMPD2,7.318922627,7.482839753,6.923853318,7.489015625
SMPD3,6.236175961,6.102216941,6.491661377,6.3292309625
SMPDL3A,7.001181172,7.7537174665,7.2983153855,7.7125627125
SMPDL3B,6.922541937,6.494160506,6.983452418,6.6851975935
SMPX,4.745731123,4.468124746,4.405760418,4.658158703
SMR3A,3.915599276,4.417794363,3.65269664,4.154695466
SMR3B,3.91658337,3.876529192,3.661063618,3.844750386
SMS,10.64477652,10.40570258,10.46726832,9.62149202
SMTN,8.282718038,9.626114521,7.750472209,7.12611121
SMTNL1,5.992689606,6.177440541,6.115403816,5.999523244
SMTNL2,8.839189248,7.860633114,9.149525197,7.762367883
SMU1,7.908715691,8.09217155,7.655955417,7.719052818
SMUG1,8.087049247,7.339901768,8.300741819,8.212680421
SMURF1,6.325083565,6.856919959,6.715992196,6.328120537
SMURF2,8.757836979,9.132693919,8.251172643,8.130795933
SMYD1,5.3586621755,5.445458755,5.567746506,4.980257403
SMYD2,6.556856543,6.357136198,7.216490583,6.496631132
SMYD3,8.839008034,9.157321992,8.739461412,9.549554954
SMYD4,7.571600165,7.934489533,7.452515683,8.025803822
SMYD5,8.008506765,7.677982519,7.894922672,7.856187084
SNAI1,6.796501266,6.748278166,6.603156394,6.368850467
SNAI2,9.208934431,8.553467792,8.611499945,8.231641854
SNAI3,5.288531511,4.583581606,4.551027713,4.468380245
SNAI3-AS1,5.8699710565,5.61500325,5.9212628515,5.3278566395
SNAP23,8.14932376,7.4226744475,8.443757974,9.21767247
SNAP25,6.327285618,7.589541667,5.722652756,7.85446212
SNAP29,7.776066205,8.729554488,7.638946403,7.427759419
SNAP47,9.049040404,8.961511333,8.756502823,9.416157195
SNAP91,4.280062439,4.003769802,4.521441115,4.318787263
SNAPC1,8.084436582,8.033082694,7.717483003,8.198825895
SNAPC2,7.177537867,6.53562965,7.26127943,6.950215853
SNAPC3,7.0803448165,7.2883620885,7.1874040915,7.40431048
SNAPC4,6.953498021,6.7121409585,7.162389942,6.289520392
SNAPC5,8.907668243,8.310473567,9.264611696,9.323345923
SNAPIN,9.83354802,9.91340472,9.984775426,10.55452196
SNCA,8.200812049,6.217318944,7.758772976,6.352712656
SNCAIP,5.638845864,5.473674324,5.693414079,5.957766621
SNCB,5.844589849,5.975140146,5.70197521,5.478415556
SNCG,6.3071957105,6.119323795,6.461650731,6.3773218005
SND1,9.979921882,10.29901891,9.53236525,10.11225079
SND1-IT1,5.970767669,6.216962568,5.758761522,6.20404672
SNED1,5.6179938555,6.0733892875,5.9073385345,5.51817508
SNF8,10.07353543,10.06132548,10.18307891,10.68825772
SNHG10,4.988054761,5.243119953,4.640962402,4.971353755
SNHG17,8.94905849,9.019624762,7.505969129,8.0068582765
SNHG18,7.5015508,7.982350708,7.480889235,7.426073169
SNHG19,9.931869178,9.284201635,9.869547252,10.13715638
SNHG22,3.915599276,4.122677439,4.324269116,3.905658693
SNHG24,4.235835445,4.537655967,4.518221335,4.337660359
SNHG4,4.109496346,3.543581275,3.401735954,3.991349072
SNIP1,7.261808808,7.1397122195,7.0368484555,7.4097653835
SNN,7.789461306,7.510885869,7.518177098,7.56557439
SNORA17B,6.588933664,6.800681693,6.972173978,6.677637864
SNORA21,4.32622346,4.68767531,4.760765211,4.230369108
SNORA37,4.851470544,4.578104783,4.63242863,4.613612154
SNORA65,5.435133244,5.627699516,5.54070152,5.59697907
SNORA68,5.53952809,6.120912403,5.404470609,5.340172137
SNORA71A,5.029988229,5.398889116,5.5900759855,4.8221655605
SNORA71B,6.256091122,6.393727734,6.531774429,6.302304948
SNORA72,4.198479169,5.094314348,4.596376518,4.58692305
SNORA74A,4.279882346,4.134330676,3.992782272,4.640554865
SNORA78,7.463029146,7.236510117,7.434429553,7.111006619
SNORD114-3,3.631280179,3.839850443,3.714376057,4.042619971
SNORD8,4.537689067,4.9253408,4.9708705515,5.006491279
SNORD89,7.193688128,7.984237774,6.897312763,8.070068592
SNPH,7.737920076,7.035649444,7.796415021,7.11097271
SNRK,5.301719847,6.493222963,4.550851274,5.938347657
SNRK-AS1,5.775670765,5.220460655,6.24233699,5.395587093
SNRNP200,7.365619478,8.30823648,7.103856196,7.84258595
SNRNP25,10.08074225,9.654935854,9.959672815,10.44405707
SNRNP27,9.75948245,9.878681062,9.859680333,10.802763635
SNRNP35,9.036902362,9.013243889,8.337192915,8.716497228
SNRNP40,8.957174493,9.150674347,8.735245536,9.188522399
SNRNP48,7.2293560105,7.631335765,7.059698575,7.014593678
SNRNP70,7.981571289,7.753095136,7.8822046545,7.5653997725
SNRPA,9.15834618,8.904333542,8.489902171,9.510667485
SNRPA1,8.5368489865,8.282343897,8.575054925,9.280422043
SNRPB,10.55573734,10.97125658,10.55251865,10.917845055
SNRPB2,7.7672536695,7.689648732,7.8304091815,8.010995989
SNRPC,9.880442935,9.814069867,9.945471726,10.19704185
SNRPD1,9.1609605575,9.6211869915,8.91158606,9.8014745825
SNRPD2,12.30243146,12.25444482,12.05822544,12.26291277
SNRPD3,11.5622662,11.70549684,11.53928386,11.68128781
SNRPE,10.13529196,10.1756388,10.015879,11.08804761
SNRPF,10.17764651,10.19234046,9.929210732,10.78498947
SNRPG,11.31793088,11.28646249,11.19799947,11.72924212
SNRPN,4.052829094,3.98435129,3.515737646,3.837691244
SNTA1,8.194394851,8.009732274,8.721756108,7.95724472
SNTB1,5.1792499585,6.0377213555,5.110398731,5.5943526385
SNTB2,5.807167213,6.040716889,6.306367001,6.178672589
SNTG1,3.284939489,3.218834125,3.299169284,3.143110443
SNTG2,3.8242604405,3.4553194765,4.166695468,4.2806353315
SNTN,2.886188977,3.208292813,3.402325158,3.277508676
SNU13,8.464861558,8.375006457,8.1014297275,8.1262621265
SNUPN,9.36246616,8.935666363,9.167849795,9.175694796
SNW1,9.657381043,9.844548009,9.534554189,9.3239400335
SNX1,9.275278835,9.1071081965,9.1609656865,8.85574926
SNX10,10.62724976,11.06958486,10.92733618,11.6442214
SNX11,8.4585255835,8.5159645435,8.4113766605,8.452633132
SNX12,8.4065400295,8.086650942,8.3166707695,8.0949487805
SNX13,7.022161633,7.468607798,6.940497815,6.795997277
SNX14,9.37842859,8.965849529,9.6987161625,8.5408013405
SNX15,7.366068793,7.632105547,8.002908036,7.600422992
SNX16,7.5629296135,6.9980600955,6.460714153,6.873346384
SNX17,10.24792826,10.31359016,10.29638627,10.79193762
SNX18,7.9908385675,7.829821256,7.840643349,7.309061117
SNX19,6.5627763155,6.4831092435,7.2498007735,6.4216210585
SNX2,10.12141364,9.62615529,10.32611436,10.84294252
SNX20,5.63882379,6.057626752,5.84897951,6.112482944
SNX21,7.414782695,7.436728732,7.108035758,7.193395886
SNX22,6.910877867,6.263572796,7.05209393,6.3346587
SNX24,5.719451703,5.399140555,5.620316186,5.903063967
SNX25,5.710190104,6.148680233,5.547160425,6.062602332
SNX27,7.9784675995,7.8365859845,8.5415253855,8.0835162875
SNX29,5.937075131,6.64480701,6.486656206,6.219169352
SNX29P2,4.1407120245,4.012274572,3.6816148485,4.127180045
SNX3,11.601847285,11.99074281,11.79948663,12.199504495
SNX30,9.363825692,8.907786817,9.844305777,8.681912024
SNX31,3.544295913,5.399038713,3.5704352,3.458682878
SNX32,5.5590359175,5.820000915,5.8223454875,5.421561476
SNX33,7.998448073,8.5963990515,7.9769344,8.1241886235
SNX4,9.4822266075,8.8034652255,10.147692441,10.3407840965
SNX5,8.673614458,9.1418122775,9.147821131,8.902001748
SNX6,10.5013723175,10.414044054,10.2182297065,10.0237409775
SNX7,10.63692212,10.99508485,10.72164553,11.28744855
SNX8,6.168327273,6.326583979,6.425285749,6.100853422
SNX9,9.4409756985,9.8729132855,9.3024235845,9.074501113
SOAT1,8.575406542,9.062763799,8.633575165,9.226939242
SOAT2,5.877075182,5.943657424,6.440302106,6.472246325
SOBP,5.1286940965,5.2311766335,4.9079829055,4.6769973395
SOCS1,6.998367132,7.4397705535,6.955391334,7.0173827565
SOCS2,7.800077922,8.02070509,8.106008025,5.93061708
SOCS2-AS1,5.314111088,4.580518201,5.380104025,4.551755674
SOCS3,7.228261192,8.719089972,7.182551293,7.2207776515
SOCS4,6.40486239,6.865307492,6.6382558545,5.856342486
SOCS5,8.035408318,8.935666363,8.003003662,7.816235576
SOCS6,6.669200365,6.943321982,6.700986759,6.256961106
SOCS7,8.201432495,8.740310587,8.366162838,8.252627638
SOD1,12.96782815,12.72550693,13.36572022,13.34954665
SOD2,11.67752227,11.78003261,11.32573215,12.4225617
SOD3,10.02683624,7.316133597,8.457107214,7.48734314
SOGA1,5.540098021,6.0201753805,5.4609694035,5.620878401
SOHLH1,6.75122972,6.340243367,7.155668858,6.412395295
SOHLH2,4.50861369,4.405876336,4.654168498,5.297355062
SON,10.42577751,11.03023395,10.08509869,10.50071079
SORBS1,8.467961343,9.446745923,8.430095616,9.762991071
SORBS2,6.7742080305,6.7518173165,6.84717275,6.8433556765
SORBS3,7.558992617,7.776463521,7.672023775,7.6985280115
SORCS1,5.228412356,4.9821638575,5.351579667,4.851370915
SORCS2,7.521380169,6.130979816,7.117611614,6.54285334
SORCS3,4.406705717,9.004436515,4.063996328,3.79370025
SORCS3-AS1,5.338628374,5.139330681,5.328923662,4.661936209
SORD,8.868996314,7.226634172,10.3482829,8.449778211
SORL1,10.73658621,10.96566523,9.434177567,9.117744708
SORT1,7.824164364,7.425562645,7.583400932,7.42628533
SOS1,6.386715872,7.049032879,7.06351415,7.204414718
SOS1-IT1,4.871903666,5.05751822,5.022708985,4.751321877
SOS2,6.3019665075,5.729677608,5.9692033645,5.6231827825
SOST,7.702267063,4.324825728,8.133611954,3.572218945
SOSTDC1,9.555979666,6.107568029,10.36154652,4.985869537
SOWAHA,8.86975028,6.980362864,8.137966607,5.143406331
SOWAHC,9.898587168,10.668954768,9.8356850655,9.8038838265
SOX1,5.197565298,4.966422357,5.628380572,5.617251434
SOX10,6.2577543165,6.2568936815,6.6247460375,6.1119270185
SOX11,5.140588175,5.55742745,4.350663609,6.276097962
SOX12,5.8979841775,5.9426963255,6.033542584,6.028514566
SOX13,7.817251112,8.477869492,7.345615008,6.996713842
SOX14,5.868488266,4.725456321,4.802263339,5.480366343
SOX15,6.609241795,6.327794288,7.0533337015,6.263743921
SOX17,5.680897524,7.4044045855,5.8555183995,6.74600605
SOX18,6.310810744,7.849124904,6.459869838,6.305856737
SOX2,5.557322757,5.3018495765,5.6511864155,5.377084108
SOX2-OT,3.500886337,3.095915269,3.273907358,3.154450989
SOX21,5.309449701,5.549273533,6.034414311,4.912514935
SOX21-AS1,3.957166684,3.54702217,3.586612597,3.63674762
SOX3,5.208688909,5.1981682955,5.030597323,5.2148975815
SOX30,4.0523282215,3.881461296,4.0611307625,3.953077685
SOX4,8.594751682,8.2474099215,7.4654687065,7.1011100825
SOX5,5.1506195555,5.307254156,5.010232429,5.253046741
SOX5P1,3.631280179,4.279795775,4.37948734,4.949754208
SOX6,6.075374872,6.1845662785,6.162043032,5.392420114
SOX7,6.6379514255,8.175654567,5.8800556235,6.0128482205
SOX8,5.058280022,5.224260575,5.359821018,4.919970665
SOX9,8.506559784,10.174110717,7.540917174,8.8762564785
SOX9-AS1,5.667467571,5.691217034,5.863445995,6.2944356675
SP1,8.118355357,8.4043121225,8.203352726,8.0056959065
SP100,5.9107250165,6.4224275305,5.792135397,7.206614032
SP110,8.171182235,8.682381495,7.842129179,9.109702726
SP140,4.230701314,4.711492965,4.281690716,4.795832899
SP140L,5.616096311,5.014861688,5.514863964,5.78996789
SP2,5.412802505,5.435988871,5.291410399,5.16461378
SP2-AS1,5.651114472,4.887849934,5.414602559,6.674149158
SP3,6.318451301,6.267649647,6.490791148,6.302508943
SP3P,4.925175172,4.411318447,4.840716926,4.278058048
SP4,6.973752435,6.8567305295,6.7730016315,6.4395650845
SP5,4.923107602,5.28097076,5.517704245,6.823140863
SP6,6.671933197,6.963265219,6.480051083,6.007053134
SP7,5.830539653,5.826464469,5.76931722,4.932331125
SP8,4.693591794,5.0240460655,4.88758399,4.800024771
SPA17,8.704702653,7.825301693,8.031770791,8.303863997
SPACA1,4.72351443,4.79129629,4.895210543,4.964007357
SPACA3,5.076542772,5.456709144,5.098142468,5.449793578
SPACA4,6.481120246,6.710702063,6.994740911,6.625816011
SPACA6,5.9716355045,5.917251452,5.7060613415,5.678704566
SPACA7,4.58112261,4.563846874,4.092098766,4.148140393
SPACA9,6.2145489065,6.053098086,6.0796866805,6.864949705
SPAG1,7.441886257,7.593148853,7.002642672,7.609277764
SPAG11A,6.538555154,6.372715395,6.326726221,6.339595734
SPAG16,5.426945776,4.714450325,5.39564139,5.127984658
SPAG17,6.278804766,4.744145362,5.827144052,8.226554975
SPAG4,6.540299005,10.24050071,6.74745049,10.68122323
SPAG5,9.02741434,8.634169025,10.00792157,8.051958853
SPAG5-AS1,6.191218679,5.9499489155,6.154925345,6.0586092575
SPAG6,5.177775942,4.483546078,5.2508903415,4.3073408445
SPAG7,10.80005336,10.55726041,10.58120108,10.68062832
SPAG8,5.917837527,5.564513339,6.0605676835,6.4070765415
SPAG9,8.392270177,9.256292816,8.222168121,8.175684316
SPAM1,4.28018286,4.200688462,3.80438754,3.705751179
SPANXA2-OT1,4.293652763,4.317093162,4.557208709,4.093365654
SPANXB1,3.915599276,4.296710314,4.241395322,4.154695466
SPARC,12.059555275,12.87727017,10.94622749,12.176286785
SPARCL1,11.09381182,12.96400033,11.06619908,12.14104823
SPAST,7.100410498,7.0185026765,6.6009723215,7.427249516
SPATA1,5.142883912,3.602264852,4.181105862,3.460218418
SPATA12,6.164777022,5.667981276,4.665098365,5.381494948
SPATA13,5.9682693975,6.669674455,6.1780139615,6.185339325
SPATA16,5.924481414,5.768287002,6.002688278,6.01577059
SPATA17,6.986392427,5.7409595805,7.287151119,7.24029396
SPATA18,7.2518373605,8.9690437225,7.7274486685,8.0023946255
SPATA19,5.0207035485,5.310239464,5.14123179,4.802365842
SPATA2,7.3575101665,7.180804144,7.291218146,7.089865707
SPATA20,9.428107601,10.11587981,9.385650823,9.317989389
SPATA21,6.5456498415,6.368456315,7.0395812665,6.524483511
SPATA22,3.131547977,3.119564086,3.297515263,3.493150032
SPATA24,7.4335371375,7.316207942,7.843359925,8.3460965425
SPATA25,5.748291789,5.681136969,5.316353009,5.928936735
SPATA2L,9.468988491,9.566661978,9.152476132,8.758876846
SPATA3,6.588933664,6.078045893,6.584480448,6.383284221
SPATA3-AS1,5.538974823,5.758874382,5.74376869,5.59697907
SPATA31C2,4.34032877,4.259026998,4.117306593,4.78075329
SPATA31E1,4.997471799,5.046058043,4.5604730455,5.242179384
SPATA32,6.370971049,6.1761954565,6.461843903,6.189735479
SPATA33,6.6239517945,6.7671612065,6.4768670295,6.4465076205
SPATA4,7.753786396,6.951421924,7.725020913,7.626839156
SPATA41,5.501923497,5.766220905,5.589691208,5.513217632
SPATA42,4.328623862,3.984827434,4.056175318,3.969545278
SPATA45,4.971919962,4.76788078,4.693861843,4.831447936
SPATA5,5.669527482,5.269645713,6.011393227,6.131711657
SPATA5L1,7.251588966,7.890705392,7.631591898,7.895554358
SPATA6,6.1551407875,6.7007177845,5.8163017615,6.2292003015
SPATA6L,4.086957565,4.579025366,4.270018637,4.556278649
SPATA7,7.928398783,7.8337149575,8.2948020795,7.561439701
SPATA8,6.713119031,6.565099175,7.066448003,6.777039981
SPATA9,4.048373074,3.721200306,3.564735374,4.0778115325
SPATC1,5.77259642,5.692254693,6.08166663,5.797800315
SPATC1L,6.905201671,7.140705681,6.686747708,7.242543856
SPATS1,5.494399872,5.304607859,5.452898901,5.266752644
SPATS2,7.3274109665,7.94034168,7.0875959105,7.33995465
SPATS2L,5.4849425175,6.545209463,5.252861105,6.7179561595
SPC24,6.1555314185,6.478663152,6.27053533,6.1971795075
SPC25,3.949010926,4.822737503,5.102737981,3.949642111
SPCS1,12.13096395,11.16875541,12.46670292,11.64212081
SPCS2,11.77064086,11.70136821,11.95528993,12.0668533
SPCS3,7.762985037,8.202404963,8.184199327,8.51798859
SPDEF,7.678457427,7.453811282,8.008043876,7.616506621
SPDL1,5.9142613355,5.907439868,5.893221321,6.4282058325
SPDYA,3.370089168,3.348205533,3.504201834,3.417602893
SPDYE2,6.933053007,7.194551952,7.210208083,6.801053539
SPECC1,6.484253641,5.451248604,6.182018797,5.751273794
SPECC1L,8.117603185,8.885612609,7.670603489,7.982384203
SPEF1,7.193030134,6.552261189,6.942129838,7.779119845
SPEF2,5.847584517,5.454432653,5.910178313,5.9293403
SPEM1,5.645002064,5.494316537,6.002323134,5.48923019
SPEN,7.217284502,8.0147212555,6.962057491,6.5648682765
SPERT,4.909531627,5.073955243,5.2774826255,5.2177934915
SPESP1,6.783211459,6.980762731,6.201387152,4.553980691
SPG11,5.850013889,6.030777922,5.927573602,5.761288533
SPG20,7.138212041,6.758606425,7.3488470785,6.8751839155
SPG20-AS1,4.717359034,3.865546127,4.756699841,3.692550356
SPG21,9.984695973,9.575799574,9.8366674365,9.6219524805
SPG7,4.278673637,4.122168515,4.749496951,4.120116288
SPHK1,6.546519668,7.283466402,6.291477811,6.211431996
SPHK2,7.837131151,7.1269467155,8.0084556265,6.3874708385
SPHKAP,4.978699356,4.850869519,4.164941689,4.404900975
SPI1,6.162998604,6.521591935,5.899019322,6.4861805
SPIB,4.757809832,5.0074488,5.2568170945,5.14917093
SPIC,3.265013095,3.489506846,3.52658278,3.860084209
