term	NES	FDR	tumor
HALLMARK_ESTROGEN_RESPONSE_LATE	1.84283307591463	1.65293796196145e-06	GBM
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	2.19756506246051	1.7863993133827e-06	GBM
HALLMARK_MTORC1_SIGNALING	1.79699843854821	5.04205226384132e-06	GBM
HALLMARK_FATTY_ACID_METABOLISM	1.83493613421829	6.17659392802106e-06	GBM
HALLMARK_GLYCOLYSIS	1.75947637561178	1.21262041984514e-05	GBM
HALLMARK_BILE_ACID_METABOLISM	1.7747007809247	8.61088560351369e-05	GBM
HALLMARK_ANGIOGENESIS	2.04334215214696	0.000101288547222685	GBM
HALLMARK_ESTROGEN_RESPONSE_EARLY	1.64597235633604	0.000157146542008265	GBM
HALLMARK_UV_RESPONSE_UP	1.69933815607645	0.000171404669658305	GBM
HALLMARK_ANDROGEN_RESPONSE	1.75345714255652	0.000493535330268519	GBM
HALLMARK_MYOGENESIS	1.56002326973949	0.000596126181096947	GBM
HALLMARK_KRAS_SIGNALING_DN	-1.50876063476775	0.00244774456040484	GBM
HALLMARK_CHOLESTEROL_HOMEOSTASIS	1.63056084319267	0.0027972610337975	GBM
HALLMARK_HEME_METABOLISM	1.46898027363871	0.00329115821848919	GBM
HALLMARK_PROTEIN_SECRETION	1.56968606625248	0.00382200360404875	GBM
HALLMARK_UV_RESPONSE_DN	1.47769864326847	0.00651292896684491	GBM
HALLMARK_PANCREAS_BETA_CELLS	-1.52298364824587	0.0189407426841097	GBM
HALLMARK_SPERMATOGENESIS	-1.35104881524082	0.0244471963381948	GBM
HALLMARK_WNT_BETA_CATENIN_SIGNALING	-1.47423121150584	0.0280544295855501	GBM
HALLMARK_HEDGEHOG_SIGNALING	-1.49976704262423	0.033083192452001	GBM
HALLMARK_APICAL_JUNCTION	1.26347181096322	0.0696864111498258	GBM
HALLMARK_PEROXISOME	1.27293457046514	0.110229276895944	GBM
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	1.24232069301217	0.112180178625361	GBM
HALLMARK_PI3K_AKT_MTOR_SIGNALING	1.19842355212507	0.164690382081686	GBM
HALLMARK_APICAL_SURFACE	1.17612199135413	0.243797195253506	GBM
HALLMARK_TGF_BETA_SIGNALING	1.12668940045179	0.267683322517846	GBM
HALLMARK_NOTCH_SIGNALING	-1.05628170470378	0.394090791627186	GBM
HALLMARK_DNA_REPAIR	0.984665356150387	0.500690607734807	GBM
HALLMARK_MYC_TARGETS_V2	-0.83183895338904	0.798580301685892	GBM
HALLMARK_MYC_TARGETS_V1	0.793794321884773	0.96113074204947	GBM
HALLMARK_ALLOGRAFT_REJECTION	-2.40042786860916	7.14285714285714e-10	HNSC
HALLMARK_E2F_TARGETS	2.60373152316669	7.14285714285714e-10	HNSC
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	-2.52430155986647	7.14285714285714e-10	HNSC
HALLMARK_G2M_CHECKPOINT	2.20228442716115	7.14285714285714e-10	HNSC
HALLMARK_INTERFERON_ALPHA_RESPONSE	-2.60384683018937	7.14285714285714e-10	HNSC
HALLMARK_INTERFERON_GAMMA_RESPONSE	-2.6310366579389	7.14285714285714e-10	HNSC
HALLMARK_MYOGENESIS	-2.88709767448995	7.14285714285714e-10	HNSC
HALLMARK_MTORC1_SIGNALING	2.05596157300474	9.85370212639229e-09	HNSC
HALLMARK_MYC_TARGETS_V1	1.96070113347014	2.76724462924265e-07	HNSC
HALLMARK_INFLAMMATORY_RESPONSE	-1.92871067056078	2.91567129426225e-07	HNSC
HALLMARK_APICAL_JUNCTION	-1.91927193450413	4.51199844734525e-07	HNSC
HALLMARK_KRAS_SIGNALING_UP	-1.86900279649525	2.19561665016778e-06	HNSC
HALLMARK_COAGULATION	-1.86591000663423	8.38169497907383e-06	HNSC
HALLMARK_SPERMATOGENESIS	1.86835497383276	1.93570424788827e-05	HNSC
HALLMARK_IL6_JAK_STAT3_SIGNALING	-1.92416985452727	2.25668819898716e-05	HNSC
HALLMARK_COMPLEMENT	-1.68519901780731	8.75274660523579e-05	HNSC
HALLMARK_XENOBIOTIC_METABOLISM	1.65584543578552	0.00013421112310457	HNSC
HALLMARK_TNFA_SIGNALING_VIA_NFKB	-1.6646482806249	0.000143986582213236	HNSC
HALLMARK_OXIDATIVE_PHOSPHORYLATION	1.57611578079815	0.00126548391052128	HNSC
HALLMARK_MYC_TARGETS_V2	1.80481252918789	0.00172678448470237	HNSC
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	1.74398138643028	0.003424534141081	HNSC
HALLMARK_FATTY_ACID_METABOLISM	1.51499118898292	0.00432656108366648	HNSC
HALLMARK_UV_RESPONSE_DN	-1.53903745246415	0.00597701199464575	HNSC
HALLMARK_IL2_STAT5_SIGNALING	-1.4275447349189	0.0130098293114046	HNSC
HALLMARK_TGF_BETA_SIGNALING	-1.57446361050462	0.0145676206666838	HNSC
HALLMARK_ANGIOGENESIS	-1.60695886866006	0.0191349395566298	HNSC
HALLMARK_MITOTIC_SPINDLE	1.35269629654658	0.0242348683018541	HNSC
HALLMARK_ANDROGEN_RESPONSE	1.46358288567541	0.0244783420291754	HNSC
HALLMARK_HYPOXIA	-1.35930495558071	0.0306594859128433	HNSC
HALLMARK_KRAS_SIGNALING_DN	-1.29964308689027	0.0487423206037592	HNSC
HALLMARK_CHOLESTEROL_HOMEOSTASIS	1.37551823933654	0.0847181492342783	HNSC
HALLMARK_ESTROGEN_RESPONSE_EARLY	1.26929826098828	0.110479797979798	HNSC
HALLMARK_PEROXISOME	1.3026569496369	0.114878291107799	HNSC
HALLMARK_ESTROGEN_RESPONSE_LATE	1.23395083481658	0.119560019129603	HNSC
HALLMARK_PANCREAS_BETA_CELLS	1.33301664648786	0.131138392857143	HNSC
HALLMARK_APOPTOSIS	-1.19964814812378	0.145572401669963	HNSC
HALLMARK_GLYCOLYSIS	1.18966836372504	0.145572401669963	HNSC
HALLMARK_UV_RESPONSE_UP	1.10525615510827	0.312196120579354	HNSC
HALLMARK_NOTCH_SIGNALING	-1.17560564321792	0.312196120579354	HNSC
HALLMARK_BILE_ACID_METABOLISM	1.09230801685096	0.348958333333333	HNSC
HALLMARK_P53_PATHWAY	-1.05815501467398	0.368968326225502	HNSC
HALLMARK_HEDGEHOG_SIGNALING	1.09108660917154	0.384326959130109	HNSC
HALLMARK_APICAL_SURFACE	-1.07508188292412	0.413640959647026	HNSC
HALLMARK_DNA_REPAIR	0.929562184415559	0.703354105571848	HNSC
HALLMARK_HEME_METABOLISM	0.888988933894587	0.822627901735407	HNSC
HALLMARK_ADIPOGENESIS	0.866932044760322	0.883261541139103	HNSC
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	0.827031036846356	0.883261541139103	HNSC
HALLMARK_WNT_BETA_CATENIN_SIGNALING	0.774054853630618	0.890151515151515	HNSC
HALLMARK_PI3K_AKT_MTOR_SIGNALING	-0.785071419531764	0.926000321388398	HNSC
HALLMARK_PROTEIN_SECRETION	0.694515947041031	0.981327800829875	HNSC
HALLMARK_MTORC1_SIGNALING	2.23549492039906	5e-09	KICH
HALLMARK_OXIDATIVE_PHOSPHORYLATION	1.8145839282982	8.18937258091565e-05	KICH
HALLMARK_TNFA_SIGNALING_VIA_NFKB	1.76957500262091	8.18937258091565e-05	KICH
HALLMARK_KRAS_SIGNALING_UP	1.75403670061247	0.00010051939712937	KICH
HALLMARK_G2M_CHECKPOINT	1.72671141597835	0.000290735259180428	KICH
HALLMARK_E2F_TARGETS	1.68343336040774	0.00076122157211508	KICH
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	1.79175378903323	0.00076122157211508	KICH
HALLMARK_ADIPOGENESIS	1.58105177693647	0.00200446221264467	KICH
HALLMARK_ESTROGEN_RESPONSE_LATE	1.58572498549726	0.00200446221264467	KICH
HALLMARK_ESTROGEN_RESPONSE_EARLY	1.58575138055248	0.00200446221264467	KICH
HALLMARK_PROTEIN_SECRETION	1.67418556907123	0.00362109575840946	KICH
HALLMARK_HYPOXIA	1.53512432551561	0.00362109575840946	KICH
HALLMARK_ANDROGEN_RESPONSE	1.58060838584228	0.0153335262977983	KICH
HALLMARK_MITOTIC_SPINDLE	1.44892806917638	0.0162144453394952	KICH
HALLMARK_HEME_METABOLISM	1.4330821830674	0.0180281018734014	KICH
HALLMARK_INFLAMMATORY_RESPONSE	1.3764937088275	0.024164838509412	KICH
HALLMARK_SPERMATOGENESIS	1.45177672064311	0.0251268284890227	KICH
HALLMARK_WNT_BETA_CATENIN_SIGNALING	-1.60027910372019	0.0290960163256187	KICH
HALLMARK_ANGIOGENESIS	1.5747203876735	0.0427606882675377	KICH
HALLMARK_GLYCOLYSIS	1.3364693424452	0.0488006334406087	KICH
HALLMARK_BILE_ACID_METABOLISM	1.36590937897442	0.0488006334406087	KICH
HALLMARK_PEROXISOME	1.39571253794412	0.0543082471730757	KICH
HALLMARK_PANCREAS_BETA_CELLS	-1.49520352563851	0.0727056788996193	KICH
HALLMARK_APICAL_SURFACE	-1.3796300670677	0.112275449101796	KICH
HALLMARK_COAGULATION	1.27151735928724	0.134653465346535	KICH
HALLMARK_UV_RESPONSE_UP	1.2522535839654	0.151336187804518	KICH
HALLMARK_CHOLESTEROL_HOMEOSTASIS	1.26939357726284	0.192208176240112	KICH
HALLMARK_PI3K_AKT_MTOR_SIGNALING	1.23326762436936	0.208675424192666	KICH
HALLMARK_DNA_REPAIR	-1.16330045892729	0.242836328314716	KICH
HALLMARK_KRAS_SIGNALING_DN	1.13506295992721	0.302162849872774	KICH
HALLMARK_INTERFERON_ALPHA_RESPONSE	-1.11372270654358	0.398224708171206	KICH
HALLMARK_IL2_STAT5_SIGNALING	1.07740227128038	0.398224708171206	KICH
HALLMARK_IL6_JAK_STAT3_SIGNALING	1.06831256629388	0.429430289149728	KICH
HALLMARK_FATTY_ACID_METABOLISM	1.06651552031789	0.429430289149728	KICH
HALLMARK_UV_RESPONSE_DN	1.07388393379531	0.429430289149728	KICH
HALLMARK_ALLOGRAFT_REJECTION	-1.05408298751598	0.441008018327606	KICH
HALLMARK_MYOGENESIS	1.03286512688863	0.471160815988402	KICH
HALLMARK_HEDGEHOG_SIGNALING	-1.03894714391191	0.505865891723173	KICH
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	-1.00766249204448	0.5359394703657	KICH
HALLMARK_XENOBIOTIC_METABOLISM	1.00277548100092	0.548543689320388	KICH
HALLMARK_TGF_BETA_SIGNALING	0.969963534333997	0.559546836142581	KICH
HALLMARK_P53_PATHWAY	0.989391681163457	0.559546836142581	KICH
HALLMARK_NOTCH_SIGNALING	-0.902383389606635	0.73666077338048	KICH
HALLMARK_COMPLEMENT	0.92541833348488	0.747318445577633	KICH
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	0.862676697430288	0.769063180827887	KICH
HALLMARK_APOPTOSIS	0.898336822351229	0.77639751552795	KICH
HALLMARK_MYC_TARGETS_V2	-0.852874047722719	0.782290995056952	KICH
HALLMARK_INTERFERON_GAMMA_RESPONSE	-0.874064132342862	0.87379476584022	KICH
HALLMARK_APICAL_JUNCTION	0.824799060147307	0.919161438894624	KICH
HALLMARK_MYC_TARGETS_V1	0.778327778627824	0.973282442748092	KICH
HALLMARK_ADIPOGENESIS	2.29602905730498	8.33333333333333e-10	KIRC
HALLMARK_FATTY_ACID_METABOLISM	2.3834803816922	8.33333333333333e-10	KIRC
HALLMARK_MTORC1_SIGNALING	2.55671917197573	8.33333333333333e-10	KIRC
HALLMARK_MYC_TARGETS_V1	2.37116362745959	8.33333333333333e-10	KIRC
HALLMARK_OXIDATIVE_PHOSPHORYLATION	3.09744810872535	8.33333333333333e-10	KIRC
HALLMARK_XENOBIOTIC_METABOLISM	2.55475116625905	8.33333333333333e-10	KIRC
HALLMARK_COMPLEMENT	2.10491949507478	1.46078428440358e-09	KIRC
HALLMARK_GLYCOLYSIS	2.02766208403558	1.94077753787202e-08	KIRC
HALLMARK_ALLOGRAFT_REJECTION	1.94395549943749	2.31129405900418e-07	KIRC
HALLMARK_INTERFERON_GAMMA_RESPONSE	1.91878760458687	2.96671836645137e-07	KIRC
HALLMARK_PROTEIN_SECRETION	2.11937023106798	9.05391345445443e-07	KIRC
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	2.30736713450332	1.03630375242774e-06	KIRC
HALLMARK_COAGULATION	1.98158704378012	1.03630375242774e-06	KIRC
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	2.03440570116209	1.93178669671169e-06	KIRC
HALLMARK_BILE_ACID_METABOLISM	1.98487609249109	2.71216059351557e-06	KIRC
HALLMARK_E2F_TARGETS	1.8693458067543	2.86459583015754e-06	KIRC
HALLMARK_UV_RESPONSE_DN	-1.86169396775603	5.27773854517654e-06	KIRC
HALLMARK_IL6_JAK_STAT3_SIGNALING	2.07741304797297	6.73346416764049e-06	KIRC
HALLMARK_INFLAMMATORY_RESPONSE	1.70161686989606	2.91209121051957e-05	KIRC
HALLMARK_ESTROGEN_RESPONSE_LATE	1.72014887786052	2.91209121051957e-05	KIRC
HALLMARK_PEROXISOME	1.90158079985941	3.08628366309835e-05	KIRC
HALLMARK_WNT_BETA_CATENIN_SIGNALING	-2.0393780109628	3.2439320776414e-05	KIRC
HALLMARK_MYC_TARGETS_V2	1.96231445574117	0.000110973557341448	KIRC
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	-1.66587545056537	0.000138826027626248	KIRC
HALLMARK_UV_RESPONSE_UP	1.64410664049791	0.000403046972953846	KIRC
HALLMARK_CHOLESTEROL_HOMEOSTASIS	1.81008554273201	0.000438789314654419	KIRC
HALLMARK_ANDROGEN_RESPONSE	1.74097702273861	0.000438789314654419	KIRC
HALLMARK_HEME_METABOLISM	1.57964482487482	0.000438789314654419	KIRC
HALLMARK_MYOGENESIS	-1.5416991447656	0.00101784007693628	KIRC
HALLMARK_SPERMATOGENESIS	1.55443960222951	0.00160904917892721	KIRC
HALLMARK_DNA_REPAIR	1.54432527184956	0.00232920562529357	KIRC
HALLMARK_TGF_BETA_SIGNALING	-1.7391118058719	0.00285994466480391	KIRC
HALLMARK_KRAS_SIGNALING_UP	1.41700335163945	0.00393269925526868	KIRC
HALLMARK_P53_PATHWAY	1.42446903169371	0.00459138469828443	KIRC
HALLMARK_HYPOXIA	1.42177081142036	0.00459138469828443	KIRC
HALLMARK_TNFA_SIGNALING_VIA_NFKB	1.38796268291251	0.00937584857672302	KIRC
HALLMARK_APOPTOSIS	1.36955134163653	0.00981761493866561	KIRC
HALLMARK_INTERFERON_ALPHA_RESPONSE	1.53379419341774	0.0100845172965594	KIRC
HALLMARK_ESTROGEN_RESPONSE_EARLY	1.3163792852674	0.0129421436895557	KIRC
HALLMARK_MITOTIC_SPINDLE	-1.38044617490913	0.0171825371328667	KIRC
HALLMARK_APICAL_JUNCTION	-1.38782897324212	0.0182707582923078	KIRC
HALLMARK_G2M_CHECKPOINT	1.29471943539845	0.0335355964049808	KIRC
HALLMARK_PI3K_AKT_MTOR_SIGNALING	1.31105178719645	0.0581085034139384	KIRC
HALLMARK_NOTCH_SIGNALING	-1.43042412361984	0.0599071439269133	KIRC
HALLMARK_IL2_STAT5_SIGNALING	1.21337349686001	0.104399701715138	KIRC
HALLMARK_KRAS_SIGNALING_DN	-1.16303730969822	0.153726708074534	KIRC
HALLMARK_HEDGEHOG_SIGNALING	-1.26413614943111	0.180851063829787	KIRC
HALLMARK_PANCREAS_BETA_CELLS	1.12790750291353	0.269396551724138	KIRC
HALLMARK_ANGIOGENESIS	-1.02422853954001	0.441489727204013	KIRC
HALLMARK_APICAL_SURFACE	-0.910628845468719	0.61247947454844	KIRC
HALLMARK_ADIPOGENESIS	2.45066504158828	7.14285714285714e-10	KIRP
HALLMARK_ALLOGRAFT_REJECTION	2.20452478487833	7.14285714285714e-10	KIRP
HALLMARK_FATTY_ACID_METABOLISM	2.68021694121928	7.14285714285714e-10	KIRP
HALLMARK_MTORC1_SIGNALING	2.65441710721002	7.14285714285714e-10	KIRP
HALLMARK_MYC_TARGETS_V1	2.41989814478185	7.14285714285714e-10	KIRP
HALLMARK_OXIDATIVE_PHOSPHORYLATION	2.78098513337329	7.14285714285714e-10	KIRP
HALLMARK_XENOBIOTIC_METABOLISM	2.46984544185098	7.14285714285714e-10	KIRP
HALLMARK_COMPLEMENT	2.09710245736001	1.22737997279142e-09	KIRP
HALLMARK_BILE_ACID_METABOLISM	2.26070881985983	5.1509789930758e-09	KIRP
HALLMARK_IL6_JAK_STAT3_SIGNALING	2.20168179833372	1.59080054769798e-07	KIRP
HALLMARK_COAGULATION	2.05827185113087	1.59080054769798e-07	KIRP
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	2.33279728225889	1.99404919326292e-07	KIRP
HALLMARK_INFLAMMATORY_RESPONSE	1.90075010688897	1.99404919326292e-07	KIRP
HALLMARK_INTERFERON_GAMMA_RESPONSE	1.90547880816329	1.99404919326292e-07	KIRP
HALLMARK_GLYCOLYSIS	1.89183624119431	2.93948862677543e-07	KIRP
HALLMARK_HEME_METABOLISM	1.81283731994007	2.14818315215716e-06	KIRP
HALLMARK_PEROXISOME	2.01608968691583	3.07826918370546e-06	KIRP
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	1.95436808717813	2.40582821848421e-05	KIRP
HALLMARK_UV_RESPONSE_UP	1.82602142926059	2.54127462653018e-05	KIRP
HALLMARK_PROTEIN_SECRETION	1.91269600276493	3.9071867701238e-05	KIRP
HALLMARK_G2M_CHECKPOINT	1.61026673235787	0.000196870448508037	KIRP
HALLMARK_E2F_TARGETS	1.59858925480056	0.000264093523180287	KIRP
HALLMARK_MYC_TARGETS_V2	1.92856934350781	0.00032580216629664	KIRP
HALLMARK_P53_PATHWAY	1.54845658651387	0.000544738537472959	KIRP
HALLMARK_TNFA_SIGNALING_VIA_NFKB	1.53376966008212	0.00060377409696448	KIRP
HALLMARK_ANDROGEN_RESPONSE	1.59951922144951	0.00377804277983818	KIRP
HALLMARK_HYPOXIA	1.44819393906117	0.00427926654180811	KIRP
HALLMARK_IL2_STAT5_SIGNALING	1.42907950276619	0.00513286330047338	KIRP
HALLMARK_PANCREAS_BETA_CELLS	1.60089992162411	0.0138925071944007	KIRP
HALLMARK_PI3K_AKT_MTOR_SIGNALING	1.46868000538044	0.0152834289576813	KIRP
HALLMARK_KRAS_SIGNALING_UP	1.32415031858074	0.0171189702153824	KIRP
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	1.34846364658683	0.0188543631049875	KIRP
HALLMARK_INTERFERON_ALPHA_RESPONSE	1.4458511798649	0.0189128203985446	KIRP
HALLMARK_ESTROGEN_RESPONSE_LATE	1.26760851135509	0.0397853817413169	KIRP
HALLMARK_WNT_BETA_CATENIN_SIGNALING	-1.43330551442358	0.0557165143748607	KIRP
HALLMARK_NOTCH_SIGNALING	-1.4306334564989	0.085167714884696	KIRP
HALLMARK_HEDGEHOG_SIGNALING	1.33945255925802	0.126463361757479	KIRP
HALLMARK_CHOLESTEROL_HOMEOSTASIS	1.24952527264526	0.153444836581249	KIRP
HALLMARK_APOPTOSIS	1.17859101015038	0.158557579052279	KIRP
HALLMARK_MYOGENESIS	1.16563683888406	0.178571428571429	KIRP
HALLMARK_KRAS_SIGNALING_DN	-1.16027985931161	0.184351956005499	KIRP
HALLMARK_ANGIOGENESIS	1.26219653636017	0.184351956005499	KIRP
HALLMARK_ESTROGEN_RESPONSE_EARLY	1.1235299432721	0.204918032786885	KIRP
HALLMARK_APICAL_JUNCTION	-1.12301352872568	0.239865675221876	KIRP
HALLMARK_TGF_BETA_SIGNALING	-1.14141989935945	0.286063143206	KIRP
HALLMARK_APICAL_SURFACE	-1.11821248878505	0.32591631970514	KIRP
HALLMARK_DNA_REPAIR	0.982128837903296	0.502364066193853	KIRP
HALLMARK_UV_RESPONSE_DN	-0.963900225467008	0.573650234741784	KIRP
HALLMARK_SPERMATOGENESIS	0.85107258292628	0.868725868725869	KIRP
HALLMARK_MITOTIC_SPINDLE	0.674697086089431	1	KIRP
HALLMARK_ALLOGRAFT_REJECTION	1.87089773012189	7.14285714285714e-10	LIHC
HALLMARK_COMPLEMENT	1.71015976534333	7.14285714285714e-10	LIHC
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	1.69557208560495	7.14285714285714e-10	LIHC
HALLMARK_INFLAMMATORY_RESPONSE	1.88854774725398	7.14285714285714e-10	LIHC
HALLMARK_INTERFERON_GAMMA_RESPONSE	1.76479886641704	7.14285714285714e-10	LIHC
HALLMARK_TNFA_SIGNALING_VIA_NFKB	1.8169762121122	7.14285714285714e-10	LIHC
HALLMARK_XENOBIOTIC_METABOLISM	1.67109129258242	7.14285714285714e-10	LIHC
HALLMARK_COAGULATION	1.74646295904431	1.95673999421077e-09	LIHC
HALLMARK_MTORC1_SIGNALING	1.63986165852898	1.25481566228333e-08	LIHC
HALLMARK_KRAS_SIGNALING_UP	1.61724017355792	5.72682503105204e-08	LIHC
HALLMARK_IL6_JAK_STAT3_SIGNALING	1.79194083150623	6.74107848397782e-08	LIHC
HALLMARK_G2M_CHECKPOINT	1.60052839489112	1.38326042229584e-07	LIHC
HALLMARK_IL2_STAT5_SIGNALING	1.56946671656988	2.60412909511227e-07	LIHC
HALLMARK_APOPTOSIS	1.57980007912482	3.21507748544996e-06	LIHC
HALLMARK_E2F_TARGETS	1.48875404577735	3.12927378080562e-05	LIHC
HALLMARK_HYPOXIA	1.49701506123474	4.41138428903884e-05	LIHC
HALLMARK_UV_RESPONSE_UP	1.50843802585777	8.67526348172819e-05	LIHC
HALLMARK_CHOLESTEROL_HOMEOSTASIS	1.63955822902966	0.000113629557496089	LIHC
HALLMARK_INTERFERON_ALPHA_RESPONSE	1.59737465555929	0.000163257211203291	LIHC
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	1.67436898584156	0.000463842736364012	LIHC
HALLMARK_ANGIOGENESIS	1.66985014966791	0.00100298065742359	LIHC
HALLMARK_WNT_BETA_CATENIN_SIGNALING	-1.68984868309125	0.00528284927919866	LIHC
HALLMARK_P53_PATHWAY	1.33149514102251	0.00704472849634865	LIHC
HALLMARK_GLYCOLYSIS	1.32464098973892	0.0163073321108704	LIHC
HALLMARK_ESTROGEN_RESPONSE_LATE	1.32175188491851	0.0163073321108704	LIHC
HALLMARK_SPERMATOGENESIS	1.32059537704583	0.0321254838376748	LIHC
HALLMARK_ANDROGEN_RESPONSE	1.3631818144013	0.0400946313407068	LIHC
HALLMARK_UV_RESPONSE_DN	1.29109119181436	0.0467386788533444	LIHC
HALLMARK_BILE_ACID_METABOLISM	1.31298591875631	0.0467386788533444	LIHC
HALLMARK_ESTROGEN_RESPONSE_EARLY	1.2409133321716	0.0596774193548387	LIHC
HALLMARK_APICAL_JUNCTION	1.23968062414515	0.0596774193548387	LIHC
HALLMARK_FATTY_ACID_METABOLISM	1.17176911293405	0.188571428571429	LIHC
HALLMARK_PI3K_AKT_MTOR_SIGNALING	1.18931395905774	0.188571428571429	LIHC
HALLMARK_MYC_TARGETS_V2	1.23595541156361	0.188571428571429	LIHC
HALLMARK_MITOTIC_SPINDLE	1.14961891543763	0.188571428571429	LIHC
HALLMARK_HEME_METABOLISM	1.1457883673317	0.209722222222222	LIHC
HALLMARK_PEROXISOME	1.17633949451819	0.211657440573103	LIHC
HALLMARK_HEDGEHOG_SIGNALING	1.13599262746737	0.386233930939067	LIHC
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	1.08855720548336	0.413606494008504	LIHC
HALLMARK_NOTCH_SIGNALING	1.1014465840027	0.425824175824176	LIHC
HALLMARK_MYOGENESIS	1.03651932743822	0.491463414634146	LIHC
HALLMARK_ADIPOGENESIS	0.975335402940308	0.677986957056725	LIHC
HALLMARK_APICAL_SURFACE	0.951089798997154	0.677986957056725	LIHC
HALLMARK_KRAS_SIGNALING_DN	0.964516750516562	0.682954545454545	LIHC
HALLMARK_PROTEIN_SECRETION	0.936676238781438	0.685847010101453	LIHC
HALLMARK_MYC_TARGETS_V1	0.951519439898395	0.685847010101453	LIHC
HALLMARK_TGF_BETA_SIGNALING	0.920731211225936	0.685847010101453	LIHC
HALLMARK_PANCREAS_BETA_CELLS	0.811321724398343	0.803091397849462	LIHC
HALLMARK_DNA_REPAIR	0.585314894266168	1	LIHC
HALLMARK_OXIDATIVE_PHOSPHORYLATION	0.363706670157224	1	LIHC
HALLMARK_E2F_TARGETS	2.39541530614618	1e-09	LUAD
HALLMARK_MTORC1_SIGNALING	2.69246915370111	1e-09	LUAD
HALLMARK_MYC_TARGETS_V1	2.68645332044323	1e-09	LUAD
HALLMARK_OXIDATIVE_PHOSPHORYLATION	2.67907266808575	1e-09	LUAD
HALLMARK_XENOBIOTIC_METABOLISM	2.45769580783376	1e-09	LUAD
HALLMARK_TNFA_SIGNALING_VIA_NFKB	2.15029045743009	1.3323283065319e-09	LUAD
HALLMARK_FATTY_ACID_METABOLISM	2.23438478845206	1.78148708910894e-09	LUAD
HALLMARK_ESTROGEN_RESPONSE_LATE	2.13583098624751	2.98070714056914e-09	LUAD
HALLMARK_INFLAMMATORY_RESPONSE	2.11894936056696	3.32778059238067e-09	LUAD
HALLMARK_COMPLEMENT	2.08417713130091	1.35192667699565e-08	LUAD
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	2.37587810670439	5.38339348570234e-08	LUAD
HALLMARK_INTERFERON_GAMMA_RESPONSE	2.00421498579134	1.63968232249378e-07	LUAD
HALLMARK_G2M_CHECKPOINT	1.99549768691359	2.2072680813335e-07	LUAD
HALLMARK_APICAL_JUNCTION	-1.88359890512592	1.36595113694557e-06	LUAD
HALLMARK_ADIPOGENESIS	1.89312092246994	2.08646017554452e-06	LUAD
HALLMARK_KRAS_SIGNALING_UP	1.87346316801002	4.088712097715e-06	LUAD
HALLMARK_P53_PATHWAY	1.79597790819642	1.64373083092972e-05	LUAD
HALLMARK_PANCREAS_BETA_CELLS	2.26135501354366	1.64373083092972e-05	LUAD
HALLMARK_ALLOGRAFT_REJECTION	1.81989705728795	2.2840059045758e-05	LUAD
HALLMARK_MYOGENESIS	-1.75575458546589	2.75027459165717e-05	LUAD
HALLMARK_UV_RESPONSE_UP	1.83017172016866	3.40880391369119e-05	LUAD
HALLMARK_SPERMATOGENESIS	1.81954007938734	9.88113960786304e-05	LUAD
HALLMARK_PEROXISOME	1.84906659394796	0.000136075115975183	LUAD
HALLMARK_IL6_JAK_STAT3_SIGNALING	1.89694961134276	0.000199605182915703	LUAD
HALLMARK_COAGULATION	1.7351517792762	0.000399837604342	LUAD
HALLMARK_INTERFERON_ALPHA_RESPONSE	1.77499192190085	0.000528420043454911	LUAD
HALLMARK_MYC_TARGETS_V2	1.84156856151996	0.000838571675053888	LUAD
HALLMARK_APOPTOSIS	1.59436489779574	0.00132018316693192	LUAD
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	1.69812201428862	0.00132018316693192	LUAD
HALLMARK_BILE_ACID_METABOLISM	1.66424338689524	0.00229063372018013	LUAD
HALLMARK_GLYCOLYSIS	1.54894321481427	0.00264015270980986	LUAD
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	-1.49775593846589	0.00283445567714825	LUAD
HALLMARK_HEME_METABOLISM	1.47162369246827	0.00465317201043251	LUAD
HALLMARK_PROTEIN_SECRETION	1.55416857989883	0.00692381283802853	LUAD
HALLMARK_ANDROGEN_RESPONSE	1.55239889180861	0.00692381283802853	LUAD
HALLMARK_IL2_STAT5_SIGNALING	1.4720869694464	0.00767131314569027	LUAD
HALLMARK_HYPOXIA	1.43613364370706	0.00782261903419561	LUAD
HALLMARK_DNA_REPAIR	1.48451797010745	0.0115073868786723	LUAD
