sample	chromosome	start	end	num.mark	seg.mean
TCGA.02.0057	23	2822627	2850957	7	0.2336
TCGA.02.0057	23	2854934	52909690	4010	0.7689
TCGA.02.0057	23	52916249	52971245	5	0.2701
TCGA.02.0057	23	52977939	62321946	415	0.8081
TCGA.02.0057	23	62390645	62416396	2	1.9102
TCGA.02.0057	23	62434259	88158976	1662	0.7899
TCGA.02.0057	23	88192178	92289605	112	0.5053
TCGA.02.0057	23	92303812	111587586	1508	0.7673
TCGA.02.0057	24	10537808	12598397	23	-0.5541
TCGA.02.0057	24	12604268	13031202	30	-2.7146
TCGA.02.0057	24	13052633	14340202	147	-4.2046
TCGA.02.0057	24	14342834	20083423	348	-3.5279
TCGA.02.0057	24	20087973	20356568	42	-4.838
TCGA.02.0057	24	20366162	20384639	2	NA
TCGA.02.0057	24	20393111	20428887	3	-1.5831
TCGA.02.0057	24	20448276	21317893	53	-4.2415
TCGA.02.0057	24	21324207	21534077	18	-3.1788
TCGA.02.0057	24	21559551	22877495	83	-4.4619
TCGA.02.0057	24	22880349	22930737	11	-2.7887
TCGA.02.0057	24	23283689	26968533	14	-1.0583
TCGA.02.0057	24	26972181	57440809	17	-0.1515
TCGA.02.0057	24	2710450	3219184	57	-3.9055
TCGA.02.0057	24	3223585	6652868	96	-0.9648
TCGA.02.0057	24	6696721	7723783	137	-3.3121
TCGA.02.0057	24	7726934	7802397	15	-1.555
TCGA.02.0057	24	7806605	10511255	197	-3.7784
TCGA.02.0057	3	129872915	129883615	2	-0.8665
TCGA.02.0057	3	129903593	163987457	2714	-0.0051
TCGA.02.0057	3	163997228	164101776	8	-4.5916
TCGA.02.0057	3	164112873	196830270	2648	-0.0012
TCGA.02.0057	3	196904349	196958467	11	0.4906
TCGA.02.0057	3	196968244	199379566	263	0.0113
TCGA.02.0057	3	39066	129858677	10240	-0.0145
TCGA.02.0057	4	113667	26837083	2115	-0.0262
TCGA.02.0057	4	26847150	37455776	430	-0.2068
TCGA.02.0057	4	37481581	54391986	1133	0.0212
TCGA.02.0057	4	41413	103524	7	0.4035
TCGA.02.0057	4	54401099	54627390	25	0.1986
TCGA.02.0057	4	54636355	69069563	793	-0.0038
TCGA.02.0057	4	69075140	69075140	1	NA
TCGA.02.0057	4	69085386	69144974	6	0.4492
TCGA.02.0057	4	69153675	191173837	8843	3e-04
TCGA.02.0057	5	150185190	150201145	2	-0.8182
TCGA.02.0057	5	150209789	176534826	1981	-0.003
TCGA.02.0057	5	176546185	176621065	9	0.2766
TCGA.02.0057	5	176627319	180644810	454	-0.024
TCGA.02.0057	5	75149	150166447	10798	-0.0031
TCGA.02.0057	6	146715089	160948812	1151	-0.2743
TCGA.02.0057	6	160951944	160975886	2	0.7134
TCGA.02.0057	6	160991636	165640218	356	-0.3119
TCGA.02.0057	6	165645537	165650610	2	-2.8637
TCGA.02.0057	6	165657596	166972500	138	-0.2426
TCGA.02.0057	6	166981087	167004206	4	-0.6069
TCGA.02.0057	6	167010227	168324002	121	-0.255
TCGA.02.0057	6	168349663	170867396	208	-0.0692
TCGA.02.0057	6	211079	211079	1	NA
TCGA.02.0057	6	228968	320890	10	-0.4255
TCGA.02.0057	6	32567382	32629848	6	-1.7948
TCGA.02.0057	6	32634044	49910953	1769	-3e-04
TCGA.02.0057	6	334423	396668	10	-0.2306
TCGA.02.0057	6	408040	32558677	2934	-0.0029
TCGA.02.0057	6	49922303	51864912	122	-0.236
TCGA.02.0057	6	51876437	146708245	6423	-0.0202
TCGA.02.0057	6	97634	204528	8	-0.049
TCGA.02.0057	7	133439454	133447868	2	-1.4176
TCGA.02.0057	7	133459759	141408013	793	0.2657
TCGA.02.0057	7	140213	38254010	3336	0.2351
TCGA.02.0057	7	141413352	141438504	3	-3.8903
TCGA.02.0057	7	141452085	141687978	26	0.2103
TCGA.02.0057	7	141705163	141711513	2	1.7621
TCGA.02.0057	7	141720324	142164247	52	0.284
TCGA.02.0057	7	142167901	142171618	2	-1.8142
TCGA.02.0057	7	142178220	158811268	1595	0.2211
TCGA.02.0057	7	38259147	38397824	21	0.4885
TCGA.02.0057	7	38405899	133414697	7409	0.242
TCGA.02.0057	8	39356595	39505256	20	0.4577
TCGA.02.0057	8	39511632	146264846	7771	-0.0045
TCGA.02.0057	8	63810	39341524	3169	-0.0103
TCGA.02.0057	9	11858524	20954440	706	-0.1042
TCGA.02.0057	9	153131	9241954	843	-0.087
TCGA.02.0057	9	20961336	21875149	104	-0.3975
TCGA.02.0057	9	21892814	27514323	313	-0.601
TCGA.02.0057	9	27524478	28023204	36	-0.3658
TCGA.02.0057	9	28028897	140241876	7261	-0.0158
TCGA.02.0057	9	9251214	11819736	140	-0.3247
TCGA.02.0058	1	150823073	150848509	5	-1.1188
TCGA.02.0058	1	150852858	167483267	1814	0.0238
TCGA.02.0058	1	16242789	16260159	4	0.7693
TCGA.02.0058	1	16265269	33562781	1711	0.0715
TCGA.02.0058	1	167493768	167507882	2	-1.3347
TCGA.02.0058	1	167523140	167523140	1	NA
TCGA.02.0058	1	167538962	246794522	6488	0.0273
TCGA.02.0058	1	246795223	246862029	10	-0.8839
TCGA.02.0058	1	246874992	247190718	34	-0.0959
TCGA.02.0058	1	33575993	72533856	3552	-0.0994
TCGA.02.0058	1	554268	16236840	1530	0.0367
TCGA.02.0058	1	72550248	72568009	2	-2.2185
TCGA.02.0058	1	72602597	150819451	4092	0.0266
TCGA.02.0058	10	1036849	2407549	136	-0.0263
TCGA.02.0058	10	114821504	135254461	1905	-0.4081
TCGA.02.0058	10	115544	1031876	98	-0.4281
TCGA.02.0058	10	135271770	135356671	5	-0.1172
TCGA.02.0058	10	2429525	2947041	45	-0.463
TCGA.02.0058	10	2965013	38544249	2883	0.041
TCGA.02.0058	10	38555662	38563575	2	-0.7227
TCGA.02.0058	10	38585875	45554717	271	0.0233
TCGA.02.0058	10	46371243	46568496	25	0.321
TCGA.02.0058	10	47010385	52862509	368	-4e-04
TCGA.02.0058	10	52875630	52881487	2	-0.8695
TCGA.02.0058	10	52888819	88267331	2849	0.0303
TCGA.02.0058	10	88273631	114814678	2446	0.3398
TCGA.02.0058	11	12642636	55118214	2778	0.0219
TCGA.02.0058	11	182372	5738494	691	-0.3812
TCGA.02.0058	11	55124730	55194990	11	-4.1201
TCGA.02.0058	11	55200744	55207305	2	-1.5043
TCGA.02.0058	11	55225136	134432265	7207	0.0274
TCGA.02.0058	11	5742476	5762182	4	-1.0016
TCGA.02.0058	11	5766615	12631531	742	-0.3877
TCGA.02.0058	12	33854	34073738	3047	0.2326
TCGA.02.0058	12	34081151	132289090	8120	0.0413
TCGA.02.0058	13	18065953	49056892	3009	0.0309
TCGA.02.0058	13	49062097	49130430	12	0.3414
TCGA.02.0058	13	49139350	56650373	530	0.014
TCGA.02.0058	13	56658479	56673183	3	-5.4775
TCGA.02.0058	13	56691355	99039906	2814	0.013
TCGA.02.0058	13	99051000	99055954	2	0.8076
TCGA.02.0058	13	99063979	114123862	1282	-0.0046
TCGA.02.0058	14	105016841	105343150	37	-0.28
TCGA.02.0058	14	105349928	106345370	111	-0.6263
TCGA.02.0058	14	106349756	106349756	1	NA
TCGA.02.0058	14	18149473	19484013	39	0.2594
TCGA.02.0058	14	19490630	21705879	348	0.0888
TCGA.02.0058	14	21719593	22066142	42	0.3241
TCGA.02.0058	14	22071780	22589130	82	0.0669
TCGA.02.0058	14	22592251	22624759	6	0.4402
TCGA.02.0058	14	22629525	59914265	3071	0.0331
TCGA.02.0058	14	59937480	105013873	4459	-0.6395
TCGA.02.0058	15	100217283	100282819	2	-0.5902
TCGA.02.0058	15	18362555	100200937	8006	0.0425
TCGA.02.0058	16	28087	28087	1	NA
TCGA.02.0058	16	29560500	29614874	11	0.412
TCGA.02.0058	16	29619548	68706240	2250	0.0461
TCGA.02.0058	16	36766	29528190	2651	0.0464
TCGA.02.0058	16	68710277	68754234	6	-0.6245
TCGA.02.0058	16	68795079	72917554	383	0.0232
TCGA.02.0058	16	72933295	72937352	2	-0.5233
TCGA.02.0058	16	72955519	72964783	2	-0.9993
TCGA.02.0058	16	73012768	76720141	319	0.0497
TCGA.02.0058	16	76732435	88690571	1169	-0.1222
TCGA.02.0058	17	29169	78653545	7657	0.0558
TCGA.02.0058	18	4316	76110964	5774	0.0104
TCGA.02.0058	19	217117	48888625	4106	0.0592
TCGA.02.0058	19	48896490	50321743	179	-0.116
TCGA.02.0058	19	50329593	59414645	1147	-0.5146
TCGA.02.0058	19	59427018	59434159	2	-2.169
TCGA.02.0058	19	59440274	63784327	541	-0.5797
TCGA.02.0058	19	64418	210395	2	-0.3855
TCGA.02.0058	2	133550450	133557459	2	0.8337
TCGA.02.0058	2	133566892	134923336	92	-0.0158
TCGA.02.0058	2	134929985	134960248	6	-0.3606
TCGA.02.0058	2	134968424	149140070	986	0.0071
TCGA.02.0058	2	149151015	149235862	9	0.3219
TCGA.02.0058	2	149245254	151870332	166	-0.0073
TCGA.02.0058	2	151888953	164113938	923	0.291
TCGA.02.0058	2	164140732	172717025	782	0.0329
TCGA.02.0058	2	172747122	172963824	10	0.4731
TCGA.02.0058	2	172977682	242700979	5858	0.0218
TCGA.02.0058	2	20341	34539740	2705	0.0175
TCGA.02.0058	2	242717016	242717016	1	NA
TCGA.02.0058	2	34556434	34580533	2	-0.7484
TCGA.02.0058	2	34608979	133540352	6992	0.0347
TCGA.02.0058	20	8747	62379059	5331	0.0281
TCGA.02.0058	21	9896630	46914686	3362	0.0212
TCGA.02.0058	22	14504218	22671374	819	0.0502
TCGA.02.0058	22	22677959	22696162	4	-1.1313
TCGA.02.0058	22	22701205	22720195	5	-3.1636
TCGA.02.0058	22	22725305	37683516	1786	0.044
TCGA.02.0058	22	37689058	37715385	6	-0.888
TCGA.02.0058	22	37718669	37718669	1	NA
TCGA.02.0058	22	37723010	49565816	1458	0.0125
TCGA.02.0058	23	154050185	154078819	3	1.661
TCGA.02.0058	23	154086636	154582414	43	0.9069
TCGA.02.0058	23	2710316	53759142	4126	0.253
TCGA.02.0058	23	53779359	54055554	17	1.439
TCGA.02.0058	23	54060782	82744365	1631	0.9331
TCGA.02.0058	23	82775058	82902565	7	1.5117
TCGA.02.0058	23	82914874	88158976	332	0.9394
TCGA.02.0058	23	88192178	89968680	28	0.6021
TCGA.02.0058	23	90003509	90707498	27	0.988
TCGA.02.0058	23	90843907	91300737	20	0.4017
TCGA.02.0058	23	91315210	91315210	1	NA
TCGA.02.0058	23	91320957	91453211	12	1.0017
TCGA.02.0058	23	91485306	92289605	24	0.4762
TCGA.02.0058	23	92303812	154037006	4667	0.9119
TCGA.02.0058	24	10260135	10260135	1	NA
TCGA.02.0058	24	10379512	10511255	8	-5.2377
TCGA.02.0058	24	10537808	12401995	12	-0.0097
TCGA.02.0058	24	12412724	12586920	9	-1.2707
TCGA.02.0058	24	12593244	15528826	318	-3.4846
TCGA.02.0058	24	15546378	15682936	8	-1.4115
TCGA.02.0058	24	15707307	15743117	3	-2.7193
TCGA.02.0058	24	15761232	15873423	6	-4.9156
TCGA.02.0058	24	15892492	16203872	17	-2.5273
TCGA.02.0058	24	16218742	16899198	46	-3.399
TCGA.02.0058	24	16911197	17158449	10	-2.0629
TCGA.02.0058	24	17170574	22923722	329	-3.6236
TCGA.02.0058	24	22926726	26968533	16	-1.1497
TCGA.02.0058	24	26972181	57440809	17	-0.2281
TCGA.02.0058	24	2710450	2971261	52	-3.7484
TCGA.02.0058	24	2985564	6652868	101	-0.8754
TCGA.02.0058	24	6696721	6749115	4	-4.9947
TCGA.02.0058	24	6760969	7735274	136	-3.0213
TCGA.02.0058	24	7740071	7802397	12	-1.4391
TCGA.02.0058	24	7806605	10254943	188	-3.2163
TCGA.02.0058	3	129872915	129883615	2	-0.9218
TCGA.02.0058	3	129903593	199379566	5644	0.0326
TCGA.02.0058	3	39066	52716572	4648	-0.1459
TCGA.02.0058	3	52717001	52741609	3	0.5478
TCGA.02.0058	3	52753347	129858677	5589	0.0016
TCGA.02.0058	4	41413	68896316	4500	0.0204
TCGA.02.0058	4	68905670	69165814	12	-0.3792
TCGA.02.0058	4	69643272	70188454	51	0.0186
TCGA.02.0058	4	70201666	70255674	6	-0.4359
TCGA.02.0058	4	70264689	191173837	8784	0.0233
TCGA.02.0058	5	75149	745859	75	-0.0462
TCGA.02.0058	5	763494	826044	7	-0.3493
TCGA.02.0058	5	837253	180644810	13162	0.0232
TCGA.02.0058	6	106900380	107015240	9	-0.6899
TCGA.02.0058	6	107026546	107350887	28	0.0476
TCGA.02.0058	6	107396391	107533955	10	-0.2605
TCGA.02.0058	6	107556563	118657720	869	-0.6759
TCGA.02.0058	6	118665545	118794250	14	0.1373
TCGA.02.0058	6	118825110	119414707	57	-0.6998
TCGA.02.0058	6	119422553	120712111	69	-0.9948
TCGA.02.0058	6	120738589	130846819	805	-0.7084
TCGA.02.0058	6	130871406	131253092	15	0.0447
TCGA.02.0058	6	131267347	158428622	2134	-0.666
TCGA.02.0058	6	158434484	158563565	15	-0.0225
TCGA.02.0058	6	158600466	158723908	12	-0.6682
TCGA.02.0058	6	158732625	158811672	9	0.067
TCGA.02.0058	6	158821711	159579675	78	-0.6332
TCGA.02.0058	6	159591481	159895024	14	-0.8936
TCGA.02.0058	6	159912434	160042739	14	0.0228
TCGA.02.0058	6	160056501	164981184	429	-0.6927
TCGA.02.0058	6	165019251	165865520	51	-0.0341
TCGA.02.0058	6	165876975	166764251	92	-0.7174
TCGA.02.0058	6	166772903	167120986	42	-0.0815
TCGA.02.0058	6	167128828	170762955	312	-0.7076
TCGA.02.0058	6	170780949	170867396	2	-0.1215
TCGA.02.0058	6	32519935	32629848	8	-0.7378
TCGA.02.0058	6	32634044	106888654	5216	0.0208
TCGA.02.0058	6	97634	32507380	2961	-0.0091
TCGA.02.0058	7	140213	38254010	3336	0.0227
TCGA.02.0058	7	151887174	151982740	6	0.4795
TCGA.02.0058	7	151989379	158811268	616	0.0021
TCGA.02.0058	7	38259147	38372692	17	0.2963
TCGA.02.0058	7	38380333	151864785	9266	0.039
TCGA.02.0058	8	2848052	39341524	2911	0.0235
TCGA.02.0058	8	39356595	39505256	20	0.4497
TCGA.02.0058	8	39511632	146264846	7771	0.0287
TCGA.02.0058	8	63810	2839196	258	-0.2291
TCGA.02.0058	9	139373555	139390002	3	0.5983
TCGA.02.0058	9	139398990	140114544	93	0.0146
TCGA.02.0058	9	140119700	140241876	7	-0.2782
TCGA.02.0058	9	153131	153131	1	NA
TCGA.02.0058	9	194193	29186207	2242	-0.2002
TCGA.02.0058	9	29209997	139367214	7057	0.0315
TCGA.02.0060	1	146290772	147475854	14	0.4295
TCGA.02.0060	1	147499046	150819451	369	0.0569
TCGA.02.0060	1	150823073	150848509	5	-1.3176
TCGA.02.0060	1	150852858	151027357	32	0.0292
TCGA.02.0060	1	151033188	151036435	2	1.1103
TCGA.02.0060	1	151040463	200576669	4327	0.0385
TCGA.02.0060	1	16820714	17130528	19	0.3435
TCGA.02.0060	1	17148592	72533856	5188	0.0504
TCGA.02.0060	1	200582647	200802204	19	-0.2683
TCGA.02.0060	1	200808717	247190718	3969	0.0392
TCGA.02.0060	1	554268	16807713	1590	0.0358
TCGA.02.0060	1	72550248	72568009	2	-2.504
TCGA.02.0060	1	72602597	146281384	3709	0.0393
TCGA.02.0060	10	115544	135356671	11035	0.0226
TCGA.02.0060	11	182372	55118214	4215	0.041
TCGA.02.0060	11	55124730	55207305	13	-0.6124
TCGA.02.0060	11	55225136	55225136	1	NA
TCGA.02.0060	11	55230765	78496274	2734	0.0336
TCGA.02.0060	11	78505139	78565177	5	-1.0629
TCGA.02.0060	11	78576159	134432265	4467	0.0047
TCGA.02.0060	12	11404653	11430887	4	0.8423
TCGA.02.0060	12	11444721	43196437	2299	0.0488
TCGA.02.0060	12	33854	11393473	1226	0.0417
TCGA.02.0060	12	43202207	43872560	57	0.9632
TCGA.02.0060	12	43881632	44006216	15	0.0413
TCGA.02.0060	12	44019664	44047728	4	1.3243
TCGA.02.0060	12	44061791	44109902	7	-0.1635
TCGA.02.0060	12	44118784	44299769	9	0.9724
TCGA.02.0060	12	44333379	44899813	52	1.3444
TCGA.02.0060	12	44909595	45699791	57	1.0106
TCGA.02.0060	12	45732793	48029186	264	1.6361
TCGA.02.0060	12	48039422	48173248	16	1.0229
TCGA.02.0060	12	48191831	52988382	652	-0.3124
TCGA.02.0060	12	52991334	53076017	18	1.5212
TCGA.02.0060	12	53083323	54496959	179	1.8743
TCGA.02.0060	12	54500496	54839911	61	1.2476
TCGA.02.0060	12	54846562	54865060	4	1.9727
TCGA.02.0060	12	54874555	54931880	12	1.1245
TCGA.02.0060	12	54936143	55392813	64	1.6739
TCGA.02.0060	12	55394705	55729945	43	1.2538
TCGA.02.0060	12	55739521	56264445	89	1.5598
TCGA.02.0060	12	56275149	56408366	22	1.8921
TCGA.02.0060	12	56412157	58077819	103	2.4027
TCGA.02.0060	12	58111931	58332303	14	1.802
TCGA.02.0060	12	58339775	58544567	20	2.0573
TCGA.02.0060	12	58591161	58891105	10	1.7299
TCGA.02.0060	12	58960605	59745648	30	1.4097
TCGA.02.0060	12	59774911	62615954	208	1.7645
TCGA.02.0060	12	62623041	62737384	15	2.1614
TCGA.02.0060	12	62751111	63111890	38	1.7928
TCGA.02.0060	12	63126585	64877652	161	2.1258
TCGA.02.0060	12	64883931	64984907	10	1.4924
TCGA.02.0060	12	64992400	65033652	7	1.8873
TCGA.02.0060	12	65041063	67192568	146	2.4073
TCGA.02.0060	12	67202216	67445317	34	1.8096
TCGA.02.0060	12	67457153	68518892	105	2.1669
TCGA.02.0060	12	68551941	68612610	9	1.6393
TCGA.02.0060	12	68627275	69827298	104	2.0548
TCGA.02.0060	12	69837676	72581790	196	1.5224
TCGA.02.0060	12	72596325	74710408	121	0.9813
TCGA.02.0060	12	74714772	76874314	122	1.3049
TCGA.02.0060	12	76884183	132289090	4560	-0.0452
TCGA.02.0060	13	18065953	84177595	5157	0.0112
TCGA.02.0060	13	84188176	84315071	7	0.6353
TCGA.02.0060	13	84353485	114123862	2488	0.0043
TCGA.02.0060	14	105857193	105898674	5	-1.9204
TCGA.02.0060	14	105907191	106349756	49	-0.6748
TCGA.02.0060	14	18149473	19216369	10	-0.0056
TCGA.02.0060	14	19268776	19490630	30	-1.2204
TCGA.02.0060	14	19497023	21177259	274	-0.5862
TCGA.02.0060	14	21180741	25548089	501	0.1468
TCGA.02.0060	14	25568000	25568000	1	NA
TCGA.02.0060	14	25594495	26838442	70	0.391
TCGA.02.0060	14	26869681	34119952	581	0.0077
TCGA.02.0060	14	34132009	43555063	681	-0.5851
TCGA.02.0060	14	43571616	43593774	2	-3.0001
TCGA.02.0060	14	43610114	73051686	2839	-0.596
TCGA.02.0060	14	73060301	73092018	5	-1.3873
TCGA.02.0060	14	73104572	105845658	3148	-0.5949
TCGA.02.0060	15	18362555	18790589	12	0.0656
TCGA.02.0060	15	18810004	20079935	64	-0.4802
TCGA.02.0060	15	20220416	22021181	107	0.0777
TCGA.02.0060	15	22038880	22250971	7	-0.5102
TCGA.02.0060	15	22272781	100282819	7818	0.0243
TCGA.02.0060	16	14956177	14988855	5	-0.8809
TCGA.02.0060	16	14997360	68706240	3404	0.0422
TCGA.02.0060	16	28087	14876356	1504	0.023
TCGA.02.0060	16	68710277	68754234	6	-0.6731
TCGA.02.0060	16	68795079	72901201	381	-0.0172
TCGA.02.0060	16	72906433	72964783	6	-0.6346
TCGA.02.0060	16	73012768	88690571	1488	-0.0012
TCGA.02.0060	17	29169	41533641	4252	-0.0129
TCGA.02.0060	17	41544224	41706870	13	-0.4793
TCGA.02.0060	17	41841187	77478901	3240	0.0366
TCGA.02.0060	17	77503378	77503685	3	0.9767
TCGA.02.0060	17	77519913	78653545	149	0.0214
TCGA.02.0060	18	4316	76110964	5774	0.0234
TCGA.02.0060	19	48400778	48449548	4	-0.8244
TCGA.02.0060	19	48500241	56816785	1053	-0.0603
TCGA.02.0060	19	56831724	56840346	2	-1.1164
TCGA.02.0060	19	56850433	63784327	865	-0.0855
TCGA.02.0060	19	64418	48383124	4053	0.0185
TCGA.02.0060	2	185463089	185478140	3	1.0841
TCGA.02.0060	2	185487217	242717016	4852	0.0172
TCGA.02.0060	2	20341	185451956	13679	0.0226
TCGA.02.0060	20	25821065	62379059	3121	-0.0519
TCGA.02.0060	20	8747	25680495	2210	-0.5899
TCGA.02.0060	21	10055549	10198129	12	-0.3705
TCGA.02.0060	21	13334960	46914686	3340	0.028
TCGA.02.0060	21	9896630	10022306	10	0.0072
TCGA.02.0060	22	14504218	22671374	819	-0.082
TCGA.02.0060	22	22677959	22696162	4	-1.3093
TCGA.02.0060	22	22701205	22725305	6	-3.7306
TCGA.02.0060	22	22731196	22731196	1	NA
TCGA.02.0060	22	22736990	49565816	3249	-0.1021
TCGA.02.0060	23	140145377	140387534	24	0.019
TCGA.02.0060	23	140518817	154582414	1116	0.921
TCGA.02.0060	23	2710316	88117349	6111	0.9784
TCGA.02.0060	23	88139792	92376128	119	0.6938
TCGA.02.0060	23	92401929	140135471	3568	0.9594
TCGA.02.0060	24	10379512	10511255	8	-6.7146
TCGA.02.0060	24	10537808	12598397	23	-0.9298
TCGA.02.0060	24	12604268	24685322	739	-4.2618
TCGA.02.0060	24	24754207	57440809	29	-0.8706
TCGA.02.0060	24	2710450	3223585	58	-4.8399
TCGA.02.0060	24	3318461	6577257	94	-1.0302
TCGA.02.0060	24	6652868	7286542	96	-3.4714
TCGA.02.0060	24	7289497	7631265	24	-4.8487
TCGA.02.0060	24	7645171	7914104	50	-3.1122
TCGA.02.0060	24	7918899	8186454	42	-4.9433
TCGA.02.0060	24	8194312	8220124	6	-1.9599
TCGA.02.0060	24	8230756	8474062	30	-3.6401
TCGA.02.0060	24	8479157	8641679	28	-4.5605
TCGA.02.0060	24	8647327	8690572	11	-2.4533
TCGA.02.0060	24	8695195	8725366	7	-5.9649
TCGA.02.0060	24	8730100	8823361	8	-3.6606
TCGA.02.0060	24	8828716	9132086	18	-5.1292
TCGA.02.0060	24	9145335	10260135	22	-3.1269
TCGA.02.0060	3	163997228	164101776	8	-5.0676
TCGA.02.0060	3	164112873	170833464	394	-0.2254
TCGA.02.0060	3	170844484	181330579	872	0.0657
TCGA.02.0060	3	181381974	181447315	2	0.9487
TCGA.02.0060	3	181504851	186706753	436	0.0982
TCGA.02.0060	3	186714949	188858080	227	-0.2193
TCGA.02.0060	3	188863054	199379566	991	0.0508
TCGA.02.0060	3	39066	163987457	12956	-0.1279
TCGA.02.0060	4	41413	48777988	3495	0.0327
TCGA.02.0060	4	48910295	68905670	1006	-0.2872
TCGA.02.0060	4	69057735	69165814	11	-2.8627
TCGA.02.0060	4	69643272	191173837	8841	0.1933
TCGA.02.0060	5	150185190	150201145	2	-3.6842
TCGA.02.0060	5	150209789	180644810	2444	0.0436
TCGA.02.0060	5	41270804	41278538	2	-1.0026
TCGA.02.0060	5	41291514	53664205	611	0.0547
TCGA.02.0060	5	53675614	53711415	3	0.7808
TCGA.02.0060	5	53728179	68850823	1185	0.0308
TCGA.02.0060	5	68868713	70698794	10	-0.4709
TCGA.02.0060	5	70716278	150166447	6159	0.0349
TCGA.02.0060	5	75149	745859	75	0.0482
TCGA.02.0060	5	763494	878290	12	1.3244
TCGA.02.0060	5	894957	41259482	2741	0.0749
TCGA.02.0060	6	32567382	32629848	6	-1.3981
TCGA.02.0060	6	32634044	32711957	8	-0.1618
TCGA.02.0060	6	32718991	32728487	3	-1.3836
TCGA.02.0060	6	32732764	45320323	1395	0.0479
TCGA.02.0060	6	45328552	45335397	2	-0.929
TCGA.02.0060	6	45341403	170867396	8888	-0.0554
TCGA.02.0060	6	97634	32558677	2963	0.0434
TCGA.02.0060	7	133414697	133414697	1	NA
TCGA.02.0060	7	133439454	133447868	2	-0.8881
TCGA.02.0060	7	133459759	141413352	794	0.0488
TCGA.02.0060	7	140213	133400864	10765	0.0464
TCGA.02.0060	7	141431668	141438504	2	-0.8359
TCGA.02.0060	7	141452085	142164247	80	0.1105
TCGA.02.0060	7	142167901	142171618	2	-2.1996
TCGA.02.0060	7	142178220	158811268	1595	0.0358
TCGA.02.0060	8	166452	39281207	3159	-0.5664
TCGA.02.0060	8	39288659	39333915	7	0.0194
TCGA.02.0060	8	39341524	39499752	20	0.3889
TCGA.02.0060	8	39505256	146264846	7772	0.0458
TCGA.02.0060	8	63810	90816	2	0.0756
TCGA.02.0060	9	153131	140241876	9403	0.016
TCGA.02.0064	1	112080668	112341152	32	-0.1875
TCGA.02.0064	1	112354668	147213294	857	-0.0035
TCGA.02.0064	1	147307637	147927292	10	-0.427
TCGA.02.0064	1	147946905	150819451	367	0.0465
TCGA.02.0064	1	150823073	150848509	5	1.6033
TCGA.02.0064	1	150852858	151402040	87	0.017
TCGA.02.0064	1	151415568	152327674	131	0.3564
TCGA.02.0064	1	152343111	246874992	8098	0.0045
TCGA.02.0064	1	1816279	2684591	104	-0.0126
TCGA.02.0064	1	21059514	22149716	104	0.3928
TCGA.02.0064	1	22161565	84152357	5404	0.0109
TCGA.02.0064	1	246880850	247152072	27	-0.2581
TCGA.02.0064	1	247164326	247190718	6	-0.0581
TCGA.02.0064	1	2694555	7749321	458	-0.5979
TCGA.02.0064	1	554268	899877	26	-0.0946
TCGA.02.0064	1	7759363	8454883	66	-0.4413
TCGA.02.0064	1	84159339	85223304	109	0.3837
TCGA.02.0064	1	8461628	8488628	3	0.0481
TCGA.02.0064	1	8499379	8499379	1	NA
TCGA.02.0064	1	8508458	8872654	44	-0.4354
TCGA.02.0064	1	85230468	85230468	1	NA
TCGA.02.0064	1	85237943	112075967	1999	0.0112
TCGA.02.0064	1	8877774	21050279	1162	-0.0104
TCGA.02.0064	1	903494	1810385	144	0.2505
TCGA.02.0064	10	115544	38669536	3169	-0.509
TCGA.02.0064	10	124274304	124315417	6	0.0172
TCGA.02.0064	10	124325094	135356671	1011	-0.6173
TCGA.02.0064	10	38682265	42150759	11	-0.0235
TCGA.02.0064	10	42175348	44147422	141	-0.5354
TCGA.02.0064	10	44164708	44809360	45	-0.682
TCGA.02.0064	10	44814611	47735472	108	-0.463
TCGA.02.0064	10	47954413	50258738	158	-0.6484
TCGA.02.0064	10	50265332	88740325	3102	-0.5224
TCGA.02.0064	10	88745969	89256027	24	-0.3078
TCGA.02.0064	10	89262908	124264153	3260	-0.5185
TCGA.02.0064	11	182372	7762277	950	-0.0531
TCGA.02.0064	11	45276021	45295472	3	0.4131
TCGA.02.0064	11	45323301	55112329	474	0.0398
TCGA.02.0064	11	55118214	55178955	10	0.3309
TCGA.02.0064	11	55187282	66977728	1553	-0.0087
TCGA.02.0064	11	66981036	69394208	234	-0.529
TCGA.02.0064	11	69502616	71622166	204	-0.0353
TCGA.02.0064	11	71625222	72227026	69	0.3445
TCGA.02.0064	11	72233710	72538392	33	0.5416
TCGA.02.0064	11	72547629	72681823	15	0.2523
TCGA.02.0064	11	72686492	134432265	5103	-0.0122
TCGA.02.0064	11	7774067	7783344	3	-0.9988
TCGA.02.0064	11	7797993	8214033	49	-0.0169
TCGA.02.0064	11	8222491	8364437	12	-0.2311
TCGA.02.0064	11	8370102	45266974	2723	-0.0071
TCGA.02.0064	12	216257	9452803	996	-0.0161
TCGA.02.0064	12	33854	207283	19	-0.2112
TCGA.02.0064	12	9528590	9554149	2	-3.5541
TCGA.02.0064	12	9585156	132289090	10150	0.0136
TCGA.02.0064	13	18065953	19564529	140	-0.2671
TCGA.02.0064	13	19574074	23551090	347	-0.4738
TCGA.02.0064	13	23565524	26347860	304	-0.1843
TCGA.02.0064	13	26380869	35543255	898	-0.0125
TCGA.02.0064	13	35548352	35646651	14	-0.5373
TCGA.02.0064	13	35654385	35807825	24	-0.0179
