target	r	p	drug
CDK2	-0.0588235294117647	0.817790211810118	AG-555 | alvocidib | aminopurvalanol-a | AT-7519 | BMS-265246 | BMS-387032 | BMS-536924 | bosutinib | BX-795 | BX-912 | CGP-60474 | dinaciclib | indirubin-3-monoxime | JNJ-7706621 | NSC-625987 | NU-2058 | NU6027 | olomoucine | PF-573228 | PHA-793887 | PHA-848125 | purvalanol-a | purvalanol-b | R547 | RGB-286638 | roscovitine | RX-3117 | ryuvidine | SB-216763 | SCH-900776 | SU9516 | TG-02
IDH1	0.0319917440660475	0.901814419497478	AGI-5198 | enasidenib | ivosidenib
IDH2	0.232198142414861	0.352330434879144	AGI-6780
METAP2	0.360165118679051	0.142507259722734	AGM-1470 | fumagillin | methionine | nitroxoline | oxyquinoline
NISCH	-0.343653250773994	0.162772538741214	agmatine | AGN-192403 | tizanidine
CBFB	-0.508771929824561	0.0329350603958481	AI-10-49
SIRT2	0.118679050567595	0.638431994576417	AK-7 | SirReal-2 | sirtinol | tenovin-6
ALOX5	-0.471620227038184	0.0499703595118137	AKBA | AM-24 | aminosalicylate | baicalein | balsalazide | BW-A4C | BW-B70C | caffeic-acid | CBS-1114 | diclofenac | diethylcarbamazine | docebenone | honokiol | ibuproxam | kaempferol | licofelone | masoprocol | meclofenamic-acid | mesalazine | minocycline | montelukast | quiflapon | REV-5901 | SB-202190 | SB-203580 | silibinin | SKF-86002 | sulfasalazine | tepoxalin | vitamin-E | zileuton
ACE	-0.568627450980392	0.0154029298966383	alacepril | benazepril | butein | C11-Acetate | captopril | cilazapril | delapril | deserpidine | enalapril | enalaprilat | fosinopril | fosinoprilat | hyperin | imidapril | lisinopril | methiopril | moexipril | perindopril | perindoprilat | quinapril | quinaprilat | ramipril | temocapril | trandolapril | zofenopril-calcium
AARS2	0.337461300309598	0.170867035517352	alanine
AGXT	-0.0505675954592363	0.843479961758194	alanine | AZD4282 | MC-1
GPT	-0.00515995872033024	0.986878170889336	alanine | L-glutamic-acid | MC-1 | phenelzine
GPT2	0.304437564499484	0.218759819456238	alanine | L-glutamic-acid | MC-1 | phenelzine
KYNU	-0.168214654282766	0.503200634072406	alanine | MC-1
NFS1	-0.273477812177503	0.271106988145153	alanine | L-cysteine | MC-1
PHYKPL	-0.337461300309598	0.170867035517352	alanine | MC-1
SLC1A4	0.126934984520124	0.614928782800616	alanine
CYP3A4	-0.139318885448916	0.580359604874619	alclometasone-dipropionate | ambroxol | arbidol | benfluralin | BMS-536924 | brivanib | cefradine | clarithromycin | clotrimazole | cobicistat | curcumin | cyclophosphamide | dapivirine | darunavir | deferasirox | delanzomib | delavirdine | dolutegravir | ebastine | efavirenz | enilconazole | erythromycin-estolate | erythromycin-ethylsuccinate | etravirine | GSK1070916 | ifosfamide | indinavir | isavuconazole | isoniazid | methoxsalen | metronidazole | ML-3403 | nafcillin | nefazodone | nelfinavir | nevirapine | paliperidone | palmatine-chloride | PF-4981517 | posaconazole | rifapentine | ritonavir | saquinavir | SB-203580 | simeprevir | SKF-96365 | sulfanilamide | telithromycin | thiotepa | tofisopam | verapamil | voriconazole
SERPINA6	-0.188854489164087	0.451372451515003	alclometasone-dipropionate | beclomethasone | ciclesonide | fludroxycortide | flumethasone-pivalate | fluocinolone-acetonide | fluocinonide | prednisolone | rimexolone | triamcinolone
ALDH2	0.065015479876161	0.798640453248432	alda-1 | coenzyme-i | CVT-10216 | disulfiram | guanidine | nadide
MET	0.104231166150671	0.680377180273362	alectinib | altiratinib | AMG-208 | AMG-337 | AMG458 | amuvatinib | BMS-536924 | BMS-777607 | BMS-817378 | cabozantinib | crizotinib | EMD-1214063 | foretinib | golvatinib | INC-280 | JNJ-38877605 | LY2801653 | MGCD-265 | MK-2461 | MK-8033 | NVP-BVU972 | PF-04217903 | PHA-665752 | savolitinib | SGX523 | SU-11274 | tivantinib
ATP6V1A	-0.298245614035088	0.228645071612497	alendronate | etidronic-acid | tiludronate
FDPS	0.393188854489164	0.107483216044424	alendronate | ibandronate | minodronic-acid | neridronic-acid | pamidronate | risedronate | zoledronic-acid
PTPRE	0.0939112487100103	0.710921782778592	alendronate
PTPMT1	-0.294117647058824	0.235396717236318	alexidine
XDH	0.176470588235294	0.482125637546876	allopurinol | amflutizole | baicalein | curcumin | eniluracil | febuxostat | flavin-adenine-dinucleotide | MF-101 | oxypurinol | topiroxostat
ATP1A1	0.00515995872033024	0.986878170889336	almitrine | artemether | bepridil | bretylium | chloroprocaine | ciclopirox | deslanoside | diazoxide | digitoxigenin | digitoxin | digoxin | etacrynic-acid | hydroflumethiazide | istaroxime | k-strophanthidin | lumefantrine | ouabain | rostafuroxine | trichlormethiazide
CASP8	-0.141382868937048	0.574681698421439	aloe-emodin
CTSG	-0.413828689370485	0.089076103436542	aloxistatin | delanzomib
HMGCR	-0.308565531475748	0.21233038916785	alpha-Asarone | atorvastatin | benfluorex | coenzyme-a | coenzyme-i | delta-Tocotrienol | fluvastatin | lovastatin | meglutol | mevastatin | nadide | pitavastatin | pravastatin | rosuvastatin | simvastatin
FADS2	0.112487100103199	0.656285911861525	alpha-linolenic-acid
HSP90AA1	0.347781217750258	0.157527546214355	alvespimycin | AT13387 | BIIB021 | CCT018159 | EC-144 | ganetespib | gedunin | geldanamycin | hexylene-glycol | nedocromil | NVP-AUY922 | NVP-HSP990 | PU-H71 | retaspimycin | rhein | rifabutin | SNX-5422 | tanespimycin | VER-49009
CDK7	-0.0319917440660475	0.901814419497479	alvocidib | BMS-387032 | BS-181 | PF-573228 | PHA-793887 | PHA-848125 | R547 | RGB-286638 | TG-02 | THZ1 | THZ1-R | THZ2
CDK9	-0.296181630546956	0.232004708019058	alvocidib | AT-7519 | BMS-387032 | CDK9-IN-6 | dinaciclib | LY2857785 | P276-00 | PHA-793887 | RGB-286638 | roscovitine | TG-02
FAAH	-0.304437564499484	0.218759819456238	AM-404 | amperozide | JNJ-1661010 | JNJ-42165279 | JZL-195 | LY2183240 | paracetamol | PDP-EA | PF-04457845 | PF-3845 | PF-750 | propofol | SA-47 | TC-F-2 | thiopental | URB597
ALOX5AP	-0.279669762641899	0.260051154635035	AM679 | GSK2190915 | quiflapon | veliflapon
ANXA1	-0.0402476780185759	0.875808882587383	amcinonide | dexamethasone | hydrocortisone-phosphate
EIF2AK4	0.448916408668731	0.0633170219332229	AMG-PERK-44
PRMT1	0.401444788441692	0.0998132281191095	AMI-1 | furamidine
ENPP1	0.0732714138286894	0.773283851267198	amifostine | ribavirin
TRPV2	-0.304437564499484	0.218759819456238	amiloride | SKF-96365
LPA	0.289989680082559	0.242278060261314	aminocaproic-acid | ki16198
PLG	-0.12280701754386	0.626636233574355	aminocaproic-acid | tranexamic-acid
PDE3B	-0.0897832817337461	0.723264949800378	aminophylline | amrinone | caffeine | cilostamide | cilostazol | dipyridamole | IBMX | milrinone | pentoxifylline | quazinone
S100A12	0.292053663570691	0.23882115173451	amlexanox | olopatadine
CACNA2D1	0.110423116615067	0.662278717000652	amlodipine | cyclandelate | diltiazem | felodipine | gabapentin | gabapentin-enacarbil | ibutilide | isradipine | lercanidipine | nicardipine | nifedipine | nilvadipine | nisoldipine | nitrendipine | pregabalin | spironolactone | Z160
SMPD1	-0.065015479876161	0.798640453248432	amlodipine | chlorpromazine | desipramine
SLCO1B1	0.176470588235294	0.482125637546876	ammonium-glycyrrhizinate | cyclosporine | gemfibrozil | indocyanine-green | pravastatin | rifampin | rifamycin | sildenafil
SLCO1B3	0.0381836945304438	0.882299602820874	ammonium-glycyrrhizinate | cyclosporine | gemfibrozil | rifampin | rifamycin | sildenafil
HNMT	-0.329205366357069	0.182088615343588	amodiaquine | SKF-91488
TOP2B	0.242518059855521	0.330803679453262	amonafide | amrubicin | daunorubicin | dexrazoxane | etoposide | teniposide
CYP2C19	-0.347781217750258	0.157527546214355	amoxicillin | carisoprodol | cyclophosphamide | efavirenz | etravirine | ifosfamide | isoniazid | nelfinavir | ritonavir | sulfanilamide | tolperisone | voriconazole
SLC15A1	0.279669762641899	0.260051154635036	amoxicillin | cefadroxil
CASP3	-0.337461300309598	0.170867035517352	amygdalin | AZ-10417808 | DBeQ | minocycline | NQDI-1 | PAC-1 | PETCM | sanguinarium-chloride
CETP	0.285861713106295	0.249289475572989	anacetrapib | CP-532623 | dalcetrapib | evacetrapib | torcetrapib
NFKB1	-0.267285861713106	0.282457455500376	andrographolide | arglabin | aspirin | pranlukast | SP-100030 | thalidomide | triflusal
GGCX	0.265221878224974	0.286306454715305	anisindione | L-glutamic-acid | menadione | menadione-bisulfite | phytonadione
RPL11	-0.0835913312693498	0.7419053263388	anisomycin | puromycin
RPL13A	0.26109391124871	0.294102709245796	anisomycin | puromycin
RPL15	0.256965944272446	0.302029906582223	anisomycin | puromycin
RPL19	-0.223942208462332	0.370130594838583	anisomycin | puromycin
RPL23	-0.0134158926728586	0.960647747600541	anisomycin | puromycin
RPL23A	0.226006191950464	0.365632627951848	anisomycin | puromycin
RPL26L1	-0.147574819401445	0.557796725384478	anisomycin | puromycin
RPL3	0.159958720330237	0.524718975929254	anisomycin | cycloheximide | homoharringtonine | puromycin
RPL37	-0.374613003095975	0.126305597300531	anisomycin | puromycin
RPL8	0.170278637770898	0.497889796316028	anisomycin | puromycin
CYCS	0.512899896800826	0.0313682126528439	antimycin-a | minocycline
BRD3	-0.102167182662539	0.686448935621915	apabetalone | I-BET151 | I-BET-762 | LY303511 | OTX015 | XD-14
CSK	0.405572755417957	0.0961333092136212	apatinib | SRC-kinase-inhibitor-I
AKT2	0.764705882352941	0.000334293580870198	API-1 | ARQ-092 | AT13148 | AT7867 | AZD5363 | GDC-0068 | GSK2110183 | GSK690693 | MK-2206 | PHT-427 | triciribine | uprosertib
F10	0.153766769865841	0.541140264466277	apixaban | edoxaban | menadione | octopamine | otamixaban | rivaroxaban
BCHE	0.294117647058824	0.235396717236318	apoptosis-activator-II | bambuterol | choline | demecarium | dipivefrine | edrophonium | galantamine | isoflurophate | malathion | meptazinol | mestinon | mivacurium | phenserine | physostigmine | pralidoxime | pralidoxime-chloride | rivastigmine | sodium-butyrate | tacrine
ADAM17	0.0856553147574819	0.735675587394805	apratastat | cipemastat
PIKFYVE	0.151702786377709	0.546666609939689	APY0201
SERPINC1	0.0753353973168215	0.766978715020632	ardeparin
SERPIND1	0.30030959752322	0.225317751858876	ardeparin
F2	-0.403508771929825	0.0979605009779129	argatroban | bivalirudin | dabigatran | dabigatran-etexilate | menadione | proflavine-hemisulfate | suramin
FNTA	-0.178534571723426	0.476927703785551	arglabin | L-778123 | lonafarnib | perillyl-alcohol | tipifarnib
MAPK3	0.00928792569659443	0.973759651081858	arsenic-trioxide | CID-5458317 | FR-180204 | GDC-0994 | purvalanol-b | ravoxertinib | sulindac
TXNRD1	-0.0567595459236326	0.824196630248086	arsenic-trioxide | flavin-adenine-dinucleotide | fotemustine | NADPH | PX-12 | spermidine
CYP2B6	0.0113519091847265	0.967202665762875	artemisinin | benfluralin | bifonazole | cyclophosphamide | efavirenz | enilconazole | ifosfamide | nelfinavir | nevirapine | ritonavir | thiotepa
BRD4	0.203302373581011	0.416842725361349	ARV-825 | BI-2536 | CPI-0610 | CPI-203 | I-BET151 | I-BET-762 | JQ1-(+) | LY303511 | OTX015 | OXF-BD-02 | PFI-1 | TG-101348 | XD-14
IRAK4	-0.42827657378741	0.0776647150730813	AS-2444697
MAP2K2	-0.174406604747162	0.48735209558571	AS-703026 | BI-847325 | bosutinib | MEK1-2-inhibitor | MEK162 | PD-198306 | refametinib | Ro-5126766 | trametinib | U-0126
BBOX1	-0.360165118679051	0.142507259722734	ascorbic-acid | meldonium | succinic-acid
EGLN1	0.0505675954592363	0.843479961758193	ascorbic-acid | daprodustat | FG-2216 | IOX1 | IOX2
OGFOD2	-0.318885448916409	0.196815078983733	ascorbic-acid
P3H1	-0.494324045407637	0.0389091028451553	ascorbic-acid | L-proline | succinic-acid
P4HA1	-0.126934984520124	0.614928782800617	ascorbic-acid | hydralazine | L-proline | succinic-acid
PHYH	-0.0299277605779154	0.908332230183937	ascorbic-acid
PLOD1	-0.0402476780185759	0.875808882587383	ascorbic-acid | succinic-acid
PLOD2	-0.0959752321981424	0.704776371458584	ascorbic-acid
PLOD3	-0.0670794633642931	0.792281643563193	ascorbic-acid | succinic-acid
SLC23A1	-0.106295149638803	0.674324674085513	ascorbic-acid | phloretin
TMLHE	0.285861713106295	0.249289475572989	ascorbic-acid | succinic-acid
HSPA5	-0.102167182662539	0.686448935621915	aspirin
NFKB2	-0.0526315789473684	0.837041895200314	aspirin | glucosamine | tyloxapol
PRKAA2	0.106295149638803	0.674324674085514	aspirin
PRKAG1	-0.25077399380805	0.314165901931827	aspirin | ZLN-024
PRKAG2	-0.00722394220846233	0.98031829055361	aspirin
RPS6KA3	-0.2218782249742	0.374660368339884	aspirin | BI-D1870 | BRD-7389
ROCK2	0.273477812177503	0.271106988145153	AT13148 | fasudil | GSK269962 | KD025 | LX7101 | OXA-06 | ripasudil | RKI-1447 | SB-772077B | SR-3677 | Y-27632 | Y-39983
SGK3	0.3890608875129	0.111476224789762	AT13148
DMD	-0.0402476780185759	0.875808882587383	ataluren
ITGA5	0.335397316821465	0.173626237423451	ATN-161
ITGAV	-0.236326109391125	0.343622852543176	ATN-161 | cilengitide | integrin-antagonist-1 | SB-683698
ITGB1	-0.151702786377709	0.54666660993969	ATN-161 | BIO-1211 | BIO-5192 | BTT-3033 | SB-683698 | TC-I-15 | TCS-2314
ITGB3	-0.486068111455108	0.0426842681550531	ATN-161 | cilengitide | DU-728 | eptifibatide | GR-144053 | tirofiban
AHR	0.432404540763674	0.0746160754362021	atorvastatin | CH223191 | diosmin | flutamide | indole-3-carbinol | ITE | leflunomide | mexiletine | nimodipine | phortress | stemregenin-1
DHODH	0.188854489164087	0.451372451515002	atovaquone | brequinar | leflunomide | orotic-acid | riboflavin-5-phosphate-sodium | teriflunomide
PRDX5	-0.184726522187822	0.461506942232279	auranofin | benzoic-acid | diminazene-aceturate
PRKCI	-0.205366357069143	0.412031436481371	aurothioglucose | GF109203X | tamoxifen
YES1	0.0278637770897833	0.914855800550612	AVL-292 | dasatinib | saracatinib
IMPDH2	0.164086687306502	0.513905239687731	AVN-944 | BMS-566419 | coenzyme-i | mercaptopurine | mycophenolate-mofetil | mycophenolic-acid | nadide | polyinosine | ribavirin | thioguanine
MTOR	-0.30030959752322	0.225317751858876	AZ20 | AZD2014 | AZD8055 | beta-hydroxy-beta-methylbutyrate | BGT226 | CC-115 | CC-223 | CH5132799 | chrysophanic-acid | compound-401 | deforolimus | everolimus | GDC-0980 | GSK2126458 | ku-0063794 | LY294002 | LY3023414 | MLN0128 | NVP-BEZ235 | OSI-027 | palomid-529 | PF-04691502 | PF-05212384 | PI-103 | pimecrolimus | PKI-179 | PP-121 | PP242 | SAR-245409 | SB-2343 | sirolimus | temsirolimus | torin-1 | torin-2 | VE-822 | voxtalisib | WAY-600 | WYE-125132 | WYE-354 | WYE-687 | XL388
SMYD2	0.0856553147574819	0.735675587394805	AZ505
BRAF	0.143446852425181	0.569028408495842	AZ-628 | CEP-32496 | dabrafenib | GDC-0879 | KG-5 | LGX818 | LY3009120 | ML-786 | PLX-4720 | PLX8394 | RAF265 | regorafenib | Ro-5126766 | SB-590885 | sorafenib | TAK-632 | vemurafenib | ZM-336372
RAF1	0.0712074303405573	0.779602966753492	AZ-628 | CEP-32496 | dabrafenib | GW-5074 | LY3009120 | ML-786 | PD-98059 | regorafenib | Ro-5126766 | SB-203580 | sorafenib | U-0126 | vemurafenib | ZM-336372
DNMT1	-0.178534571723426	0.476927703785551	azacitidine | decitabine | dimercaptosuccinic-acid | flucytosine | procainamide | RG108 | RX-3117 | SGI-1027 | triclabendazole | triclosan | zebularine
HPRT1	0.296181630546956	0.232004708019058	azathioprine | C11-Acetate | mercaptopurine | polyinosine
PPAT	0.26109391124871	0.294102709245796	azathioprine | glutamine-(l) | mercaptopurine
JAK1	-0.13312693498452	0.597538336684554	AZD1480 | baricitinib | curcumol | cyt387 | filgotinib | itacitinib | NS-018 | pacritinib | peficitinib | ruxolitinib | ruxolitinib-(S) | solcitinib | TG-101348 | tofacitinib | WHI-P154 | XL019 | ZM-39923
ALAS1	-0.494324045407637	0.0389091028451553	AZD4282 | MC-1
BAAT	-0.118679050567595	0.638431994576417	AZD4282
GATM	0.0485036119711042	0.849927794799856	AZD4282 | gamma-aminobutyric-acid | ornithine
GCAT	-0.0175438596491228	0.947545762910324	AZD4282 | MC-1
GCSH	0.312693498452012	0.206028882692499	AZD4282
GLDC	-0.0381836945304438	0.882299602820874	AZD4282 | MC-1
GLYAT	-0.331269349845201	0.179236912912538	AZD4282
GLYATL1	0.065015479876161	0.798640453248432	AZD4282
PIPOX	-0.314757481940144	0.202925904973613	AZD4282
SHMT1	0.242518059855521	0.330803679453262	AZD4282 | MC-1 | mimosine | tetrahydrofolic-acid
SHMT2	0.0835913312693498	0.741905326338799	AZD4282 | MC-1 | mimosine | tetrahydrofolic-acid
FGFR4	0.481940144478844	0.0446757031307602	AZD4547 | BLU9931 | erdafitinib | LY2874455 | nintedanib | NVP-BGJ398 | PD-173074 | ponatinib
BIRC2	0.395252837977296	0.105526488164556	AZD5582 | birinapant | GDC-0152 | LCL-161 | SM-164
XIAP	0.065015479876161	0.798640453248432	AZD5582 | birinapant | cisplatin | CUDC-427 | embelin | GDC-0152 | LCL-161 | SM-164 | UC-112
PDK1	-0.114551083591331	0.650313647303203	AZD7545 | BX-795 | BX-912 | dichloroacetate
ERBB3	0.180598555211558	0.47175848589854	AZD8931 | vandetanib | WAY-200070
ELANE	-0.065015479876161	0.798640453248432	AZD9668 | delanzomib | epigallocatechin-gallate-(-) | GW-311616 | sivelestat
AKR1D1	0.490196078431373	0.0407626128705261	azelaic-acid | finasteride
SLC12A2	0.102167182662539	0.686448935621915	azosemide | bumetanide | furosemide | piretanide | quinethazone
A2M	-0.252837977296182	0.310087909621327	bacitracin
IDE	0.228070175438596	0.361166556697371	bacitracin
KCTD12	0.00103199174406605	1	baclofen | CGP-54626 | CGP-55845 | gamma-aminobutyric-acid | saclofen
BCR	-0.137254901960784	0.586061861133329	bafetinib | bosutinib | GNF-2 | GNF-5 | GZD824 | metatinib | ponatinib | PPY-A | rebastinib
LYN	-0.0629514963880289	0.805011739019859	bafetinib | bosutinib | dasatinib | ponatinib | PP-2 | rebastinib | tolimidone
GLO1	-0.30030959752322	0.225317751858876	baicalein | delphinidin | glutathione | indomethacin | kaempferol | naringenin
PREP	0.228070175438596	0.361166556697371	baicalein | baicalin | Y-29794
BAX	0.159958720330237	0.524718975929254	BAM7 | BAX-channel-blocker
GPI	-0.347781217750258	0.157527546214355	barium-6-O-phosphonato-D-glucose
MMP8	0.164086687306502	0.513905239687731	batimastat | cipemastat | doxycycline | ilomastat | marimastat | ONO-4817
PDE2A	-0.0856553147574819	0.735675587394805	bay-60-7550 | caffeine | dipyridamole | IBMX | milrinone | pentoxifylline | tofisopam
SYK	0.0918472652218782	0.717084757605608	BAY-61-3606 | ellagic-acid | ER-27319 | fostamatinib | GDC-0980 | GS-9973 | MNS-(3,4-Methylenedioxy-nitrostyrene) | PRT062070 | PRT062607 | R112 | R406
CFD	0.147574819401445	0.557796725384478	BCX-1470
HDAC10	-0.114551083591331	0.650313647303203	belinostat | bufexamac | chidamide | JNJ-26481585 | PCI-34051 | SB-939 | trichostatin-a | vorinostat
HDAC4	-0.170278637770898	0.497889796316029	belinostat | dacinostat | givinostat | JNJ-26481585 | LMK-235 | panobinostat | romidepsin | SB-939 | scriptaid | tasquinimod | trichostatin-a
CYP1A2	-0.170278637770898	0.497889796316029	benfluralin | efavirenz | enilconazole | isoniazid | methoxsalen | nafcillin | nelfinavir | nevirapine | ritonavir | simeprevir | telithromycin | tenofovir-disoproxil
SULT2A1	0.65531475748194	0.00398546130421589	benfluralin | dehydroepiandrosterone
UGT1A1	-0.0588235294117647	0.817790211810118	benfluralin | dolutegravir
DDC	-0.131062951496388	0.603312003143627	benserazide | carbidopa | MC-1 | melevodopa | methyldopa | pyridoxine
HPN	0.114551083591331	0.650313647303203	bentiromide
ABCC1	-0.56656346749226	0.0158442102509198	benzbromarone | Ko143 | reversan | sulfinpyrazone
DAO	-0.360165118679051	0.142507259722734	benzoic-acid | flavin-adenine-dinucleotide | SEP-227900
RAB9A	-0.263157894736842	0.29018820818759	benzoic-acid
PLK1	-0.0361197110423117	0.888797701172115	BI-2536 | GSK461364 | GW-843682X | HMN-214 | LY294002 | NMS-1286937 | rigosertib | SBE-13 | TAK-960 | volasertib | wortmannin
HSPB1	-0.0567595459236326	0.824196630248086	bicyclol | SB-242235
RPS6KA1	0.0897832817337461	0.723264949800378	BI-D1870 | BRD-7389 | dorsomorphin | GSK1838705A | purvalanol-a
AKR1C3	0.535603715170279	0.0237693637480185	bimatoprost | C11-Acetate | coenzyme-i | diclofenac | flufenamic-acid | hexylene-glycol | rutin
ITGA4	-0.30030959752322	0.225317751858876	BIO-1211 | BIO-5192 | CT-7758 | firategrast | SB-683698 | TCS-2314
ACACA	-0.0381836945304438	0.882299602820874	biotin | CP-640186 | KD-023
HLCS	0.48813209494324	0.041714820372853	biotin
MCCC1	0.259029927760578	0.298049947052794	biotin
MCCC2	-0.426212590299278	0.0792237296970661	biotin
PCCA	0.0361197110423117	0.888797701172114	biotin
PCCB	0.110423116615067	0.662278717000652	biotin | val
SLC5A6	0.603715170278638	0.00928909302104354	biotin | thioctic-acid
CTSC	0.197110423116615	0.431460055009119	bipenamol
PTPN1	-0.279669762641899	0.260051154635035	bis(maltolato)oxovanadium(IV) | BVT-948 | C11-Acetate | corosolic-acid | evans-blue | hexylene-glycol | licochalcone-a | rheochrysidin | SNAP | S-Nitrosoglutathione | tiludronate | ursolic-acid | usniacin-(+)
SIRT1	-0.0340557275541796	0.895302774757637	bisindolylmaleimide-ix | EX-527 | sirtinol | splitomycin | SRT1720 | SRT2104 | tenovin-1 | tenovin-6
MCL1	-0.552115583075335	0.0192249454960464	bithionol | morin | rosmarinic-acid | TW-37
LIG1	0.252837977296182	0.310087909621327	bleomycin
LIG3	-0.087719298245614	0.729462010344478	bleomycin
FABP4	0.149638802889577	0.552218845814181	BMS-309403 | ethanolamine-oleate | linoleic-acid
ITGAL	0.106295149638803	0.674324674085514	BMS-587101 | lovastatin
ITGB2	0.137254901960784	0.586061861133329	BMS-587101 | simvastatin
MERTK	-0.180598555211558	0.47175848589854	BMS-777607 | LDC1267 | MK-2461 | UNC2025 | UNC2250
CTSA	0.157894736842105	0.530166211046011	boceprevir | telaprevir
CTSF	-0.343653250773994	0.162772538741214	boceprevir
CTSL	-0.184726522187822	0.461506942232279	boceprevir | cathepsin-inhibitor-1 | felbinac | pepstatin | VBY-825
CTSS	-0.114551083591331	0.650313647303203	boceprevir | E-64 | LY3000328 | VBY-825
PSMA1	0.294117647058824	0.235396717236318	bortezomib | carfilzomib
PSMA2	0.318885448916409	0.196815078983733	bortezomib | carfilzomib
PSMA3	0.393188854489164	0.107483216044424	bortezomib | carfilzomib
PSMA4	0.176470588235294	0.482125637546876	bortezomib | carfilzomib
PSMA5	-0.0113519091847265	0.967202665762875	bortezomib | carfilzomib
PSMA6	0.135190918472652	0.591788196569648	bortezomib | carfilzomib
PSMA7	0.155830753353973	0.535640052005242	bortezomib | carfilzomib
PSMB1	0.0423116615067079	0.869325942090176	bortezomib | carfilzomib | MG-132
PSMB10	0.0485036119711042	0.849927794799856	bortezomib | carfilzomib
PSMB2	0.256965944272446	0.302029906582223	bortezomib | carfilzomib
PSMB3	-0.215686274509804	0.388439571347768	bortezomib | carfilzomib
PSMB4	0.00928792569659443	0.973759651081858	bortezomib | carfilzomib
PSMB5	-0.12280701754386	0.626636233574355	bortezomib | carfilzomib
PSMB6	0.162022703818369	0.519298576820995	bortezomib | carfilzomib
PSMB7	-0.0773993808049536	0.760687928044681	bortezomib | carfilzomib
PSMB8	-0.30030959752322	0.225317751858876	bortezomib | carfilzomib
PSMB9	-0.157894736842105	0.530166211046011	bortezomib | carfilzomib
PSMD1	0.147574819401445	0.557796725384478	bortezomib
PSMD2	0.335397316821465	0.173626237423451	bortezomib
CAMK1D	0.21155830753354	0.397782906588435	bosutinib
CAMK2G	-0.0340557275541796	0.895302774757637	bosutinib
FRK	-0.04437564499484	0.862851181614753	bosutinib | dasatinib | regorafenib
HCK	-0.209494324045408	0.402501399987893	bosutinib | dasatinib | PP-1 | PP-121 | quercetin | rebastinib
MAP3K2	0.0319917440660475	0.901814419497478	bosutinib | PD-184352 | URMC-099
STK10	-0.39938080495356	0.101691677971508	bosutinib
STK24	0.145510835913313	0.56339999788022	bosutinib
STK4	-0.0959752321981424	0.704776371458584	bosutinib
RALA	0.490196078431373	0.0407626128705261	BQU57 | RBC8
RALB	0.151702786377709	0.546666609939689	BQU57 | RBC8
CA5A	-0.190918472652219	0.446349533246184	brinzolamide | ellagic-acid | ethoxzolamide | zonisamide
ITGA2	-0.217750257997936	0.383814956786127	BTT-3033 | TC-I-15
SLC12A4	0.0175438596491228	0.947545762910323	bumetanide
TPP2	-0.00722394220846233	0.98031829055361	butabindide
SQLE	0.159958720330237	0.524718975929254	butenafine | ellagic-acid | naftifine | terbinafine
GCLM	-0.254901960784314	0.306042568595781	buthionine-sulfoximine | L-cysteine | L-glutamic-acid
PTPN11	0.166150670794634	0.508539186272576	BVT-948 | SHP099
PTPN2	0.327141382868937	0.184971375145792	BVT-948
LTA4H	-0.145510835913313	0.563399997880221	C11-Acetate | captopril | ubenimex
SOD1	-0.00103199174406605	1	C11-Acetate | tetraethylenepentamine
EP300	0.0237358101135191	0.92791859038173	C646 | curcumin | epigallocatechin-gallate-(-) | I-CBP-112 | SGC-CBP30
TUBA4A	-0.756449948400413	0.000426198115727823	cabazitaxel | colchicine | epothilone-b | epothilone-d | ixabepilone | podophyllotoxin | vincristine | vinorelbine
ATM	0.217750257997936	0.383814956786127	caffeine | CGK-733 | KU-55933 | KU-60019 | VE-822
ITPR2	-0.106295149638803	0.674324674085513	caffeine
ITPR3	0.199174406604747	0.426557175191658	caffeine
PDE8A	0.149638802889577	0.552218845814181	caffeine | dipyridamole | IBMX | ketotifen | pentoxifylline
MYLK	-0.149638802889577	0.552218845814181	CaMKII-IN-1 | RKI-1447
RRM1	-0.114551083591331	0.650313647303203	caracemide | cladribine | clofarabine | didox | enocitabine | fludarabine | fludarabine-phosphate | gemcitabine | gemcitabine-elaidate | hydroxyurea | imexon | triapine
CTNNB1	0.572755417956656	0.0145499573725929	cardionogen-1 | CCT-031374 | ICG-001 | iCRT-14 | PNU-74654 | urea
CPS1	0.228070175438596	0.361166556697371	carglumic-acid
GSR	0.0175438596491228	0.947545762910323	carmustine | coenzyme-i | flavin-adenine-dinucleotide | glutathione | L-Cysteinesulfinic-acid | NOV-002
NDUFC2	0.364293085655315	0.137734948345756	carvedilol | coenzyme-i
VCAM1	-0.228070175438596	0.361166556697371	carvedilol
CDC42	-0.393188854489164	0.107483216044424	casin | ML-141 | ZCL-278
GBA	0.207430340557276	0.407250951572984	castanospermine | inositol
CTSB	0.26109391124871	0.294102709245796	cathepsin-inhibitor-1 | loxistatin-acid | pepstatin | VBY-825
VCP	0.25077399380805	0.314165901931827	CB-5083 | NMS-873
GLS	-0.434468524251806	0.0731260477785555	CB-839 | L-glutamic-acid
HSP90AB1	0.0402476780185759	0.875808882587382	CCT018159 | EC-144 | geldanamycin | NVP-AUY922 | NVP-HSP990
PON1	0.279669762641899	0.260051154635036	cefazolin
MPO	-0.0546955624355005	0.830613987737703	cefdinir | DMP-777 | melatonin | mesalazine | nomifensine
