"","gene_id","eff_length"
"3798","ENSG00000110693.14",19636
"3799","ENSG00000110696.8",8675
"3800","ENSG00000110697.11",6449
"3801","ENSG00000110700.5",2186
"3802","ENSG00000110711.8",1640
"3803","ENSG00000110713.14",9905
"3804","ENSG00000110717.9",4523
"3805","ENSG00000110719.8",4384
"3806","ENSG00000110721.10",3877
"3807","ENSG00000110723.10",10843
"3808","ENSG00000110756.16",6433
"3809","ENSG00000110768.10",6939
"3810","ENSG00000110777.10",7416
"3811","ENSG00000110786.16",5497
"3812","ENSG00000110799.12",10391
"3813","ENSG00000110801.12",8774
"3814","ENSG00000110811.18",4601
"3815","ENSG00000110841.12",11690
"3816","ENSG00000110844.12",9444
"3817","ENSG00000110848.7",2832
"3818","ENSG00000110851.10",4777
"3819","ENSG00000110852.4",2638
"3820","ENSG00000110871.13",2523
"3821","ENSG00000110876.9",2494
"3822","ENSG00000110880.9",6532
"3823","ENSG00000110881.10",5745
"3824","ENSG00000110887.6",3883
"3825","ENSG00000110888.16",8392
"3826","ENSG00000110900.13",7113
"3827","ENSG00000110906.11",9865
"3828","ENSG00000110911.13",9823
"3829","ENSG00000110917.6",6723
"3830","ENSG00000110921.10",6473
"3831","ENSG00000110925.5",5230
"3832","ENSG00000110931.17",6931
"3833","ENSG00000110934.9",4010
"3834","ENSG00000110944.7",1187
"3835","ENSG00000110955.7",2322
"3836","ENSG00000110958.14",3399
"3837","ENSG00000110975.7",5082
"3838","ENSG00000110987.7",6565
"3839","ENSG00000111011.16",8741
"3840","ENSG00000111012.8",3440
"3841","ENSG00000111046.3",1465
"3842","ENSG00000111049.3",1542
"3843","ENSG00000111052.6",6795
"3844","ENSG00000111057.9",3218
"3845","ENSG00000111058.6",14301
"3846","ENSG00000111077.16",8093
"3847","ENSG00000111087.8",4204
"3848","ENSG00000111110.10",7063
"3849","ENSG00000111142.12",4491
"3850","ENSG00000111144.8",7350
"3851","ENSG00000111145.6",4648
"3852","ENSG00000111181.11",5280
"3853","ENSG00000111186.11",4305
"3854","ENSG00000111196.8",4856
"3855","ENSG00000111199.9",3759
"3856","ENSG00000111203.10",6250
"3857","ENSG00000111206.11",4899
"3858","ENSG00000111215.10",3026
"3859","ENSG00000111218.10",6644
"3860","ENSG00000111224.12",6200
"3861","ENSG00000111229.14",3025
"3862","ENSG00000111231.7",2595
"3863","ENSG00000111237.17",3211
"3864","ENSG00000111241.2",1209
"3865","ENSG00000111245.13",1362
"3866","ENSG00000111247.13",2558
"3867","ENSG00000111249.12",7648
"3868","ENSG00000111252.9",5682
"3869","ENSG00000111254.6",3668
"3870","ENSG00000111261.12",6015
"3871","ENSG00000111262.4",8361
"3872","ENSG00000111266.7",5724
"3873","ENSG00000111269.2",3922
"3874","ENSG00000111271.13",8931
"3875","ENSG00000111275.11",9720
"3876","ENSG00000111276.9",2811
"3877","ENSG00000111291.7",1124
"3878","ENSG00000111300.8",10128
"3879","ENSG00000111305.17",3005
"3880","ENSG00000111319.11",5876
"3881","ENSG00000111321.9",6280
"3882","ENSG00000111325.15",4608
"3883","ENSG00000111328.5",3117
"3884","ENSG00000111331.11",8251
"3885","ENSG00000111335.11",6264
"3886","ENSG00000111339.9",5214
"3887","ENSG00000111341.8",2639
"3888","ENSG00000111344.10",4813
"3889","ENSG00000111348.7",2102
"3890","ENSG00000111358.12",3996
"3891","ENSG00000111361.11",3627
"3892","ENSG00000111364.14",5714
"3893","ENSG00000111371.14",10015
"3894","ENSG00000111404.5",1549
"3895","ENSG00000111405.7",2679
"3896","ENSG00000111412.5",8664
"3897","ENSG00000111424.9",5674
"3898","ENSG00000111432.4",3282
"3899","ENSG00000111445.12",3249
"3900","ENSG00000111450.12",3723
"3901","ENSG00000111452.11",14718
"3902","ENSG00000111481.8",3901
"3903","ENSG00000111490.11",8648
"3904","ENSG00000111530.11",13655
"3905","ENSG00000111536.4",1075
"3906","ENSG00000111537.4",1218
"3907","ENSG00000111540.14",6588
"3908","ENSG00000111554.13",6549
"3909","ENSG00000111581.8",8320
"3910","ENSG00000111596.10",13993
"3911","ENSG00000111602.10",5818
"3912","ENSG00000111605.15",7190
"3913","ENSG00000111615.11",10749
"3914","ENSG00000111639.6",1551
"3915","ENSG00000111640.13",2981
"3916","ENSG00000111641.9",4687
"3917","ENSG00000111642.13",7474
"3918","ENSG00000111644.6",2843
"3919","ENSG00000111647.11",6616
"3920","ENSG00000111652.8",3113
"3921","ENSG00000111653.18",2736
"3922","ENSG00000111664.9",3437
"3923","ENSG00000111665.10",5653
"3924","ENSG00000111666.9",6004
"3925","ENSG00000111667.12",3738
"3926","ENSG00000111669.13",2700
"3927","ENSG00000111670.13",9620
"3928","ENSG00000111671.8",2452
"3929","ENSG00000111674.7",4281
"3930","ENSG00000111676.13",4762
"3931","ENSG00000111678.9",1806
"3932","ENSG00000111679.15",5009
"3933","ENSG00000111684.9",4725
"3934","ENSG00000111696.10",8722
"3935","ENSG00000111700.11",3542
"3936","ENSG00000111701.6",889
"3937","ENSG00000111704.9",5393
"3938","ENSG00000111707.10",5731
"3939","ENSG00000111711.8",3789
"3940","ENSG00000111713.2",3132
"3941","ENSG00000111716.11",2983
"3942","ENSG00000111725.9",6246
"3943","ENSG00000111726.11",2018
"3944","ENSG00000111727.10",6773
"3945","ENSG00000111728.9",14483
"3946","ENSG00000111729.11",1281
"3947","ENSG00000111731.11",6759
"3948","ENSG00000111732.9",3115
"3949","ENSG00000111737.10",4022
"3950","ENSG00000111752.9",6090
"3951","ENSG00000111775.2",1344
"3952","ENSG00000111780.8",552
"3953","ENSG00000111783.11",6783
"3954","ENSG00000111785.17",7795
"3955","ENSG00000111786.7",3744
"3956","ENSG00000111788.10",3158
"3957","ENSG00000111790.12",5971
"3958","ENSG00000111796.3",1448
"3959","ENSG00000111799.19",12481
"3960","ENSG00000111801.14",5658
"3961","ENSG00000111802.12",3082
"3962","ENSG00000111816.7",13230
"3963","ENSG00000111817.15",15016
"3964","ENSG00000111832.11",5909
"3965","ENSG00000111834.11",2840
"3966","ENSG00000111837.10",4226
"3967","ENSG00000111843.12",1321
"3968","ENSG00000111845.4",1800
"3969","ENSG00000111846.14",9052
"3970","ENSG00000111850.9",8749
"3971","ENSG00000111859.15",10359
"3972","ENSG00000111860.12",9462
"3973","ENSG00000111863.11",4150
"3974","ENSG00000111875.7",2517
"3975","ENSG00000111877.16",12496
"3976","ENSG00000111879.17",7791
"3977","ENSG00000111880.14",4916
"3978","ENSG00000111885.6",5014
"3979","ENSG00000111886.10",2230
"3980","ENSG00000111897.6",3137
"3981","ENSG00000111906.16",5888
"3982","ENSG00000111907.19",7595
"3983","ENSG00000111911.6",3314
"3984","ENSG00000111912.17",7739
"3985","ENSG00000111913.14",8483
"3986","ENSG00000111961.15",9476
"3987","ENSG00000111962.7",4563
"3988","ENSG00000111981.4",3142
"3989","ENSG00000112029.8",3833
"3990","ENSG00000112031.14",4273
"3991","ENSG00000112033.12",4457
"3992","ENSG00000112038.16",8135
"3993","ENSG00000112039.3",2554
"3994","ENSG00000112041.11",2958
"3995","ENSG00000112053.12",6036
"3996","ENSG00000112062.9",6860
"3997","ENSG00000112077.14",1912
"3998","ENSG00000112078.12",6239
"3999","ENSG00000112079.8",3576
"4000","ENSG00000112081.15",7118
"4001","ENSG00000112096.15",18985
"4002","ENSG00000112110.8",1375
"4003","ENSG00000112115.5",1859
"4004","ENSG00000112116.9",1067
"4005","ENSG00000112118.16",3650
"4006","ENSG00000112130.15",6575
"4007","ENSG00000112137.15",11200
"4008","ENSG00000112139.13",14187
"4009","ENSG00000112144.14",6259
"4010","ENSG00000112146.15",8164
"4011","ENSG00000112149.8",2515
"4012","ENSG00000112159.10",18602
"4013","ENSG00000112164.5",3105
"4014","ENSG00000112167.8",2925
"4015","ENSG00000112175.7",3952
"4016","ENSG00000112182.13",9786
"4017","ENSG00000112183.13",3444
"4018","ENSG00000112186.10",3637
"4019","ENSG00000112195.8",3302
"4020","ENSG00000112200.15",16416
"4021","ENSG00000112208.11",6651
"4022","ENSG00000112210.10",4926
"4023","ENSG00000112212.10",988
"4024","ENSG00000112214.9",2135
"4025","ENSG00000112218.8",5952
"4026","ENSG00000112232.8",2332
"4027","ENSG00000112234.7",8115
"4028","ENSG00000112237.11",5765
"4029","ENSG00000112238.11",3276
"4030","ENSG00000112242.13",5164
"4031","ENSG00000112245.8",5796
"4032","ENSG00000112246.8",9274
"4033","ENSG00000112249.12",11731
"4034","ENSG00000112273.6",2174
"4035","ENSG00000112276.12",5808
"4036","ENSG00000112280.14",7059
"4037","ENSG00000112282.16",7412
"4038","ENSG00000112290.11",3260
"4039","ENSG00000112293.13",4919
"4040","ENSG00000112294.11",5525
"4041","ENSG00000112297.13",8009
"4042","ENSG00000112299.7",3106
"4043","ENSG00000112303.12",2633
"4044","ENSG00000112304.9",4394
"4045","ENSG00000112305.13",4161
"4046","ENSG00000112306.7",767
"4047","ENSG00000112308.11",4134
"4048","ENSG00000112309.9",6565
"4049","ENSG00000112312.8",2476
"4050","ENSG00000112319.16",8968
"4051","ENSG00000112320.10",6904
"4052","ENSG00000112333.10",3733
"4053","ENSG00000112335.13",1842
"4054","ENSG00000112337.9",2568
"4055","ENSG00000112339.13",11099
"4056","ENSG00000112343.10",9413
"4057","ENSG00000112357.11",1835
"4058","ENSG00000112365.4",5519
"4059","ENSG00000112367.9",3592
"4060","ENSG00000112378.11",4290
"4061","ENSG00000112379.8",14877
"4062","ENSG00000112394.15",11237
"4063","ENSG00000112406.4",5614
"4064","ENSG00000112414.13",8473
"4065","ENSG00000112419.13",11224
"4066","ENSG00000112425.12",5662
"4067","ENSG00000112462.8",1869
"4068","ENSG00000112473.15",2845
"4069","ENSG00000112486.13",4226
"4070","ENSG00000112494.8",2699
"4071","ENSG00000112499.11",6171
"4072","ENSG00000112511.16",3596
"4073","ENSG00000112514.14",1876
"4074","ENSG00000112530.10",2612
"4075","ENSG00000112531.15",17368
"4076","ENSG00000112539.13",2240
"4077","ENSG00000112541.12",12348
"4078","ENSG00000112559.12",2523
"4079","ENSG00000112561.16",5648
"4080","ENSG00000112562.17",4032
"4081","ENSG00000112576.11",5802
"4082","ENSG00000112578.8",2248
"4083","ENSG00000112584.12",6029
"4084","ENSG00000112592.11",2038
"4085","ENSG00000112599.8",1113
"4086","ENSG00000112619.7",2976
"4087","ENSG00000112624.11",6843
"4088","ENSG00000112640.13",3314
"4089","ENSG00000112651.10",2539
"4090","ENSG00000112655.14",9024
"4091","ENSG00000112658.7",4202
"4092","ENSG00000112659.12",12251
"4093","ENSG00000112667.11",1250
"4094","ENSG00000112679.13",5686
"4095","ENSG00000112685.12",4983
"4096","ENSG00000112695.10",1922
"4097","ENSG00000112697.14",5123
"4098","ENSG00000112699.9",4304
"4099","ENSG00000112701.16",11414
"4100","ENSG00000112706.10",3801
"4101","ENSG00000112715.19",14431
"4102","ENSG00000112739.15",7859
"4103","ENSG00000112742.8",4579
"4104","ENSG00000112759.15",3333
"4105","ENSG00000112761.17",3202
"4106","ENSG00000112763.14",3787
"4107","ENSG00000112769.17",11575
"4108","ENSG00000112773.14",6053
"4109","ENSG00000112782.14",8997
"4110","ENSG00000112787.11",9311
"4111","ENSG00000112796.8",4264
"4112","ENSG00000112799.7",1254
"4113","ENSG00000112812.14",5290
"4114","ENSG00000112818.8",2980
"4115","ENSG00000112837.15",8469
"4116","ENSG00000112851.13",10216
"4117","ENSG00000112852.6",4126
"4118","ENSG00000112855.13",3409
"4119","ENSG00000112874.8",4304
"4120","ENSG00000112877.7",3658
"4121","ENSG00000112893.8",11815
"4122","ENSG00000112902.10",12097
"4123","ENSG00000112936.17",5223
"4124","ENSG00000112941.11",5187
"4125","ENSG00000112964.12",6610
"4126","ENSG00000112972.13",4702
"4127","ENSG00000112977.14",3361
"4128","ENSG00000112981.4",2392
"4129","ENSG00000112983.16",7046
"4130","ENSG00000112984.10",3958
"4131","ENSG00000112992.15",8245
"4132","ENSG00000112996.8",6202
"4133","ENSG00000113013.11",4751
"4134","ENSG00000113048.15",6511
"4135","ENSG00000113068.8",2156
"4136","ENSG00000113070.7",3018
"4137","ENSG00000113073.13",3635
"4138","ENSG00000113083.11",5468
"4139","ENSG00000113088.5",1570
"4140","ENSG00000113100.8",4203
"4141","ENSG00000113108.16",4784
"4142","ENSG00000113119.11",3502
"4143","ENSG00000113140.9",4831
"4144","ENSG00000113141.14",4097
"4145","ENSG00000113161.14",6215
"4146","ENSG00000113163.14",8697
"4147","ENSG00000113194.11",5954
"4148","ENSG00000113196.2",1738
"4149","ENSG00000113205.4",4822
"4150","ENSG00000113209.8",3408
"4151","ENSG00000113211.5",3266
"4152","ENSG00000113212.6",3765
"4153","ENSG00000113231.12",6944
"4154","ENSG00000113240.11",7924
"4155","ENSG00000113248.5",4017
"4156","ENSG00000113249.11",2151
"4157","ENSG00000113262.13",6695
"4158","ENSG00000113263.11",8604
"4159","ENSG00000113269.12",12822
"4160","ENSG00000113272.12",3220
"4161","ENSG00000113273.14",7189
"4162","ENSG00000113282.12",6368
"4163","ENSG00000113296.13",4605
"4164","ENSG00000113300.10",6586
"4165","ENSG00000113302.4",2761
"4166","ENSG00000113303.10",3924
"4167","ENSG00000113312.9",1938
"4168","ENSG00000113318.9",4709
"4169","ENSG00000113319.10",10702
"4170","ENSG00000113327.13",4447
"4171","ENSG00000113328.17",3096
"4172","ENSG00000113356.9",4019
"4173","ENSG00000113360.15",7780
"4174","ENSG00000113361.11",12379
"4175","ENSG00000113368.10",3633
"4176","ENSG00000113369.7",4934
"4177","ENSG00000113384.12",2785
"4178","ENSG00000113387.10",9324
"4179","ENSG00000113389.14",9866
"4180","ENSG00000113391.15",5071
"4181","ENSG00000113396.11",3493
"4182","ENSG00000113407.12",5718
"4183","ENSG00000113430.8",2815
"4184","ENSG00000113441.14",15266
"4185","ENSG00000113448.15",15979
"4186","ENSG00000113456.17",6766
"4187","ENSG00000113460.11",5011
"4188","ENSG00000113492.12",3952
"4189","ENSG00000113494.15",13108
"4190","ENSG00000113504.18",6009
"4191","ENSG00000113520.9",818
"4192","ENSG00000113522.12",9771
"4193","ENSG00000113525.8",1587
"4194","ENSG00000113532.11",7794
"4195","ENSG00000113552.14",3961
"4196","ENSG00000113555.5",6820
"4197","ENSG00000113558.17",12771
"4198","ENSG00000113569.14",9233
"4199","ENSG00000113575.8",5661
"4200","ENSG00000113578.16",5275
"4201","ENSG00000113580.13",9172
"4202","ENSG00000113583.7",2422
"4203","ENSG00000113593.10",3777
"4204","ENSG00000113594.8",11864
"4205","ENSG00000113595.13",4807
"4206","ENSG00000113597.16",7049
"4207","ENSG00000113600.9",2951
"4208","ENSG00000113615.11",7201
"4209","ENSG00000113621.13",5265
"4210","ENSG00000113638.11",2612
"4211","ENSG00000113643.7",3421
"4212","ENSG00000113645.12",10076
"4213","ENSG00000113648.15",17730
"4214","ENSG00000113649.10",8714
"4215","ENSG00000113657.11",7164
"4216","ENSG00000113658.15",8779
"4217","ENSG00000113712.15",7745
"4218","ENSG00000113716.11",6263
"4219","ENSG00000113719.14",14139
"4220","ENSG00000113721.12",7137
"4221","ENSG00000113722.15",1758
"4222","ENSG00000113732.7",1623
"4223","ENSG00000113734.16",2440
"4224","ENSG00000113739.9",6128
"4225","ENSG00000113742.11",10272
"4226","ENSG00000113749.6",2565
"4227","ENSG00000113758.12",5119
"4228","ENSG00000113761.10",4686
"4229","ENSG00000113763.9",4356
"4230","ENSG00000113790.9",4700
"4231","ENSG00000113805.8",5109
"4232","ENSG00000113810.14",8457
"4233","ENSG00000113811.9",2165
"4234","ENSG00000113812.12",4066
"4235","ENSG00000113838.11",3405
"4236","ENSG00000113845.8",2730
"4237","ENSG00000113851.12",7163
"4238","ENSG00000113889.10",3740
"4239","ENSG00000113905.4",5061
"4240","ENSG00000113916.16",5938
"4241","ENSG00000113924.10",2983
"4242","ENSG00000113946.3",3583
"4243","ENSG00000113966.8",2261
"4244","ENSG00000113971.17",9701
"4245","ENSG00000114013.14",3433
"4246","ENSG00000114019.13",5984
"4247","ENSG00000114021.10",9264
"4248","ENSG00000114023.14",3793
"4249","ENSG00000114026.20",8733
"4250","ENSG00000114030.11",8451
"4251","ENSG00000114054.12",7532
"4252","ENSG00000114062.16",11766
"4253","ENSG00000114098.16",9848
"4254","ENSG00000114107.7",4420
"4255","ENSG00000114113.5",845
"4256","ENSG00000114115.8",3905
"4257","ENSG00000114120.10",9229
"4258","ENSG00000114124.2",3239
"4259","ENSG00000114125.12",3147
"4260","ENSG00000114126.16",11897
"4261","ENSG00000114127.9",11982
"4262","ENSG00000114166.7",5634
"4263","ENSG00000114200.8",3082
"4264","ENSG00000114204.13",2835
"4265","ENSG00000114209.13",3275
"4266","ENSG00000114248.8",3113
"4267","ENSG00000114251.12",7531
"4268","ENSG00000114268.10",6107
"4269","ENSG00000114270.14",11071
"4270","ENSG00000114279.12",7355
"4271","ENSG00000114302.14",6644
"4272","ENSG00000114315.3",2062
"4273","ENSG00000114316.11",6659
"4274","ENSG00000114331.11",11118
"4275","ENSG00000114346.12",5499
"4276","ENSG00000114349.8",2754
"4277","ENSG00000114353.15",7650
"4278","ENSG00000114354.11",4994
"4279","ENSG00000114374.11",11237
"4280","ENSG00000114378.15",3132
"4281","ENSG00000114383.8",2406
"4282","ENSG00000114388.11",3677
"4283","ENSG00000114391.11",2682
"4284","ENSG00000114395.9",2086
"4285","ENSG00000114405.9",4430
"4286","ENSG00000114416.16",12054
"4287","ENSG00000114423.17",11840
"4288","ENSG00000114439.17",11877
"4289","ENSG00000114446.4",3766
"4290","ENSG00000114450.8",7035
"4291","ENSG00000114455.12",3627
"4292","ENSG00000114473.12",7474
"4293","ENSG00000114480.11",5171
"4294","ENSG00000114487.8",3764
"4295","ENSG00000114491.12",7579
"4296","ENSG00000114503.9",5114
"4297","ENSG00000114520.9",2709
"4298","ENSG00000114529.11",6021
"4299","ENSG00000114541.13",9993
"4300","ENSG00000114544.14",6592
"4301","ENSG00000114547.8",4048
"4302","ENSG00000114554.10",10944
"4303","ENSG00000114573.8",5130
"4304","ENSG00000114626.16",6149
"4305","ENSG00000114631.10",2186
"4306","ENSG00000114638.6",2266
"4307","ENSG00000114646.8",4366
"4308","ENSG00000114648.10",7064
"4309","ENSG00000114650.17",6301
"4310","ENSG00000114654.7",2945
"4311","ENSG00000114656.9",7811
"4312","ENSG00000114670.12",5355
"4313","ENSG00000114686.7",2715
"4314","ENSG00000114698.13",4227
"4315","ENSG00000114735.8",19425
"4316","ENSG00000114737.14",5112
"4317","ENSG00000114738.9",3921
"4318","ENSG00000114739.12",15744
"4319","ENSG00000114742.12",7488
"4320","ENSG00000114744.7",4901
"4321","ENSG00000114745.12",6256
"4322","ENSG00000114757.17",10236
"4323","ENSG00000114767.6",1578
"4324","ENSG00000114770.15",11441
"4325","ENSG00000114771.12",1668
"4326","ENSG00000114779.18",3161
"4327","ENSG00000114784.3",1912
"4328","ENSG00000114786.14",2164
"4329","ENSG00000114790.11",5489
"4330","ENSG00000114796.14",8650
"4331","ENSG00000114805.15",7173
"4332","ENSG00000114812.11",7384
"4333","ENSG00000114841.16",13872
"4334","ENSG00000114850.5",4627
"4335","ENSG00000114853.12",3781
"4336","ENSG00000114854.6",1168
"4337","ENSG00000114857.16",17356
"4338","ENSG00000114859.13",4290
"4339","ENSG00000114861.17",13628
"4340","ENSG00000114867.18",8257
"4341","ENSG00000114902.12",5324
"4342","ENSG00000114904.11",6391
"4343","ENSG00000114923.15",5091
"4344","ENSG00000114933.14",14373
"4345","ENSG00000114942.12",1915
"4346","ENSG00000114948.11",6421
"4347","ENSG00000114956.18",1455
"4348","ENSG00000114978.16",6440
"4349","ENSG00000114982.16",9015
"4350","ENSG00000114988.10",2709
"4351","ENSG00000114993.14",5005
"4352","ENSG00000114999.7",15732
"4353","ENSG00000115008.5",2124
"4354","ENSG00000115009.10",1343
"4355","ENSG00000115020.15",10832
"4356","ENSG00000115041.11",7870
"4357","ENSG00000115042.8",5665
"4358","ENSG00000115053.14",6929
"4359","ENSG00000115073.7",2892
"4360","ENSG00000115084.11",7445
"4361","ENSG00000115085.12",5111
"4362","ENSG00000115091.10",12049
"4363","ENSG00000115107.18",4562
"4364","ENSG00000115109.12",9281
"4365","ENSG00000115112.7",9372
"4366","ENSG00000115128.6",1197
"4367","ENSG00000115129.12",2312
"4368","ENSG00000115137.10",5624
"4369","ENSG00000115138.9",1538
"4370","ENSG00000115145.8",7005
"4371","ENSG00000115155.15",7885
"4372","ENSG00000115159.14",7155
"4373","ENSG00000115163.13",1983
"4374","ENSG00000115165.8",3428
"4375","ENSG00000115170.12",3990
"4376","ENSG00000115183.12",14921
"4377","ENSG00000115194.9",5978
"4378","ENSG00000115204.13",5625
"4379","ENSG00000115207.12",5839
"4380","ENSG00000115211.14",5341
"4381","ENSG00000115216.12",5329
"4382","ENSG00000115221.9",6357
"4383","ENSG00000115226.8",1982
"4384","ENSG00000115232.12",7901
"4385","ENSG00000115233.10",7698
"4386","ENSG00000115234.9",3765
"4387","ENSG00000115239.20",6299
"4388","ENSG00000115241.10",4092
"4389","ENSG00000115252.17",6322
"4390","ENSG00000115255.9",2449
"4391","ENSG00000115257.14",3792
"4392","ENSG00000115263.13",2387
"4393","ENSG00000115266.10",12610
"4394","ENSG00000115267.5",4528
"4395","ENSG00000115268.8",2137
"4396","ENSG00000115271.9",3664
"4397","ENSG00000115274.13",1522
"4398","ENSG00000115275.10",3234
"4399","ENSG00000115282.18",5094
"4400","ENSG00000115286.18",7533
"4401","ENSG00000115289.11",2629
"4402","ENSG00000115290.8",2958
"4403","ENSG00000115295.18",7775
"4404","ENSG00000115297.10",2775
"4405","ENSG00000115306.14",18504
"4406","ENSG00000115307.15",2634
"4407","ENSG00000115310.16",6644
"4408","ENSG00000115317.10",3001
"4409","ENSG00000115318.10",4363
"4410","ENSG00000115325.12",3049
"4411","ENSG00000115339.12",4686
"4412","ENSG00000115350.10",2151
"4413","ENSG00000115353.9",5308
"4414","ENSG00000115355.14",14537
"4415","ENSG00000115361.6",4383
"4416","ENSG00000115363.12",2744
"4417","ENSG00000115364.12",4601
"4418","ENSG00000115365.10",5254
"4419","ENSG00000115368.8",5066
"4420","ENSG00000115380.17",3962
"4421","ENSG00000115386.5",1725
"4422","ENSG00000115392.10",2412
"4423","ENSG00000115414.17",17315
"4424","ENSG00000115415.17",6053
"4425","ENSG00000115419.11",9827
"4426","ENSG00000115421.11",8501
"4427","ENSG00000115423.17",13514
"4428","ENSG00000115425.12",3182
"4429","ENSG00000115446.10",2230
"4430","ENSG00000115457.8",4767
"4431","ENSG00000115459.16",7259
"4432","ENSG00000115461.4",6442
"4433","ENSG00000115464.13",18125
"4434","ENSG00000115468.10",3052
"4435","ENSG00000115474.6",2977
"4436","ENSG00000115484.13",2830
"4437","ENSG00000115486.10",9098
"4438","ENSG00000115488.3",1143
"4439","ENSG00000115504.13",8219
"4440","ENSG00000115507.8",4833
"4441","ENSG00000115514.10",2816
"4442","ENSG00000115520.7",2722
"4443","ENSG00000115523.15",3051
"4444","ENSG00000115524.14",9164
"4445","ENSG00000115525.15",5549
"4446","ENSG00000115526.9",4487
"4447","ENSG00000115539.12",1831
"4448","ENSG00000115540.13",4296
"4449","ENSG00000115541.9",1977
"4450","ENSG00000115548.15",13423
"4451","ENSG00000115556.12",5867
"4452","ENSG00000115561.13",7183
"4453","ENSG00000115568.14",6994
"4454","ENSG00000115590.12",3073
"4455","ENSG00000115592.10",3334
"4456","ENSG00000115593.13",4600
"4457","ENSG00000115594.10",7083
"4458","ENSG00000115596.3",1703
"4459","ENSG00000115598.8",2644
"4460","ENSG00000115602.15",5746
"4461","ENSG00000115604.9",4353
"4462","ENSG00000115607.8",2966
"4463","ENSG00000115616.2",5984
"4464","ENSG00000115641.17",6626
"4465","ENSG00000115648.12",7514
"4466","ENSG00000115649.14",2760
"4467","ENSG00000115652.13",7023
"4468","ENSG00000115657.11",5205
"4469","ENSG00000115661.12",4368
"4470","ENSG00000115665.7",5168
"4471","ENSG00000115677.15",12182
"4472","ENSG00000115685.13",3781
"4473","ENSG00000115687.12",10686
"4474","ENSG00000115694.13",7584
"4475","ENSG00000115705.19",6841
"4476","ENSG00000115718.16",2495
"4477","ENSG00000115738.8",2205
"4478","ENSG00000115750.15",4064
"4479","ENSG00000115756.11",6237
"4480","ENSG00000115758.11",2968
"4481","ENSG00000115760.12",17723
"4482","ENSG00000115761.14",3824
"4483","ENSG00000115762.15",6728
"4484","ENSG00000115806.11",5340
"4485","ENSG00000115808.10",8345
"4486","ENSG00000115816.12",3629
"4487","ENSG00000115825.8",10244
"4488","ENSG00000115827.12",7657
"4489","ENSG00000115828.14",2599
"4490","ENSG00000115839.16",6629
"4491","ENSG00000115840.12",5169
"4492","ENSG00000115841.18",5999
"4493","ENSG00000115844.9",2970
"4494","ENSG00000115850.8",6586
"4495","ENSG00000115866.9",4014
"4496","ENSG00000115875.17",4045
"4497","ENSG00000115884.9",3595
"4498","ENSG00000115896.14",8013
"4499","ENSG00000115902.9",6939
"4500","ENSG00000115904.11",9263
"4501","ENSG00000115919.13",17600
"4502","ENSG00000115934.11",1329
"4503","ENSG00000115935.15",9121
"4504","ENSG00000115942.7",5835
"4505","ENSG00000115944.13",5605
"4506","ENSG00000115946.6",2674
"4507","ENSG00000115947.12",8915
"4508","ENSG00000115956.9",3314
"4509","ENSG00000115963.12",3594
"4510","ENSG00000115966.15",5751
"4511","ENSG00000115970.17",14220
"4512","ENSG00000115977.17",23608
"4513","ENSG00000115993.10",7627
"4514","ENSG00000115998.6",3630
"4515","ENSG00000116001.14",6607
"4516","ENSG00000116005.10",5870
"4517","ENSG00000116014.8",1680
"4518","ENSG00000116016.12",7302
"4519","ENSG00000116017.9",7210
"4520","ENSG00000116030.15",2164
"4521","ENSG00000116031.8",1869
"4522","ENSG00000116032.5",3281
"4523","ENSG00000116035.2",1147
"4524","ENSG00000116039.10",2653
"4525","ENSG00000116044.14",5979
"4526","ENSG00000116062.13",10993
"4527","ENSG00000116095.9",14193
"4528","ENSG00000116096.5",1480
"4529","ENSG00000116106.10",7554
"4530","ENSG00000116117.16",10382
"4531","ENSG00000116120.9",3369
"4532","ENSG00000116127.16",14054
"4533","ENSG00000116128.8",6420
"4534","ENSG00000116132.10",8246
"4535","ENSG00000116133.10",4250
"4536","ENSG00000116138.11",8563
"4537","ENSG00000116141.14",5417
"4538","ENSG00000116147.15",12960
"4539","ENSG00000116151.12",11337
"4540","ENSG00000116157.5",1691
"4541","ENSG00000116161.16",4511
"4542","ENSG00000116171.15",8305
"4543","ENSG00000116176.6",1255
"4544","ENSG00000116183.9",10930
"4545","ENSG00000116191.16",9178
"4546","ENSG00000116194.11",3403
"4547","ENSG00000116198.11",7876
"4548","ENSG00000116199.10",6039
"4549","ENSG00000116205.9",12165
"4550","ENSG00000116209.10",9149
"4551","ENSG00000116212.13",2411
"4552","ENSG00000116213.14",7604
"4553","ENSG00000116218.11",1874
"4554","ENSG00000116221.14",2549
"4555","ENSG00000116237.14",4910
"4556","ENSG00000116251.8",4900
"4557","ENSG00000116254.16",9890
"4558","ENSG00000116260.15",9311
"4559","ENSG00000116266.9",5895
"4560","ENSG00000116273.5",3681
"4561","ENSG00000116285.11",4186
"4562","ENSG00000116288.11",2397
"4563","ENSG00000116299.15",9300
"4564","ENSG00000116329.9",9345
"4565","ENSG00000116337.14",6823
"4566","ENSG00000116350.14",3442
"4567","ENSG00000116353.14",3922
"4568","ENSG00000116396.12",24423
"4569","ENSG00000116406.17",7804
"4570","ENSG00000116455.12",2805
"4571","ENSG00000116459.9",3383
"4572","ENSG00000116473.13",5532
"4573","ENSG00000116478.10",3963
"4574","ENSG00000116489.11",4130
