	TCGA-OL-A5RW-01	TCGA-A8-A07R-01	TCGA-C8-A134-01	TCGA-B6-A1KF-01	TCGA-BH-A18T-01	TCGA-D8-A142-01	TCGA-AR-A1AQ-01	TCGA-AR-A1AI-01	TCGA-AR-A251-01	TCGA-E2-A14Y-01	TCGA-AC-A8OQ-01	TCGA-B6-A0I6-01	TCGA-B6-A0RT-01	TCGA-B6-A0RU-01	TCGA-B6-A0IQ-01	TCGA-B6-A0IJ-01	TCGA-B6-A0RE-01	TCGA-PL-A8LV-01	TCGA-C8-A12K-01	TCGA-E9-A244-01	TCGA-PL-A8LZ-01	TCGA-AC-A62X-01	TCGA-E9-A243-01	TCGA-B6-A0WX-01	TCGA-E9-A3QA-01	TCGA-B6-A0I1-01	TCGA-B6-A0I2-01	TCGA-E2-A1AZ-01	TCGA-GM-A3XL-01	TCGA-AO-A129-01	TCGA-AO-A128-01	TCGA-E2-A574-01	TCGA-E2-A1B6-01	TCGA-OL-A66I-01	TCGA-A2-A0D2-01	TCGA-A2-A0YM-01	TCGA-A2-A3XU-01	TCGA-A7-A26F-01	TCGA-A7-A13D-01	TCGA-A7-A26I-01	TCGA-A7-A13E-01	TCGA-A7-A0CE-01	TCGA-AQ-A54N-01	TCGA-E2-A1LG-01	TCGA-A2-A04T-01	TCGA-GM-A2DF-01	TCGA-A2-A3XY-01	TCGA-A2-A3XT-01	TCGA-A2-A0D0-01	TCGA-BH-A0E6-01	TCGA-E2-A1LI-01	TCGA-OL-A6VO-01	TCGA-A2-A3XX-01	TCGA-A2-A04P-01	TCGA-A2-A3XS-01	TCGA-A2-A0ST-01	TCGA-S3-AA0Z-01	TCGA-E2-A573-01	TCGA-A7-A4SD-01	TCGA-OL-A5D7-01	TCGA-A2-A04Q-01	TCGA-E2-A1LK-01	TCGA-A7-A5ZV-01	TCGA-A1-A0SO-01	TCGA-AN-A0AR-01	TCGA-AN-A04D-01	TCGA-AN-A0AL-01	TCGA-A2-A0T2-01	TCGA-A2-A0T0-01	TCGA-A1-A0SP-01	TCGA-A2-A0CM-01	TCGA-AQ-A04J-01	TCGA-A1-A0SK-01	TCGA-AO-A0J6-01	TCGA-BH-A0B9-01	TCGA-AO-A124-01	TCGA-AO-A1KR-01	TCGA-AN-A0FX-01	TCGA-AN-A0G0-01	TCGA-A8-A08R-01	TCGA-C8-A131-01	TCGA-BH-A0E0-01	TCGA-BH-A0RX-01	TCGA-AN-A0FL-01	TCGA-AN-A0FJ-01	TCGA-A8-A07O-01	TCGA-AR-A5QQ-01	TCGA-D8-A143-01	TCGA-LL-A8F5-01	TCGA-E2-A158-01	TCGA-S3-AA10-01	TCGA-E2-A1LS-01	TCGA-D8-A27F-01	TCGA-D8-A1XQ-01	TCGA-D8-A1JL-01	TCGA-D8-A1JK-01	TCGA-A7-A4SE-01	TCGA-EW-A1OW-01	TCGA-A2-A4RX-01	TCGA-E2-A14X-01	TCGA-E2-A1II-01	TCGA-A8-A07C-01	TCGA-A7-A0DA-01	TCGA-A2-A3Y0-01	TCGA-E2-A14R-01	TCGA-BH-A0B3-01	TCGA-E2-A1LL-01	TCGA-AO-A12F-01	TCGA-A2-A0SX-01	TCGA-B6-A402-01	TCGA-AR-A0TS-01	TCGA-AR-A256-01	TCGA-BH-A18G-01	TCGA-BH-A0BG-01	TCGA-BH-A0BL-01	TCGA-BH-A0DL-01	TCGA-BH-A18V-01	TCGA-BH-A1FC-01	TCGA-C8-A1HJ-01	TCGA-AN-A0AT-01	TCGA-AN-A0XU-01	TCGA-E9-A5FL-01	TCGA-C8-A27B-01	TCGA-AC-A2QJ-01	TCGA-HN-A2NL-01	TCGA-EW-A1P8-01	TCGA-A7-A6VY-01	TCGA-A7-A6VW-01	TCGA-A7-A6VV-01	TCGA-A2-A25F-01	TCGA-E9-A1N8-01	TCGA-C8-A12V-01	TCGA-D8-A27H-01	TCGA-D8-A27M-01	TCGA-AC-A6IW-01	TCGA-S3-AA15-01	TCGA-D8-A1XK-01	TCGA-AR-A1AR-01	TCGA-EW-A3U0-01	TCGA-D8-A147-01	TCGA-EW-A1PH-01	TCGA-EW-A1PB-01	TCGA-AR-A2LR-01	TCGA-BH-A0WA-01	TCGA-A7-A26G-01	TCGA-E2-A150-01	TCGA-BH-A1F0-01	TCGA-A2-A4S1-01	TCGA-EW-A1P4-01	TCGA-AC-A2QH-01	TCGA-AR-A1AY-01	TCGA-AC-A2BK-01	TCGA-E2-A14N-01	TCGA-AO-A0J4-01	TCGA-AR-A1AJ-01	TCGA-AR-A1AH-01	TCGA-AR-A0U4-01	TCGA-BH-A1F6-01	TCGA-AR-A24Q-01	TCGA-E2-A1LH-01	TCGA-GI-A2C9-01	TCGA-AR-A0TP-01	TCGA-BH-A0BW-01	TCGA-BH-A0AV-01	TCGA-E2-A159-01	TCGA-BH-A5IZ-01	TCGA-A8-A07U-01	TCGA-A2-A04U-01	TCGA-AO-A0JL-01	TCGA-LL-A6FR-01	TCGA-LL-A5YP-01	TCGA-OL-A5S0-01	TCGA-A2-A1G1-01	TCGA-LL-A73Y-01	TCGA-E9-A1ND-01	TCGA-E9-A1N9-01	TCGA-E9-A22G-01	TCGA-BH-A18Q-01	TCGA-A7-A13E-11	TCGA-A7-A0CE-11	TCGA-E2-A158-11	TCGA-E2-A1LS-11	TCGA-BH-A0B3-11	TCGA-BH-A0DL-11	TCGA-BH-A1FC-11	TCGA-BH-A1F0-11	TCGA-BH-A1F6-11	TCGA-E2-A1LH-11	TCGA-GI-A2C9-11	TCGA-BH-A0BW-11	TCGA-E9-A1ND-11	TCGA-E9-A1N9-11	TCGA-BH-A18Q-11
hsa-miR-373-3p	0	0	0	0	0	0	0	0	0.380852	0	1.373976	0	0	0	0	0	0	0.689097	0	0	0.284639	0.203695	0	0	0	0	0	0	0.386538	0	0	0	0	0	0	0	0	0	0	0	0	1.119697	0	0	0	0	0.209111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.966639	0.284575	0	0	0	0	0	0	0	0	0	0	0	0	2.9378347	0	0.45485	0	0	0	0	0	0	0	1.533351	0	0	0	0	0	0	0	0	0	0	0.673198	0	0	0	0.949624	0	0	6.6817303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.409104	0	0	0	0	0	0.656523	0	0	0	0	0	0	0.411551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.400973	0	0	0.495925	0	0	0	0	0	0.198174	0	0	0.349233	0	0	0.429007	0	0	0	0.531795	0
hsa-miR-373-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.511117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-374a-3p	871.27856	922.90436	632.4382	458.90936	459.99994	673.69446	1135.9229	1215.0177	653.54224	439.0419	1116.3556	841.18945	901.5094	1016.71375	597.1335	613.43616	373.66486	735.95605	1008.6761	516.9589	507.51093	1026.2133	758.94574	440.59924	708.6617	468.3359	889.6521	685.1367	524.5324	1582.8556	493.9615	772.7679	948.1832	1345.3737	1366.4194	676.86334	418.25995	353.70526	541.7142	526.6487	322.45084	759.1543	2491.3682	353.32428	1500.1154	1614.9928	921.13354	725.163	909.7942	1049.2384	799.7743	1094.4885	1079.1174	649.817	739.0866	1054.5419	624.6912	1176.2361	889.94183	1171.0497	675.3814	711.4278	1067.7385	1142.554	754.61115	939.8527	315.23987	811.2229	542.80426	433.82385	1649.1786	768.19794	801.4012	448.37405	633.6962	1029.2482	693.95123	753.7249	569.32526	1034.3041	606.1447	643.1545	891.2168	484.67987	1027.0817	1086.3588	1426.532	838.1787	443.0014	2197.53	1075.7598	1002.03064	2188.141	423.43997	792.55475	474.40823	736.8563	917.02045	813.56354	1016.6553	739.5036	1611.4766	574.8438	532.0726	586.8593	528.70374	1350.5201	1270.6453	762.572	473.73557	834.28564	814.6626	1048.0826	1362.7274	625.4014	737.1642	715.55566	706.7093	1837.5231	1341.5912	720.6232	1103.8217	1119.2269	1148.854	1612.0676	1043.2004	623.7503	798.4522	526.41833	97.81978	1111.259	1501.692	1685.5914	1843.9724	1326.7709	1127.1261	499.81967	1021.39233	1136.9769	1876.926	822.4165	578.168	1157.8214	1014.7028	930.2437	1104.9287	1195.7362	1668.5012	739.318	656.7674	713.9938	1793.6064	654.36676	978.9994	814.38275	1111.9932	1099.2852	617.8014	548.9354	907.4402	540.34467	1380.891	983.93494	889.20636	595.6774	981.2036	943.423	1341.9209	756.92285	988.5389	1159.4126	1286.3171	825.2024	874.01154	815.3987	445.3406	915.81104	554.0807	469.6866	868.29224	431.56772	500.98325	415.3306	366.87463	662.49475	1943.1322	760.3224	1119.7094	266.953	546.24396	450.80054	1076.3535	568.2861
hsa-miR-374a-5p	22.453472	54.048542	23.383667	25.157604	16.157022	19.309715	64.96447	48.424614	40.370327	16.823103	23.0141	62.261944	39.882442	36.391182	54.81882	53.965984	14.946594	26.185703	36.816677	23.550095	43.549732	43.794334	14.754717	17.89668	51.361713	54.836803	62.947083	37.307575	49.476902	59.21609	29.078209	20.071892	53.886208	34.36552	57.914467	23.140629	39.820442	43.14752	24.857136	87.31177	14.617771	32.471203	79.55097	13.910403	90.42572	53.41522	38.2673	34.59952	51.048306	59.725872	40.52778	47.12869	39.275185	25.596354	64.0818	67.7665	24.72503	45.43123	37.820015	51.52951	48.906925	27.239357	44.207535	30.382816	53.962967	38.383717	27.779758	43.26523	24.647457	22.522379	80.87985	52.60811	34.110516	19.645252	23.090147	52.59804	56.383537	23.529394	33.111	48.33197	30.16495	38.840584	40.949043	36.35099	45.748306	53.509075	40.84538	37.35295	25.557774	88.36475	20.769619	60.47103	34.488697	21.544125	74.26657	33.20402	27.187695	31.139772	35.85955	31.68987	20.99927	70.55323	22.441349	14.822387	18.562456	31.377077	28.392153	64.92719	46.05748	15.86674	30.109562	22.57252	40.109657	46.120213	27.937737	26.348207	30.517529	52.656765	87.36543	61.6936	21.80703	48.99934	30.424803	35.654827	60.38108	32.7863	26.549063	24.399828	21.038034	16.829208	44.83466	56.902092	43.556282	39.23345	31.536146	29.52275	24.574797	49.848824	110.65513	66.227875	19.460472	22.153694	66.04038	24.203918	21.022457	37.421837	67.39604	85.37126	20.056341	49.425606	29.68464	227.5553	47.739967	51.900482	47.855904	52.43291	25.75731	37.68529	25.592611	38.338448	52.382988	63.411144	21.677881	25.11439	24.085152	38.25901	43.163143	51.62751	28.17813	29.865969	46.505028	50.58319	58.141075	39.840977	18.80907	18.349224	33.75586	29.115704	44.68742	45.605194	27.449537	38.64388	27.651838	32.61108	51.337227	49.16507	43.19384	50.622875	61.085117	20.87274	23.695168	44.139004	44.013046
hsa-miR-374b-3p	2.937838	5.098919	0.719497	3.470014	3.801653	1.43035	3.821439	7.9240284	4.189374	0.82064	2.404458	3.0477872	2.492653	4.478914	4.894537	2.049342	1.868324	1.033646	2.5216901	2.743701	0.569278	1.222168	1.84434	0.852223	0.433432	0.988051	3.357178	1.497293	1.5461531	5.639628	2.208472	1.672658	3.2117603	2.559134	4.524567	1.928386	0.29066	1.739819	4.285713	2.778102	0.859869	3.35909	5.268276	2.782081	4.759249	0.545053	2.509331	1.78348	5.672035	1.076142	3.5072112	1.504107	1.900412	0.825689	1.47995	3.5666583	0.977826	1.730713	1.338762	0	2.328901	4.806946	2.252614	1.599096	3.481482	3.290033	3.623447	3.1812658	1.120339	0.536247	6.1622744	3.586916	1.5683	2.311206	0.855191	4.78164	4.337195	0	3.679	3.866557	3.9840498	1.14237	1.3803049	0.712764	3.866054	2.488794	2.5007372	1.227201	1.503398	3.621506	2.130217	5.1102266	2.00257	0.78342295	2.267681	2.274248	1.394241	2.289689	1.120611	1.105461	0.41175	4.090042	3.164806	1.53335	2.141822	0	5.67843	5.5796824	4.081042	2.720012	3.7636971	3.0780709	3.487796	4.674346	2.0195951	2.342063	3.212372	2.771409	14.244365	2.7745812	1.982458	4.009037	3.245312	2.7755249	1.429138	2.980572	1.220646	2.5684018	0.779186	0	2.935603	2.616188	1.291924	0.84373	0.750861	3.215349	3.1709409	4.069292	2.7196338	2.818207	1.692215	2.171931	3.415882	2.79276	1.911132	0.656523	2.898754	2.616744	2.074794	1.977024	0.520783	8.455206	5.350168	3.554828	2.912968	2.076552	0	0.890204	2.089192	1.161771	0.516088	3.963197	5.4194684	1.56965	2.580552	0.466573	2.466465	4.729237	1.943319	0.493652	2.02931	2.8709373	2.80681	1.9367139	1.52506	2.97555	4.989996	0.882294	2.499995	0.7686269	1.143731	0.594521	1.106074	0.98821497	1.047699	1.7294251	0.553767	4.290074	0.942187	2.220504	0.789839	1.5953851	1.553402
hsa-miR-374b-5p	73.026245	270.2427	31.657887	45.110188	33.26446	50.06222	71.65199	68.67491	102.83008	17.64374	37.78434	138.89203	99.70612	85.65923	213.40182	112.03066	32.695675	42.034946	92.29388	54.64537	77.13711	85.55171	67.3184	40.054466	47.460827	78.05599	114.14404	66.0057	111.323006	91.17399	47.114067	62.44588	131.68219	65.440735	183.69745	30.854172	38.367146	95.86406	57.428555	175.02042	22.356592	63.822712	150.6727	42.658573	367.41397	97.019485	41.822186	48.510666	114.57508	76.944145	96.77306	41.61363	53.528275	59.449593	66.8937	168.22737	35.20174	76.15139	48.53011	76.46314	118.77397	61.68913	132.62259	80.75432	134.03705	191.91858	56.767334	115.16185	48.734737	58.450935	137.88089	106.41186	76.454605	95.91506	53.021816	71.72462	93.2497	61.176422	59.78375	177.86163	63.46023	126.80309	101.22235	64.1488	60.568184	192.88156	57.516964	38.350048	31.571367	115.88821	33.01837	113.276726	32.93114	46.417786	103.17953	55.491653	31.718977	33.582108	39.59492	62.274284	63.821312	112.47617	79.98327	33.733707	39.26674	59.61645	50.15947	114.63708	81.62085	54.400253	60.84641	49.24913	54.93279	73.23142	70.349236	64.40673	44.17011	86.83747	163.33537	148.19524	51.543884	50.781136	74.64218	69.17463	87.5347	56.63088	34.1781	62.28377	21.97306	28.39929	54.70896	137.34988	53.52255	49.358215	32.662437	52.907112	63.815193	73.24725	98.24679	103.569115	26.22933	50.388794	102.80179	46.546005	40.13378	58.430588	150.01054	80.791954	49.795044	42.70372	35.413254	145.57654	111.941986	134.37247	79.48242	65.411354	58.873856	41.839577	47.529137	42.01739	76.3811	188.53493	93.937485	51.798424	48.600395	37.325863	73.99396	117.04862	96.194305	74.294685	73.56249	69.312645	143.54831	39.702637	38.12649	53.559895	93.63581	40.585526	75.624855	58.928066	54.136593	52.912388	84.0616	77.32779	74.03736	63.494595	43.74761	63.06409	86.05308	56.400806	86.48736	45.73439	67.31407
hsa-miR-374c-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.939938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.163211	0.991229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-374c-5p	0	0	1.079246	0.867504	0	4.291048	0	0	0.380852	0	0	6.530973	1.661769	1.119728	7.83126	10.246706	1.868324	0	3.5303662	0	0	0	0	2.556668	0	0.494025	6.714356	0	0	5.639628	2.208472	0	0	0	0	0.964193	0	0.86991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.349987	0	0	0	0	0	0	0	9.594573	3.4814808	0	0	12.725067	2.2406769	5.36247	0	0	4.704899	15.0228405	0	11.954102	0	0	5.5185	0	0.853725	0	5.061118	0	0	0	0	0	0	0	0.266277	0	0	0	0.28346	0	0	0	0	1.105461	0.8235	1.022511	0.575419	0	1.427881	0	0	1.014488	5.247054	0.453335	0.627283	0	0	1.558115	3.0293918	1.171032	0	0	0	0	0	0	0.811328	0	0	0	0.305162	0	0	0	0.800619	2.616188	0	0	0	0	0	0	0	0	0	0.868772	0.162661	1.86184	1.433349	0.656523	0	0	2.074794	0	0	0	0	7.109656	0.416138	0.519138	3.679616	0	0	0	0	8.492563	4.817307	1.56965	2.580552	0.466573	0	3.941031	0.97166	0	0	0.136711	0.801946	0	0	0	0	0	0.312499	2.818299	0	0.594521	4.424295	0.494107	0.349233	0.247061	0	0.429007	0	0.888202	0	0.531795	0.2589
hsa-miR-375	6514.026	4934.734	539.2633	434.6193	861.07434	10501.622	12522.857	576.6931	11933.239	1900.1895	1408.3254	3411.7798	1254.6355	2386.7014	12201.102	737.0797	1348.9302	858.6155	2350.2156	8869.012	619.0894	8210.725	1871.0824	3206.4883	3288.6667	1256.8	241.7168	19885.936	2795.0583	897.6408	936.3921	2264.7786	1293.9825	2314.0063	2378.1128	1292.0184	1959.0492	5296.706	1019.99963	21239.38	1344.835	2238.2737	20879.758	698.3024	4357.568	420.2361	1021.7159	414.83755	5141.131	7807.9478	2096.663	1864.0898	3004.8682	21171.488	13311.698	1200.775	181.4566	4747.563	3871.6987	335.7729	1141.1617	180.26047	194.0063	14223.957	17064.484	93446.8	12898.263	34484.934	6260.454	15581.729	1203.184	4393.9736	94854.29	780.0321	6478.0674	5202.4243	10364.812	11438.422	1696.019	10244.444	11307.02	7683.583	2630.861	25690.168	9123.888	841.2124	247.57303	18793.898	1405.1765	2866.7842	1417.3933	9885.31	6367.504	5295.544	1475.6938	1024.3212	5311.011	2957.134	832.9874	3561.0564	158.52388	1721.9078	5428.505	2117.0461	787.47675	1303.7175	847.03265	1252.3845	4065.8845	1027.7115	565.8089	7640.2847	499.62677	1697.4109	5696.9414	183.26642	2540.9854	141.34183	2995.115	6886.5083	9736.839	907.3788	1164.6614	113.79654	276.18088	382.5068	1157.1729	1386.2953	2439.6328	3507.8384	3249.1787	617.4205	2110.6343	14766.123	656.6276	412.73392	7031.96	456.778	438.71103	3317.7346	9040.656	111.63725	4272.2925	4296.1963	1289.0588	258.01367	309.4421	308.4486	80.22535	164.09303	310.90756	1721.5533	313.6022	2114.4111	287.9677	26445.4	366.12173	126.408936	627.8024	1832.4034	2221.7612	2224.4856	2329.1675	539.9594	11710.543	945.2774	499.4592	15066.564	1472.0645	895.4854	3850.616	406.57956	2804.4043	14803.138	3681.4944	39935.848	907.8858	1646.3608	736.87366	6981.9497	201.67784	312.32184	8183.839	1252.3148	3623.9888	631.98126	673.9347	8543.255	1173.0227	697.6824	2271.1821	5186.0674	1496.1846
hsa-miR-376a-2-5p	0	0	0.719497	0	0	0.715175	0	0	0.761704	0	0.343494	1.3061941	0	2.239457	0	0	0	0.689098	0	0.228642	0	0	0.92217	0	0	0.494025	0	0.124774	0	0.939938	0.368079	0.557553	0.356862	0	0.904913	0	0	0	0.857143	0	0	0	0	0	0	0	0	0.356696	0	0.538071	0.129897	0	0	0	0.147995	0	0	0.432678	0	0	0	0	0	0	0	0	0	0	1.120339	0	0	0.597819	0	0	0	0	0	1.568626	0	0.966639	0.56915	1.14237	1.840407	0	0.644342	2.488794	0	0	0	0	0	0.212926	0.222508	0.391712	0.28346	0	0	0	0	0	0	0	0.28771	0	1.0709109	0.784427	0	0	1.166012	0.453335	1.881848	0	0	0.311623	0.673198	0	0	0	0	0	0	0	0.405664	0.427004	0.357284	0.993524	0	0.32105	0	0	0	0	0	0	0	0.292304	0	2.034645	0.679909	0	0	0	0.325322	0.93092	0.477783	0	0	0	0	3.36094	0	0	2.057757	0	0.832276	0	0	0	0	0.096814	0	0	0	0.784825	0	1.39972	0	0	0	0	0.338218	0.410134	0.801946	0	0	0.495925	0	0	1.5624969	1.024836	0	0	0	0.247054	0.349233	1.235303	0.553767	0	0	1.332302	0	0	0.517801
hsa-miR-376a-3p	0	1.019784	0	1.735008	0.950413	0	0.95536	0.880448	1.1425561	0	0.686988	0	0	1.119728	0.978907	0	0	0	0	0.228642	0.853917	0	0.92217	0.426111	0.65014803	0.494025	0	0.62387204	0.386538	0	1.1042371	0.557553	1.7843101	0.182795	2.71474	0	0	0.347964	0	1.9843591	2.579607	0	0	0	0	2.180213	1.2546661	0	0	0	0.649483	0	0.316735	0.825689	0.88797	0.594443	0.279378	0.216339	0.66938	0	2.328901	0	0	1.599096	0	0	0	0.636253	0	0	0.770284	2.989097	0	0	0	0	0	0.784313	0.91975	0.966639	1.9920249	2.28474	0.920204	0	0.644342	0	1.667158	2.147603	0.501133	0	0	0	0.89003	0	1.133841	0	1.39424	0.152646	0	0	0	0	1.726258	1.022234	0	0	2.839215	0.507244	0	0.453335	1.254566	0	0	0.311623	0.336599	0	0.803093	0	0.949624	0.163211	0	4.009038	0	6.618561	0.357284	0	0	0	0.311675	0	0	0.654047	0.369122	0.421865	0	3.507652	0	0.508661	0.509931	0	0	0	0.325322	0	0.477783	1.313046	2.174066	0	0	96.281075	0	0	2.469308	0	1.248415	0	0	0.296735	0	0.48407102	0.516088	1.132342	0	0	0	0	0	0.788206	0	2.221435	0.845545	1.230401	0.400973	0.553346	0	0	0	0	2.187495	1.537254	0	0.990869	2.212147	0.98821497	1.746165	1.235304	2.215069	0.429007	1.41328	2.220504	3.949194	1.06359	0.776701
hsa-miR-376a-5p	0.419692	1.019784	0.359749	0	1.900826	2.860699	0.95536	0	0.761704	0.41032	0.343494	0.435398	0	5.0387793	1.957815	0	0.934162	1.033646	0	1.600491	0.569278	0.203695	0	3.8350022	0	0.98805	0.839294	0.249549	0.773077	0	2.208473	0	2.1411738	0.182795	2.71474	0	0	0.52194595	0	1.587486	0	1.119697	0	0	1.9037	1.090107	0.209111	1.070088	0	1.614213	2.0783472	0	0.63347	0	0.739975	0.594443	0.97782505	0.216339	0.33469	0	2.328902	0	0.281577	1.599096	1.74074	0	1.207816	0	0	1.072494	0.770284	3.586916	0	1.155603	1.710382	0	2.168598	1.568626	0.91975	0.966639	1.9920249	3.42711	2.300509	0.712764	1.288684	1.244397	0.83357996	0.53690004	0	0.724301	0.266277	0.851704	0.222508	0.391711	0.85037994	2.729099	2.091361	0.534261	1.120611	0.368487	0.41175	0	4.315644	0.511117	1.427881	1.568854	0.946405	0.507244	0	1.3600049	4.390979	0	3.487796	0.311623	1.346396	0.585516	0.803093	1.847606	0	0.163211	0	9.35442	0.811328	1.281012	0	0	0	0.32105	0.155837	0	0	1.308094	0.92280304	0	0.37543	4.676872	0	1.525984	0.679908	0	0	0.434386	0.162661	0	0.477783	0	4.348132	0	1.383196	14.629978	0.520783	0	9.8772335	1.421932	0.832277	0	0	0.59347	0.522298	0.48407102	0	0	0	1.56965	0.430092	0	2.466465	1.1823089	2.914979	0.987304	1.521982	1.6405358	2.8068109	0.415011	0	0.495925	0.587058	0.882294	3.749992	0.7686269	0.762487	0	0	1.482322	1.396932	1.9764861	1.107534	3.003052	0.628124	1.332303	1.184758	0.531795	1.0356009
hsa-miR-376b-3p	0.419692	2.039568	0.359749	1.735008	0	0	1.91072	0	1.90426	0.41032	0.686988	0.435398	0	2.7993221	2.9367208	0	0.934162	1.378195	0	0.685926	0.853917	0.814778	0.92217	1.278334	0.433432	0.494025	0	0.74864596	2.31923	0	1.472316	2.787763	1.0705869	0.73118097	3.619653	0	0.29066	1.565838	0	1.984359	0	0	0	0	3.807399	1.090106	0.209111	0.356696	0	2.6903548	0.779381	0.501369	0.316735	0	1.035965	0	0.558757	1.514374	1.673451	0	1.164451	0	0.84473	0	0	0	2.415631	1.272506	0.560169	0	0.770284	4.184735	0	1.155603	0	1.19541	1.084299	1.568626	0.91975	1.933279	0.85372496	0	2.760611	0	1.288685	2.488794	1.667158	1.227201	1.002266	0.724301	0	0	0.667523	0.195856	0.85037994	0.9097	3.485602	0.076323	0.747074	0.368487	0.41175	0	2.013968	1.533351	2.141822	0.784427	0	0	0.583006	2.266677	0.627283	0	0.871949	0	1.346396	0	0.803093	0	1.899248	0.652842	0	10.690765	0.405664	3.8430347	0.357284	0	0	0.6421	0.311675	0	0.266873	3.924282	1.107363	0	0	3.7999578	0	3.051968	0.50993097	0	0	0.434386	0.813305	0.93092	1.911132	0	0	0.327093	1.383196	28.073744	0	0	6.9963727	0.710966	1.6645529	0.519138	0.919904	1.186939	0	0.193628	0.258044	0	0	0	0	0.933146	1.233233	0.394103	0.97166	2.221435	2.7057462	3.417784	1.603892	0.83001995	0.508353	0	0	0	0.624998	0.256209	0.762488	0.792695	0.553037	0.741161	3.492329	1.9764861	0.553767	0.858014	3.140623	0.888202	1.184758	0.531795	0.517801
hsa-miR-376b-5p	0	0	0	0.867504	0	0.715175	0	0	1.1425561	0	1.030482	1.741593	0.830884	5.038778	0	0	1.868324	0.344549	0.504338	1.143208	0.569278	0	1.84434	2.130556	0	0	0	0.249549	0.386538	0.939938	1.8403931	0.557553	2.141174	0	1.809827	0	0	0.695928	0	0.396872	0.859869	0	0	0.46368	0.95185	0	0.418222	0	1.134407	1.614213	0.51958704	0.501369	0.95020497	0	0.59198	0	0.279378	0	0.33469	0	1.164451	2.403474	0	0.799548	0.87037	1.096678	0	0.636253	1.680507	1.072494	0	0	0	0	0.855191	0	2.168598	0.784313	0	0	1.1383	0	0.460102	0.712764	0.644342	0	0	0.1534	0	0	0	0.851704	1.1125381	0.195856	1.417301	1.364549	0.34856	0.076323	0.373537	0.368487	0.41175	0	4.891063	0.511117	1.0709109	0.784427	2.839215	0.507244	0.583006	1.360006	2.509131	0	0.871949	0.93486905	1.346397	0	1.606186	0	2.848873	0	0	6.2362804	0.405664	0.213502	0.357284	0	0.91548604	0	0.467511	0	0.266873	1.962141	0.184561	0	0	0.584609	0.396368	3.5606291	0.339954	1.409104	0	0.434386	0.487983	0.93092	0.477783	1.313046	2.898755	0	3.457989	4.349453	0.520783	0	9.054129	0	3.329107	0.519138	0	0.89020497	0	0.193628	0	0	0	0	0.430092	0	0	0.394103	0.97166	0.740479	0.845546	0.136711	1.603892	0.276674	0	0.495925	0	0	1.874996	0.256209	0	0.198174	0.553037	0.494108	1.047699	1.2353029	0	0.429007	0.157031	1.332303	0	1.06359	0.5178
