,p_val,avg_logFC,pct.1,pct.2,p_val_adj,cluster,gene
ENSG00000165323,1.2668822321381e-28,0.282098627318153,0.968,0.688,2.21552364756311e-24,2,ENSG00000165323
ENSG00000197747,2.61829583121082e-28,0.344859181708579,1,0.928,4.57887574962148e-24,2,ENSG00000197747
ENSG00000136628,3.8212613671995e-28,0.274717031320934,1,1,6.68262187895848e-24,2,ENSG00000136628
ENSG00000117519,2.04552192533931e-27,-0.348077965368519,0.989,1,3.57720874303338e-23,2,ENSG00000117519
ENSG00000159167,6.93435904980942e-27,0.425014726151035,0.989,0.886,1.21268071063067e-22,2,ENSG00000159167
ENSG00000145247,8.62142968954888e-26,0.266477340985422,1,1,1.50771562410831e-21,2,ENSG00000145247
ENSG00000198830,2.68009516148525e-25,-0.293332291967058,1,1,4.6869504184054e-21,2,ENSG00000198830
ENSG00000158864,1.6448302289637e-24,0.282908171011746,1,0.999,2.87647910441173e-20,2,ENSG00000158864
ENSG00000143183.1,2.3495284971587e-23,0.269397306335156,1,1,4.10885543583113e-19,2,ENSG00000143183
ENSG00000130726,4.69934243840016e-23,-0.298440534376866,1,1,8.21821005627421e-19,2,ENSG00000130726
ENSG00000117724,1.26259316753295e-22,0.281948391149828,1,1,2.20802293138163e-18,2,ENSG00000117724
ENSG00000120437.2,3.21921415794979e-21,-0.326589590676243,1,1,5.62976171942258e-17,2,ENSG00000120437
ENSG00000124588,6.88827993531212e-21,0.254839459254382,1,0.96,1.20462239508738e-16,2,ENSG00000124588
ENSG00000107438,2.11993341024691e-20,0.271108731048282,1,0.965,3.70733954783979e-16,2,ENSG00000107438
ENSG00000114867,2.21716750401429e-20,-0.252499735015653,1,1,3.87738253102018e-16,2,ENSG00000114867
ENSG00000143320.1,4.40851214571108e-20,0.288374007360663,0.989,0.924,7.70960604041954e-16,2,ENSG00000143320
ENSG00000064393,5.03355630679989e-20,-0.271062381835973,0.989,0.989,8.80268326933165e-16,2,ENSG00000064393
ENSG00000197728.1,5.53445279299903e-20,-0.31221801895294,0.968,0.988,9.67865104439671e-16,2,ENSG00000197728
ENSG00000148926,1.10582941694096e-19,-0.253789271191781,0.904,0.961,1.93387448434634e-15,2,ENSG00000148926
ENSG00000189067,1.892023098802e-19,-0.31178608609568,0.989,1,3.30876999518493e-15,2,ENSG00000189067
ENSG00000139364.1,2.5004545832364e-19,0.265493184727245,1,0.964,4.37279497516381e-15,2,ENSG00000139364
ENSG00000115758.1,5.06571348405642e-19,-0.27209928754369,1,1,8.85891974091787e-15,2,ENSG00000115758
ENSG00000077782,5.39513656312952e-19,-0.250424576844769,1,1,9.4350148216009e-15,2,ENSG00000077782
ENSG00000183513.1,1.31851549041404e-18,0.487095164324332,1,0.997,2.30581988963607e-14,2,ENSG00000183513
ENSG00000130164,1.94625788337657e-18,-0.256259389349869,0.989,0.994,3.40361578644894e-14,2,ENSG00000130164
ENSG00000131711,2.22120531000102e-18,-0.263290230880007,1,1,3.88444384612979e-14,2,ENSG00000131711
ENSG00000102317.1,1.86614432270313e-17,-0.287280935322788,1,0.989,3.26351319154323e-13,2,ENSG00000102317
ENSG00000185088.1,1.34645467662436e-16,0.294154372264605,1,1,2.35467993848068e-12,2,ENSG00000185088
ENSG00000174721.1,9.31590562220888e-16,-0.275890606449428,1,1,1.62916557521189e-11,2,ENSG00000174721
ENSG00000142871,1.74731462794161e-14,-0.254735294431376,0.872,0.947,3.05570382134428e-10,2,ENSG00000142871
ENSG00000256618.1,3.63404249437826e-14,-0.647915130214773,0.989,0.994,6.3552135141687e-10,2,ENSG00000256618
ENSG00000125148.2,1.09447405133077e-09,-0.438591907951374,0.181,0.481,1.91401622096725e-05,2,ENSG00000125148
ENSG00000256045.1,2.13855865620815e-09,-0.291528158875368,0.979,0.981,3.73991137797681e-05,2,ENSG00000256045
ENSG00000110713,0.00140608016519821,-0.25627798749916,1,0.989,1,2,ENSG00000110713
ERCC-00002.2,0.0031609096376225,-0.330856604943892,1,1,1,2,ERCC-00002
ENSG00000187193.1,0.00392027838495698,-0.250009015502732,0.947,0.911,1,2,ENSG00000187193
ENSG00000154556.2,4.77845786860171e-48,0.74088495687561,1,0.97,8.35656712061067e-44,3,ENSG00000154556
ENSG00000185630,1.01986072403792e-42,0.438702834814142,1,1,1.78353243419752e-38,3,ENSG00000185630
ENSG00000154380.1,3.7339400933193e-41,0.375606577940571,1,1,6.5299144351968e-37,3,ENSG00000154380
ENSG00000121207,9.20407419270511e-41,0.531277356288945,1,0.954,1.60960849482027e-36,3,ENSG00000121207
ENSG00000136014.1,1.46930511788079e-38,0.3254046372415,1,1,2.56952079014993e-34,3,ENSG00000136014
ENSG00000123636,3.80284993049837e-38,0.420579947672751,1,0.996,6.65042395845554e-34,3,ENSG00000123636
ENSG00000163666,4.21675206435928e-38,0.394779927576764,1,1,7.37425601015151e-34,3,ENSG00000163666
ENSG00000106341,2.07017120216131e-37,0.33185412102565,0.989,0.705,3.62031539833969e-33,3,ENSG00000106341
ENSG00000138161,6.5509827775944e-37,0.373050956756521,0.989,0.785,1.14563586814571e-32,3,ENSG00000138161
ENSG00000064042,7.66341351433141e-37,0.257413820435563,0.957,0.371,1.34017775538628e-32,3,ENSG00000064042
ENSG00000094916,1.72255479416538e-34,0.30615855588852,1,1,3.01240382403642e-30,3,ENSG00000094916
ENSG00000117724.1,3.28261812929064e-34,0.353180782209803,1,1,5.74064258450347e-30,3,ENSG00000117724
ENSG00000198865.2,2.93330123536545e-32,-0.684072424759975,0.054,0.753,5.1297572004071e-28,3,ENSG00000198865
ENSG00000134369.1,4.4789073103694e-32,0.357646226388231,1,0.986,7.832713104374e-28,3,ENSG00000134369
ENSG00000132507.2,7.6920103790161e-32,-0.633021160587128,1,1,1.34517877508234e-27,3,ENSG00000132507
ENSG00000170561.1,5.10047951677094e-31,0.342036874776533,0.989,0.604,8.91971857892902e-27,3,ENSG00000170561
ENSG00000143799,1.43661499646315e-30,0.274002009020398,1,1,2.51235230581476e-26,3,ENSG00000143799
ENSG00000162769,2.58990219728071e-30,0.345708595802186,1,0.999,4.5292209626045e-26,3,ENSG00000162769
ENSG00000078018,5.47469710021946e-30,0.302591011976247,0.989,0.837,9.5741502888638e-26,3,ENSG00000078018
ENSG00000167526,1.8880864201576e-29,-0.441891921748334,1,1,3.30188553157162e-25,3,ENSG00000167526
ENSG00000121644,5.2305665889053e-29,0.293188957204535,1,0.999,9.14721485067759e-25,3,ENSG00000121644
ENSG00000187193.2,6.16717985509771e-29,-0.509773670314297,0.699,0.943,1.07851641305949e-24,3,ENSG00000187193
ENSG00000102024,7.74236609614585e-29,0.306580392812786,1,0.999,1.35398498289399e-24,3,ENSG00000102024
ENSG00000060749,6.76583609699163e-28,0.258205115325068,1,1,1.1832094166419e-23,3,ENSG00000060749
ENSG00000152061,9.80835231335303e-28,0.311866747413572,1,0.992,1.71528465255918e-23,3,ENSG00000152061
ENSG00000099817,1.50673379439704e-27,-0.404897388706848,0.978,0.997,2.63497605964155e-23,3,ENSG00000099817
ENSG00000171314,2.22980079641848e-27,-0.330132422900569,1,0.997,3.89947563277664e-23,3,ENSG00000171314
ENSG00000121769,5.59112585629843e-27,0.290168996361015,0.978,0.9,9.7777608974947e-23,3,ENSG00000121769
ENSG00000043355.1,7.33722928650168e-27,0.301247230072497,1,1,1.28313465762341e-22,3,ENSG00000043355
ENSG00000149948,1.2535712335555e-26,0.282864236452058,1,0.999,2.19224537324185e-22,3,ENSG00000149948
ENSG00000140988,4.54712559029583e-26,-0.364143873005428,1,1,7.95201323230935e-22,3,ENSG00000140988
ENSG00000185201.1,6.12721660595691e-26,-0.354631952919833,0.957,0.982,1.07152764004974e-21,3,ENSG00000185201
ENSG00000158716,1.37356447554371e-25,-0.255725798443448,0.366,0.835,2.40208955483084e-21,3,ENSG00000158716
ENSG00000180730.1,2.30323520476867e-25,0.28433182655737,1,0.968,4.02789772609945e-21,3,ENSG00000180730
ENSG00000143776,3.86925998437034e-25,0.255135038844938,1,0.961,6.76656186066685e-21,3,ENSG00000143776
ENSG00000126457,5.84376285473455e-25,-0.347616451967789,1,1,1.02195724803598e-20,3,ENSG00000126457
ENSG00000135778,6.66480094524897e-25,0.270939676718125,1,0.99,1.16554038930514e-20,3,ENSG00000135778
ENSG00000160710,1.02201631059665e-24,0.275579626117502,1,1,1.78730212397143e-20,3,ENSG00000160710
ENSG00000143494,1.78228218209842e-24,0.29399234490821,1,1,3.11685508005372e-20,3,ENSG00000143494
ENSG00000185088.2,2.63233804315381e-24,0.356986011247397,1,1,4.60343276986738e-20,3,ENSG00000185088
ENSG00000168264,3.4508241401387e-24,0.277872176533985,1,0.94,6.03480125627456e-20,3,ENSG00000168264
ENSG00000169905,4.31244158052975e-24,0.262451714390169,1,0.982,7.54159783603043e-20,3,ENSG00000169905
ENSG00000177200,7.57340010648095e-24,0.288579691977847,1,0.999,1.32443621062139e-19,3,ENSG00000177200
ENSG00000139800,9.37946180101976e-24,0.276751780433052,1,0.997,1.64028027976234e-19,3,ENSG00000139800
ENSG00000152904,1.30480854727914e-23,0.289476182476529,0.989,0.945,2.28184918748177e-19,3,ENSG00000152904
ENSG00000116667,1.31414153398699e-23,0.266787513521683,1,0.92,2.29817071463645e-19,3,ENSG00000116667
ENSG00000143190,1.71522700050449e-23,0.293714255500814,1,0.997,2.99958897848225e-19,3,ENSG00000143190
ENSG00000198888,1.80236571763733e-23,0.308328915067189,1,1,3.15197716700416e-19,3,ENSG00000198888
ENSG00000170889,2.67060084075505e-23,-0.267325254274817,1,1,4.67034675031243e-19,3,ENSG00000170889
ENSG00000189159,2.81887924390081e-23,-0.25588944579615,1,0.999,4.92965602173374e-19,3,ENSG00000189159
ENSG00000134755,5.4376780240553e-23,0.255783373491169,1,0.971,9.5094113284679e-19,3,ENSG00000134755
ENSG00000125835,6.54283740271032e-23,-0.32987210246281,1,1,1.14421140498598e-18,3,ENSG00000125835
ENSG00000160213,1.1215433171279e-22,-0.299638886619839,1,1,1.96135495299327e-18,3,ENSG00000160213
ENSG00000240972.2,7.80826624230281e-22,-0.350883572688487,1,1,1.36550960045392e-17,3,ENSG00000240972
ENSG00000106070,1.10552761797671e-21,0.256042407994181,1,0.965,1.93334669831767e-17,3,ENSG00000106070
ENSG00000008311,1.63230020172693e-21,-0.344861765607225,0.978,0.999,2.85456659278006e-17,3,ENSG00000008311
ENSG00000067225,8.96517607630098e-21,-0.312892671354961,1,0.999,1.56782999222352e-16,3,ENSG00000067225
ENSG00000170017,9.30850084225683e-21,0.253264342801582,1,0.877,1.62787062729387e-16,3,ENSG00000170017
ENSG00000147162,1.98035012419672e-20,0.254167897544718,1,0.981,3.46323629719522e-16,3,ENSG00000147162
ENSG00000142089,2.04699234279368e-20,-0.251558875117714,1,1,3.57978020907759e-16,3,ENSG00000142089
ENSG00000138035.1,2.72634514475019e-20,0.302877493377296,1,0.99,4.76783238913912e-16,3,ENSG00000138035
ENSG00000172270.1,6.53211698810748e-20,-0.355845514777004,1,1,1.14233661888024e-15,3,ENSG00000172270
ENSG00000115268,2.17896643364492e-19,-0.25099866210805,1,1,3.81057649915823e-15,3,ENSG00000115268
ENSG00000136110,2.50283365749514e-19,0.254113549132976,1,0.958,4.3769555002275e-15,3,ENSG00000136110
ENSG00000170312,3.80242407479452e-19,0.262999146194773,1,1,6.64967922200067e-15,3,ENSG00000170312
ENSG00000176597,5.63890215709225e-19,0.254290747542779,0.978,0.852,9.86131209232293e-15,3,ENSG00000176597
ENSG00000102309.1,1.93843403963433e-18,-0.284331775878317,0.925,0.982,3.38993344851251e-14,3,ENSG00000102309
ENSG00000177971,2.36176048206929e-18,-0.265327283746703,0.989,0.992,4.13024673104277e-14,3,ENSG00000177971
ENSG00000187840,2.8568590955696e-18,-0.267024799887388,1,0.997,4.99607518633212e-14,3,ENSG00000187840
ENSG00000108518.1,1.30892664813099e-17,-0.383515970456555,1,1,2.28905092225148e-13,3,ENSG00000108518
ENSG00000105404,6.75339990344712e-17,-0.280810961222617,0.946,0.993,1.18103457511483e-12,3,ENSG00000105404
ENSG00000184110.2,2.03384082053048e-16,-0.311755161496563,0.935,0.978,3.55678082694371e-12,3,ENSG00000184110
ENSG00000042753,2.88900117968452e-16,-0.270854479602886,0.978,0.994,5.05228526303229e-12,3,ENSG00000042753
ENSG00000166426.2,7.60419019046161e-16,0.269772886324938,1,0.999,1.32982078050793e-11,3,ENSG00000166426
ENSG00000106538,7.63333049912329e-16,-0.258884128819522,0.978,0.997,1.33491683768668e-11,3,ENSG00000106538
ENSG00000118523,9.34817601325168e-16,-0.275197704995831,0.828,0.928,1.63480902119745e-11,3,ENSG00000118523
ENSG00000233927,1.17264642794203e-15,-0.320350371101815,0.989,0.996,2.05072407318502e-11,3,ENSG00000233927
ENSG00000166165.1,1.56019884100313e-15,-0.256868858969732,0.914,0.975,2.72847573314627e-11,3,ENSG00000166165
ENSG00000197728.2,2.65331192557849e-15,-0.278389690612901,0.978,0.986,4.64011189545167e-11,3,ENSG00000197728
ENSG00000106153.3,1.66842755926549e-14,0.405620608972776,1,0.616,2.91774611564349e-10,3,ENSG00000106153
ENSG00000178741,3.33872467811775e-14,-0.250837872360845,1,0.996,5.83876171709233e-10,3,ENSG00000178741
ENSG00000167996,6.86666571353179e-14,-0.368296282162273,1,1,1.20084249998244e-09,3,ENSG00000167996
ENSG00000105640.1,2.0962575167246e-10,-0.280089006160915,0.989,1,3.66593514524798e-06,3,ENSG00000105640
ENSG00000256618.2,5.75953737023623e-10,-0.55075907651397,0.989,0.994,1.00722789530691e-05,3,ENSG00000256618
ENSG00000026025.3,1.96002242139115e-07,-0.295806136862949,0.978,0.953,0.00342768721052885,3,ENSG00000026025
ENSG00000131969.1,6.63070260651769e-07,-0.284440566001288,0.871,0.863,0.0115957727182781,3,ENSG00000131969
ENSG00000169715.2,6.37378267048908e-06,-0.252843491667629,0.011,0.201,0.111464711341513,3,ENSG00000169715
ERCC-00002.3,0.00112609073095924,-0.294782466379166,1,1,1,3,ERCC-00002
ENSG00000014641,1.05263916450242e-45,-0.440878750320844,1,1,1.84085537088183e-41,4,ENSG00000014641
ENSG00000104332.1,5.6216342153262e-43,0.440283753477662,1,1,9.83111391576246e-39,4,ENSG00000104332
ENSG00000022556.1,1.34735611899264e-42,0.646391950977543,1,0.702,2.35625638089434e-38,4,ENSG00000022556
ENSG00000135549,7.96792592448165e-42,0.339947635912567,0.934,0.26,1.39343088567335e-37,4,ENSG00000135549
ENSG00000185885.1,9.33492880128719e-41,-0.662285068894231,1,1,1.6324923487691e-36,4,ENSG00000185885
ENSG00000088305,2.11393285936704e-40,0.375266341664179,1,1,3.69684578446108e-36,4,ENSG00000088305
ENSG00000145423,2.75625836463708e-40,0.482004387319479,1,1,4.82014462807732e-36,4,ENSG00000145423
ENSG00000167088,3.2786757494553e-39,-0.274887495861074,1,1,5.73374815064742e-35,4,ENSG00000167088
ENSG00000113558,4.36494183010587e-38,-0.295465308679053,1,1,7.63341027248914e-34,4,ENSG00000113558
ENSG00000256618.3,7.69479931948134e-37,0.872746327095689,1,0.993,1.3456665049909e-32,4,ENSG00000256618
ENSG00000138495.1,1.4646457653336e-36,-0.431960212448899,1,1,2.5613725144154e-32,4,ENSG00000138495
ENSG00000104341.1,2.0989180362533e-36,0.427991811776091,1,1,3.67058786179976e-32,4,ENSG00000104341
ENSG00000112695.1,3.26769146486693e-36,-0.318411979908203,1,1,5.71453883375929e-32,4,ENSG00000112695
ENSG00000127922,3.75781592043145e-35,-0.260800970997011,1,1,6.57166848165051e-31,4,ENSG00000127922
ENSG00000113758,6.37109612341436e-35,0.475115181351028,1,0.978,1.1141772900627e-30,4,ENSG00000113758
ENSG00000149100,1.09216465522708e-34,-0.318363761327331,1,1,1.90997754906112e-30,4,ENSG00000149100
ENSG00000008018,1.47080901698922e-34,-0.294529449535083,1,1,2.57215080891075e-30,4,ENSG00000008018
ENSG00000165672,2.85497818645343e-34,-0.328132280328875,1,1,4.99278585246976e-30,4,ENSG00000165672
ENSG00000111669,4.78201756943777e-34,-0.277009762460959,1,1,8.36279232543277e-30,4,ENSG00000111669
ENSG00000163191.1,1.95006252485701e-32,-0.491746004141751,1,1,3.41026934346994e-28,4,ENSG00000163191
ENSG00000164611,2.09842082655607e-32,-0.332669431879248,1,1,3.66971834148125e-28,4,ENSG00000164611
ENSG00000167283,2.15841836373415e-32,-0.261677420986923,1,1,3.77464203449828e-28,4,ENSG00000167283
ENSG00000197694,2.42264442431565e-32,0.38974797534924,1,0.961,4.2367205692432e-28,4,ENSG00000197694
ENSG00000116030,2.74998089791449e-32,-0.301307787769928,1,1,4.80916659427286e-28,4,ENSG00000116030
ENSG00000100804,6.18763396082872e-32,-0.253259330048559,1,1,1.08209342706973e-27,4,ENSG00000100804
ENSG00000179218,1.2748308134799e-31,0.4736956768097,1,1,2.22942412661365e-27,4,ENSG00000179218
ENSG00000136810.1,1.34032540987897e-31,-0.2681196544467,1,1,2.34396107679634e-27,4,ENSG00000136810
ENSG00000168653,2.22209916067152e-31,-0.296810523496722,1,1,3.88600701218235e-27,4,ENSG00000168653
ENSG00000117632,2.24687974005e-31,-0.255599596878119,1,1,3.92934328939944e-27,4,ENSG00000117632
ENSG00000100902,4.714121627287e-31,-0.335404109737778,1,1,8.24405590179951e-27,4,ENSG00000100902
ENSG00000072110,7.04684073335489e-31,0.293382667338416,1,1,1.2323515074491e-26,4,ENSG00000072110
ENSG00000142507,1.39882914610968e-30,-0.278643548168686,1,1,2.44627241071661e-26,4,ENSG00000142507
ENSG00000136897,1.39882914610968e-30,-0.320329040914996,1,1,2.44627241071661e-26,4,ENSG00000136897
ENSG00000142168,2.48158754206259e-30,-0.264787364946461,1,1,4.33980029355906e-26,4,ENSG00000142168
ENSG00000205542,4.61140365450482e-30,-0.277606718613832,1,1,8.06442271099803e-26,4,ENSG00000205542
ENSG00000065518,4.96155186125983e-30,-0.323084257896812,1,1,8.67676189497119e-26,4,ENSG00000065518
ENSG00000152661,9.01825221588222e-30,0.361604205694713,1,1,1.57711194751348e-25,4,ENSG00000152661
ENSG00000167600,1.44859051658942e-29,0.386322309462976,1,1,2.53329509541157e-25,4,ENSG00000167600
ENSG00000099194,1.89478400268599e-29,0.322606235106221,1,1,3.31359826389726e-25,4,ENSG00000099194
ENSG00000167978,3.34183098082958e-29,0.355530661866924,1,1,5.84419401927476e-25,4,ENSG00000167978
ENSG00000116459,4.55369150590697e-29,-0.298870723821791,1,1,7.9634957055301e-25,4,ENSG00000116459
ENSG00000169139,6.36736640764876e-29,-0.313529042286833,1,1,1.11352503736962e-24,4,ENSG00000169139
ENSG00000120533,9.45454273557779e-29,-0.272539816641297,1,1,1.65341043359784e-24,4,ENSG00000120533
ENSG00000166803,2.049674314509e-28,-0.35092181260417,1,1,3.58447044121333e-24,4,ENSG00000166803
ENSG00000100749,2.28920143392641e-28,-0.323381549028746,0.978,0.999,4.0033554676505e-24,4,ENSG00000100749
ENSG00000110917,3.80937411422412e-28,0.354801655351334,1,1,6.66183345095514e-24,4,ENSG00000110917
ENSG00000116288,4.16410959271527e-28,-0.262276120683172,1,1,7.28219485574047e-24,4,ENSG00000116288
ENSG00000135940.1,5.8494491536914e-28,-0.261912384706943,1,1,1.02295166799755e-23,4,ENSG00000135940
ENSG00000146386,1.05373703955231e-27,-0.285060178635122,1,1,1.84277533476908e-23,4,ENSG00000146386
ENSG00000111752.1,1.09276299158665e-27,0.332401776690819,1,0.997,1.91102391968673e-23,4,ENSG00000111752
ENSG00000230989,1.6291196356274e-27,-0.259684446888461,1,1,2.8490044187852e-23,4,ENSG00000230989
ENSG00000143418,1.9224517706025e-27,0.352758895327472,1,0.994,3.36198365642965e-23,4,ENSG00000143418
ENSG00000206557,2.09902885986521e-27,0.320004371323745,1,1,3.67078167013229e-23,4,ENSG00000206557
ENSG00000076716,5.32824441772195e-27,0.398957080549738,1,0.996,9.31803383771214e-23,4,ENSG00000076716
ENSG00000141736,9.64294119148363e-27,0.371419417345686,1,1,1.68635755556666e-22,4,ENSG00000141736
ENSG00000101132,1.06238835139091e-26,-0.252017467937717,1,1,1.85790474891243e-22,4,ENSG00000101132
ENSG00000165629,1.15850601215109e-26,-0.2622981539167,1,1,2.02599531404982e-22,4,ENSG00000165629
ENSG00000154518,1.19749328794669e-26,-0.264309734908466,1,1,2.09417626196118e-22,4,ENSG00000154518
ENSG00000188846,2.49341239670967e-26,-0.316294774344212,1,1,4.36047959936586e-22,4,ENSG00000188846
ENSG00000100567,2.87264627410223e-26,-0.257785921851455,1,1,5.02368380414998e-22,4,ENSG00000100567
ENSG00000118418,3.68807360188926e-26,-0.269204953844102,1,1,6.44970311498395e-22,4,ENSG00000118418
ENSG00000131174,4.61481822975527e-26,-0.256108092138807,1,1,8.07039412019602e-22,4,ENSG00000131174
ENSG00000115306,5.3126912487409e-26,0.342718922476081,1,1,9.29083445579809e-22,4,ENSG00000115306
ENSG00000106554,6.23905938467685e-26,-0.267150893725677,1,1,1.09108670519229e-21,4,ENSG00000106554
ENSG00000126067,7.25223327971959e-26,-0.268678813519736,1,1,1.26827055595736e-21,4,ENSG00000126067
ENSG00000143742,9.31537156125745e-26,-0.322428100337029,1,1,1.6290721786327e-21,4,ENSG00000143742
ENSG00000145247.1,7.08997397452251e-25,-0.294476021831942,1,1,1.2398946486645e-20,4,ENSG00000145247
ENSG00000103035,8.19447182309235e-25,-0.280358231440729,1,1,1.43304923242239e-20,4,ENSG00000103035
ENSG00000168291,8.48064751509384e-25,-0.268463563280662,1,1,1.48309563743961e-20,4,ENSG00000168291
ENSG00000143771.1,1.38318270421895e-24,-0.33473431538484,1,1,2.41890991313811e-20,4,ENSG00000143771
ENSG00000151846,1.48089544899556e-24,0.307694411859381,1,0.989,2.58978996120344e-20,4,ENSG00000151846
ENSG00000140307,2.29514221947962e-24,-0.279087012382196,1,1,4.01374471342596e-20,4,ENSG00000140307
ENSG00000169567,2.68084089582474e-24,-0.271324293254696,1,1,4.68825455861831e-20,4,ENSG00000169567
ENSG00000138413,2.827733850027e-24,-0.256761100844776,1,1,4.94514095692722e-20,4,ENSG00000138413
ENSG00000164258,7.2826297070436e-24,-0.281767384450491,0.989,1,1.27358628316779e-19,4,ENSG00000164258
ENSG00000148834,9.24637867023209e-24,-0.309370112723699,0.791,0.971,1.61700670185019e-19,4,ENSG00000148834
ENSG00000131876,9.39186037127872e-24,-0.313728291864129,1,1,1.64244854172922e-19,4,ENSG00000131876
ENSG00000129084,9.7122639274777e-24,-0.269448359788924,1,0.999,1.6984807156373e-19,4,ENSG00000129084
ENSG00000101856,1.02377880511322e-23,0.288287750953861,1,1,1.79038437438199e-19,4,ENSG00000101856
ENSG00000165821,1.20755446726579e-23,0.254933690326096,1,1,2.11177125235441e-19,4,ENSG00000165821
ENSG00000092421,1.25463294077709e-23,0.340415596789372,1,1,2.19410208683098e-19,4,ENSG00000092421
ENSG00000134057,1.35108052037276e-23,-0.303312645508127,1,1,2.36276961402789e-19,4,ENSG00000134057
ENSG00000130726.1,1.57402362607018e-23,0.3006660605754,1,1,2.75265251727153e-19,4,ENSG00000130726
ENSG00000160691.1,2.66886290289308e-23,0.327194414838108,1,0.992,4.66730744457942e-19,4,ENSG00000160691
ENSG00000149948.1,3.33486532590783e-23,0.296622172505491,1,0.999,5.8320124819476e-19,4,ENSG00000149948
ENSG00000111196.1,4.26448632336582e-23,-0.317940461354628,0.967,1,7.45773368230215e-19,4,ENSG00000111196
ENSG00000149257,4.42867143059496e-23,0.310744269376089,1,1,7.74486059782446e-19,4,ENSG00000149257
ENSG00000120699,5.11404252405276e-23,-0.26513597058321,1,1,8.94343756606347e-19,4,ENSG00000120699
ENSG00000130203,6.8634180324766e-23,0.346534134101196,1,0.994,1.20027454551951e-18,4,ENSG00000130203
ENSG00000105281,8.24301299747597e-23,0.414753922315243,1,1,1.4415381129986e-18,4,ENSG00000105281
ENSG00000132718,8.38721175336564e-23,0.264402444059801,0.912,0.735,1.46675559142858e-18,4,ENSG00000132718
ENSG00000115540,9.89652942000448e-23,-0.26275708673827,0.978,1,1.73070506497038e-18,4,ENSG00000115540
ENSG00000179933,1.45192637731693e-22,-0.291420565246817,0.989,1,2.53912884865185e-18,4,ENSG00000179933
ENSG00000110651,1.54987897900498e-22,0.292880620978593,1,0.994,2.71042835848391e-18,4,ENSG00000110651
ENSG00000151247,1.81165288507907e-22,-0.258889925464803,0.989,1,3.16821856542627e-18,4,ENSG00000151247
ENSG00000136521,1.8328556673531e-22,-0.269594692571232,1,1,3.20529799106711e-18,4,ENSG00000136521
ENSG00000168090,2.17696030966066e-22,-0.290065465797624,1,1,3.80706818953456e-18,4,ENSG00000168090
ENSG00000108561,2.78391061648109e-22,0.260592654467826,1,1,4.86850288610213e-18,4,ENSG00000108561
ENSG00000114867.1,2.92946681125574e-22,0.279034810426147,1,1,5.12305155952405e-18,4,ENSG00000114867
ENSG00000119888,2.99809459850113e-22,0.312043431491568,1,1,5.24306783385877e-18,4,ENSG00000119888
ENSG00000169710,3.79565856655369e-22,0.286331081359273,1,1,6.63784770118909e-18,4,ENSG00000169710
ENSG00000092068,5.21779921570527e-22,0.318200139190099,1,1,9.12488726842538e-18,4,ENSG00000092068
ENSG00000168275,5.96258490827384e-22,-0.310923286756106,0.967,1,1.04273684875893e-17,4,ENSG00000168275
ENSG00000127022,6.432352116611e-22,0.309284141472525,1,1,1.12488973815293e-17,4,ENSG00000127022
ENSG00000121207.1,6.88555049868463e-22,0.350496513718786,1,0.954,1.20414507120997e-17,4,ENSG00000121207
ENSG00000161980,7.88973194612104e-22,-0.279101211241925,0.978,1,1.37975632273765e-17,4,ENSG00000161980
ENSG00000143153,8.75707743853637e-22,0.297144490673981,0.989,0.954,1.53143770245124e-17,4,ENSG00000143153
ENSG00000167815.1,1.06236148280567e-21,-0.258362007491104,1,1,1.85785776113055e-17,4,ENSG00000167815
ENSG00000174231,1.45541731488458e-21,0.279579642520008,1,0.994,2.54523380027016e-17,4,ENSG00000174231
ENSG00000118523.1,1.51727920056919e-21,0.365102619135239,0.978,0.909,2.6534178659554e-17,4,ENSG00000118523
ENSG00000166352,1.75750579889511e-21,-0.253153137288545,0.593,0.906,3.07352614110777e-17,4,ENSG00000166352
ENSG00000243716,1.8832334220522e-21,0.335392350150973,1,0.909,3.29339860848489e-17,4,ENSG00000243716
ENSG00000115457,2.42066705902624e-21,0.251303924701544,1,0.999,4.23326255282508e-17,4,ENSG00000115457
ENSG00000047410,2.98079596611288e-21,0.268868115894227,1,1,5.21281598553821e-17,4,ENSG00000047410
ENSG00000044574,4.29552403588742e-21,0.323004526505462,1,1,7.51201243395993e-17,4,ENSG00000044574
ENSG00000110717,4.35391723469354e-21,-0.273086847308819,1,0.996,7.61413046003207e-17,4,ENSG00000110717
ENSG00000075142,4.72121647513093e-21,-0.256571681315591,1,1,8.25646337170897e-17,4,ENSG00000075142
ENSG00000130508,5.4269395071225e-21,0.29582522590265,1,0.997,9.49063181005583e-17,4,ENSG00000130508
ENSG00000077782.1,5.57513040483024e-21,0.28306131779043,1,1,9.74978805196712e-17,4,ENSG00000077782
ENSG00000186480,5.65612133746051e-21,0.274226130639907,0.989,0.953,9.89142499495094e-17,4,ENSG00000186480
ENSG00000183520,6.80637243098214e-21,-0.263014720880277,0.967,0.999,1.19029841073016e-16,4,ENSG00000183520
ENSG00000119421,7.46063840537051e-21,-0.264292573573284,0.978,0.999,1.30471644433119e-16,4,ENSG00000119421
ENSG00000184983,1.05698622916034e-20,-0.278142759132416,1,1,1.8484575175556e-16,4,ENSG00000184983
ENSG00000174197,1.3666034172196e-20,0.272237259621528,0.989,0.967,2.38991605603364e-16,4,ENSG00000174197
