SYMBOL	TCGA-DD-A1EE-11	TCGA-EP-A26S-11	TCGA-DD-A114-11	TCGA-BD-A3EP-11	TCGA-ES-A2HT-11	TCGA-DD-A1EA-01	TCGA-EP-A2KB-01	TCGA-DD-AAW3-01	TCGA-BC-4073-01	TCGA-RC-A6M6-01
SLC17A2	49.72860827	61.26619703	37.88403497	56.63736026	32.5738999	53.47120896	80.61153889	168.9692649	5.528414294	2.126535745
HBS1L	8.443996308	8.360575568	11.00927339	9.194699697	7.356534708	21.71178968	13.30848035	6.918175056	23.66374505	5.69084813
TRIM38	7.724464954	3.136189454	12.03666153	6.279658703	11.50658255	9.419773838	6.736373348	16.30267313	9.645066742	2.572227483
PEX7	9.180571314	11.63509971	13.82107009	8.524498126	13.6817664	27.94014501	15.17139109	13.13012101	19.34191813	10.93587116
ZBTB24	3.508537562	1.762427494	3.449084226	2.616268955	3.764012119	7.506530843	2.925517847	2.978403171	9.867997413	2.932677635
FIG4	7.385344589	3.574450247	8.440983112	4.773534572	7.267772677	16.85673999	15.22841423	4.638914961	16.67308746	4.982211849
PERP	101.0835066	100.7373853	146.1213369	124.270841	175.9292499	157.3304978	161.7786675	48.02692945	243.6101915	257.3193893
SLC16A10	2.403866533	3.544664849	1.785295086	1.927452394	0.326237109	3.853620936	3.600844232	0.561085015	0.467144172	0.954392104
HECA	11.62368995	5.873526645	15.95871285	11.14531818	10.69530295	11.52004248	13.47368182	8.463131063	25.34163425	6.445845555
PHACTR2	6.909416725	2.023535744	8.601683826	3.189340207	5.339659842	11.62435797	2.32342553	0.882726243	19.96165609	2.391674754
EPM2A	4.155209617	3.805182746	4.338355455	4.35657838	3.374647246	4.039218617	1.754184943	3.022489124	3.223815692	0.766944054
OR12D3	0	0	0	0	0	0	0	0	0	0
SLC39A7	72.72417116	71.89996108	128.0478299	89.42548008	99.58934081	101.3401303	165.9908881	460.8775345	337.6945623	493.9328669
CCR6	0.137460616	0.023016652	0.202292366	0.106773459	0.15772174	0.044358607	0.081043419	0.026641675	0.254074837	0.046706936
UNC93A	6.313443701	14.95604852	54.09958927	1.365320933	25.55986268	46.8127771	50.32291422	0.041714605	0.508327488	1.633283341
SLC22A2	0.031378413	0.165502823	0.110826451	0	0.126012113	0.273397385	0.110999672	0.054733943	0.009666363	0.053309434
PHF1	20.48903492	14.44419116	23.88423284	17.52531726	25.4861401	40.42681368	45.103792	122.1996303	30.53885493	75.93080914
CUTA	115.1392152	161.7942213	136.1926379	122.8280282	153.1318351	306.9698847	345.5930706	715.5561748	152.0531359	245.7824524
PACRG	2.001599187	2.197103381	2.967450361	1.238046157	2.317891646	1.686561116	2.247797995	7.500100788	0.228373375	1.486169873
QKI	11.8012382	8.14863446	15.18006199	12.11111727	11.20608964	20.26457636	12.60925633	10.14508185	25.05841852	4.10268582
C6orf118	0	0	0	0.033573262	0	0	0	0	0	0
PDE10A	0.376357994	0.047263544	0.364626474	0.213163566	0.170933341	0.235311131	0.106983389	0.328244081	0.763271611	0.090582002
MDFI	0.959354875	0.346973984	0.542140333	0.327881556	1.012699012	0.260050796	0.349063517	1.204862638	0.732930993	4.250695234
TFEB	4.062657274	3.900723544	5.186640633	8.987742846	5.143358611	21.54058048	1.628592263	11.78104505	13.13845615	11.71906348
SMOC2	5.522857546	2.376223904	2.742198782	1.678663082	5.951179207	0.464929251	0.897967053	1.228635832	10.06020968	1.746034692
CCND3	13.64998292	6.957320745	20.90314467	11.87296814	38.33152955	12.21297503	6.425788884	41.66250165	18.32097655	16.35223614
BYSL	11.28395936	7.269166695	9.811431706	21.87877463	19.32191873	21.47278226	26.2047117	76.8280971	28.07423974	55.43362531
FAM120B	9.442534299	7.195504153	11.1167993	9.804350202	12.28074378	27.43953984	12.40827493	8.776949467	22.81564036	7.104365865
TBP	7.315989441	5.942057158	10.45887926	8.228908564	12.07367139	24.4672326	24.27147569	14.03203182	15.54207445	9.749725254
GUCA1B	0.60891883	0.830233196	1.075330236	0.405412971	0.1497152	0.673708801	2.197981568	0.505784905	0.053594902	0.532031026
PRPH2	0.162664809	0.114394928	0.038301413	0.126350985	0.111984555	0.062990415	0.06576219	0.037831895	0.601321831	1.083310038
PPP2R5D	24.77421356	16.67122393	27.61917895	21.94398629	24.55415118	64.42858803	60.2065752	129.8461875	56.91516576	69.44754779
MRPL2	40.03899123	43.34744565	44.04068135	47.59866028	48.67512992	53.38054336	100.1665649	186.5967409	40.52705465	64.60248023
PTK7	1.040708679	0.506606111	1.1115559	0.75837474	1.083311581	5.77501482	10.68110896	0.985641608	2.921741749	0.787434218
SRF	13.82457316	19.25923053	16.14018991	60.74315469	19.76172946	46.37413686	25.32517291	49.78295657	51.84338669	33.78975217
CUL9	4.591569066	2.572439228	4.098473163	3.13069089	3.096627518	13.70255153	6.593632525	11.9379192	7.337706829	9.666974644
DNPH1	81.71447136	103.4546419	73.58871925	108.8353823	89.75965226	183.3353654	99.53723059	458.9075462	62.41893789	248.9137658
DUSP22	11.22109109	7.569689629	9.211415725	6.335344145	9.895605993	18.3635116	14.74007569	19.76126353	24.92632335	40.65003358
EXOC2	12.0658311	7.241935888	19.47787112	11.01725816	17.03225976	42.81133479	10.53557009	31.63211074	24.64813721	19.50200315
COX7A2	87.04561211	139.2982299	106.7497446	86.5903677	112.9093307	123.6237685	149.4795803	91.38233246	194.6575755	219.8741395
TMEM30A	75.5759434	55.01368572	91.72422082	56.29665172	66.13712074	125.7658036	58.15282596	49.73375172	151.4623936	68.19613776
GMDS	10.34765875	8.983312831	15.54581737	8.561805756	18.9191453	10.75801349	8.685009583	33.14327163	58.04342803	39.56230835
SENP6	9.177954945	5.18980545	10.37089782	8.571976695	9.226569761	16.89992979	13.59275784	7.151401516	24.34857144	12.8257202
IMPG1	0	0.012795103	0.044982244	0	0	0.172614617	0.051488629	0.029620552	0.094161209	0.138478303
VEGFA	19.22138725	11.49547577	14.11483639	30.93420925	17.02394932	47.45266842	19.1897453	56.27435544	106.265064	37.81895966
PRPF4B	10.22509455	5.748970536	13.05337887	11.28205129	12.2269636	30.16191687	18.08539731	32.40532159	37.22218097	12.43222264
TTK	0.211439384	0.095590234	0.995719633	0.065694786	0.703553544	3.664036451	8.612190036	0.713047363	9.118975313	8.420087152
SLC29A1	33.46367966	47.16042347	63.14830837	43.79573054	65.97660941	119.2080273	168.316166	345.1609126	84.02701319	54.3648553
WISP3	0.241894051	0.334151189	0.569569045	0.187892832	0.312241757	0.175633486	0.534805571	0.105485059	4.042565355	0.226027339
BTN2A1	8.564579218	4.122411917	12.97267947	6.95047191	11.64568402	12.12769239	14.78018688	24.52729572	21.78439577	22.70753
LAMA4	1.513958965	1.264698937	2.319090167	2.150545063	1.396406283	6.105591503	3.854988126	3.715637926	12.71354877	14.07973955
CLIC5	0.322834592	0.183790413	0.658799629	0.509886681	0.617365114	0.750087925	0.065257846	0.175194851	2.022184431	0.080442318
FBRSL1	9.639176583	5.682955121	9.089664508	10.28190603	8.274084262	26.60591716	22.74260097	18.36760246	8.943504609	11.60289709
ENPP5	1.998122016	0.433419112	5.13253306	0.493835593	6.604357413	0.043963291	0.022948907	0.02640425	2.182358256	9.952498776
LY86	12.43039325	4.847905373	15.36161551	9.655391608	11.07343287	7.175482253	3.433478575	3.681097699	11.98730755	4.984432086
PRSS16	0.457552429	0.055161648	0.215472599	0.19902788	1.007988009	0.194901154	0	0.021283123	3.224994695	3.868070057
MEP1A	0.09746788	0	0.22950001	0	0.01863904	0	16.27071345	0.037781114	4.623963096	7.661306284
TBX18	0.171480861	0.080396577	0.087484063	0.062159493	0.039351285	0.022134783	0.011554391	5.929167914	0.049304272	1.786838566
PCDHB2	0.070396094	0.058936242	0.276260313	0.091134399	0.026924062	2.135384215	3.877642218	0.10914951	0.563837591	0.079731585
HARS2	12.80872995	9.073435829	14.99626716	11.78028532	19.50324849	37.36541874	27.74304069	35.50360776	31.16416978	32.7525
NUDT12	14.84664081	14.04560736	20.14070547	12.24862415	14.1312852	42.29162387	12.68647997	20.11616092	28.00997327	10.89950767
CEP72	1.667452139	0.904080015	1.651504994	2.01476282	1.715831147	4.253454437	3.771851737	4.370545714	3.554933131	4.604536059
MAN2A1	24.93588321	18.72920436	28.84114876	16.12289468	17.98668151	80.1006478	42.38827638	31.48453884	41.11711954	12.77465858
SEMA5A	5.898564545	4.949052147	4.414480851	3.207846469	4.146196442	0.457142637	0.513659407	1.461211211	14.34940693	0.630913649
C7	210.4305961	125.1285087	151.6635636	125.4409673	232.8544615	0.071782299	0.946129435	58.0722415	8.828320913	4.522348606
GHR	72.43048033	58.3242357	141.4034858	79.90294053	65.40114864	33.60657739	11.58409441	15.26151241	32.65019253	0.905794224
HMGCS1	31.83342692	47.59985691	85.69480919	578.6813615	47.99588482	262.491105	86.77218932	228.7192472	217.0377409	51.0460121
DAP	156.7352721	128.9869504	139.9800977	101.5848383	173.2930502	287.2965635	208.6497143	114.4301253	181.6688254	202.0621438
NME5	0.971419004	0.264316232	0.833920396	0.34583828	1.068160371	0.039184673	1.329539937	0.047068445	0.124688808	0.797675837
BRD8	8.368183262	4.776448651	9.811510865	4.418748213	7.220921767	34.48019843	25.26903301	13.74190166	12.6481382	10.15958272
KIF20A	0.562611461	0	1.684720261	0.228006385	1.712079179	12.43256996	22.20136866	2.190311882	16.14107013	29.50612526
NNT	64.05611922	58.2253556	99.6902209	65.96435356	100.4446451	247.8466616	43.60413682	96.70663822	32.72310993	14.22023109
MRPS30	12.78523364	9.825642685	14.23434157	13.94465043	16.10266398	36.76950177	20.9450774	18.75251768	14.84064606	19.06364445
HSPA9	183.0801424	171.6886086	259.6991553	216.304801	251.732417	550.9359363	169.2829239	260.5086939	452.4119155	261.9593409
MRPS27	18.92941694	17.59077095	20.16752047	19.15042357	20.12426606	58.53250044	42.65995617	41.08561241	32.91760013	39.76368782
PFDN1	19.7587947	18.72280842	26.09072355	26.02145785	32.66707894	48.21255949	51.69567011	35.92780671	36.79777232	27.16006871
HBEGF	2.566417337	9.781627345	16.52367121	16.02261107	5.153219017	7.73316915	3.453103328	5.073535422	6.285307475	3.161101064
SLC4A9	0	0.026758837	0	0	0.015280423	0.051570694	0.013459992	0	0.04923064	0.072401104
LOX	1.080084809	0.533659693	0.906793657	0.99025158	1.208810602	3.479725054	0.841101783	0.988334044	40.1128729	15.36568782
GZMK	6.78343334	2.695015441	18.54978904	6.322892994	6.191248007	4.955138959	1.184222069	1.721086164	13.33601599	0.838146542
CDH9	0	0	0	0	0	0	0	0	3.846170605	1.236679938
APBB3	5.605897167	2.93797658	13.19976856	2.169349213	15.45349406	19.10252791	14.25675902	19.79228102	8.017490342	6.738985521
TMCO6	15.1779365	10.80451092	12.95432096	7.666437997	11.62592824	44.67016874	66.50281318	28.35590203	9.845331419	36.05358432
SPARC	92.74977006	82.42945988	134.4178376	86.77037616	112.4108891	189.2832361	132.5922576	235.5695865	350.1771732	177.6628645
IK	38.94464705	27.53998368	46.10035473	35.42687935	45.26789085	122.8529869	94.00876071	75.98365766	81.010218	93.4484296
HMGCR	12.10420902	21.28479289	25.91485312	163.9122801	16.13154181	79.31209759	66.9076694	63.22303175	83.4731842	25.98962288
COL4A3BP	10.55347282	9.657495738	11.74319472	11.03374029	8.494190091	24.22725637	13.21486567	11.5086217	19.52019129	11.65040076
FAF2	18.06598967	16.3121382	21.11613378	21.5229756	20.59823666	60.62365081	23.16516786	23.05079451	54.76201761	37.37269247
HAND1	0	0	0	0	0.031958768	0	0	0	0.034321706	0
PCDHB3	0.180705692	0.080687162	0.13001193	0.093576241	0	6.297891905	0.182639414	0.04669752	3.166878508	0.081867902
PCDHB5	0.482954108	1.15591817	0.451525108	0.507539448	0.488946648	10.6986114	3.488637892	0.165181514	1.330248107	0.752930058
PCDHB6	0.177865451	0.119128443	0.087251229	0.161184551	0.0850342	0.258287701	0.119845854	0.034472664	0.913213804	0.141017001
PCDHB7	0.282868269	0.413358293	0.121099607	0.639184965	0.324561876	1.493700987	0.779714258	0.149518884	1.029833511	0.244654196
PDE8B	0.808676477	0.742399739	0.968478585	1.321270297	1.183836724	3.239507037	0.782100336	0.956606491	0.773128069	1.051726655
CLK4	3.738810799	1.657146695	3.991776741	2.761786328	3.967452805	5.382007863	7.316832103	5.427626071	5.088864329	3.844378488
PCDHB15	0.819471047	0.411641112	0.964772261	0.898630095	0.566920067	0.583331696	1.924440381	0.728723106	5.509227687	0.982740904
HAVCR1	0.045010736	0	0	0.174811962	0.077467698	0.043574959	0.136477182	0	1.802567721	41.17126999
GRM6	0.086767523	0.036321275	0.034050786	0.011232876	0.033185565	0.013999961	0.029232006	0	0.044549011	0.009827409
ITK	1.226542567	0.401328133	3.61667903	1.171240146	1.678466784	2.091598035	0.37531225	0.300966708	4.145905758	0.37470138
RNF130	30.72475625	35.56721016	35.5725314	34.37617109	28.80317515	41.08991197	19.88067642	18.23777056	39.26962655	16.05094424
THG1L	7.937881001	7.234712866	10.05333585	6.282579047	13.92058441	21.30750541	21.78926023	6.363653732	14.20882403	11.01342777
ARSB	5.723701483	3.172824254	9.354729861	3.713653868	7.50995935	33.80737347	4.301280852	10.03877152	7.094409853	14.07594192
CLINT1	39.22592377	29.05220575	50.40542936	41.39296353	40.17544389	75.22812271	28.37431978	51.66163905	55.94166495	48.84993918
THBS4	0.042049118	0.242906904	0.111385998	0.179640644	0.265358407	5.271661643	24.19260319	16.0874527	19.870755	12.64454628
CNOT6	4.366075604	2.643643917	7.095938667	4.761632589	5.945757544	17.10645973	10.7422628	7.453423301	17.92432093	10.46957785
IL12B	0.210397886	0	0.103209892	0.108951983	0.040234943	0.067895499	0.017720779	0.040777878	0.151234292	0
BTNL8	0.320753115	0.446185199	0.217861248	0.210816811	1.698603647	0.047772547	0.847869709	1.004222782	3.511572382	0.469481677
TTC1	34.87050033	34.1794439	53.99289712	36.12746272	59.06959919	142.1906226	77.3542526	76.39466028	73.7482441	121.8793951
MSH3	8.039047519	8.334633397	10.59002754	8.607987507	8.893699683	27.70690036	14.01627034	12.19361587	15.21363387	5.756495106
RASGRF2	0.488523367	0.199953674	0.569818517	0.372436705	0.394446812	1.506402051	1.225234038	3.177115623	1.309849984	0.436498762
GABRG2	0	0	0	0	0	0.021077071	0	0	0.026827581	0.192338328
CCNG1	70.61216289	90.23086835	105.1121413	56.59740541	66.39844949	217.2495453	181.4536868	93.09578904	77.10717212	55.50879949
POLR3G	0.891333535	0.629255464	1.03519599	0.87947076	1.064173706	4.780939555	1.095654708	1.176582293	1.751389109	2.930384706
DROSHA	6.981356138	4.750897415	8.058065909	6.457113477	7.103678351	39.19059566	12.5839417	12.53225776	19.18343398	14.7826211
CDH6	1.884898672	0.259298515	1.500893111	1.129975259	1.637748108	0.151433455	3.055224564	0.545703465	1.05048432	0.356105642
LMNB1	3.571049986	3.788459905	12.8166459	8.445712985	6.895264798	21.41362005	31.24437151	13.01592137	33.36391063	43.79056139
ARRDC3	29.66942809	52.84310395	21.14983221	74.77732962	28.10989363	90.29133353	15.73718273	21.13016388	136.5665009	9.054411816
GOLPH3	152.2321127	59.75805633	127.1843458	161.0204971	181.7905395	284.891283	102.6853581	148.0821608	228.4734497	158.7100448
SUB1	19.22032304	17.0824712	34.83486399	20.11572721	40.50257	74.02678923	43.40676968	49.89408607	66.45176343	44.04647051
NPR3	1.265916697	4.510468359	2.784348897	2.065711813	1.283611327	0.722021083	0.386814457	0.764583137	0.8464583	0.093363374
FAM172A	4.314906182	4.4021084	3.989812343	4.463899808	3.32981249	20.90481808	7.853802944	5.594972472	10.90447515	4.242713992
SLC27A6	0.027717748	0.027846657	0.048948614	0.021529947	0.28622906	0	0	0	0	0.018836102
TARS	39.62125569	26.75815868	30.2604473	46.86118047	44.64529263	46.48785133	31.6682555	28.27491531	68.67494932	58.06209598
IRX4	0	0	0	0	0.019731559	0	0	0.119986913	0	0
LNPEP	4.610687433	2.97233697	7.880988655	2.605985334	4.216945448	10.14904069	5.111926907	2.994275794	10.90959929	5.28821275
PDE4D	0.878567096	0.65742439	1.501586054	0.729497243	1.046301153	0.862273692	0.667507428	0.281839214	2.960344367	1.622318943
RAD1	3.534447122	2.990218987	5.062443691	4.056975867	4.589016502	9.877224716	6.725121906	9.484924671	9.362916856	7.555768437
BRIX1	4.463176955	3.804550227	4.867848948	8.64449513	11.78280436	12.92501461	13.5816312	19.59219552	17.403701	17.7123898
AGXT2	110.7332452	80.86418037	58.69420173	29.64777258	53.871825	85.00186669	27.28625041	33.21793557	3.969697886	8.224312942
PRLR	8.723082778	4.251966582	6.291436614	5.364345375	3.538260855	49.64644213	15.77028299	4.775615826	3.162765664	2.334028391
SLC12A7	37.33192276	22.99379671	46.77767056	43.97857027	67.36680722	154.5316199	55.54675811	84.42673752	83.03905244	56.99124495
IL4	0.118359528	0	0.069672986	0	0	0	0	0	0	0.080433378
RAD50	11.36530077	6.734423765	12.51140292	8.143070742	12.47772231	47.81933667	17.38060167	20.83293394	26.81278721	22.88094596
IL5	0	0.03064536	0.1077363	0	0.139998335	0	0.092489735	0	0.112762052	0.124375243
ST8SIA4	2.235983696	1.291670086	4.226541757	1.640325639	2.323255658	2.95836737	0.364096747	0.895616966	8.510655854	0.818843577
GNPDA1	10.11933626	5.942677698	11.52511853	10.55629462	14.40142298	32.72613637	22.97509458	18.44721792	30.52583481	52.70536726
PCDH12	4.485999665	3.636867334	3.827355741	3.550692398	2.508454031	7.696283384	4.584222512	7.791994689	6.8572555	3.482670935
SKP1	25.96523154	26.97329453	35.32633701	23.8431936	38.65618099	72.45321141	46.1533481	36.9297595	67.23187712	59.29284638
NUP155	4.362214569	2.533634117	5.259137024	4.186603544	4.505871343	25.83582589	7.816249085	7.45056827	15.36987197	14.10951121
PPP2CA	33.17913839	28.1530171	42.18310997	46.81492135	50.4422272	87.52082484	67.1720872	66.52639515	92.42183768	69.96695129
FGF1	0.367082821	0.350350539	0.73469008	0.627294913	0.189535186	0.177686705	0.102028013	0.128061861	0.282706757	0.311822292
NR3C1	17.61768414	15.47258578	24.07827598	20.31789957	17.4832651	52.62845019	20.09999985	23.35961959	43.3140533	15.379788
C5orf15	53.52577535	41.22460169	97.48965232	51.32633664	112.7169395	221.2052751	112.782754	63.31316039	116.4699311	87.85277639
PPWD1	7.100506234	5.137686125	8.570754946	7.048518281	8.176503212	24.07144422	19.05526066	13.98031258	10.9763125	13.09967346
LIFR	16.68039314	8.215012656	19.76771307	15.46045303	13.30086546	8.919493678	5.901436002	2.524303227	3.695513938	1.480709073
TRIM23	6.9688081	5.837721183	7.327099346	6.117080398	4.413966632	23.20332576	9.547241808	6.768847731	11.71430468	5.639137811
TRAPPC13	4.903399003	2.959861838	6.799644576	3.648716736	6.193481439	15.42438571	4.324239526	7.906216674	7.438408207	4.881618009
C9	2100.765632	1002.431178	1215.672675	1118.04627	820.3471646	1170.843542	5.421603453	0.076304792	60.56074973	87.77802793
SEC24A	22.46674561	12.73093208	28.76138788	21.15866114	26.71157435	49.31842428	16.44944254	21.92028652	77.28718266	17.03110048
TXNDC15	15.26287142	15.91580317	22.3098856	17.02626675	20.68802456	38.27520121	19.21769803	22.56031234	45.47761033	17.82012574
TTC33	8.00639675	9.123564886	10.01514497	10.19228696	7.272650854	25.90844949	15.00405162	15.99159421	21.19304924	6.927062968
RARS	25.78231034	23.9261433	40.1829629	28.88576304	50.94946993	110.0865487	61.61292495	57.36345973	63.48721091	101.4131591
WWC1	10.71379266	2.939481908	10.37358571	9.941630536	17.18258292	9.15343997	11.5131086	11.75489096	9.312348219	36.80208634
H2AFY	7.617667297	5.337965444	13.93471508	8.118480486	14.26045304	21.94428302	15.67432351	12.78280204	28.38895647	24.91878687
TCERG1	3.777616705	1.652021949	4.918333933	4.71212324	5.813224399	15.71484343	11.42604852	10.14245583	17.12727982	17.41130654
DPYSL3	4.865230856	3.041333842	3.961790376	5.553178686	5.155916473	6.423967174	3.913346027	0.95866149	13.57221312	4.968568734
SMAD5	9.627770371	5.711566977	13.52265437	12.06143995	13.27395191	37.46413565	17.7784887	17.30047091	52.46907305	16.218169
CSNK1A1	15.45089273	11.54787209	16.82180255	17.39064609	14.62297066	44.91040074	14.82657619	12.9232386	35.56732063	21.50957817
HMGXB3	8.76510607	5.179467113	9.709564136	8.717576402	9.932885195	26.773511	14.87420417	17.1317415	24.81098233	41.81097303
ERGIC1	47.35109415	43.80138153	58.79027153	60.09839412	41.16228777	63.19581174	33.12326976	28.88947222	116.370111	144.078748
PDGFRB	11.20523268	5.894433445	11.32343682	8.956633061	9.245715994	6.15934519	37.64306287	32.11834071	34.84454853	18.99992599
CDX1	0.055072863	0	0.09725683	0.042778217	0.063190375	0.213264475	0.528790856	0.064043072	0.237518703	0.11227731
ATP6V0E1	149.4327329	170.024877	220.455287	141.4652716	242.0952902	397.0952995	292.8087664	269.7804329	290.9049042	451.5619069
BNIP1	5.674175183	5.541108157	5.699250252	5.48620118	9.743023445	8.71993864	11.61015301	8.813219055	12.93255962	12.53870662
STC2	1.469334652	0.126982211	0.232508578	0.613610526	0.489457298	1.483646293	1.30142173	3.086608508	12.58630964	41.13230141
CPEB4	24.95855851	13.94350466	24.2240329	28.06975688	17.97945172	50.88889631	14.70860506	17.54798866	56.39911725	7.385228054
HRH2	0.226475074	0.341292538	0.222192992	0.381151415	0.086618853	0.219250847	0.057224643	0.087787696	1.465115367	0.051301757
DBN1	3.688128216	1.634123874	3.829931796	3.907851575	3.949626781	5.474739469	11.4408483	5.212598087	18.22511438	72.50376918
ZNF346	3.057848467	1.785121663	4.062205685	2.455447765	3.899719936	7.460775048	6.755402068	4.540989982	4.149864909	4.872106856
UNC5A	0.11113188	0	0.117753104	0.138115897	0.038253677	0.559452057	0.089856877	0.025846584	0.356044368	0.332295472
EHHADH	203.6681906	183.930355	240.8236383	291.0718922	144.0607438	392.6677702	73.40101456	265.9465672	36.55217912	29.22955817
CNTN3	1.895049795	1.742034873	4.741008724	1.310073486	2.391809481	0	0.047883216	0	0.035027085	0.012878157
SMC4	2.266759208	1.460693322	3.821065263	2.481015206	2.659980774	9.564711242	5.629187515	4.499781165	14.38200842	16.62561831
ACTR8	9.286536319	5.920787609	7.583114575	5.937166269	5.245702479	15.32962987	14.211232	9.525375218	15.87371322	9.191165275
TBCCD1	6.909485125	4.89912659	9.021720663	7.752317542	10.17905072	13.5983818	12.40060533	13.42455632	14.19013562	17.42926349
TIMMDC1	30.32215033	30.32065413	31.66946019	22.75406286	35.15773562	56.89017366	41.50736022	62.8511667	55.45588165	64.90278316
CRBN	10.15082907	8.147567226	12.87363801	8.378176273	12.90322219	19.95502566	13.39466476	16.33095644	10.45123031	9.029177296
KNG1	2028.235521	1904.457534	2882.769161	2024.659421	2385.51056	1626.386366	2010.052228	2124.656709	1404.815908	63.06772598
HRG	1832.082997	2129.92945	2293.573794	3027.451919	1170.952814	393.7167511	684.4665998	1441.683417	102.3769369	13.96231907
BCL6	16.4189661	7.40405941	11.72866926	29.99045523	14.41458855	59.31902179	13.57071131	38.12965723	47.0639144	30.69228272
HGD	449.6864542	447.4736467	406.2841321	314.2790433	196.3882488	771.4871709	237.1724532	242.1598427	76.3886356	163.2841802
CLDN16	1.215968248	1.045166725	1.686074593	1.343305272	1.875764737	1.805010284	2.799343926	3.016584177	1.431760203	1.065051969
ARL6	1.413090271	1.527212409	1.840094066	1.46350317	1.252879833	3.399309345	0.908861976	1.643252877	4.379516523	2.618976257
NPHP3	0.658694383	0.310825644	0.91061106	0.635680517	0.933277734	2.212566721	1.825749843	1.462328905	1.137558834	2.143187622
CD86	6.458299893	2.904167863	9.761605441	6.418526967	6.504172556	6.989458973	1.810002287	1.279033229	27.64489977	3.392259576
AMOTL2	16.79431511	14.01971458	17.84825363	19.35399789	14.75860619	24.95178324	7.881967778	26.19019152	4.924407766	4.167131825
NIT2	25.87668403	27.07324059	33.60859685	27.53587303	32.01713857	19.29432301	25.8102968	40.20295524	14.50068383	20.80935831
FAM162A	47.52841842	86.27984242	72.61923666	53.63224543	56.56941276	22.75905292	89.5985832	77.2352352	106.5007706	32.52430639
OGG1	2.538800359	4.082086208	3.152110239	2.893459251	2.874847286	7.684700749	7.014392678	10.2493115	5.573722493	9.7640761
KPNA1	12.10942201	11.39459113	17.74313976	14.47841446	13.76942264	23.23556962	13.55322094	13.66879666	22.29770512	17.15125917
PCCB	67.17622934	60.97998662	64.39275045	61.85467832	65.70632805	52.16609894	25.06115705	75.23287229	31.01351674	31.23753912
UBE3A	11.54477188	8.33717105	12.68114666	12.71937541	10.86244473	24.8304938	9.593298469	20.98460562	21.11566704	12.24070782
ARMC8	4.492878653	3.456938535	6.302278152	4.665892446	6.446707939	11.19274681	5.63893421	8.380056729	12.10224909	8.47151
CEP70	9.024673018	6.139790991	15.27966414	6.584612907	12.11419526	22.03284993	7.006976271	15.69095824	7.004283759	8.976037473
RBP2	0.229155252	0	0.876807731	0.088998942	0.657329459	0.332768297	112.9086224	0.133239905	0.141186096	2.413762852
RBP1	39.69417888	16.2778187	77.52731712	28.90687918	92.07132089	89.02524821	76.52920402	4.87255433	29.34438217	3.504547179
SLC25A36	1.458198621	0.627095917	2.068749414	1.026732838	1.450448127	1.249188172	0.35519706	0.927149931	3.076599394	3.414840957
GRK7	0	0	0.017595709	0	0.034297215	0.028937863	0	0	0.073666101	0.08125286
RNF7	24.1506844	27.16838266	34.82573319	25.71325648	33.09362444	37.25958084	39.25670511	36.92104446	64.18135096	94.29082013
TFDP2	5.126956312	5.931596613	5.073132736	5.505823013	4.538043017	10.10015321	9.479439829	4.476253803	7.390582434	6.868687349
XRN1	8.217659959	5.719042652	12.90441156	9.031773379	9.224940339	16.28653917	6.864163258	9.067530435	19.09712218	3.937127277
KAT2B	20.91367065	16.23729236	23.87332374	17.91336712	16.42471942	29.59623749	12.88742837	29.0362011	22.39299446	17.63395462
BCHE	39.61311375	130.2329471	38.79632391	108.3895649	20.56330016	4.227265877	95.26649748	140.3876079	84.59930897	1.088747463
SERPINI2	0	0	0	0	0	0.099184907	0.034516451	0	0	0
PDCD10	9.962655783	11.46430294	15.43583198	10.70079799	15.87465696	25.95812867	15.64172274	19.97357717	30.16252338	23.80656082
LRRC31	2.581401158	0.812392454	10.80166286	2.319175773	4.103822047	0.812946642	11.70917665	0.687172078	5.997687867	3.973455401
WNT5A	0.848492127	1.362609666	4.343871524	1.388045511	1.888109262	3.646635629	0.565217775	0.029899806	11.25537771	0.515452889
PFKFB4	0.71341317	0.668949023	1.418513244	0.517205249	0.973185574	1.688271011	0.857245203	0.811177284	19.32043991	5.83930259
COL7A1	0.174903973	0.043929353	0.205916367	0.21737254	0.195666989	3.962200062	0.698263663	7.39330434	1.201535636	2.068149872
FGF12	0.1579629	0.138860356	0.643151286	0.173823223	0.317180455	0.471516012	0.738396293	1.561379664	0.567719755	0.232584241
PRKAR2A	16.80181554	15.2695535	15.74070471	19.66127818	13.99476579	58.58813929	23.13063304	32.77312616	51.69644514	39.82924341
HES1	13.33479084	42.94997768	43.78085547	123.2369905	63.35610376	27.36435579	55.8556363	82.9392563	57.04753627	23.22909727
USP4	16.0369962	9.764815681	18.57241785	11.37265878	14.27186732	13.59707552	12.36585948	16.09603684	25.35105656	19.64250984
ACAP2	5.886763048	3.963174415	8.811846719	5.18135863	6.005063483	15.75651001	5.34245931	7.331670191	21.72399782	2.91157544
ECT2	1.003569987	0.247637248	3.026334013	0.875261464	2.515101014	7.704280977	5.552007909	2.538802921	37.33754765	12.06053093
GNAT1	0.351554445	0.494465224	0.331111126	0.245765053	0.141180238	1.361361466	0.621803718	0.776748975	0.06497944	0.788387297
GNAI2	79.17568578	67.10246283	103.5326546	72.64814952	83.52706914	143.6331642	73.66561944	66.96393796	121.0255061	40.44856864
