Type	Chromosome	Start	End	-log10(q-value)	G-score	average amplitude	frequency
Amp	 1	227259730	227811580	0.078886	0.198094	0.499239	0.478261
Amp	 1	227819514	227852026	0.145955	0.205904	0.495905	0.489130
Amp	 1	227857667	228217016	0.078886	0.198094	0.495056	0.483696
Amp	 1	228220771	228802765	0.180104	0.211227	0.500031	0.489130
Amp	 1	228808366	229613954	0.140155	0.205051	0.494637	0.489130
Amp	 1	229614462	229696840	0.090166	0.199399	0.488299	0.489130
Amp	 1	229702505	229918097	0.130199	0.203985	0.494600	0.489130
Amp	 1	229918175	229921700	0.103390	0.200407	0.494397	0.483696
Amp	 1	229921768	229927433	0.150982	0.206557	0.499454	0.483696
Amp	 1	229927723	229996754	0.174632	0.210745	0.499941	0.489130
Amp	 1	230005249	230015799	0.267132	0.222164	0.503630	0.494565
Amp	 1	230018345	230040892	0.426257	0.237878	0.516391	0.494565
Amp	 1	230044267	230135899	0.297611	0.226459	0.512981	0.489130
Amp	 1	230136986	230212484	0.248581	0.220309	0.507826	0.489130
Amp	 1	230212533	230242580	0.356328	0.232253	0.517537	0.489130
Amp	 1	230242962	230380510	0.238716	0.218814	0.507521	0.489130
Amp	 1	230381287	230384937	0.174632	0.210982	0.498424	0.489130
Amp	 1	230384970	230448040	0.248581	0.220212	0.508657	0.489130
Amp	 1	230451412	230451412	0.174632	0.210982	0.502012	0.483696
Amp	 1	230453597	230768131	0.205304	0.214703	0.505072	0.483696
Amp	 1	230770519	230887769	0.285178	0.224346	0.512019	0.489130
Amp	 1	230890907	230929730	0.362249	0.232998	0.519148	0.489130
Amp	 1	230935404	230947421	0.285178	0.224346	0.512315	0.489130
Amp	 1	230951859	231096754	0.369330	0.233455	0.514316	0.494565
Amp	 1	231097042	231450198	0.278087	0.223812	0.507472	0.489130
Amp	 1	231458717	231829290	0.451678	0.239986	0.519569	0.494565
Amp	 1	231830590	231896868	0.334788	0.230262	0.506887	0.494565
Amp	 1	231966847	232132332	0.164879	0.208533	0.495266	0.483696
Amp	 1	232132433	232576474	0.205304	0.214668	0.497956	0.483696
Amp	 1	232579597	232608018	0.356328	0.232292	0.508720	0.494565
Amp	 1	232608091	233108159	0.261931	0.221618	0.505235	0.489130
Amp	 1	233108623	233157853	0.190549	0.212936	0.491365	0.489130
Amp	 1	233158812	233207476	0.261931	0.221697	0.504388	0.489130
Amp	 1	233214247	233271697	0.130199	0.204072	0.490058	0.489130
Amp	 1	233277235	233345953	0.285178	0.224241	0.505926	0.489130
Amp	 1	233347390	233735894	0.185396	0.211935	0.500065	0.483696
Amp	 1	233741269	234479675	0.248581	0.220283	0.502562	0.489130
Amp	 1	234480498	234512471	0.291963	0.225724	0.506767	0.489130
Amp	 1	234512503	234585541	0.383940	0.234603	0.513986	0.489130
Amp	 1	234591805	234644648	0.567719	0.248755	0.526028	0.489130
Amp	 1	234648298	234673913	0.755164	0.263386	0.537925	0.489130
Amp	 1	234674427	234677551	0.950546	0.276134	0.542264	0.494565
Amp	 1	234699499	234699499	1.172188	0.290889	0.554653	0.494565
Amp	 1	234713383	234713511	1.422497	0.305863	0.560775	0.500000
Amp	 1	234714564	234763265	1.711421	0.322342	0.573883	0.500000
Amp	 1	234763571	234766016	1.902325	0.332583	0.582028	0.500000
Amp	 1	234794274	234801409	2.255337	0.350883	0.596639	0.500000
Amp	 1	234801895	234806995	2.346706	0.355439	0.594168	0.505435
Amp	 1	234809732	234821982	2.481356	0.362346	0.594001	0.510870
Amp	 1	234824933	234856390	2.677760	0.371800	0.601361	0.510870
Amp	 1	234858061	234867933	2.373960	0.357046	0.588161	0.510870
Amp	 1	234872164	234876901	2.550664	0.366070	0.589830	0.516304
Amp	 1	234877684	234877684	2.215870	0.348657	0.581631	0.510870
Amp	 1	234879303	234879303	2.373960	0.356785	0.587958	0.510870
Amp	 1	234881109	234884718	2.928925	0.384445	0.609490	0.510870
Amp	 1	234884766	234908287	3.268501	0.400686	0.616185	0.516304
Amp	 1	234912288	234930171	3.115332	0.393430	0.610595	0.516304
Amp	 1	234932632	234940119	3.740497	0.422851	0.633257	0.516304
Amp	 1	234950727	234986228	4.082828	0.437717	0.638315	0.521739
Amp	 1	234987285	234988020	3.924473	0.431130	0.639728	0.516304
Amp	 1	234988928	235015513	3.664806	0.419012	0.630394	0.516304
Amp	 1	235015550	235015550	3.183362	0.396363	0.612947	0.516304
Amp	 1	235019266	235019266	3.447840	0.408940	0.622635	0.516304
Amp	 1	235019658	235019658	3.253009	0.400061	0.615673	0.516304
Amp	 1	235020937	235033276	3.373769	0.405734	0.620970	0.516304
Amp	 1	235037831	235042706	3.115332	0.393157	0.610921	0.516304
Amp	 1	235046630	235087240	2.941885	0.384886	0.610375	0.510870
Amp	 1	235087357	235089730	3.222006	0.398872	0.621263	0.510870
Amp	 1	235092600	235125866	2.843389	0.380196	0.606606	0.510870
Amp	 1	235127802	235128860	2.984874	0.387083	0.611967	0.510870
Amp	 1	235130526	235243264	2.565083	0.366390	0.595859	0.510870
Amp	 1	235243587	235243587	2.428859	0.359484	0.596831	0.505435
Amp	 1	235244997	235244997	2.135176	0.344618	0.591157	0.500000
Amp	 1	235264433	235272357	1.686829	0.320826	0.578522	0.494565
Amp	 1	235273150	235273150	1.599376	0.316270	0.580873	0.489130
Amp	 1	235326580	235326580	1.384945	0.303916	0.570828	0.489130
Amp	 1	235326695	235332155	1.249583	0.295788	0.563883	0.489130
Amp	 1	235332467	235332467	1.014912	0.280301	0.551291	0.489130
Amp	 1	235340682	235359782	0.804398	0.266726	0.540254	0.489130
Amp	 1	235359879	235430368	0.634864	0.254368	0.529924	0.489130
Amp	 1	235435530	235483861	0.794511	0.266084	0.531041	0.489130
Amp	 1	235484198	235519053	0.634864	0.254368	0.521140	0.489130
Amp	 1	235523502	235542900	0.267132	0.222585	0.495298	0.489130
Amp	 1	235543548	235663874	0.172969	0.210198	0.485907	0.483696
Amp	 1	235678750	235762345	0.225749	0.217960	0.501878	0.483696
Amp	 1	235763211	236106425	0.172969	0.210198	0.495616	0.483696
Amp	 1	236106583	236221430	0.220553	0.216903	0.495560	0.489130
Amp	 1	236223631	236750122	0.172969	0.210198	0.495616	0.483696
Amp	 1	236752043	238220471	0.106506	0.200963	0.487967	0.483696
Amp	 1	238222396	238684052	0.070374	0.196435	0.484080	0.483696
Amp	 1	238684186	238830279	0.106506	0.201037	0.487932	0.483696
Amp	 1	238836618	239317238	0.167556	0.209656	0.489831	0.489130
Amp	 1	239321213	239325402	0.140155	0.205469	0.489587	0.483696
Amp	 1	239328267	240592636	0.164879	0.208621	0.489419	0.489130
Amp	 1	240594069	241180997	0.046688	0.193743	0.481869	0.483696
Amp	 1	241183190	241188380	0.150982	0.206789	0.486297	0.489130
Amp	 1	241189259	241199995	0.046688	0.193743	0.480912	0.483696
Amp	 1	241215273	241491996	0.130199	0.203760	0.489186	0.483696
Amp	 1	241494419	241993283	0.046688	0.193743	0.480950	0.483696
Amp	 1	241994183	242294119	0.164879	0.208421	0.491862	0.478261
Amp	 1	242295647	242816742	0.220553	0.216873	0.498543	0.472826
Amp	 1	242817282	243355772	0.303857	0.227014	0.501615	0.478261
Amp	 1	243360468	243467833	0.356328	0.231911	0.500523	0.483696
Amp	 1	243473106	243686913	0.409471	0.236575	0.500132	0.483696
Amp	 1	243687603	243843842	0.318325	0.228794	0.495382	0.478261
Amp	 1	243847724	243853830	0.409471	0.236634	0.500181	0.483696
Amp	 1	243865110	243876393	0.567719	0.249078	0.510479	0.483696
Amp	 1	243877029	243885848	0.670460	0.257318	0.517706	0.483696
Amp	 1	243886673	244069010	0.510602	0.244875	0.507475	0.483696
Amp	 1	244075299	244109725	0.334788	0.230197	0.495147	0.483696
Amp	 1	244112606	244117970	0.426257	0.238229	0.496472	0.489130
Amp	 1	244123391	244134351	0.369330	0.233333	0.497507	0.483696
Amp	 1	244134388	244225402	0.503185	0.244342	0.501170	0.489130
Amp	 1	244226640	244446439	0.567719	0.248977	0.499390	0.494565
Amp	 1	244449520	244459761	0.804398	0.267158	0.508423	0.500000
Amp	 1	244459783	244855051	0.962085	0.276833	0.511170	0.505435
Amp	 1	244855073	245153431	0.888844	0.272231	0.511820	0.500000
Amp	 1	245153915	245169442	0.993550	0.279129	0.511875	0.505435
Amp	 1	245172650	245205876	1.094083	0.285964	0.517928	0.505435
Amp	 1	245215883	245234737	1.032506	0.281592	0.514081	0.500000
Amp	 1	245264032	245272376	1.116759	0.287098	0.513453	0.505435
Amp	 1	245274272	245290111	1.014912	0.280263	0.508074	0.505435
Amp	 1	245290184	245293191	0.909647	0.273364	0.507892	0.500000
Amp	 1	245301066	245367534	1.094083	0.285731	0.512161	0.505435
Amp	 1	245368880	245392165	1.286017	0.297722	0.526017	0.500000
Amp	 1	245394883	245400309	1.366624	0.302240	0.523916	0.505435
Amp	 1	245400408	245469904	1.161454	0.290249	0.514481	0.505435
Amp	 1	245472685	245491406	1.094083	0.285731	0.517001	0.500000
Amp	 1	245493465	245673533	1.032506	0.282131	0.519371	0.494565
Amp	 1	245673672	245737772	0.950546	0.276686	0.523204	0.483696
Amp	 1	245742509	245786747	0.993550	0.279384	0.523686	0.483696
Amp	 1	245789009	245816799	0.888844	0.272157	0.517744	0.483696
Amp	 1	245816984	245820642	0.804398	0.266760	0.511669	0.478261
Amp	 1	245820712	245834605	0.867484	0.270961	0.515162	0.478261
Amp	 1	245835059	245843852	0.824852	0.267945	0.518546	0.472826
Amp	 1	245848418	245860716	0.982858	0.278302	0.525962	0.478261
Amp	 1	245863222	245867921	1.050533	0.283141	0.524032	0.483696
Amp	 1	245868308	245882097	1.071719	0.284691	0.520418	0.489130
Amp	 1	245882414	245882414	1.150435	0.289126	0.518634	0.494565
Amp	 1	245884771	245884771	1.071719	0.284540	0.515846	0.489130
Amp	 1	245889333	245910767	1.139687	0.288630	0.513467	0.494565
Amp	 1	245911867	245915582	1.094083	0.285932	0.515896	0.494565
Amp	 1	245915747	245933596	1.071719	0.284383	0.519420	0.489130
Amp	 1	245934299	245965333	0.920216	0.274026	0.508511	0.489130
Amp	 1	245989256	245994892	0.784523	0.265501	0.517310	0.472826
Amp	 1	245995051	246006622	0.824852	0.268500	0.513926	0.478261
Amp	 1	246010636	246015906	0.867484	0.271214	0.510383	0.483696
Amp	 1	246016477	246037217	1.022318	0.281031	0.520970	0.483696
Amp	 1	246037244	246075491	1.071719	0.284403	0.518345	0.489130
Amp	 1	246075857	246162256	1.216923	0.293572	0.522369	0.489130
Amp	 1	246162872	246175858	1.296132	0.297975	0.523954	0.500000
Amp	 1	246179308	247047609	1.238871	0.294602	0.526583	0.494565
Amp	 1	247052145	247065348	1.216923	0.293732	0.526857	0.494565
Amp	 1	247065433	247149233	1.422497	0.305948	0.531248	0.500000
Amp	 1	247155825	247253583	1.274154	0.297143	0.523954	0.500000
Amp	 1	247254295	247400021	1.071719	0.284928	0.519483	0.494565
Amp	 1	247400259	247812431	1.014912	0.280293	0.521487	0.489130
Amp	 2	484222	573717	0.000000	0.080325	0.360869	0.347826
Amp	 2	575191	2368632	0.000000	0.075434	0.360916	0.342391
Amp	 2	2368850	2403612	0.000000	0.082654	0.366748	0.347826
Amp	 2	2410541	2485132	0.000000	0.090551	0.369997	0.353261
Amp	 2	2485753	3143193	0.000000	0.082654	0.366748	0.347826
Amp	 2	3146036	3458400	0.000000	0.075434	0.363348	0.336957
Amp	 2	3467137	3472723	0.000000	0.059996	0.350442	0.336957
Amp	 2	3475389	3503566	0.000000	0.071155	0.363511	0.342391
Amp	 2	3507499	3643149	0.000000	0.086768	0.376898	0.347826
Amp	 2	3646226	3770267	0.000000	0.071155	0.363511	0.342391
Amp	 2	3774283	6393951	0.000000	0.059625	0.357390	0.331522
Amp	 2	6394373	6398894	0.000000	0.070190	0.376414	0.342391
Amp	 2	6411739	6972341	0.000000	0.059625	0.363656	0.342391
Amp	 2	6977519	7687344	0.000000	0.056598	0.369594	0.331522
Amp	 2	7691931	7793331	0.000000	0.046440	0.354131	0.342391
Amp	 2	7793420	8092958	0.000000	0.063514	0.371893	0.347826
Amp	 2	8161590	8163587	0.000000	0.073173	0.382937	0.347826
Amp	 2	8164936	8273020	0.000000	0.066112	0.374863	0.347826
Amp	 2	8273226	8309241	0.000000	0.073246	0.377400	0.353261
Amp	 2	8311074	8927209	0.000000	0.066112	0.373912	0.353261
Amp	 2	8928878	9092459	0.000000	0.062386	0.374611	0.347826
Amp	 2	9092896	9141546	0.000000	0.066623	0.374653	0.347826
Amp	 2	9141814	9264724	0.000000	0.071589	0.375230	0.353261
Amp	 2	9266235	9301625	0.000000	0.080864	0.380183	0.364130
Amp	 2	9303892	9355934	0.000000	0.071589	0.375186	0.358696
Amp	 2	9358169	9470647	0.000000	0.076866	0.382217	0.358696
Amp	 2	9475337	9480567	0.000000	0.072630	0.386062	0.347826
Amp	 2	9480699	9510534	0.000000	0.070768	0.389895	0.342391
Amp	 2	9514967	9547596	0.000000	0.065801	0.389537	0.336957
Amp	 2	9550279	9567340	0.000000	0.062588	0.378630	0.342391
Amp	 2	9569294	9744985	0.000000	0.066446	0.377348	0.347826
Amp	 2	9750548	10335011	0.000000	0.082818	0.389975	0.353261
Amp	 2	10341357	10536631	0.000000	0.085051	0.390169	0.358696
Amp	 2	10537316	10781975	0.000000	0.082818	0.390078	0.353261
Amp	 2	10783454	10954192	0.000000	0.056086	0.359835	0.353261
Amp	 2	10957034	11223962	0.000000	0.039713	0.346738	0.347826
Amp	 2	11232665	11405246	0.000000	0.046103	0.348597	0.353261
Amp	 2	11410647	11497057	0.000000	0.059446	0.358396	0.358696
Amp	 2	11498040	11674034	0.000000	0.064722	0.359427	0.364130
Amp	 2	11674295	11930473	0.000000	0.051379	0.350175	0.358696
Amp	 2	11933386	12412690	0.000000	0.044990	0.348369	0.353261
Amp	 2	12414595	14340289	0.000000	0.039713	0.347132	0.347826
Amp	 2	14344203	14398052	0.000000	0.035856	0.348046	0.342391
Amp	 2	14398375	15155114	0.000000	0.039322	0.346795	0.347826
Amp	 2	15158508	15257628	0.000000	0.049376	0.358452	0.347826
Amp	 2	15261233	15375950	0.000000	0.039322	0.346956	0.347826
Amp	 2	15378381	15393316	0.000000	0.035856	0.348210	0.342391
Amp	 2	15393935	15600739	0.000000	0.032147	0.349449	0.336957
Amp	 2	15601441	15691651	0.000000	0.035935	0.349246	0.342391
Amp	 2	15695905	15713627	0.000000	0.039817	0.348227	0.347826
Amp	 2	15714681	15729583	0.000000	0.041536	0.350214	0.353261
Amp	 2	15730183	15757069	0.000000	0.039817	0.348227	0.347826
Amp	 2	15764255	15899154	0.000000	0.041931	0.347197	0.358696
Amp	 2	15899188	16070872	0.000000	0.038049	0.348169	0.353261
Amp	 2	16071093	17161951	0.000000	0.059651	0.365911	0.364130
Amp	 2	17164985	17487223	0.000000	0.046504	0.354431	0.358696
Amp	 2	17487397	17582887	0.000000	0.058676	0.371067	0.353261
Amp	 2	17583998	17619970	0.000000	0.076139	0.389543	0.358696
Amp	 2	17632895	17648345	0.000000	0.047518	0.357653	0.358696
Amp	 2	17653913	17824761	0.000000	0.052980	0.359557	0.364130
Amp	 2	17828057	17838083	0.000000	0.047518	0.357653	0.358696
Amp	 2	17838136	17909573	0.000000	0.052537	0.363218	0.358696
Amp	 2	17910960	17950282	0.000000	0.047518	0.357508	0.358696
Amp	 2	17952976	17961941	0.000000	0.058878	0.370299	0.358696
Amp	 2	17965674	18049338	0.000000	0.046706	0.356804	0.358696
Amp	 2	18052094	18474393	0.000000	0.035346	0.344209	0.358696
Amp	 2	18474488	18656321	0.000000	0.040804	0.345033	0.364130
Amp	 2	18656702	18688535	0.000000	0.052409	0.358082	0.364130
Amp	 2	18696431	18905375	0.000000	0.040804	0.345407	0.364130
Amp	 2	18908981	19114049	0.000000	0.046682	0.347180	0.369565
Amp	 2	19122514	19184996	0.000000	0.051953	0.346655	0.369565
Amp	 2	19195381	19554398	0.000000	0.046682	0.342942	0.369565
Amp	 2	19560661	19600942	0.000000	0.075689	0.381470	0.375000
Amp	 2	19602083	19605694	0.000000	0.066047	0.375012	0.369565
Amp	 2	19606412	19918737	0.000000	0.046682	0.354172	0.369565
Amp	 2	19919340	20050908	0.000000	0.055052	0.358392	0.369565
Amp	 2	20054057	20062043	0.000000	0.066774	0.365630	0.375000
Amp	 2	20062558	20252695	0.000000	0.074586	0.368862	0.380435
Amp	 2	20253731	20270027	0.000000	0.079567	0.374016	0.385870
Amp	 2	20270099	20285172	0.000000	0.073935	0.373472	0.380435
Amp	 2	20290356	20365875	0.000000	0.079880	0.377616	0.385870
Amp	 2	20368519	20388484	0.000000	0.081282	0.373029	0.391304
Amp	 2	20388959	20409322	0.000000	0.079880	0.376476	0.385870
Amp	 2	20419923	20863408	0.000000	0.073935	0.372315	0.380435
Amp	 2	20868111	21037883	0.000000	0.068955	0.366391	0.380435
Amp	 2	21037922	21501344	0.000000	0.060585	0.361852	0.375000
Amp	 2	21503574	21538345	0.000000	0.072340	0.370093	0.380435
Amp	 2	21538810	21569105	0.000000	0.064527	0.366878	0.375000
Amp	 2	21577743	21789880	0.000000	0.052805	0.359659	0.369565
Amp	 2	21790466	21910981	0.000000	0.064698	0.372458	0.369565
Amp	 2	21911327	21962823	0.000000	0.072683	0.381050	0.369565
Amp	 2	21962917	22265194	0.000000	0.059398	0.366754	0.369565
Amp	 2	22266435	22318248	0.000000	0.071662	0.379995	0.369565
Amp	 2	22443840	23290297	0.000000	0.059769	0.366752	0.369565
Amp	 2	23294505	23302096	0.000000	0.077186	0.385527	0.369565
Amp	 2	23307097	24206466	0.000000	0.059769	0.366784	0.369565
Amp	 2	24215395	24275306	0.000000	0.067398	0.375895	0.375000
Amp	 2	24276302	24736055	0.000000	0.059769	0.372753	0.369565
Amp	 2	24738936	25292938	0.000000	0.047505	0.359556	0.369565
Amp	 2	25298191	25813384	0.000000	0.060560	0.368264	0.375000
Amp	 2	25817221	25817615	0.000000	0.064942	0.370657	0.380435
Amp	 2	25820150	25856001	0.000000	0.072221	0.373019	0.385870
Amp	 2	25860979	25864605	0.000000	0.063956	0.364501	0.385870
Amp	 2	25868821	25991643	0.000000	0.077856	0.378827	0.385870
Amp	 2	25997232	26003068	0.000000	0.073474	0.378594	0.375000
Amp	 2	26003346	26018227	0.000000	0.080964	0.382427	0.380435
Amp	 2	26019334	26271039	0.000000	0.076309	0.377560	0.380435
Amp	 2	26277609	26308238	0.000000	0.062408	0.362312	0.380435
Amp	 2	26309465	26309550	0.000000	0.071584	0.367610	0.385870
Amp	 2	26320519	26429628	0.000000	0.075326	0.367543	0.396739
Amp	 2	26429736	26631714	0.000000	0.067837	0.363663	0.391304
Amp	 2	26634871	26808967	0.000000	0.074371	0.371400	0.391304
Amp	 2	26809382	26872115	0.000000	0.081536	0.374849	0.396739
Amp	 2	26873092	26995172	0.000000	0.075001	0.368299	0.396739
Amp	 2	26999648	27000153	0.000000	0.067837	0.364760	0.391304
Amp	 2	27005790	27028574	0.000000	0.058661	0.359495	0.385870
Amp	 2	27028975	27600831	0.000000	0.054919	0.357395	0.380435
Amp	 2	27602156	27729480	0.000000	0.046464	0.352819	0.375000
Amp	 2	27729866	27944972	0.000000	0.054599	0.356283	0.380435
Amp	 2	27945418	28526206	0.000000	0.046464	0.352819	0.375000
Amp	 2	28528269	28642174	0.000000	0.061068	0.368307	0.375000
Amp	 2	28642747	28982827	0.000000	0.046464	0.352446	0.375000
Amp	 2	29227381	30500377	0.000000	0.054336	0.355905	0.380435
Amp	 2	30502101	30834985	0.000000	0.046464	0.352145	0.375000
Amp	 2	30835134	30863092	0.000000	0.060263	0.366896	0.375000
Amp	 2	30863708	31087946	0.000000	0.046464	0.352262	0.375000
Amp	 2	31093502	31559095	0.000000	0.040586	0.351118	0.369565
Amp	 2	31563220	31570069	0.000000	0.056803	0.363402	0.375000
Amp	 2	31574347	32341181	0.000000	0.040586	0.351118	0.369565
Amp	 2	32343167	32626273	0.000000	0.048664	0.359810	0.369565
Amp	 2	33333962	33338110	0.000000	0.036799	0.350555	0.364130
Amp	 2	33339681	34150347	0.000000	0.040798	0.349914	0.369565
Amp	 2	34153770	34158840	0.000000	0.035339	0.348919	0.364130
Amp	 2	34164186	34275103	0.000000	0.040567	0.349413	0.369565
Amp	 2	34280662	36154313	0.000000	0.034128	0.347407	0.364130
Amp	 2	36155541	36222122	0.000000	0.041437	0.355105	0.364130
Amp	 2	36222146	36234293	0.000000	0.034128	0.347123	0.364130
Amp	 2	36236169	36246830	0.000000	0.038488	0.346709	0.369565
Amp	 2	36246928	37580111	0.000000	0.034128	0.347123	0.364130
Amp	 2	38272432	38611930	0.000000	0.042337	0.355674	0.369565
Amp	 2	38620243	38641358	0.000000	0.050846	0.359834	0.375000
Amp	 2	38641965	38702546	0.000000	0.057509	0.362116	0.380435
Amp	 2	38704404	38937809	0.000000	0.050846	0.359834	0.375000
Amp	 2	38939729	38948148	0.000000	0.048782	0.362319	0.369565
Amp	 2	38981562	39009622	0.000000	0.050969	0.359744	0.375000
Amp	 2	39010826	39336984	0.000000	0.042460	0.355583	0.369565
Amp	 2	39341148	39652720	0.000000	0.049736	0.358702	0.375000
Amp	 2	39655372	40128877	0.000000	0.052874	0.356858	0.380435
Amp	 2	40255224	40255224	0.000000	0.047646	0.356485	0.375000
Amp	 2	40255818	40351790	0.000000	0.040370	0.353334	0.369565
Amp	 2	40356074	40608306	0.000000	0.032162	0.345109	0.369565
Amp	 2	40621110	41112083	0.000000	0.044265	0.359079	0.369565
Amp	 2	41112644	41161464	0.000000	0.052629	0.363105	0.375000
Amp	 2	41161992	41195530	0.000000	0.054339	0.359706	0.380435
Amp	 2	41195836	41766719	0.000000	0.052629	0.363105	0.375000
Amp	 2	41768155	41854643	0.000000	0.060297	0.367288	0.380435
Amp	 2	41855238	42236165	0.000000	0.066127	0.368707	0.385870
Amp	 2	42236508	42307395	0.000000	0.073879	0.371909	0.391304
Amp	 2	42307450	42527766	0.000000	0.066127	0.368707	0.385870
Amp	 2	42529741	42630032	0.000000	0.054024	0.356294	0.380435
Amp	 2	42632382	43079958	0.000000	0.046356	0.352034	0.380435
Amp	 2	43084026	43096136	0.000000	0.054768	0.356043	0.385870
Amp	 2	43103442	43138294	0.000000	0.061666	0.363745	0.385870
Amp	 2	43140934	43178022	0.000000	0.053302	0.359650	0.380435
Amp	 2	43179119	43195470	0.000000	0.061644	0.363908	0.385870
Amp	 2	43198512	43254588	0.000000	0.053302	0.359650	0.380435
Amp	 2	43263217	43324622	0.000000	0.060077	0.361567	0.385870
Amp	 2	43325570	43335867	0.000000	0.066596	0.363605	0.391304
Amp	 2	43338650	43359061	0.000000	0.079641	0.377253	0.391304
Amp	 2	43359127	43361256	0.000000	0.072866	0.375583	0.385870
Amp	 2	43361450	43364195	0.000000	0.067035	0.374262	0.380435
Amp	 2	43366631	43448614	0.000000	0.058623	0.370460	0.375000
Amp	 2	43456734	43474672	0.000000	0.052104	0.368433	0.369565
Amp	 2	43483044	43818024	0.000000	0.039059	0.354395	0.369565
Amp	 2	43818258	43895010	0.000000	0.032162	0.346879	0.369565
Amp	 2	43901613	44041760	0.000000	0.042354	0.357847	0.369565
Amp	 2	44048346	44222401	0.000000	0.032162	0.350046	0.364130
Amp	 2	44222436	44252765	0.000000	0.042229	0.361391	0.364130
Amp	 2	44254662	44450646	0.000000	0.032162	0.350131	0.364130
Amp	 2	44453415	44489007	0.000000	0.035977	0.349297	0.369565
Amp	 2	44495124	44512971	0.000000	0.050756	0.365201	0.369565
Amp	 2	44546475	44571485	0.000000	0.035977	0.348728	0.369565
Amp	 2	44581476	44585208	0.000000	0.033353	0.347790	0.358696
Amp	 2	44589969	44631277	0.000000	0.035888	0.345453	0.364130
Amp	 2	44631600	44717271	0.000000	0.050319	0.357295	0.369565
Amp	 2	44720947	44828724	0.000000	0.046319	0.358046	0.364130
Amp	 2	44828735	44962337	0.000000	0.052727	0.362937	0.375000
Amp	 2	44963906	45566824	0.000000	0.056528	0.361930	0.380435
Amp	 2	45568888	45887931	0.000000	0.061479	0.367107	0.380435
Amp	 2	45898530	46007920	0.000000	0.056528	0.361611	0.380435
Amp	 2	46013353	47160594	0.000000	0.042097	0.349295	0.369565
Amp	 2	47161103	47217337	0.000000	0.052159	0.360476	0.375000
Amp	 2	47219645	47226183	0.000000	0.057113	0.360791	0.380435
Amp	 2	47227551	47294762	0.000000	0.045247	0.348387	0.380435
Amp	 2	47296107	47346329	0.000000	0.054461	0.353238	0.385870
Amp	 2	47346446	47395549	0.000000	0.056225	0.350693	0.391304
Amp	 2	47396574	47433968	0.000000	0.047010	0.345875	0.385870
Amp	 2	47437558	47453019	0.000000	0.061422	0.356168	0.391304
Amp	 2	47454205	47472410	0.000000	0.073050	0.363510	0.396739
Amp	 2	47478791	47502121	0.000000	0.061422	0.356168	0.391304
Amp	 2	47502566	47646048	0.000000	0.056468	0.355797	0.385870
Amp	 2	47649081	47657684	0.000000	0.042057	0.345351	0.380435
Amp	 2	47657903	48063490	0.000000	0.040293	0.348486	0.375000
Amp	 2	48071255	48291001	0.000000	0.052582	0.361518	0.375000
Amp	 2	48292863	48809873	0.000000	0.059956	0.364525	0.380435
Amp	 2	48814052	48862902	0.000000	0.071467	0.376559	0.380435
Amp	 2	48863842	49191739	0.000000	0.059956	0.363988	0.380435
Amp	 2	49191939	49455327	0.000000	0.052582	0.360973	0.375000
Amp	 2	49459479	49549350	0.000000	0.062629	0.366375	0.380435
Amp	 2	49552894	49567000	0.000000	0.052582	0.360973	0.375000
Amp	 2	49568049	49915398	0.000000	0.064844	0.373978	0.375000
Amp	 2	49919446	49959158	0.000000	0.067438	0.371347	0.380435
Amp	 2	49961893	50374275	0.000000	0.064844	0.373978	0.375000
Amp	 2	50374801	51520394	0.000000	0.040293	0.342647	0.369565
Amp	 2	51520800	51538436	0.000000	0.042314	0.345021	0.369565
Amp	 2	51548025	51569071	0.000000	0.044118	0.342771	0.375000
Amp	 2	51569515	51637315	0.000000	0.042314	0.345021	0.369565
Amp	 2	51639226	51909213	0.000000	0.040293	0.345734	0.364130
Amp	 2	51915200	51949114	0.000000	0.041679	0.344427	0.369565
Amp	 2	51949544	52249742	0.000000	0.036659	0.343888	0.364130
Amp	 2	52317883	52345173	0.000000	0.055701	0.365191	0.375000
Amp	 2	52347143	52596977	0.000000	0.063161	0.368133	0.380435
Amp	 2	52659636	52695754	0.000000	0.050744	0.355153	0.380435
Amp	 2	52695999	52854567	0.000000	0.062322	0.367257	0.380435
Amp	 2	52858441	53048760	0.000000	0.055584	0.360212	0.380435
Amp	 2	53051195	53185128	0.000000	0.054198	0.358359	0.380435
Amp	 2	53185885	53464381	0.000000	0.049358	0.353689	0.380435
Amp	 2	53464597	53632095	0.000000	0.054338	0.356161	0.385870
Amp	 2	53633945	55431565	0.000000	0.060668	0.362685	0.385870
Amp	 2	55434283	55779207	0.000000	0.076781	0.376759	0.380435
Amp	 2	55781960	55905181	0.000000	0.089288	0.388168	0.385870
Amp	 2	55943413	56387668	0.000000	0.076333	0.379598	0.380435
Amp	 2	56404074	56603651	0.000000	0.069926	0.377397	0.375000
Amp	 2	56633207	56950711	0.000000	0.078223	0.386197	0.375000
Amp	 2	56953950	56953950	0.000000	0.082686	0.381586	0.385870
Amp	 2	56988632	57239067	0.000000	0.100524	0.400164	0.385870
Amp	 2	57242902	57290225	0.000000	0.098690	0.396594	0.385870
Amp	 2	57296103	57528485	0.000000	0.106345	0.398810	0.385870
Amp	 2	57536026	57618561	0.000000	0.103207	0.400774	0.385870
Amp	 2	57623084	57641750	0.000000	0.085369	0.382389	0.385870
Amp	 2	57652170	57657306	0.000000	0.088726	0.380489	0.391304
Amp	 2	57660908	58104611	0.000000	0.099754	0.392720	0.391304
