Sample	Chromosome	Start.bp	End.bp	Num.Markers	Seg.CN
TCGA-IG-A8O2	11	71783243	71845398	38	3.656854
TCGA-IG-A8O2	11	71900964	78594747	3546	0
TCGA-IG-A8O2	11	78595440	78885551	283	-0.556704
TCGA-IG-A8O2	11	78887730	97138138	11063	0
TCGA-IG-A8O2	11	97139867	97390333	187	1.649531
TCGA-IG-A8O2	11	97395083	97404176	11	2.007493
TCGA-IG-A8O2	11	97407643	99514442	1280	0.892266
TCGA-IG-A8O2	11	99574547	100592948	738	0
TCGA-IG-A8O2	11	100603174	100687225	68	-0.448898
TCGA-IG-A8O2	11	100693073	134132624	22095	0
TCGA-IG-A8O2	12	889902	908510	9	0.646846
TCGA-IG-A8O2	12	915322	19272434	10431	0
TCGA-IG-A8O2	12	19273905	19322754	35	0.493345
TCGA-IG-A8O2	12	19329384	19429490	51	1.936061
TCGA-IG-A8O2	12	19431725	19459591	8	0.880087
TCGA-IG-A8O2	12	19460069	23851705	2719	0
TCGA-IG-A8O2	12	23851822	33521107	6193	-0.479443
TCGA-IG-A8O2	12	39223566	133155338	54020	0
TCGA-IG-A8O2	13	19450806	26833771	3785	-0.504011
TCGA-IG-A8O2	13	26834549	114987458	52496	0
TCGA-IG-A8O2	14	20501368	32036979	5641	0
TCGA-IG-A8O2	14	32041012	32139269	45	-0.449943
TCGA-IG-A8O2	14	32142930	37851980	3767	0
TCGA-IG-A8O2	14	37858832	37970566	59	0.493375
TCGA-IG-A8O2	14	37970692	105986740	39649	0
TCGA-IG-A8O2	15	23687685	33993143	4146	0.449352
TCGA-IG-A8O2	15	33993320	34201241	189	1.337343
TCGA-IG-A8O2	15	34207159	101884307	39883	0
TCGA-IG-A8O2	16	653503	83454672	37473	0
TCGA-IG-A8O2	16	83457012	83462605	6	-0.631401
TCGA-IG-A8O2	16	83464335	89379936	3013	0
TCGA-IG-A8O2	17	987221	60514137	26393	0
TCGA-IG-A8O2	17	60516239	60657307	46	-0.406321
TCGA-IG-A8O2	17	60657334	80917016	10267	0
TCGA-IG-A8O2	18	329586	27639100	13460	0
TCGA-IG-A8O2	18	27641288	27662316	19	-0.510068
TCGA-IG-A8O2	18	27671137	37144837	5812	0
TCGA-IG-A8O2	18	37151874	37289264	73	-0.461519
TCGA-IG-A8O2	18	37291356	59970583	14364	0
TCGA-IG-A8O2	18	59976945	59997684	9	0.291671
TCGA-IG-A8O2	18	60000327	74566758	7136	0
TCGA-IG-A8O2	18	74571723	74627288	38	-0.555968
TCGA-IG-A8O2	18	74627789	77109240	1492	0
TCGA-IG-A8O2	19	284018	5971032	1478	-0.466031
TCGA-IG-A8O2	19	5974343	6183028	110	0
TCGA-IG-A8O2	19	6183652	6882409	305	0.373432
TCGA-IG-A8O2	19	7112176	12560809	2379	-0.444866
TCGA-IG-A8O2	19	12562511	15396006	1279	0.415966
TCGA-IG-A8O2	19	15397077	15476167	48	-0.883924
TCGA-IG-A8O2	19	15483048	24051291	3264	0.556553
TCGA-IG-A8O2	19	24051705	57263815	13981	0
TCGA-IG-A8O2	19	57265933	58210489	529	0.400775
TCGA-IG-A8O2	19	58215467	58439921	64	0
TCGA-IG-A8O2	19	58451930	58627459	105	0.708136
TCGA-IG-A8O2	19	58627808	58878226	148	1.269341
TCGA-IG-A8O2	20	456452	10552040	6211	0
TCGA-IG-A8O2	20	10556106	10602566	23	-0.43344
TCGA-IG-A8O2	20	10604875	62219648	30782	0
TCGA-IG-A8O2	21	15372509	17202254	1118	0
TCGA-IG-A8O2	21	17203162	17363809	88	0.358185
TCGA-IG-A8O2	21	17366588	17392781	21	0
TCGA-IG-A8O2	21	17393232	18977367	931	0.585195
TCGA-IG-A8O2	21	18978216	19568520	436	0
TCGA-IG-A8O2	21	19570215	19881689	184	0.468276
TCGA-IG-A8O2	21	19884746	20010677	82	2.131269
TCGA-IG-A8O2	21	20014205	47678295	17538	0
TCGA-IG-A8O2	22	17423930	27457277	3058	0.19847
TCGA-IG-A8O2	22	27458992	27674547	242	0
TCGA-IG-A8O2	22	27674832	27706873	40	0.157503
TCGA-IG-A8O2	22	27708313	27766745	73	-0.691614
TCGA-IG-A8O2	22	27766758	49331012	13329	0
TCGA-IG-A8O2	X	3157107	44773272	18293	0
TCGA-IG-A8O2	X	44777544	44894553	59	-0.661113
TCGA-IG-A8O2	X	44898188	57143464	4636	0
TCGA-IG-A8O2	X	57198374	57742331	245	1.593018
TCGA-IG-A8O2	X	57758527	57813247	26	0
TCGA-IG-A8O2	X	57816043	65652352	1343	1.670414
TCGA-IG-A8O2	X	65654788	66746743	336	0.831697
TCGA-IG-A8O2	X	66747158	132329393	27846	0
TCGA-IG-A8O2	X	132338282	147196533	7069	0.793147
TCGA-IG-A8O2	X	147198501	147293209	63	0
TCGA-IG-A8O2	X	147294024	147676305	207	-0.67692
TCGA-IG-A8O2	X	147717612	154905589	2374	0.864299
TCGA-IG-A97H	1	3218610	25320348	11973	0
TCGA-IG-A97H	1	25321973	25702719	120	-0.664296
TCGA-IG-A97H	1	25702784	56954887	16420	0
TCGA-IG-A97H	1	56955386	57028269	57	0.548869
TCGA-IG-A97H	1	57029302	78418802	13863	0
TCGA-IG-A97H	1	78421785	78484771	29	-0.69613
TCGA-IG-A97H	1	78494732	115293787	21767	0
TCGA-IG-A97H	1	115303690	115389410	54	0.513687
TCGA-IG-A97H	1	115389709	227162310	51183	0
TCGA-IG-A97H	1	227163386	227514987	225	-0.374369
TCGA-IG-A97H	1	227515144	233280236	3638	0
TCGA-IG-A97H	1	233280251	233436403	138	-0.536827
TCGA-IG-A97H	1	233442156	239027736	4069	0
TCGA-IG-A97H	1	239033081	239191598	97	-0.743248
TCGA-IG-A97H	1	239193750	247812431	4963	0
TCGA-IG-A97H	2	484222	61684564	35755	0
TCGA-IG-A97H	2	61689726	61777312	47	0.560646
TCGA-IG-A97H	2	61778234	103144155	17883	0
TCGA-IG-A97H	2	103144805	103314404	125	0.881493
TCGA-IG-A97H	2	103317554	103386217	54	0.143709
TCGA-IG-A97H	2	103386225	103414831	21	-0.408486
TCGA-IG-A97H	2	103417229	131510573	14133	0.235741
TCGA-IG-A97H	2	131511033	131667287	80	0.886743
TCGA-IG-A97H	2	131671044	156872678	13777	0.235741
TCGA-IG-A97H	2	156872939	156968822	65	0.952961
TCGA-IG-A97H	2	156972271	160237134	1838	0.235741
TCGA-IG-A97H	2	160238329	160609006	183	-0.270926
TCGA-IG-A97H	2	160609502	161131762	376	0.365035
TCGA-IG-A97H	2	161132096	161534168	219	-0.411682
TCGA-IG-A97H	2	161534651	178075676	10029	0.252211
TCGA-IG-A97H	2	178078953	178210627	83	0.966955
TCGA-IG-A97H	2	178214342	206443038	14484	0.252211
TCGA-IG-A97H	2	206445115	206508387	42	0.875202
TCGA-IG-A97H	2	206508456	216795291	6075	0.252211
TCGA-IG-A97H	2	216796375	241385823	15030	-0.383022
TCGA-IG-A97H	2	241389259	241450768	35	0.136404
TCGA-IG-A97H	2	241450834	242476062	469	-0.404841
TCGA-IG-A97H	3	2212571	33382989	18480	0
TCGA-IG-A97H	3	33388161	33468426	58	0.354956
TCGA-IG-A97H	3	33470646	54254258	11052	0
TCGA-IG-A97H	3	54256559	54346192	79	-0.691616
TCGA-IG-A97H	3	54349007	65410512	7014	0
TCGA-IG-A97H	3	65410940	65561571	119	-0.641316
TCGA-IG-A97H	3	65561651	85884197	11712	0
TCGA-IG-A97H	3	85888693	85997442	49	-0.637943
TCGA-IG-A97H	3	86030144	170367853	43550	0
TCGA-IG-A97H	3	170370757	170562167	117	0.516607
TCGA-IG-A97H	3	170562564	188490809	9344	0
TCGA-IG-A97H	3	188493245	192283990	2381	0.646625
TCGA-IG-A97H	3	192285237	192467103	124	0
TCGA-IG-A97H	3	192469127	194792324	1293	0.62206
TCGA-IG-A97H	3	194793444	195032856	124	0
TCGA-IG-A97H	3	195039395	197538677	458	0.636544
TCGA-IG-A97H	4	1053934	144239825	78607	0
TCGA-IG-A97H	4	144240389	144333710	77	0.53907
TCGA-IG-A97H	4	144333819	188762240	23448	0
TCGA-IG-A97H	5	914233	37282664	21351	0
TCGA-IG-A97H	5	37283937	38819323	961	0.899693
TCGA-IG-A97H	5	38823853	45378456	3495	0.214529
TCGA-IG-A97H	5	50124856	56581189	3975	0
TCGA-IG-A97H	5	56586227	61771803	3184	0.171061
TCGA-IG-A97H	5	61773813	127667696	35216	0
TCGA-IG-A97H	5	127668942	127772446	69	-0.621105
TCGA-IG-A97H	5	127772621	142162633	8054	0
TCGA-IG-A97H	5	142163527	142490003	256	-0.70042
TCGA-IG-A97H	5	142498248	148623217	3926	0
TCGA-IG-A97H	5	148624210	148801876	126	0.258242
TCGA-IG-A97H	5	148804646	155213364	4127	0
TCGA-IG-A97H	5	155213916	155296956	49	0.200147
TCGA-IG-A97H	5	155310975	170673244	10143	0
TCGA-IG-A97H	5	170677973	180360469	5104	0.25277
TCGA-IG-A97H	6	1014281	49399984	28948	0
TCGA-IG-A97H	6	49403535	56467266	4462	1.030478
TCGA-IG-A97H	6	56469227	68676444	3624	0.395291
TCGA-IG-A97H	6	68683456	68837728	127	1.777603
TCGA-IG-A97H	6	68847507	69681677	497	1.034497
TCGA-IG-A97H	6	69682050	70791464	582	2.203298
TCGA-IG-A97H	6	70794142	72221973	790	1.263236
TCGA-IG-A97H	6	72222545	73920050	1120	0.131934
TCGA-IG-A97H	6	73920435	74181622	111	0.641371
TCGA-IG-A97H	6	74182222	74504074	189	1.813796
TCGA-IG-A97H	6	74505157	75014429	271	0.641371
TCGA-IG-A97H	6	75016404	75610367	401	1.331044
TCGA-IG-A97H	6	75619880	75728344	72	0
TCGA-IG-A97H	6	75731324	75776984	30	1.183667
TCGA-IG-A97H	6	75778309	116426982	22767	0
TCGA-IG-A97H	6	116434915	116609250	86	-0.708903
TCGA-IG-A97H	6	116617525	170903919	31916	0
TCGA-IG-A97H	7	708774	6431091	2098	1.322288
TCGA-IG-A97H	7	6431690	18587814	6710	0.498992
TCGA-IG-A97H	7	18601349	18654149	46	-0.431919
TCGA-IG-A97H	7	18658441	26690623	5251	0.525537
TCGA-IG-A97H	7	26692287	26733884	22	-0.425275
TCGA-IG-A97H	7	26744013	32517088	3712	0.584297
TCGA-IG-A97H	7	32530105	35674869	1876	0
TCGA-IG-A97H	7	35674890	35730619	31	0.730006
TCGA-IG-A97H	7	35741063	46813356	6760	0
TCGA-IG-A97H	7	46813768	46976865	179	0.562822
TCGA-IG-A97H	7	46976879	104788192	26034	0
TCGA-IG-A97H	7	104788765	104850433	34	0.756779
TCGA-IG-A97H	7	104853197	107014598	1285	0
TCGA-IG-A97H	7	107022192	107170324	63	-0.403846
TCGA-IG-A97H	7	107178278	107909301	333	0
TCGA-IG-A97H	7	107909733	108094516	121	-0.390179
TCGA-IG-A97H	7	108094799	110180549	1258	0
TCGA-IG-A97H	7	110180605	110416612	113	1.034556
TCGA-IG-A97H	7	110419154	110775098	199	0
TCGA-IG-A97H	7	111353361	113142000	824	1.085149
TCGA-IG-A97H	7	113144877	113362537	119	0
TCGA-IG-A97H	7	113367770	113402551	17	1.123431
TCGA-IG-A97H	7	113422867	113479955	37	0
TCGA-IG-A97H	7	113483569	124398851	6070	0.525729
TCGA-IG-A97H	7	124404073	124596647	86	-0.438319
TCGA-IG-A97H	7	124680421	124730071	24	0.762327
TCGA-IG-A97H	7	124732626	128511731	1938	-0.39497
TCGA-IG-A97H	7	128515846	129612414	507	0.617214
TCGA-IG-A97H	7	129617969	129686608	31	2.655717
TCGA-IG-A97H	7	129699467	130151083	224	1.680162
TCGA-IG-A97H	7	130295403	156591237	14177	-0.400745
TCGA-IG-A97H	7	156593270	156712985	49	0
TCGA-IG-A97H	7	156714754	158385118	751	-0.380667
TCGA-IG-A97H	8	617667	119272493	64816	0
TCGA-IG-A97H	8	119272723	119309329	28	0.723221
TCGA-IG-A97H	8	119310795	125594916	4099	0
TCGA-IG-A97H	8	125599625	125639455	41	-0.383918
TCGA-IG-A97H	8	125640964	145232496	12127	0
TCGA-IG-A97H	9	789932	2750945	1322	0
TCGA-IG-A97H	9	2755374	2795985	33	0.267025
TCGA-IG-A97H	9	2796498	20546137	11085	0
TCGA-IG-A97H	9	20548754	20648623	74	0.222988
TCGA-IG-A97H	9	20651252	38626879	10523	0
TCGA-IG-A97H	9	38628619	38642879	19	0.529058
TCGA-IG-A97H	9	38647620	38747688	130	0
TCGA-IG-A97H	9	71039044	93575966	15536	0.238605
TCGA-IG-A97H	9	93578499	93597973	21	0
TCGA-IG-A97H	9	93686823	130090032	23734	0.262786
TCGA-IG-A97H	9	130090143	130168326	47	0.905576
TCGA-IG-A97H	9	130199451	130997915	390	0.262786
TCGA-IG-A97H	9	130998990	131046163	20	0
TCGA-IG-A97H	9	131046907	132888962	813	0.273319
TCGA-IG-A97H	9	132896457	132930450	28	0.965345
TCGA-IG-A97H	9	132932069	134093261	715	0.273319
TCGA-IG-A97H	9	134093306	134207925	49	0.964725
TCGA-IG-A97H	9	134209216	136665308	1589	0.273319
TCGA-IG-A97H	9	136675014	136691675	20	0
TCGA-IG-A97H	9	136693906	140632173	1391	0.270484
TCGA-IG-A97H	9	140636267	140668640	31	0.926396
TCGA-IG-A97H	9	140670389	140938752	95	0.270484
TCGA-IG-A97H	10	415240	34527810	23611	0
TCGA-IG-A97H	10	34530765	35049458	320	-0.635984
TCGA-IG-A97H	10	35052683	79553636	21713	0
TCGA-IG-A97H	10	79555376	79610605	40	0.369364
TCGA-IG-A97H	10	79610926	135225087	34808	0
TCGA-IG-A97H	11	456120	36613420	23207	0
TCGA-IG-A97H	11	36615353	36675697	50	0.600186
TCGA-IG-A97H	11	36678748	72625048	14620	0
TCGA-IG-A97H	11	72627228	72792288	69	-0.345839
TCGA-IG-A97H	11	72798925	97297218	14593	0
TCGA-IG-A97H	11	97297339	97314496	20	-0.512799
TCGA-IG-A97H	11	97317693	112658107	9387	0
TCGA-IG-A97H	11	112663583	134132624	14867	-0.381228
TCGA-IG-A97H	12	889902	1086585	96	0.267182
TCGA-IG-A97H	12	1094348	29523284	16798	0
TCGA-IG-A97H	12	29527675	33519525	2551	0.259494
TCGA-IG-A97H	12	33521107	80085704	23551	0
TCGA-IG-A97H	12	80086267	80101459	9	-0.807634
TCGA-IG-A97H	12	80103590	99714708	11991	0
TCGA-IG-A97H	12	99717012	99874370	93	-0.658954
TCGA-IG-A97H	12	99880568	111942016	7300	0
TCGA-IG-A97H	12	111944029	112170376	81	-0.622084
TCGA-IG-A97H	12	112322977	120669752	5362	0
TCGA-IG-A97H	12	120671694	120747108	30	0.224067
TCGA-IG-A97H	12	120750746	133155338	5604	0
TCGA-IG-A97H	13	19450806	45487715	16353	0
TCGA-IG-A97H	13	45487894	45591664	46	0.681759
TCGA-IG-A97H	13	45595547	48909185	2157	0
TCGA-IG-A97H	13	48917673	48928778	21	-1.078344
TCGA-IG-A97H	13	48930462	55542305	2817	0
TCGA-IG-A97H	13	55557951	60861471	2635	0.492581
TCGA-IG-A97H	13	60865122	60883723	18	-0.879766
TCGA-IG-A97H	13	60885531	114987458	32234	0.527835
TCGA-IG-A97H	14	20501368	26333403	2636	0
TCGA-IG-A97H	14	26338142	26556634	139	-0.485938
TCGA-IG-A97H	14	26562880	31941923	2818	0
TCGA-IG-A97H	14	31944490	32000046	30	0.660136
TCGA-IG-A97H	14	32001412	41688730	5694	0
TCGA-IG-A97H	14	41689241	41745541	46	-0.523211
TCGA-IG-A97H	14	41745786	105986740	37798	0
TCGA-IG-A97H	15	23687685	39675257	7844	0
TCGA-IG-A97H	15	39679908	39867507	106	0.523279
TCGA-IG-A97H	15	39867659	92492256	30569	0
TCGA-IG-A97H	15	92493874	92695704	231	-0.640386
TCGA-IG-A97H	15	92698577	99542613	4386	0
TCGA-IG-A97H	15	99544732	99736690	138	0.414124
TCGA-IG-A97H	15	99739048	101884307	944	0
TCGA-IG-A97H	16	653503	89379936	40492	0
TCGA-IG-A97H	17	987221	25287061	9540	0
TCGA-IG-A97H	17	25297153	25914310	255	-0.600188
TCGA-IG-A97H	17	25921008	58953594	15832	0
TCGA-IG-A97H	17	58955676	59366049	205	-0.696297
TCGA-IG-A97H	17	59369452	80917016	10874	0
TCGA-IG-A97H	18	329586	1028691	160	1.664458
TCGA-IG-A97H	18	1038277	1274045	104	0.935487
TCGA-IG-A97H	18	1277272	1699061	238	2.1005
TCGA-IG-A97H	18	1699867	3585156	842	0.505676
TCGA-IG-A97H	18	3588495	3693772	74	1.131383
TCGA-IG-A97H	18	3694219	4283613	496	0.39695
TCGA-IG-A97H	18	4287579	21233015	7540	0
TCGA-IG-A97H	18	21237836	21906460	420	0.586498
TCGA-IG-A97H	18	21909237	21960582	33	0
TCGA-IG-A97H	18	21962967	22170908	181	0.646526
TCGA-IG-A97H	18	22177459	77109240	32315	0
TCGA-IG-A97H	19	284018	2974627	598	0
TCGA-IG-A97H	19	2982834	3021435	25	0.290401
TCGA-IG-A97H	19	3034534	16211355	5365	0
TCGA-IG-A97H	19	16227796	23894451	2746	0.182982
TCGA-IG-A97H	19	23895430	58878226	14956	0
TCGA-IG-A97H	20	456452	45618334	25987	0
TCGA-IG-A97H	20	45622854	45656934	43	0.59977
TCGA-IG-A97H	20	45657954	45913785	216	0
TCGA-IG-A97H	20	45915050	45979956	26	0.814679
TCGA-IG-A97H	20	45989180	61363722	10495	0
TCGA-IG-A97H	20	61375576	62219648	249	0.305288
TCGA-IG-A97H	21	15372509	17846492	1525	0
TCGA-IG-A97H	21	17846734	18314931	297	-0.439076
TCGA-IG-A97H	21	18328191	36986118	11909	0
TCGA-IG-A97H	21	36987359	42713619	4133	0.562158
TCGA-IG-A97H	21	42714088	42806032	69	0
TCGA-IG-A97H	21	42808788	47678295	2465	0.553154
TCGA-IG-A97H	22	17423930	49331012	16742	0
TCGA-IG-A97H	X	3157107	67216404	25152	0
TCGA-IG-A97H	X	67248834	67595414	192	-1.118282
TCGA-IG-A97H	X	67601389	154905589	37153	0
TCGA-IG-A97I	1	3218610	6011905	1869	0.561697
TCGA-IG-A97I	1	6057725	7158669	550	3.357277
TCGA-IG-A97I	1	7160954	189591757	89500	0
TCGA-IG-A97I	1	189592178	189686127	62	-0.62374
TCGA-IG-A97I	1	189688204	203643164	8328	0
TCGA-IG-A97I	1	203644320	203664225	28	0.509802
TCGA-IG-A97I	1	203665861	225160896	14086	0
TCGA-IG-A97I	1	225167985	225217943	39	-0.528103
TCGA-IG-A97I	1	225228299	247812431	14134	0
TCGA-IG-A97I	2	484222	80197279	45999	0
TCGA-IG-A97I	2	80197405	80202362	6	-0.780295
TCGA-IG-A97I	2	80202944	133582797	22557	0
TCGA-IG-A97I	2	133591129	133687754	90	-0.629789
TCGA-IG-A97I	2	133689139	134271777	322	0
TCGA-IG-A97I	2	134272899	134353541	67	-0.644319
TCGA-IG-A97I	2	134356301	141362058	3850	0
TCGA-IG-A97I	2	141362222	141510372	95	-0.833869
TCGA-IG-A97I	2	141518084	142380792	556	-1.279313
TCGA-IG-A97I	2	142381045	142384607	6	-0.833869
TCGA-IG-A97I	2	142387433	142442459	40	-0.55497
TCGA-IG-A97I	2	142442487	236601386	53828	0
TCGA-IG-A97I	2	236605244	236631040	20	-0.581547
TCGA-IG-A97I	2	236634445	239646465	1929	0
TCGA-IG-A97I	2	239646852	239658060	8	-0.806448
TCGA-IG-A97I	2	239664440	242476062	1430	0
TCGA-IG-A97I	3	2212571	3643813	871	0
TCGA-IG-A97I	3	3643848	3849506	181	-0.63528
TCGA-IG-A97I	3	3853378	54736253	28910	0
TCGA-IG-A97I	3	54736754	54950673	188	-0.63528
TCGA-IG-A97I	3	54951838	147955996	50271	0
TCGA-IG-A97I	3	147957013	153647382	3447	2.386552
TCGA-IG-A97I	3	153650356	174611182	10468	1.271439
TCGA-IG-A97I	3	174616090	174788812	93	0
TCGA-IG-A97I	3	174788880	174803397	8	-0.67536
TCGA-IG-A97I	3	174804388	174836132	27	0
TCGA-IG-A97I	3	174836655	174880865	20	-0.704149
TCGA-IG-A97I	3	174882377	174986159	109	0
TCGA-IG-A97I	3	174986246	181259839	3035	1.251139
TCGA-IG-A97I	3	181269238	181650100	201	2.452853
TCGA-IG-A97I	3	181655871	197538677	8125	0
TCGA-IG-A97I	4	1053934	21122916	12278	0
TCGA-IG-A97I	4	21123701	21429378	222	-0.606815
TCGA-IG-A97I	4	21441677	21709519	238	0
TCGA-IG-A97I	4	21711998	21833671	93	-0.659518
TCGA-IG-A97I	4	21845561	91331237	37005	0
TCGA-IG-A97I	4	91336936	91631634	150	-0.616234
TCGA-IG-A97I	4	91647046	91702640	41	-0.10434
TCGA-IG-A97I	4	91705379	91788899	50	-0.637459
TCGA-IG-A97I	4	91789353	91950488	106	-1.176862
TCGA-IG-A97I	4	91953171	92034047	54	-0.637459
TCGA-IG-A97I	4	92034092	179892958	47637	0
TCGA-IG-A97I	4	179893411	180251400	192	-0.617121
TCGA-IG-A97I	4	180251597	188762240	4066	0
TCGA-IG-A97I	5	914233	8591541	5463	0
TCGA-IG-A97I	5	8593659	8598623	5	-0.92674
TCGA-IG-A97I	5	8599128	180360469	94568	0
TCGA-IG-A97I	6	1014281	26664532	17657	-0.665222
TCGA-IG-A97I	6	26904828	52526607	13234	0.575915
TCGA-IG-A97I	6	52529666	56971508	2737	1.266808
TCGA-IG-A97I	6	56972057	170903919	62365	0
TCGA-IG-A97I	7	708774	63876722	33378	0
TCGA-IG-A97I	7	63879113	75266699	4498	-0.643396
TCGA-IG-A97I	7	75271174	133665939	30231	0
TCGA-IG-A97I	7	133666029	133729171	41	-0.532948
TCGA-IG-A97I	7	133857289	158385118	12831	0
TCGA-IG-A97I	8	617667	3546520	1476	0
TCGA-IG-A97I	8	3546812	3829864	123	-0.645815
TCGA-IG-A97I	8	3830080	3899839	76	-1.188684
TCGA-IG-A97I	8	3921924	3970400	57	0
TCGA-IG-A97I	8	3971504	3980613	15	-0.593637
TCGA-IG-A97I	8	4078155	49403817	23629	0
TCGA-IG-A97I	8	49404658	50738209	700	0.622882
TCGA-IG-A97I	8	50743706	67446717	9815	-0.654524
TCGA-IG-A97I	8	67449381	76693268	5557	0
TCGA-IG-A97I	8	76695909	76734020	22	0.764651
TCGA-IG-A97I	8	76734184	90159487	6963	0
TCGA-IG-A97I	8	90163026	107793295	9979	0.633153
TCGA-IG-A97I	8	107806414	130971985	14249	1.209409
TCGA-IG-A97I	8	130972025	131001150	20	0.387809
TCGA-IG-A97I	8	131002291	141360356	7761	1.214424
TCGA-IG-A97I	8	141360600	143505126	193	0.511796
TCGA-IG-A97I	8	143507189	145232496	476	1.118851
TCGA-IG-A97I	9	789932	21920661	13381	0
TCGA-IG-A97I	9	21926591	21989072	39	-0.567013
TCGA-IG-A97I	9	21991752	140938752	54245	0
TCGA-IG-A97I	10	415240	94712670	55011	0
TCGA-IG-A97I	10	94715851	94826465	56	-0.663146
TCGA-IG-A97I	10	94835213	96255387	949	0
TCGA-IG-A97I	10	96256888	96265732	5	-0.63409
TCGA-IG-A97I	10	96267364	135225087	24471	0
TCGA-IG-A97I	11	456120	67294308	35399	0
TCGA-IG-A97I	11	67770619	69001252	629	1.708408
TCGA-IG-A97I	11	69002950	70321096	672	3.656854
TCGA-IG-A97I	11	70326807	134132624	40113	0
TCGA-IG-A97I	12	889902	133155338	73466	0
TCGA-IG-A97I	13	19450806	94172784	42882	0
TCGA-IG-A97I	13	94173688	94284016	93	-0.590975
TCGA-IG-A97I	13	94287568	94407126	92	0
TCGA-IG-A97I	13	94407889	94483362	33	-0.730734
TCGA-IG-A97I	13	94486582	114987458	13181	0
TCGA-IG-A97I	14	20501368	105986740	49161	0
TCGA-IG-A97I	15	23687685	101884307	44218	0
TCGA-IG-A97I	16	653503	78634051	33541	0
TCGA-IG-A97I	16	78639580	78930393	109	-0.65631
TCGA-IG-A97I	16	78931020	82948473	3437	0
TCGA-IG-A97I	16	82948874	83020829	56	0.543825
TCGA-IG-A97I	16	83063022	89379936	3349	0
TCGA-IG-A97I	17	987221	80917016	36706	0
TCGA-IG-A97I	18	329586	48552481	26444	0
TCGA-IG-A97I	18	48556326	48579803	53	-0.488973
TCGA-IG-A97I	18	48581619	77109240	15906	0
TCGA-IG-A97I	19	284018	49861320	20081	0
TCGA-IG-A97I	19	49862179	49915911	28	0.588112
TCGA-IG-A97I	19	49919875	58878226	3581	0
TCGA-IG-A97I	20	456452	62219648	37016	0
TCGA-IG-A97I	21	15372509	32314020	10648	-0.594871
TCGA-IG-A97I	21	32314514	41214345	5950	0
TCGA-IG-A97I	21	41216478	41366860	150	1.311535
TCGA-IG-A97I	21	41366971	47678295	3650	0
TCGA-IG-A97I	22	17423930	45669729	14186	0
TCGA-IG-A97I	22	45674533	46429096	430	0.553719
TCGA-IG-A97I	22	46433290	49331012	2126	1.206501
TCGA-IG-A97I	X	3157107	24633982	8962	0
TCGA-IG-A97I	X	24634945	24692397	35	1.125745
TCGA-IG-A97I	X	24694556	44030247	8952	0
TCGA-IG-A97I	X	44032752	44654955	302	1.367085
TCGA-IG-A97I	X	44660325	154905589	44246	0
TCGA-JY-A6FD	1	3218610	79053276	42780	0
TCGA-JY-A6FD	1	79054075	79142400	59	0.661282
TCGA-JY-A6FD	1	79142410	102862847	14518	0
TCGA-JY-A6FD	1	102863637	102867183	12	-0.679303
TCGA-JY-A6FD	1	102868058	153301527	11784	0
TCGA-JY-A6FD	1	153301750	153423248	55	0.429391
TCGA-JY-A6FD	1	153431420	209486026	34832	0
TCGA-JY-A6FD	1	209512373	209646059	119	1.049803
TCGA-JY-A6FD	1	209647612	247812431	24437	0
TCGA-JY-A6FD	2	484222	137930864	71350	0
TCGA-JY-A6FD	2	137933085	138210177	165	-0.413785
TCGA-JY-A6FD	2	138213495	141734389	1578	0
TCGA-JY-A6FD	2	141734563	141859649	101	-0.401128
TCGA-JY-A6FD	2	141861107	142095252	142	-0.725757
TCGA-JY-A6FD	2	142109239	156812657	8509	0
TCGA-JY-A6FD	2	156814699	157010623	116	-0.354416
TCGA-JY-A6FD	2	157012321	182460635	15308	0
TCGA-JY-A6FD	2	182460966	182476618	7	0.485648
TCGA-JY-A6FD	2	182479359	242476062	33527	-0.3551
TCGA-JY-A6FD	3	2212571	65368030	36649	0
TCGA-JY-A6FD	3	65370493	65711119	270	-0.343408
TCGA-JY-A6FD	3	65712133	89761791	13558	0
TCGA-JY-A6FD	3	89764954	93758441	204	-0.341012
TCGA-JY-A6FD	3	93767488	130632281	20614	0
TCGA-JY-A6FD	3	130634925	130844533	101	-0.402628
TCGA-JY-A6FD	3	130851686	197538677	34558	0
TCGA-JY-A6FD	4	1053934	188762240	102132	0
TCGA-JY-A6FD	5	914233	132692830	70916	0
TCGA-JY-A6FD	5	132699173	132821596	95	-0.356798
TCGA-JY-A6FD	5	132822206	180360469	29025	0
TCGA-JY-A6FD	6	1014281	170903919	95993	0
TCGA-JY-A6FD	7	708774	121338967	61444	0
TCGA-JY-A6FD	7	121339238	121481498	68	0.137168
TCGA-JY-A6FD	7	121483612	151838448	16186	0
TCGA-JY-A6FD	7	151839165	151967689	54	-0.332968
TCGA-JY-A6FD	7	151968288	158385118	3227	0
TCGA-JY-A6FD	8	617667	15517142	7220	0
TCGA-JY-A6FD	8	15519542	15550199	30	-0.338254
TCGA-JY-A6FD	8	15552932	128408116	63700	0
TCGA-JY-A6FD	8	128408536	128502045	72	0.576368
TCGA-JY-A6FD	8	128504497	145232496	10089	0
TCGA-JY-A6FD	9	789932	3074605	1629	0
TCGA-JY-A6FD	9	3075020	3159793	33	-0.371946
TCGA-JY-A6FD	9	3168478	5975097	1818	0
TCGA-JY-A6FD	9	5978132	11274289	2695	-0.371774
