Type	Chromosome	Start	End	-log10(q-value)	G-score	average amplitude	frequency
Del	 3	189634274	190004171	-0.000000	0.021653	0.000000	0.000000
Del	 3	190014168	190973901	-0.000000	0.010826	0.000000	0.000000
Del	 3	190983898	191053879	-0.000000	0.021653	0.000000	0.000000
Del	 3	191063876	192642709	-0.000000	0.010826	0.000000	0.000000
Del	 3	192652701	192992421	-0.000000	0.021653	0.000000	0.000000
Del	 3	193002413	193102330	-0.000000	0.010826	0.000000	0.000000
Del	 3	193112322	193292174	-0.000000	0.021653	0.000000	0.000000
Del	 3	193302166	194111499	-0.000000	0.010826	0.000000	0.000000
Del	 3	194121491	194191434	-0.000000	0.021653	0.000000	0.000000
Del	 3	194201425	194211417	-0.000000	0.010826	0.000000	0.000000
Del	 3	194221409	194401261	-0.000000	0.021653	0.000000	0.000000
Del	 3	194411252	195320504	-0.000000	0.010826	0.000000	0.000000
Del	 3	195330495	195420421	-0.000000	0.021653	0.000000	0.000000
Del	 3	195430413	195460389	-0.000000	0.010826	0.000000	0.000000
Del	 3	195470380	195850068	-0.000000	0.021653	0.000000	0.000000
Del	 3	195860059	195949985	-0.000000	0.010826	0.000000	0.000000
Del	 3	195959977	196049903	-0.000000	0.021653	0.000000	0.000000
Del	 3	196059895	196389623	-0.000000	0.010826	0.000000	0.000000
Del	 3	196399615	196469557	-0.000000	0.021653	0.000000	0.000000
Del	 3	196479549	196699368	-0.000000	0.010826	0.000000	0.000000
Del	 3	196709360	196759319	-0.000000	0.021653	0.000000	0.000000
Del	 3	196769311	197039088	-0.000000	0.010826	0.000000	0.000000
Del	 3	197049080	197288883	-0.000000	0.021653	0.000000	0.000000
Del	 3	197298874	197538677	-0.000000	0.010826	0.000000	0.000000
Del	 4	1053934	15925982	0.098550	0.184051	0.818261	0.100000
Del	 4	15935982	16215980	-0.000000	0.010826	0.000000	0.000000
Del	 4	16225980	16485979	-0.000000	0.021653	0.000000	0.000000
Del	 4	16495979	17535972	-0.000000	0.010826	0.000000	0.000000
Del	 4	17545972	17615971	-0.000000	0.021653	0.000000	0.000000
Del	 4	17625971	20625951	-0.000000	0.010826	0.000000	0.000000
Del	 4	20635951	20735950	-0.000000	0.021653	0.000000	0.000000
Del	 4	20745950	24515925	-0.000000	0.010826	0.000000	0.000000
Del	 4	24525925	24785924	-0.000000	0.021653	0.000000	0.000000
Del	 4	24795923	24985922	-0.000000	0.010826	0.000000	0.000000
Del	 4	24995922	25105921	-0.000000	0.021653	0.000000	0.000000
Del	 4	25115921	25205921	-0.000000	0.010826	0.000000	0.000000
Del	 4	25215921	25375920	-0.000000	0.021653	0.000000	0.000000
Del	 4	25385920	28826802	-0.000000	0.010826	0.000000	0.000000
Del	 4	28836800	36054903	-0.000000	0.021653	0.000000	0.000000
Del	 4	36064901	36274857	-0.000000	0.010826	0.000000	0.000000
Del	 4	36284855	36414828	-0.000000	0.021653	0.000000	0.000000
Del	 4	36424826	38094477	-0.000000	0.010826	0.000000	0.000000
Del	 4	38104475	38754339	-0.000000	0.021653	0.000000	0.000000
Del	 4	38764337	38814326	-0.000000	0.010826	0.000000	0.000000
Del	 4	38824324	38864316	-0.000000	0.021653	0.000000	0.000000
Del	 4	38874314	38954297	-0.000000	0.010826	0.000000	0.000000
Del	 4	38964295	39034280	-0.000000	0.021653	0.000000	0.000000
Del	 4	39044278	39094268	-0.000000	0.010826	0.000000	0.000000
Del	 4	39104266	39814117	-0.000000	0.021653	0.000000	0.000000
Del	 4	39824115	40164044	-0.000000	0.010826	0.000000	0.000000
Del	 4	40174042	40324010	-0.000000	0.021653	0.000000	0.000000
Del	 4	40334008	40364002	-0.000000	0.010826	0.000000	0.000000
Del	 4	40374000	40523969	-0.000000	0.021653	0.000000	0.000000
Del	 4	40533966	40633946	-0.000000	0.010826	0.000000	0.000000
Del	 4	40643943	40863897	-0.000000	0.021653	0.000000	0.000000
Del	 4	40873895	42093640	-0.000000	0.010826	0.000000	0.000000
Del	 4	42103638	42383580	-0.000000	0.021653	0.000000	0.000000
Del	 4	42393577	44453147	-0.000000	0.010826	0.000000	0.000000
Del	 4	44463145	44663103	-0.000000	0.021653	0.000000	0.000000
Del	 4	44673101	44733088	-0.000000	0.010826	0.000000	0.000000
Del	 4	44743086	46232774	-0.000000	0.021653	0.000000	0.000000
Del	 4	46242772	47922421	-0.000000	0.010826	0.000000	0.000000
Del	 4	47932419	47992406	-0.000000	0.021653	0.000000	0.000000
Del	 4	48002404	48792239	-0.000000	0.010826	0.000000	0.000000
Del	 4	48802237	48872222	-0.000000	0.021653	0.000000	0.000000
Del	 4	48882220	52791402	-0.000000	0.010826	0.000000	0.000000
Del	 4	52801400	52891381	-0.000000	0.021653	0.000000	0.000000
Del	 4	52901379	52901379	-0.000000	0.010826	0.000000	0.000000
Del	 4	52911377	53441266	-0.000000	0.021653	0.000000	0.000000
Del	 4	53451264	53621229	-0.000000	0.010826	0.000000	0.000000
Del	 4	53631227	53711210	-0.000000	0.021653	0.000000	0.000000
Del	 4	53721208	54860969	-0.000000	0.010826	0.000000	0.000000
Del	 4	54870967	54950950	-0.000000	0.021653	0.000000	0.000000
Del	 4	54960948	55610812	-0.000000	0.010826	0.000000	0.000000
Del	 4	55620810	56200689	-0.000000	0.021653	0.000000	0.000000
Del	 4	56210687	56250679	-0.000000	0.010826	0.000000	0.000000
Del	 4	56260677	56300668	-0.000000	0.021653	0.000000	0.000000
Del	 4	56310666	56410645	-0.000000	0.010826	0.000000	0.000000
Del	 4	56420643	56460635	-0.000000	0.021653	0.000000	0.000000
Del	 4	56470633	56700584	-0.000000	0.010826	0.000000	0.000000
Del	 4	56710582	56800564	-0.000000	0.021653	0.000000	0.000000
Del	 4	56810561	56900543	-0.000000	0.010826	0.000000	0.000000
Del	 4	56910541	57310457	-0.000000	0.021653	0.000000	0.000000
Del	 4	57320455	57320455	-0.000000	0.010826	0.000000	0.000000
Del	 4	57330453	57370444	-0.000000	0.021653	0.000000	0.000000
Del	 4	57380442	57470423	-0.000000	0.010826	0.000000	0.000000
Del	 4	57480421	57660384	-0.000000	0.021653	0.000000	0.000000
Del	 4	57670382	57690377	-0.000000	0.010826	0.000000	0.000000
Del	 4	57700375	57810352	-0.000000	0.021653	0.000000	0.000000
Del	 4	57820350	57830348	-0.000000	0.010826	0.000000	0.000000
Del	 4	57840346	57900333	-0.000000	0.021653	0.000000	0.000000
Del	 4	57910331	62919284	-0.000000	0.010826	0.000000	0.000000
Del	 4	62929281	65128821	-0.000000	0.021653	0.000000	0.000000
Del	 4	65138819	65278790	-0.000000	0.010826	0.000000	0.000000
Del	 4	65288788	66168604	-0.000000	0.021653	0.000000	0.000000
Del	 4	66178602	66518531	-0.000000	0.010826	0.000000	0.000000
Del	 4	66528529	67128403	-0.000000	0.021653	0.000000	0.000000
Del	 4	67138401	68408135	-0.000000	0.010826	0.000000	0.000000
Del	 4	68418133	68478121	-0.000000	0.021653	0.000000	0.000000
Del	 4	68488119	68548106	-0.000000	0.010826	0.000000	0.000000
Del	 4	68558104	68598096	-0.000000	0.021653	0.000000	0.000000
Del	 4	68608093	68758062	-0.000000	0.010826	0.000000	0.000000
Del	 4	68768060	68838045	-0.000000	0.021653	0.000000	0.000000
Del	 4	68848043	68998012	-0.000000	0.010826	0.000000	0.000000
Del	 4	69008010	69087993	-0.000000	0.021653	0.000000	0.000000
Del	 4	69097991	69217966	-0.000000	0.010826	0.000000	0.000000
Del	 4	69227964	69497907	-0.000000	0.021653	0.000000	0.000000
Del	 4	69507905	70367725	-0.000000	0.010826	0.000000	0.000000
Del	 4	70377723	70507696	-0.000000	0.021653	0.000000	0.000000
Del	 4	70517694	70527692	-0.000000	0.010826	0.000000	0.000000
Del	 4	70537690	70687658	-0.000000	0.021653	0.000000	0.000000
Del	 4	70697656	71277535	-0.000000	0.010826	0.000000	0.000000
Del	 4	71287533	71367516	-0.000000	0.021653	0.000000	0.000000
Del	 4	71377514	71847416	-0.000000	0.010826	0.000000	0.000000
Del	 4	71857414	72037376	-0.000000	0.021653	0.000000	0.000000
Del	 4	72047374	72447290	-0.000000	0.010826	0.000000	0.000000
Del	 4	72457288	72887198	-0.000000	0.021653	0.000000	0.000000
Del	 4	72897196	75496652	-0.000000	0.010826	0.000000	0.000000
Del	 4	75506650	75846579	-0.000000	0.021653	0.000000	0.000000
Del	 4	75856577	76296485	-0.000000	0.010826	0.000000	0.000000
Del	 4	76306483	76436456	-0.000000	0.021653	0.000000	0.000000
Del	 4	76446454	76486445	-0.000000	0.010826	0.000000	0.000000
Del	 4	76496443	76636414	-0.000000	0.021653	0.000000	0.000000
Del	 4	76646412	76816376	-0.000000	0.010826	0.000000	0.000000
Del	 4	76826374	76866366	-0.000000	0.021653	0.000000	0.000000
Del	 4	76876364	77066324	-0.000000	0.010826	0.000000	0.000000
Del	 4	77076322	77136309	-0.000000	0.021653	0.000000	0.000000
Del	 4	77146307	77156305	-0.000000	0.010826	0.000000	0.000000
Del	 4	77166303	77236288	-0.000000	0.021653	0.000000	0.000000
Del	 4	77246286	77824766	-0.000000	0.010826	0.000000	0.000000
Del	 4	77834744	78064242	-0.000000	0.021653	0.000000	0.000000
Del	 4	78074220	78742759	-0.000000	0.010826	0.000000	0.000000
Del	 4	78752737	78962279	-0.000000	0.021653	0.000000	0.000000
Del	 4	78972257	79461188	-0.000000	0.010826	0.000000	0.000000
Del	 4	79471167	79550992	-0.000000	0.021653	0.000000	0.000000
Del	 4	79560970	79820403	-0.000000	0.010826	0.000000	0.000000
Del	 4	79830381	79880272	-0.000000	0.021653	0.000000	0.000000
Del	 4	79890250	80333900	-0.000000	0.010826	0.000000	0.000000
Del	 4	80343894	80733648	-0.000000	0.021653	0.000000	0.000000
Del	 4	80743642	81213346	-0.000000	0.010826	0.000000	0.000000
Del	 4	81223340	81992855	-0.000000	0.021653	0.000000	0.000000
Del	 4	82002849	82142761	-0.000000	0.010826	0.000000	0.000000
Del	 4	82152755	83262056	-0.000000	0.021653	0.000000	0.000000
Del	 4	83272050	83831697	-0.000000	0.010826	0.000000	0.000000
Del	 4	83841691	83941628	-0.000000	0.021653	0.000000	0.000000
Del	 4	83951622	83991597	-0.000000	0.010826	0.000000	0.000000
Del	 4	84001590	84171484	-0.000000	0.021653	0.000000	0.000000
Del	 4	84181477	84261427	-0.000000	0.010826	0.000000	0.000000
Del	 4	84271421	84381351	-0.000000	0.021653	0.000000	0.000000
Del	 4	84391345	85930376	-0.000000	0.010826	0.000000	0.000000
Del	 4	85940370	87779212	-0.000000	0.021653	0.000000	0.000000
Del	 4	87789205	88069029	-0.000000	0.010826	0.000000	0.000000
Del	 4	88079023	88208941	-0.000000	0.021653	0.000000	0.000000
Del	 4	88218935	88238922	-0.000000	0.010826	0.000000	0.000000
Del	 4	88248916	88328865	-0.000000	0.021653	0.000000	0.000000
Del	 4	88338859	88378834	-0.000000	0.010826	0.000000	0.000000
Del	 4	88388828	88518746	-0.000000	0.021653	0.000000	0.000000
Del	 4	88528740	89208312	-0.000000	0.010826	0.000000	0.000000
Del	 4	89218305	89368211	-0.000000	0.021653	0.000000	0.000000
Del	 4	89378205	90767330	-0.000000	0.010826	0.000000	0.000000
Del	 4	90777324	93214043	-0.000000	0.021653	0.000000	0.000000
Del	 4	93224042	95163859	-0.000000	0.010826	0.000000	0.000000
Del	 4	95173858	95663812	-0.000000	0.021653	0.000000	0.000000
Del	 4	95673811	95903789	-0.000000	0.010826	0.000000	0.000000
Del	 4	95913788	96083772	-0.000000	0.021653	0.000000	0.000000
Del	 4	96093771	99583442	-0.000000	0.010826	0.000000	0.000000
Del	 4	99593441	99903412	-0.000000	0.021653	0.000000	0.000000
Del	 4	99913411	100473358	-0.000000	0.010826	0.000000	0.000000
Del	 4	100483357	100793328	-0.000000	0.021653	0.000000	0.000000
Del	 4	100803327	100803327	-0.000000	0.010826	0.000000	0.000000
Del	 4	100813326	100873320	-0.000000	0.021653	0.000000	0.000000
Del	 4	100883319	103163104	-0.000000	0.010826	0.000000	0.000000
Del	 4	103173103	103403081	-0.000000	0.021653	0.000000	0.000000
Del	 4	103413080	103683055	-0.000000	0.010826	0.000000	0.000000
Del	 4	103693054	103753048	-0.000000	0.021653	0.000000	0.000000
Del	 4	103763047	103773046	-0.000000	0.010826	0.000000	0.000000
Del	 4	103783045	103823042	-0.000000	0.021653	0.000000	0.000000
Del	 4	103833041	103933031	-0.000000	0.010826	0.000000	0.000000
Del	 4	103943030	104003025	-0.000000	0.021653	0.000000	0.000000
Del	 4	104013024	104013024	-0.000000	0.010826	0.000000	0.000000
Del	 4	104023023	104492978	-0.000000	0.021653	0.000000	0.000000
Del	 4	104502978	104642964	-0.000000	0.010826	0.000000	0.000000
Del	 4	104652963	106052831	-0.000000	0.021653	0.000000	0.000000
Del	 4	106062830	107222721	-0.000000	0.010826	0.000000	0.000000
Del	 4	107232720	107272716	-0.000000	0.021653	0.000000	0.000000
Del	 4	107282715	108642587	-0.000000	0.010826	0.000000	0.000000
Del	 4	108652586	108842568	-0.000000	0.021653	0.000000	0.000000
Del	 4	108852567	108882564	-0.000000	0.010826	0.000000	0.000000
Del	 4	108892563	108962556	-0.000000	0.021653	0.000000	0.000000
Del	 4	108972556	109732484	-0.000000	0.010826	0.000000	0.000000
Del	 4	109742483	110332427	-0.000000	0.021653	0.000000	0.000000
Del	 4	110342426	110752387	-0.000000	0.010826	0.000000	0.000000
Del	 4	110762387	110822381	-0.000000	0.021653	0.000000	0.000000
Del	 4	110832380	111122353	-0.000000	0.010826	0.000000	0.000000
Del	 4	111132352	111762292	-0.000000	0.021653	0.000000	0.000000
Del	 4	111772291	113112165	-0.000000	0.010826	0.000000	0.000000
Del	 4	113122164	113192157	-0.000000	0.021653	0.000000	0.000000
Del	 4	113202156	115531936	-0.000000	0.010826	0.000000	0.000000
Del	 4	115541935	115731917	-0.000000	0.021653	0.000000	0.000000
Del	 4	115741916	118011702	-0.000000	0.010826	0.000000	0.000000
Del	 4	118021701	119181592	-0.000000	0.021653	0.000000	0.000000
Del	 4	119191591	119561556	-0.000000	0.010826	0.000000	0.000000
Del	 4	119571555	119641548	-0.000000	0.021653	0.000000	0.000000
Del	 4	119651547	119991515	-0.000000	0.010826	0.000000	0.000000
Del	 4	120001514	120121503	-0.000000	0.021653	0.000000	0.000000
Del	 4	120131502	122001325	-0.000000	0.010826	0.000000	0.000000
Del	 4	122011324	122661263	-0.000000	0.021653	0.000000	0.000000
Del	 4	122671262	122731257	-0.000000	0.010826	0.000000	0.000000
Del	 4	122741256	122861244	-0.000000	0.021653	0.000000	0.000000
Del	 4	122871243	123281205	-0.000000	0.010826	0.000000	0.000000
Del	 4	123291204	123361197	-0.000000	0.021653	0.000000	0.000000
Del	 4	123371196	123801156	-0.000000	0.010826	0.000000	0.000000
Del	 4	123811155	123851151	-0.000000	0.021653	0.000000	0.000000
Del	 4	123861150	124331105	-0.000000	0.010826	0.000000	0.000000
Del	 4	124341105	126220927	-0.000000	0.021653	0.000000	0.000000
Del	 4	126230926	128690694	-0.000000	0.010826	0.000000	0.000000
Del	 4	128700693	128790684	-0.000000	0.021653	0.000000	0.000000
Del	 4	128800683	128820682	-0.000000	0.010826	0.000000	0.000000
Del	 4	128830681	128890675	-0.000000	0.021653	0.000000	0.000000
Del	 4	128900674	128960668	-0.000000	0.010826	0.000000	0.000000
Del	 4	128970667	129050660	-0.000000	0.021653	0.000000	0.000000
Del	 4	129060659	129210645	-0.000000	0.010826	0.000000	0.000000
Del	 4	129220644	129800589	-0.000000	0.021653	0.000000	0.000000
Del	 4	129810588	130693346	-0.000000	0.010826	0.000000	0.000000
Del	 4	130703342	135101519	-0.000000	0.021653	0.000000	0.000000
Del	 4	135111514	135131506	-0.000000	0.010826	0.000000	0.000000
Del	 4	135141502	138420143	-0.000000	0.021653	0.000000	0.000000
Del	 4	138430139	139349757	-0.000000	0.010826	0.000000	0.000000
Del	 4	139359753	140169417	-0.000000	0.021653	0.000000	0.000000
Del	 4	140179413	140209401	-0.000000	0.010826	0.000000	0.000000
Del	 4	140219397	140359339	-0.000000	0.021653	0.000000	0.000000
Del	 4	140369335	140399322	-0.000000	0.010826	0.000000	0.000000
Del	 4	140409318	140569252	-0.000000	0.021653	0.000000	0.000000
Del	 4	140579247	140619231	-0.000000	0.010826	0.000000	0.000000
Del	 4	140629227	141159007	-0.000000	0.021653	0.000000	0.000000
Del	 4	141169003	141188995	-0.000000	0.010826	0.000000	0.000000
Del	 4	141198991	141478874	-0.000000	0.021653	0.000000	0.000000
Del	 4	141488870	142658385	-0.000000	0.010826	0.000000	0.000000
Del	 4	142668381	144087793	-0.000000	0.021653	0.000000	0.000000
Del	 4	144097789	144397664	-0.000000	0.010826	0.000000	0.000000
Del	 4	144407660	144487627	-0.000000	0.021653	0.000000	0.000000
Del	 4	144497623	144627569	-0.000000	0.010826	0.000000	0.000000
Del	 4	144637565	145547188	-0.000000	0.021653	0.000000	0.000000
Del	 4	145557184	146006997	-0.000000	0.010826	0.000000	0.000000
Del	 4	146016993	146386840	-0.000000	0.021653	0.000000	0.000000
Del	 4	146396835	146586757	-0.000000	0.010826	0.000000	0.000000
Del	 4	146596753	146666724	-0.000000	0.021653	0.000000	0.000000
Del	 4	146676719	151174854	-0.000000	0.010826	0.000000	0.000000
Del	 4	151184850	151490493	-0.000000	0.075786	0.000000	0.000000
Del	 4	151499603	151508713	0.098550	0.162397	0.733989	0.100000
Del	 4	151509839	152008585	-0.000000	0.075786	0.000000	0.000000
Del	 4	152018560	152028535	-0.000000	0.010826	0.000000	0.000000
Del	 4	152038510	152098359	-0.000000	0.021653	0.000000	0.000000
Del	 4	152108334	152577155	-0.000000	0.010826	0.000000	0.000000
Del	 4	152587130	153225525	-0.000000	0.021653	0.000000	0.000000
Del	 4	153235500	153468601	-0.000000	0.010826	0.000000	0.000000
Del	 4	153478587	153678321	-0.000000	0.021653	0.000000	0.000000
Del	 4	153688307	154567133	-0.000000	0.010826	0.000000	0.000000
Del	 4	154577119	154686972	-0.000000	0.021653	0.000000	0.000000
Del	 4	154696959	154716932	-0.000000	0.010826	0.000000	0.000000
Del	 4	154726919	155316131	-0.000000	0.021653	0.000000	0.000000
Del	 4	155326118	155675651	-0.000000	0.010826	0.000000	0.000000
Del	 4	155685638	156115064	-0.000000	0.021653	0.000000	0.000000
Del	 4	156125050	156304810	-0.000000	0.010826	0.000000	0.000000
Del	 4	156314797	156644356	-0.000000	0.021653	0.000000	0.000000
Del	 4	156654343	156664330	-0.000000	0.010826	0.000000	0.000000
Del	 4	156674316	156734236	-0.000000	0.021653	0.000000	0.000000
Del	 4	156744223	156834103	-0.000000	0.010826	0.000000	0.000000
Del	 4	156844089	157662995	-0.000000	0.021653	0.000000	0.000000
Del	 4	157672981	158501874	-0.000000	0.010826	0.000000	0.000000
Del	 4	158511860	159121046	-0.000000	0.021653	0.000000	0.000000
Del	 4	159131033	159580432	-0.000000	0.010826	0.000000	0.000000
Del	 4	159590419	159630365	-0.000000	0.021653	0.000000	0.000000
Del	 4	159640352	160059791	-0.000000	0.010826	0.000000	0.000000
Del	 4	160069778	162285988	-0.000000	0.021653	0.000000	0.000000
Del	 4	162295979	163085203	-0.000000	0.010826	0.000000	0.000000
Del	 4	163095193	164382110	0.098550	0.184051	0.000000	0.000000
Del	 4	164392093	164432023	-0.000000	0.010826	0.000000	0.000000
Del	 4	164442006	164541832	-0.000000	0.021653	0.000000	0.000000
Del	 4	164551815	165639919	-0.000000	0.010826	0.000000	0.000000
Del	 4	165649902	165779676	-0.000000	0.021653	0.000000	0.000000
Del	 4	165789658	166428545	-0.000000	0.010826	0.000000	0.000000
Del	 4	166438528	166957624	-0.000000	0.021653	0.000000	0.000000
Del	 4	166967606	169403363	-0.000000	0.010826	0.000000	0.000000
Del	 4	169413346	172719502	0.098550	0.184051	0.000000	0.000000
Del	 4	172729502	173969497	0.098550	0.173224	0.808953	0.100000
Del	 4	173979497	174469496	0.098550	0.184051	0.808953	0.100000
Del	 4	174479496	175548756	0.753374	0.346448	0.808953	0.100000
Del	 4	175558661	175828362	0.683482	0.335621	0.797761	0.200000
Del	 4	175838359	187485611	0.098550	0.184051	0.808953	0.100000
Del	 4	187495609	188762240	1.711636	0.433060	0.808953	0.100000
Del	 5	914233	994194	-0.000000	0.010826	0.000000	0.000000
Del	 5	1004189	1154115	-0.000000	0.021653	0.000000	0.000000
Del	 5	1164110	1184100	-0.000000	0.010826	0.000000	0.000000
Del	 5	1194095	1453967	-0.000000	0.021653	0.000000	0.000000
Del	 5	1463962	1533927	-0.000000	0.010826	0.000000	0.000000
Del	 5	1543922	1603893	-0.000000	0.021653	0.000000	0.000000
Del	 5	1613888	4782325	-0.000000	0.010826	0.000000	0.000000
Del	 5	4792320	5122157	-0.000000	0.021653	0.000000	0.000000
Del	 5	5132152	5322058	-0.000000	0.010826	0.000000	0.000000
Del	 5	5332053	6361545	-0.000000	0.021653	0.000000	0.000000
Del	 5	6371540	6381536	-0.000000	0.010826	0.000000	0.000000
Del	 5	6391531	6571442	-0.000000	0.021653	0.000000	0.000000
Del	 5	6581437	6621417	-0.000000	0.010826	0.000000	0.000000
Del	 5	6631412	6671393	-0.000000	0.021653	0.000000	0.000000
Del	 5	6681388	7311077	-0.000000	0.010826	0.000000	0.000000
Del	 5	7321072	7860806	-0.000000	0.021653	0.000000	0.000000
Del	 5	7870801	10264231	-0.000000	0.010826	0.000000	0.000000
Del	 5	10274213	10473847	-0.000000	0.021653	0.000000	0.000000
Del	 5	10483829	10503792	-0.000000	0.010826	0.000000	0.000000
Del	 5	10513774	10663500	-0.000000	0.021653	0.000000	0.000000
Del	 5	10673481	14511514	-0.000000	0.010826	0.000000	0.000000
Del	 5	14521503	14701311	-0.000000	0.021653	0.000000	0.000000
Del	 5	14711300	15270702	-0.000000	0.010826	0.000000	0.000000
Del	 5	15280691	16049868	-0.000000	0.021653	0.000000	0.000000
Del	 5	16059857	16459430	-0.000000	0.010826	0.000000	0.000000
Del	 5	16469419	16509376	-0.000000	0.021653	0.000000	0.000000
Del	 5	16519366	17198639	-0.000000	0.010826	0.000000	0.000000
Del	 5	17208628	17368457	-0.000000	0.021653	0.000000	0.000000
Del	 5	17378446	23530890	-0.000000	0.010826	0.000000	0.000000
Del	 5	23540828	24820788	-0.000000	0.021653	0.000000	0.000000
Del	 5	24830781	32109780	-0.000000	0.010826	0.000000	0.000000
Del	 5	32119779	32569734	-0.000000	0.021653	0.000000	0.000000
Del	 5	32579733	33999591	-0.000000	0.010826	0.000000	0.000000
Del	 5	34009590	34049586	-0.000000	0.021653	0.000000	0.000000
Del	 5	34059585	34959495	-0.000000	0.010826	0.000000	0.000000
Del	 5	34969494	35119479	-0.000000	0.021653	0.000000	0.000000
Del	 5	35129478	35239467	-0.000000	0.010826	0.000000	0.000000
Del	 5	35249466	35679424	-0.000000	0.021653	0.000000	0.000000
Del	 5	35689423	35819410	-0.000000	0.010826	0.000000	0.000000
Del	 5	35829409	35939398	-0.000000	0.021653	0.000000	0.000000
Del	 5	35949397	36009391	-0.000000	0.010826	0.000000	0.000000
Del	 5	36019390	36589333	-0.000000	0.021653	0.000000	0.000000
Del	 5	36599332	37759216	-0.000000	0.010826	0.000000	0.000000
Del	 5	37769215	38239168	-0.000000	0.021653	0.000000	0.000000
Del	 5	38249167	38389153	-0.000000	0.010826	0.000000	0.000000
Del	 5	38399152	38469145	-0.000000	0.021653	0.000000	0.000000
Del	 5	38479144	38539138	-0.000000	0.010826	0.000000	0.000000
Del	 5	38549137	38609131	-0.000000	0.021653	0.000000	0.000000
Del	 5	38619130	38829109	-0.000000	0.010826	0.000000	0.000000
Del	 5	38839108	38939098	-0.000000	0.021653	0.000000	0.000000
Del	 5	38949097	39359056	-0.000000	0.010826	0.000000	0.000000
Del	 5	39369055	39509042	-0.000000	0.021653	0.000000	0.000000
Del	 5	39519041	40748918	-0.000000	0.010826	0.000000	0.000000
Del	 5	40758917	40808912	-0.000000	0.021653	0.000000	0.000000
Del	 5	40818911	42548738	-0.000000	0.010826	0.000000	0.000000
Del	 5	42558737	42808712	-0.000000	0.021653	0.000000	0.000000
Del	 5	42818711	42998693	-0.000000	0.010826	0.000000	0.000000
Del	 5	43008692	43428651	-0.000000	0.021653	0.000000	0.000000
Del	 5	43438650	43468647	-0.000000	0.010826	0.000000	0.000000
Del	 5	43478646	43608633	-0.000000	0.021653	0.000000	0.000000
Del	 5	43618632	43708623	-0.000000	0.010826	0.000000	0.000000
Del	 5	43718622	44398554	-0.000000	0.021653	0.000000	0.000000
Del	 5	44408553	44818512	-0.000000	0.010826	0.000000	0.000000
Del	 5	44828511	45368457	-0.000000	0.021653	0.000000	0.000000
Del	 5	45378456	50124856	-0.000000	0.054133	0.000000	0.000000
Del	 5	50134852	50144847	-0.000000	0.021653	0.274984	0.100000
Del	 5	50154843	50654621	-0.000000	0.054133	0.274984	0.100000
Del	 5	50664617	52393851	-0.000000	0.021653	0.274984	0.100000
Del	 5	52403846	52843651	-0.000000	0.054133	0.274984	0.100000
Del	 5	52853647	53233479	-0.000000	0.021653	0.274984	0.100000
Del	 5	53243474	53253470	-0.000000	0.054133	0.274984	0.100000
Del	 5	53263465	53613310	-0.000000	0.021653	0.274984	0.100000
Del	 5	53623306	53823217	-0.000000	0.054133	0.274984	0.100000
Del	 5	53833213	54043120	-0.000000	0.021653	0.274984	0.100000
Del	 5	54053116	54322996	-0.000000	0.054133	0.274984	0.100000
Del	 5	54332992	54452938	-0.000000	0.021653	0.274984	0.100000
Del	 5	54462934	54502916	-0.000000	0.054133	0.274984	0.100000
Del	 5	54512912	54512912	-0.000000	0.021653	0.274984	0.100000
Del	 5	54522907	54532903	-0.000000	0.054133	0.274984	0.100000
Del	 5	54542899	54792788	-0.000000	0.021653	0.274984	0.100000
Del	 5	54802783	54902739	-0.000000	0.054133	0.274984	0.100000
Del	 5	54912735	56562004	-0.000000	0.021653	0.274984	0.100000
Del	 5	56572000	56931840	-0.000000	0.054133	0.274984	0.100000
Del	 5	56941836	58980932	-0.000000	0.021653	0.274984	0.100000
Del	 5	58990928	59000923	-0.000000	0.054133	0.274984	0.100000
Del	 5	59010919	59770582	-0.000000	0.021653	0.274984	0.100000
Del	 5	59780578	59790574	-0.000000	0.054133	0.274984	0.100000
Del	 5	59800569	60440286	-0.000000	0.021653	0.274984	0.100000
Del	 5	60450281	60460277	-0.000000	0.054133	0.274984	0.100000
Del	 5	60470272	61859657	-0.000000	0.021653	0.274984	0.100000
Del	 5	61869652	61879648	-0.000000	0.054133	0.274984	0.100000
Del	 5	61889644	61929626	-0.000000	0.021653	0.274984	0.100000
Del	 5	61939621	63448953	-0.000000	0.054133	0.274984	0.100000
Del	 5	63458948	64908306	-0.000000	0.021653	0.274984	0.100000
Del	 5	64918302	64928297	-0.000000	0.054133	0.274984	0.100000
Del	 5	64938293	65228164	-0.000000	0.021653	0.274984	0.100000
Del	 5	65238160	65248156	-0.000000	0.054133	0.274984	0.100000
Del	 5	65258151	65488049	-0.000000	0.021653	0.274984	0.100000
Del	 5	65498045	65877877	-0.000000	0.054133	0.274984	0.100000
Del	 5	65887872	68646650	-0.000000	0.021653	0.274984	0.100000
Del	 5	68656645	68666641	-0.000000	0.054133	0.274984	0.100000
Del	 5	68676637	68896539	-0.000000	0.021653	0.274984	0.100000
Del	 5	68906535	68936521	-0.000000	0.054133	0.274984	0.100000
Del	 5	68946517	69886101	-0.000000	0.021653	0.274984	0.100000
Del	 5	69896096	70205959	-0.000000	0.054133	0.274984	0.100000
Del	 5	70215955	71445410	-0.000000	0.021653	0.274984	0.100000
Del	 5	71455405	71465401	-0.000000	0.054133	0.274984	0.100000
Del	 5	71475397	72155095	-0.000000	0.021653	0.274984	0.100000
