,TCGA-K4-A54R-11,TCGA-BL-A13J-11,TCGA-GD-A3OP-11,TCGA-CU-A0YN-11,TCGA-BT-A20R-11,TCGA-BT-A20Q-11,TCGA-K4-A3WV-11,TCGA-GD-A3OQ-11,TCGA-BT-A2LA-11,TCGA-BT-A2LB-11,TCGA-CU-A0YR-11,TCGA-BT-A20W-11,TCGA-GD-A2C5-11,TCGA-BT-A20U-11,TCGA-GC-A3WC-11,TCGA-BT-A20N-11,TCGA-GC-A3BM-11
ENSG00000242524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242525,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
ENSG00000242527,1,0,1,0,3,0,2,0,0,0,1,0,1,0,2,0,0
ENSG00000242529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242531,0,0,1,2,0,0,0,2,0,1,1,0,2,1,0,0,0
ENSG00000242534,0,0,0,0,0,0,0,0,0,3,3,0,8,0,2,0,0
ENSG00000242536,0,0,0,0,0,0,0,0,1,0,0,0,13,0,0,0,0
ENSG00000242537,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000242539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242540,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000242545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242550,6,0,2,0,1,0,0,0,1,29,1,2,16,10,2,0,1
ENSG00000242551,2,1,3,0,0,0,1,0,0,3,0,0,2,0,2,2,4
ENSG00000242552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242553,2,3,4,4,4,2,9,14,5,2,6,3,11,8,4,1,4
ENSG00000242559,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000242560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242561,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000242562,0,1,3,0,0,0,1,3,2,0,1,0,4,0,3,1,1
ENSG00000242565,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242568,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000242571,6,8,4,7,20,3,32,12,27,6,7,3,25,2,20,4,18
ENSG00000242573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242574,507,277,3234,367,637,223,737,1338,993,1376,1182,1408,1860,422,1952,426,650
ENSG00000242575,3,2,3,1,5,0,1,4,80,0,2,36,4,8,1,2,1
ENSG00000242578,1,1,6,0,3,1,3,2,2,0,0,2,4,0,2,1,3
ENSG00000242580,2,0,0,0,0,0,2,1,0,6,10,2,29,0,11,1,2
ENSG00000242583,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
ENSG00000242586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242588,63,52,54,37,126,28,58,178,10,28,71,39,31,42,44,59,54
ENSG00000242590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242593,0,9,0,0,13,1,4,2,1,1,4,1,0,0,3,0,0
ENSG00000242595,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242598,0,0,1,0,0,0,0,0,1,0,0,0,1,1,3,0,1
ENSG00000242599,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0
ENSG00000242600,4,11,42,15,5,4,43,56,7,10,23,8,27,7,38,2,32
ENSG00000242602,0,0,3,0,1,1,0,2,0,0,2,1,1,1,1,1,0
ENSG00000242607,5,1,3,4,3,1,7,10,6,2,4,1,3,2,2,1,1
ENSG00000242608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242609,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000242610,2,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,1
ENSG00000242611,8,8,76,18,18,56,3,71,3,13,36,95,27,1,12,1,28
ENSG00000242612,461,469,995,291,726,387,594,683,558,460,410,312,641,455,467,250,500
ENSG00000242613,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0
ENSG00000242614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242615,20,55,96,68,16,57,79,106,73,27,51,33,73,14,80,17,32
ENSG00000242616,448,222,625,336,771,217,450,674,647,265,335,404,486,159,361,279,404
ENSG00000242618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242622,17,11,32,14,19,9,34,65,15,14,19,18,45,19,30,10,21
ENSG00000242628,1,2,0,1,10,1,2,4,0,4,4,3,2,4,3,2,6
ENSG00000242631,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
ENSG00000242634,0,0,2,1,2,0,2,1,0,0,1,1,1,0,1,0,1
ENSG00000242635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242636,0,0,0,0,4,0,3,1,1,1,1,0,1,0,2,0,3
ENSG00000242638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242640,0,0,0,0,2,0,1,1,0,0,0,0,1,0,0,0,0
ENSG00000242641,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000242650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242651,1,0,0,0,1,2,0,0,0,0,0,1,1,0,0,0,0
ENSG00000242653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242657,0,0,0,0,1,1,0,0,0,0,1,0,0,0,2,0,0
ENSG00000242659,0,1,1,0,0,2,0,9,0,1,0,3,4,0,0,0,2
ENSG00000242660,4,2,0,1,0,0,5,0,12,1,1,0,2,1,2,0,4
ENSG00000242661,4,1,1,0,6,2,8,5,5,3,1,0,4,1,2,0,4
ENSG00000242667,5,3,9,0,7,0,10,6,14,4,1,0,9,1,3,0,8
ENSG00000242668,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000242670,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242675,3,0,0,0,1,0,0,0,1,0,0,1,3,0,0,0,0
ENSG00000242683,0,0,0,0,1,1,0,0,3,0,0,0,0,1,2,0,1
ENSG00000242686,8,0,0,0,0,0,4,0,0,0,1,0,1,0,5,0,1
ENSG00000242687,228,108,278,88,196,98,184,308,212,128,76,113,246,44,135,72,195
ENSG00000242688,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
ENSG00000242689,45,19,12,23,47,14,4,36,9,28,16,15,16,10,12,12,12
ENSG00000242692,1,0,4,2,4,2,3,3,9,6,1,0,3,2,10,0,5
ENSG00000242696,0,1,1,0,0,1,4,2,4,0,1,1,1,1,1,0,0
ENSG00000242697,2,1,5,1,19,5,19,1,17,7,4,6,8,0,5,0,23
ENSG00000242699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242703,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
ENSG00000242705,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
ENSG00000242706,0,0,7,0,3,0,0,1,5,5,0,0,1,0,0,0,8
ENSG00000242707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242715,123,82,244,109,78,18,362,472,137,10,33,74,188,17,32,57,54
ENSG00000242719,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,3
ENSG00000242727,0,0,0,0,0,0,1,1,3,1,0,0,0,0,0,0,0
ENSG00000242728,0,3,0,2,6,1,0,0,0,0,2,0,0,0,0,0,0
ENSG00000242729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242731,0,1,2,0,2,0,0,1,1,0,0,0,1,2,1,1,2
ENSG00000242732,996,1216,301,584,1804,864,723,1310,743,236,1335,690,379,153,737,1013,1281
ENSG00000242735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242736,0,0,0,0,0,0,0,0,0,0,2,0,1,2,1,0,0
ENSG00000242737,1,0,2,1,4,0,1,4,0,2,1,5,3,2,1,2,4
ENSG00000242741,20,1,14,0,2,1,20,17,33,5,1,2,1,2,2,2,1
ENSG00000242747,6,2,10,10,26,2,17,7,32,14,7,5,26,2,5,1,17
ENSG00000242748,2,1,0,1,3,2,1,6,0,2,5,0,1,0,0,3,7
ENSG00000242752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242753,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
ENSG00000242756,0,2,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000242757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242759,15,64,15,34,116,68,36,37,18,14,61,19,15,11,69,51,11
ENSG00000242764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242766,0,0,0,1,1,0,3,0,0,1,3,0,18,1,1,1,2
ENSG00000242767,0,1,1,6,2,0,3,6,0,0,3,2,1,0,2,0,2
ENSG00000242768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242770,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,0
ENSG00000242771,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000242775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242779,124,78,423,58,118,78,496,568,290,152,115,326,539,42,205,49,181
ENSG00000242781,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242790,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000242791,2,0,4,0,0,0,0,6,0,1,2,3,2,0,4,0,1
ENSG00000242793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242795,0,1,24,1,1,0,7,5,16,6,3,3,15,2,9,1,10
ENSG00000242797,4,1,2,0,0,1,3,7,0,2,1,4,1,2,0,0,1
ENSG00000242798,4,6,5,6,6,5,14,12,0,5,1,3,5,9,7,4,8
ENSG00000242802,801,844,1597,721,1396,843,1411,1738,1007,950,968,1121,2110,794,1190,691,890
ENSG00000242807,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000242808,10,18,68,14,26,14,53,45,17,6,30,23,49,19,35,8,43
ENSG00000242810,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242811,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000242814,6,1,10,2,9,0,34,4,25,10,6,2,7,2,9,1,15
ENSG00000242816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242818,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242828,0,0,2,0,0,0,0,1,2,0,0,0,1,0,0,0,0
ENSG00000242829,1,1,9,0,1,0,0,2,0,0,2,0,0,0,0,3,1
ENSG00000242834,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
ENSG00000242836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242837,0,0,5,0,1,0,0,1,4,2,0,4,0,1,5,0,0
ENSG00000242841,0,0,3,0,1,0,7,1,6,1,0,0,12,2,2,0,2
ENSG00000242849,1,0,0,1,3,0,1,1,3,3,0,0,4,0,2,0,1
ENSG00000242850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242852,5,14,17,10,6,12,36,39,15,15,20,14,21,8,14,5,15
ENSG00000242853,0,0,2,1,4,1,2,2,0,3,2,2,7,0,2,0,11
ENSG00000242854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242858,1,1,5,1,20,0,24,4,15,5,5,3,20,4,22,0,20
ENSG00000242860,0,1,1,0,0,0,1,1,1,4,0,0,2,0,3,0,1
ENSG00000242861,197,64,275,47,137,106,447,347,305,89,109,100,288,32,176,63,270
ENSG00000242863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242866,14,0,12,0,0,0,13,11,8,4,1,1,4,1,14,1,5
ENSG00000242875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242876,1,0,1,2,0,3,2,3,0,0,0,2,0,0,4,0,1
ENSG00000242879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242880,0,3,1,1,4,1,1,2,0,0,6,1,0,0,4,2,4
ENSG00000242882,1,2,0,1,8,0,9,0,1,1,0,1,3,1,1,0,4
ENSG00000242887,0,0,0,0,0,0,5,1,0,21,62,11,71,1,8,4,1
ENSG00000242888,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
ENSG00000242889,4,0,1,0,0,0,2,5,0,0,0,1,2,0,0,0,0
ENSG00000242893,0,0,1,0,0,0,0,1,0,1,0,0,0,2,0,0,0
ENSG00000242894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242899,2,0,6,0,4,0,3,1,1,5,1,0,7,11,1,0,3
ENSG00000242902,7,2,0,2,86,5,2,1,0,3,2,0,1,0,18,57,1
ENSG00000242908,0,0,0,0,0,0,0,0,0,0,1,0,12,4,0,0,0
ENSG00000242911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242912,1,0,0,0,0,0,1,0,2,0,1,0,1,0,2,0,0
ENSG00000242915,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000242922,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
ENSG00000242924,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
ENSG00000242925,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000242928,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000242931,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
ENSG00000242936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242941,0,1,0,0,2,1,3,0,3,1,1,0,1,0,2,2,1
ENSG00000242943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242948,1,0,2,1,0,0,0,6,0,1,0,0,4,2,1,1,1
ENSG00000242950,2,4,2,2,3,2,4,22,1,2,5,4,5,2,3,2,2
ENSG00000242951,3,1,9,0,16,0,23,3,22,14,1,1,13,5,5,3,15
ENSG00000242952,2,0,2,1,6,0,13,9,7,3,2,3,12,0,3,2,13
ENSG00000242953,0,0,2,1,0,1,0,1,0,0,0,3,2,0,2,0,0
ENSG00000242958,0,0,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0
ENSG00000242960,12,17,11,15,106,18,54,24,56,27,21,16,59,1,43,11,67
ENSG00000242963,0,0,2,0,0,0,0,0,0,6,0,0,0,5,0,0,0
ENSG00000242968,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
ENSG00000242970,1,5,9,1,3,1,6,10,11,16,11,2,5,6,2,2,7
ENSG00000242971,0,0,4,2,1,0,1,0,5,0,5,0,3,3,3,0,4
ENSG00000242973,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
ENSG00000242976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242979,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000242983,2,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0
ENSG00000242985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242986,0,2,0,0,1,0,0,0,0,0,2,0,0,0,2,1,0
ENSG00000242989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242990,0,0,4,0,9,0,5,3,0,0,0,3,7,1,5,0,8
ENSG00000242991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000242992,5,2,8,1,30,2,17,3,13,4,4,1,9,2,8,2,20
ENSG00000242993,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
ENSG00000242995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000242998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242999,3,2,0,0,1,0,0,0,0,1,0,0,2,0,0,0,1
ENSG00000243004,108,14,63,17,30,7,38,71,135,59,54,155,82,18,135,45,142
ENSG00000243005,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2
ENSG00000243007,1,1,6,1,2,0,15,6,3,1,2,2,4,0,7,0,6
ENSG00000243008,0,0,3,0,0,1,0,2,0,0,1,1,1,0,4,0,0
ENSG00000243011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243012,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
ENSG00000243014,2,0,4,2,5,1,2,2,1,4,0,0,5,2,6,0,4
ENSG00000243015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243016,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243018,1,1,0,2,5,3,1,5,0,3,5,1,1,1,0,5,0
ENSG00000243020,2,0,0,0,1,0,4,1,0,0,0,1,1,0,1,0,1
ENSG00000243022,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
ENSG00000243023,1,0,49,0,17,0,1,2,99,63,3,0,24,1,4,0,54
ENSG00000243024,2,3,7,1,10,2,7,6,6,11,5,4,13,4,4,6,7
ENSG00000243025,8,1,0,1,5,0,0,1,2,1,0,0,4,1,1,2,3
ENSG00000243027,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000243029,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243033,1,0,2,0,1,0,0,1,0,1,0,1,0,0,1,0,2
ENSG00000243035,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243038,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
ENSG00000243040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243049,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000243050,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000243051,0,2,2,0,0,0,0,0,0,0,1,0,0,2,0,0,0
ENSG00000243053,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
ENSG00000243055,54,2,11,1,3,0,4,10,3,1,0,2,2,5,6,1,6
ENSG00000243056,140,121,340,105,189,82,319,141,320,172,146,86,212,87,205,76,127
ENSG00000243058,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
ENSG00000243059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243062,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243063,0,1,2,2,1,0,7,4,3,48,156,8,111,4,5,2,3
ENSG00000243064,3,0,3,0,0,0,0,36,5,15,1,2,2,5,13,1,1
ENSG00000243066,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
ENSG00000243069,37,64,296,35,71,36,70,243,66,99,45,60,28,107,46,48,35
ENSG00000243071,11,6,11,4,14,7,26,7,28,11,7,3,15,8,24,5,16
ENSG00000243072,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
ENSG00000243073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243081,0,2,2,2,1,0,0,2,1,0,0,3,0,0,0,0,0
ENSG00000243083,0,1,0,0,2,3,3,2,1,1,6,0,2,2,4,1,0
ENSG00000243085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243089,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,2
ENSG00000243094,4,1,11,0,3,2,6,8,0,4,4,1,6,4,3,0,6
ENSG00000243095,1,0,1,1,4,1,5,1,2,2,0,1,2,0,0,0,1
ENSG00000243099,1,0,1,0,5,0,1,0,2,1,2,0,4,0,4,0,2
ENSG00000243101,2,0,2,0,4,1,4,0,3,2,2,1,2,1,2,0,4
ENSG00000243103,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000243104,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
ENSG00000243107,5,3,5,1,3,1,8,25,0,1,1,0,10,7,1,1,5
ENSG00000243113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243115,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243116,1,3,1,4,8,4,0,1,0,0,0,0,0,0,8,6,1
ENSG00000243122,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243129,0,0,0,0,1,0,0,1,1,3,0,0,0,0,0,0,1
ENSG00000243130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243135,2,0,6,0,0,0,4,7,4,0,1,4,1,2,2,0,2
ENSG00000243136,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243137,1,0,9,1,0,0,7,1,0,1,1,32,0,15,1,1,0
ENSG00000243141,0,1,0,0,0,0,1,0,0,0,0,1,0,3,0,0,0
ENSG00000243144,2,1,3,4,4,0,2,2,6,1,3,4,36,1,1,1,5
ENSG00000243147,893,1229,1731,979,2879,1126,1206,1600,1489,1018,1370,1331,1576,692,1292,1363,990
ENSG00000243149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243150,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000243154,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000243155,16,15,62,8,10,10,77,86,37,28,31,29,87,31,25,7,42
ENSG00000243156,657,1826,1060,1721,3610,2476,438,1992,362,785,1438,669,518,573,1269,1647,890
ENSG00000243160,3,0,1,0,0,0,4,1,3,0,0,1,0,0,0,0,4
ENSG00000243164,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
ENSG00000243165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243167,1,0,4,1,3,0,6,0,4,3,0,0,2,1,2,0,1
ENSG00000243171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243173,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243175,3,1,1,0,6,0,8,2,4,2,0,1,3,7,4,1,5
ENSG00000243176,16,12,26,11,63,11,21,23,24,10,27,9,21,4,9,10,18
ENSG00000243179,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
ENSG00000243181,11,14,14,50,39,5,24,10,59,15,17,9,37,16,14,7,19
ENSG00000243187,0,0,0,0,1,0,1,1,0,0,0,0,2,0,1,0,0
ENSG00000243188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000243193,3,2,7,0,2,0,2,1,1,1,3,2,7,0,0,1,0
ENSG00000243195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243199,127,111,183,89,329,77,345,151,290,219,140,119,249,169,189,104,252
ENSG00000243207,3,3,9,2,4,1,3,9,0,0,2,2,1,1,4,1,1
ENSG00000243220,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,2,0
ENSG00000243224,4,3,8,1,7,2,7,14,12,5,5,6,4,2,10,1,9
ENSG00000243225,748,0,8,27,22,20,41,209,278,97,23,1,90,15,59,9,13
ENSG00000243227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000243230,0,1,3,1,0,1,3,4,2,0,2,2,0,3,3,0,0
ENSG00000243232,7,4,13,11,8,5,16,55,9,25,14,34,17,2,22,7,45
ENSG00000243234,1,1,2,0,5,2,0,1,0,1,1,0,0,1,2,0,1
ENSG00000243236,0,0,0,0,0,0,1,0,0,1,0,0,2,199,0,0,0
ENSG00000243238,0,0,1,2,1,0,1,0,3,17,44,98,116,1,23,5,3
ENSG00000243243,19,19,12,25,18,21,6,22,2,6,19,12,15,3,32,16,14
ENSG00000243244,587,3762,1820,3618,8303,2354,442,1934,893,636,3015,1584,844,515,4475,3659,1916
ENSG00000243250,2,2,0,0,2,0,5,5,1,1,1,1,4,0,1,0,4
ENSG00000243251,1,0,8,1,1,1,2,2,3,1,2,0,1,4,6,1,3
ENSG00000243254,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243256,0,0,1,0,5,0,7,1,5,0,0,0,5,0,4,0,4
ENSG00000243257,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000243260,0,0,2,0,0,0,2,1,1,2,0,0,1,3,0,1,2
ENSG00000243264,0,1,3,0,1,0,24,8,10,67,0,24,106,1,79,2,10
ENSG00000243265,2,0,0,0,1,0,1,9,2,0,1,0,1,1,2,0,2
ENSG00000243267,4,1,1,1,1,0,2,2,0,0,0,2,2,0,2,0,0
ENSG00000243273,0,1,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0
ENSG00000243274,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000243276,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,4
ENSG00000243279,487,973,983,1010,1426,739,654,1284,1777,666,1423,1249,1712,533,1108,795,746
ENSG00000243280,4,0,0,1,3,0,0,5,0,1,3,0,2,0,1,0,0
ENSG00000243284,5,5,5,9,18,6,8,15,11,88,7,2,5,68,4,0,19
ENSG00000243287,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000243289,7,0,5,0,0,2,5,21,0,0,1,1,0,10,2,1,4
ENSG00000243290,0,0,3,2,0,0,2,1,0,37,77,3,129,5,10,0,2
ENSG00000243295,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000243296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243297,1,1,2,0,9,1,9,1,2,1,2,1,7,0,4,0,6
