GenePairs,frac.of.var.tissue,frac.of.var.species,frac.of.var.residual,group
MTA1_Mta1,0.08686427923431,0.859328399688173,0.0538073210775167,High across species
UNC80_Unc80,0.67883815658722,0.186545796422819,0.134616046989961,High across tissues
MPLKIP_Mplkip,0.202381699416837,0.548170049457894,0.249448251125269,None
PPIB_Ppib,0.229183306389911,0.321864141524103,0.448952552085986,None
URM1_Urm1,0.0562155235560804,0.895667207970169,0.0481172684737508,High across species
AOC2_Aoc2,0.0818417494522151,0.530371589957052,0.387786660590732,None
PPP1R3A_Ppp1r3a,0.758843379215068,7.3142538894617e-10,0.241156620053507,High across tissues
INA_Ina,0.672166190904485,0.0129088377677187,0.314924971327796,High across tissues
COA3_Coa3,0.051153337219637,0.831340570517978,0.117506092262385,High across species
PDZD7_Pdzd7,0.337419612173696,0.389288035210126,0.273292352616178,None
MINAR1_Minar1,0.166842497168683,0.15484418005462,0.678313322776697,None
PDE2A_Pde2a,0.417070686376505,0.368055612404159,0.214873701219336,None
EN2_En2,0.298395825925445,0,0.701604174074555,None
SENP8_Senp8,0.2459739876193,0.331562159270987,0.422463853109713,None
EFR3A_Efr3a,0,0.371962818816697,0.628037181183303,None
GPR37_Gpr37,0.409246442113921,0.124147455951538,0.466606101934541,None
RIC1_Ric1,0.12490640483811,0.330543309716661,0.544550285445229,None
CNR2_Cnr2,0.0239817173668642,0.631490043692826,0.34452823894031,None
ZCCHC8_Zcchc8,0.072487666509292,0.875565425141385,0.0519469083493225,High across species
CYP4F22_Cyp4f39,0.401212875266383,0.128374080428761,0.470413044304856,None
SCG3_Scg3,0.526763930295612,0.0902075877919133,0.383028481912474,High across tissues
GRHL3_Grhl3,0.253067120338882,0,0.746932879661119,None
HMGB2_Hmgb2,0.29668284661167,0.649385989535514,0.0539311638528161,High across species
CCDC186_Ccdc186,0.440462264355732,0.0943478167612696,0.465189918882998,None
KIF6_Kif6,0.497736897924597,0.0564898182241776,0.445773283851225,High across tissues
KCTD2_Kctd2,0.0452940550798302,0.421976237196677,0.532729707723493,None
LIN37_Lin37,0.0340527196830504,0.957248563425921,0.00869871689102843,High across species
GAS2L3_Gas2l3,0,0.180564739910745,0.819435260089255,None
WDR86_Wdr86,0.272538438329333,0.421857770643036,0.305603791027632,None
POLR3A_Polr3a,0.117596805030017,0.333221942340497,0.549181252629486,None
CBX8_Cbx8,0,0.520179155636933,0.479820844363067,None
CD70_Cd70,0,0.193701313716266,0.806298686283734,None
TNFSF14_Tnfsf14,0.459552813156455,0.0602761406423632,0.480171046201182,None
IFRD1_Ifrd1,0.235613034015197,0.282258503603871,0.482128462380933,None
PCTP_Pctp,0.685918349703894,0.202661873286171,0.111419777009936,High across tissues
PSMA4_Psma4,0,0.537831626343611,0.462168373656389,None
VPS37B_Vps37b,0.0458589393879989,0.848363981216651,0.10577707939535,High across species
SCARB2_Scarb2,0.328161482620565,0,0.671838517379435,None
TMPO_Tmpo,0.368802723895331,0.372965797240175,0.258231478864494,None
ELAVL3_Elavl3,0.597810515468862,0.133608945916483,0.268580538614655,High across tissues
ACYP2_Acyp2,0.343797851852724,0.11315805954118,0.543044088606096,None
DNM3_Dnm3,0.646019254920684,0.215745644444797,0.13823510063452,High across tissues
DLX2_Dlx2,0.514860158592993,0.192425085826138,0.292714755580869,High across tissues
TMEM86B_Tmem86b,0.0635162530673748,0.890466958408791,0.0460167885238338,High across species
MREG_Mreg,0,0,1,None
CEP55_Cep55,0.699851737143885,0,0.300148262856115,High across tissues
ARHGEF10_Arhgef10,0.0923609383442145,0.899857176107988,0.00778188554779722,High across species
DNAJC9_Dnajc9,0.113525903363767,0.81609772561763,0.0703763710186032,High across species
ZNF580_Zfp580,0.503362515639263,0.381702307437849,0.114935176922888,High across tissues
BNC2_Bnc2,0.754897817253514,0.0954571740456863,0.1496450087008,High across tissues
ZNF22_Zfp422,0,0.245234857120021,0.754765142879979,None
PIK3C2G_Pik3c2g,0.349907573872343,0.269840749323914,0.380251676803743,None
SCN1A_Scn1a,0.764912936112958,0,0.235087063887043,High across tissues
RPP30_Rpp30,0.0529165204529574,0.295577913866832,0.651505565680211,None
KLK7_Klk7,0.033755838071375,0.244461145653239,0.721783016275386,None
POU6F2_Pou6f2,0.667298545726904,4.65460852536702e-10,0.332701453807636,High across tissues
OGFRL1_Ogfrl1,0.280029895870901,0.270299308248441,0.449670795880658,None
DMAC1_Dmac1,0.00449078063813626,0.782665235450789,0.212843983911075,High across species
ABL1_Abl1,0.635120532515538,0.313383787496098,0.0514956799883639,High across tissues
NSD2_Nsd2,0.539590631229308,0.259312851422459,0.201096517348233,High across tissues
C1orf105_4930558K02Rik,0.613827368146211,1.85528864099636e-09,0.3861726299985,High across tissues
FBXW10_Fbxw10,0.271441551084398,0.485995863835444,0.242562585080157,None
CA11_Car11,0.778182256961772,0,0.221817743038228,High across tissues
CPA2_Cpa2,0.442023097496171,0.254883831296164,0.303093071207665,None
WSCD2_Wscd2,0.322966499629663,0.459327532039221,0.217705968331117,None
ABCA4_Abca4,0.00451554525083586,0.409774063667753,0.585710391081412,None
TIMM23B_Timm23,0,0.967560864721445,0.0324391352785548,High across species
SURF6_Surf6,0.272662227099618,2.0877008072502e-09,0.727337770812681,None
THEMIS_Themis,0.00537102914353221,0.544906189223634,0.449722781632833,None
CNNM1_Cnnm1,0.808214504817975,0,0.191785495182025,High across tissues
CGRRF1_Cgrrf1,0.0813974668566279,0.639759332074202,0.27884320106917,None
ARHGAP8_Arhgap8,0.117582844618396,0.613543434800576,0.268873720581028,None
SOX15_Sox15,0.0556944193328938,0.270549354907501,0.673756225759605,None
ARMT1_Armt1,0.0148386652836584,0.334797747578819,0.650363587137523,None
CPA4_Cpa4,0,0,1,None
WHRN_Whrn,0.199078797701514,0.599292759927273,0.201628442371213,None
MYL12B_Myl12b,0.134737142023011,0,0.865262857976989,None
EFNB3_Efnb3,0.442315215934408,0.0167995707314362,0.540885213334156,None
NR2E1_Nr2e1,0.732648877668828,0.0353013013312382,0.232049820999933,High across tissues
KIAA1549L_D430041D05Rik,0.260493686916439,9.44108763627771e-11,0.73950631298915,None
ANGEL1_Angel1,0.53624703732063,0.0179575272655971,0.445795435413773,High across tissues
TMEM97_Tmem97,0.487320658023215,0.332306457926123,0.180372884050662,High across tissues
SULT2A1_Sult2a1,0.737687805700082,0.0359322912434571,0.22637990305646,High across tissues
KIAA1217_Etl4,0.206122223597771,0.337661577318578,0.456216199083651,None
SP1_Sp1,0.64290007901408,0.276675793087134,0.0804241278987867,High across tissues
CEP192_Cep192,0.330272850984095,0.169818897431967,0.499908251583938,None
RAB3D_Rab3d,0.215953619581629,0.684337108462359,0.099709271956012,High across species
TLCD2_Tlcd2,0.382691240410664,0.263482287301976,0.35382647228736,None
BLOC1S5_Bloc1s5,0,0.118105607201154,0.881894392798846,None
MEST_Mest,0.294012056365058,0.394905180770881,0.31108276286406,None
COX16_Cox16,0.0155588264686873,0.961295895667182,0.0231452778641306,High across species
PDE6A_Pde6a,0.219494792818804,0,0.780505207181196,None
PRX_Prx,0.724794064275735,0.0941283322858718,0.181077603438393,High across tissues
PRRC2C_Prrc2c,0.695912724755451,0.117339188357532,0.186748086887017,High across tissues
TRIM15_Trim15,0.229735352649728,0,0.770264647350272,None
RBMS2_Rbms2,0.312618078317067,0.593138274654576,0.0942436470283571,None
FAM117A_Fam117a,0.208421569901308,0.633546299564292,0.1580321305344,None
DLGAP5_Dlgap5,0.519732972210996,0.00905358732340591,0.471213440465598,High across tissues
CYP2F1_Cyp2f2,0.0638840753478484,0.837715271566616,0.0984006530855358,High across species
TRIM32_Trim32,0.115703113018117,0.65073451459461,0.233562372387273,High across species
PRDM6_Prdm6,0.727932665747844,0.050580854887024,0.221486479365132,High across tissues
IGDCC3_Igdcc3,0.262403802732642,0.288169031809814,0.449427165457544,None
SLC22A3_Slc22a3,0,0.10707139454922,0.89292860545078,None
PHPT1_Phpt1,0.110703920318207,0.736114232172044,0.15318184750975,High across species
HINT3_Hint3,0,0.621882897303716,0.378117102696284,None
GCLC_Gclc,0.290904960895509,0.445013930653528,0.264081108450963,None
TRIP13_Trip13,0.538813282337358,0.0648675745150686,0.396319143147573,High across tissues
CYTIP_Cytip,0.71237810995144,0.00329901006637685,0.284322879982183,High across tissues
DLX3_Dlx3,0.40919872148439,0.0588499177855635,0.531951360730046,None
CYP4F11_Cyp4a10,0.59493841684272,0,0.40506158315728,High across tissues
NDUFAF8_Ndufaf8,0.0445030550510961,0.891765989082935,0.0637309558659689,High across species
PATJ_Patj,0.317979106790517,0,0.682020893209483,None
TMEM141_Tmem141,0,0.717276507584228,0.282723492415772,High across species
TNFRSF13B_Tnfrsf13b,0.151827412296326,0.618668371742099,0.229504215961575,None
INTS10_Ints10,1.6464199422422e-08,0.00178728917235804,0.998212694363443,None
NACC2_Nacc2,0.206490276360964,0.342168154158175,0.451341569480861,None
CDC42SE2_Cdc42se2,0.402288838934634,0,0.597711161065366,None
HSPA5_Hspa5,0.23388115219191,0.590581718674791,0.175537129133299,None
PLD6_Pld6,0.48985570819291,0.0989398328076428,0.411204458999447,High across tissues
NSG2_Nsg2,0.320102134646005,0.296238379355479,0.383659485998516,None
MED9_Med9,0.0184033940418803,0.842954432520317,0.138642173437802,High across species
PXMP2_Pxmp2,0.528421111413322,0.254945519063958,0.21663336952272,High across tissues
IFI35_Ifi35,0.329004225456859,0.327902583498076,0.343093191045064,None
CCNK_Ccnk,0.151023842195789,0.750049729935306,0.0989264278689048,High across species
FAT3_Fat3,0.779281283041577,0.0942358233903975,0.126482893568026,High across tissues
ZNF474_Zfp474,0.778542999529727,0,0.221457000470274,High across tissues
LGR5_Lgr5,0.373151256693604,0.206646199687367,0.42020254361903,None
PLEKHG1_Plekhg1,0.46003343677711,0.180390996049161,0.359575567173729,None
NXPH3_Nxph3,0.69401181321285,2.15227100892282e-10,0.305988186571923,High across tissues
CYB5D2_Cyb5d2,0.540444305457757,0.118423670719284,0.341132023822959,High across tissues
SLCO4C1_Slco4c1,0.371895613877532,0.0741245817057733,0.553979804416695,None
TMEM247_Tmem247,0.758555938817946,0.0250354172693373,0.216408643912717,High across tissues
CRISP2_Crisp2,0.607861593558759,0.085036816775884,0.307101589665357,High across tissues
SPG11_Spg11,0.195554848284914,0.139871135532846,0.664574016182241,None
CEP295_Cep295,0.236913487905955,0.32595096241468,0.437135549679365,None
CARD6_Card6,0.135455109049773,0.450919873706218,0.413625017244009,None
NLGN2_Nlgn2,0.677022679152988,0.0794901913212108,0.243487129525801,High across tissues
PTPN21_Ptpn21,0.301326124931266,0.24159606502212,0.457077810046614,None
BHMT2_Bhmt2,0.30883925534206,0.453756590218913,0.237404154439028,None
FZD3_Fzd3,0.565710598138473,0.137600045140007,0.29668935672152,High across tissues
CADM4_Cadm4,0.758505179810989,0.0364509802900765,0.205043839898934,High across tissues
SPEM1_Spem1,0.672731400554568,0.202815345225416,0.124453254220016,High across tissues
ASB18_Asb18,0.411095647337,0.276581405856805,0.312322946806195,None
SPEM2_Spem2,0.805459944164375,0.0443601298187469,0.150179926016878,High across tissues
ZSCAN22_Zscan22,0.0743466931981378,0.885309064217122,0.0403442425847399,High across species
CHRNB1_Chrnb1,0,0.263335093978019,0.736664906021981,None
GADD45B_Gadd45b,0.255098305128158,0.41535921305645,0.329542481815392,None
NDUFB9_Ndufb9,0.0923513759681826,0.874688524916283,0.0329600991155339,High across species
C14orf119_1700123O20Rik,0.155062289899718,0.800778866170674,0.0441588439296081,High across species
INSR_Insr,0.405777695356499,1.36333746861573e-10,0.594222304507168,None
HSD17B4_Hsd17b4,0.745963620607466,0,0.254036379392534,High across tissues
EML1_Eml1,0.1919185870165,0.417778896232269,0.39030251675123,None
GNMT_Gnmt,0.553662750770707,0.284121466238772,0.162215782990521,High across tissues
CYB5D1_Cyb5d1,0,0.982653099111109,0.0173469008888908,High across species
XPO7_Xpo7,0.102218272872888,0,0.897781727127112,None
GUCY2D_Gucy2e,0.426123975030737,0.0926884816123844,0.481187543356879,None
MS4A2_Ms4a2,0,0.474232569256439,0.525767430743561,None
HEBP2_Hebp2,0.0509482172347083,0.613228606990614,0.335823175774677,None
ALOX12B_Alox12b,0.0676823893528377,0.134375803784042,0.79794180686312,None
RSPO3_Rspo3,0.073296610870068,0.21364338636776,0.713060002762172,None
AQP5_Aqp5,0.437470317199365,0.108545831092412,0.453983851708223,None
SPATS1_Spats1,0.412393085833598,0.182153218753796,0.405453695412606,None
TRIM46_Trim46,0.187991441838022,0.704886427692431,0.107122130469547,High across species
KDR_Kdr,0.529628590045852,0.0264463114005372,0.443925098553611,High across tissues
HES7_Hes7,0.199675476493203,0.409742473443976,0.390582050062821,None
RPL7A_Rpl7a,0.0958976868070748,0.720771422716622,0.183330890476303,High across species
PDE1B_Pde1b,0.555636346740581,0.153386627347006,0.290977025912413,High across tissues
MYPOP_Mypop,0.0824946469949451,0.567181548574293,0.350323804430762,None
CYP3A7_Cyp3a44,0.465702571614419,0.0881711852501313,0.446126243135449,None
GP6_Gp6,1.04358303980316e-09,0.113910966751239,0.886089032205178,None
RPP40_Rpp40,0.455179870611963,0.229081795087942,0.315738334300095,None
CFAP52_Cfap52,0.691602559154529,0.103928749329598,0.204468691515873,High across tissues
GJC3_Gjc3,0.00515502430104016,0.210571748526909,0.784273227172051,None
CNTNAP2_Cntnap2,0.613659684076029,0,0.386340315923971,High across tissues
CCDC86_Ccdc86,0.879771632228515,0,0.120228367771485,High across tissues
PTGDR2_Ptgdr2,0.0877146692471003,1.07967453175728e-10,0.912285330644932,None
ZP1_Zp1,0.0780896682237425,0,0.921910331776258,None
ADAMTS10_Adamts10,0.0590806227137865,0.863496329796337,0.077423047489877,High across species
RAB5IF_Rab5if,0.0233079072277035,0.919886897724426,0.0568051950478704,High across species
TTN_Ttn,0.659838129043444,0,0.340161870956556,High across tissues
ALDH5A1_Aldh5a1,0.571109943946008,0,0.428890056053992,High across tissues
SPATA19_Spata19,0.90563408017743,0.0166044651001305,0.0777614547224392,High across tissues
RCVRN_Rcvrn,0.244719607143187,0,0.755280392856813,None
MUC1_Muc1,0.595765063558832,0.151235413387692,0.252999523053476,High across tissues
CREB3_Creb3,0.150487801550542,0.522742925600733,0.326769272848725,None
IGSF9B_Igsf9b,0.53659791311026,0.268091717214561,0.195310369675179,High across tissues
MGME1_Mgme1,0.0481188488296772,0.577862897383352,0.374018253786971,None
ADAM8_Adam8,0.16263621543962,0.532185291505826,0.305178493054555,None
MYH13_Myh13,0.0899339957906137,0.0917753906533229,0.818290613556063,None
SH3RF1_Sh3rf1,0.619326020452091,0,0.380673979547909,High across tissues
RAN_Ran,0.475206423157616,0.319527655795499,0.205265921046886,High across tissues
SRRM3_Srrm3,0.397041364036317,0.050536137610738,0.552422498352945,None
OTUD4_Otud4,0.249083171231573,0.653643609614305,0.0972732191541222,High across species
BET1L_Bet1l,0.352201528916911,0.298049989130113,0.349748481952976,None
MYH8_Myh8,0,0,1,None
TOR1B_Tor1b,0.0505369164963368,0.538351321016904,0.41111176248676,None
HSPB6_Hspb6,0.629585174294738,3.83983268760234e-05,0.370376427378386,High across tissues
YWHAG_Ywhag,0.519468933437477,0.184911575276316,0.295619491286207,High across tissues
CPXM1_Cpxm1,0.486727479790464,0.309312276851738,0.203960243357798,High across tissues
GADD45GIP1_Gadd45gip1,0.229041552252692,0.229751659476808,0.5412067882705,None
ZP3_Zp3,0.217652815673675,0,0.782347184326326,None
HINT2_Hint2,0.00753588748837774,0.95329069679628,0.0391734157153426,High across species
ANKRD29_Ankrd29,0.573837398125318,0,0.426162601874682,High across tissues
CHEK2_Chek2,0.135041353752315,0.483822941800437,0.381135704447248,None
SOSTDC1_Sostdc1,0.652663883809409,4.8444743812757e-10,0.347336115706143,High across tissues
BRD3_Brd3,0.160397243916526,0.694149569239899,0.145453186843576,High across species
ARHGAP32_Arhgap32,0.629722356884531,0.0734976824672423,0.296779960648226,High across tissues
LAMP5_Lamp5,0.442899155004366,0.235571907149066,0.321528937846568,None
SMARCD3_Smarcd3,0.537209112760755,0.227497857521892,0.235293029717353,High across tissues
CALHM6_Calhm6,0.305656069597227,0.127519509119747,0.566824421283026,None
UNC93A_Unc93a,0,0.134940991479631,0.865059008520369,None
SHISA6_Shisa6,0.558487482511768,8.59401674336339e-10,0.44151251662883,High across tissues
POLB_Polb,0.414448516730451,0.43198849377488,0.15356298949467,None
MYDGF_Mydgf,0.724477766545364,3.93958708383332e-11,0.27552223341524,High across tissues
STAU1_Stau1,2.18088573845949e-10,0.764488156243979,0.235511843537933,High across species
ELP2_Elp2,0.0358241469819724,0.470051046657855,0.494124806360173,None
PPP1R18_Ppp1r18,0.764151512779048,0.0330045419447307,0.202843945276221,High across tissues
FANK1_Fank1,0.760627228238634,0,0.239372771761366,High across tissues
DNAH9_Dnah9,0.719409003742473,0,0.280590996257527,High across tissues
SLC17A3_Slc17a3,0.949627300532288,0.0199202331772601,0.0304524662904517,High across tissues
RNF216_Rnf216,0.292025375498754,0.672145315605779,0.0358293088954672,High across species
NINJ2_Ninj2,0.0738126029330324,0.543027708204718,0.383159688862249,None
FUOM_Fuom,0.0524960837287211,0.680368619779762,0.267135296491516,High across species
HIF1A_Hif1a,0.110206647103492,0.564245872802088,0.325547480094421,None
FAM98C_Fam98c,0.0285631781550824,0.914258266831739,0.0571785550131786,High across species
NDUFB6_Ndufb6,0.203246320995417,0.681881977165431,0.114871701839152,High across species
SSPN_Sspn,0.506614845299911,0.0313522418651919,0.462032912834897,High across tissues
LRRC61_Lrrc61,0.0822371099393503,0.815218422189231,0.102544467871419,High across species
SMCO3_Smco3,0,0.337912940466518,0.662087059533482,None
ELP1_Elp1,0,0,1,None
FKBP14_Fkbp14,0.433757430669763,4.61946758645888e-10,0.56624256886829,None
FICD_Ficd,0,0.526668729284479,0.473331270715521,None
MYO3A_Myo3a,0.494054993162963,0.136847383951235,0.369097622885802,High across tissues
BARX2_Barx2,0.353391329041291,3.17957017547893e-09,0.646608667779138,None
NCKAP1L_Nckap1l,0.0988834270080251,0.217106820787557,0.684009752204418,None
TMEM270_Tmem270,0.764080214259144,0.00455490711291603,0.23136487862794,High across tissues
SEC24D_Sec24d,0.0929610090506935,0.444814007794771,0.462224983154536,None
ZDHHC24_Zdhhc24,0.129416788047187,0.766210725831715,0.104372486121098,High across species
ANKRD49_Ankrd49,0,0,1,None
RASAL3_Rasal3,0.123354951552192,0.486523179676315,0.390121868771493,None
TIMM10B_Timm10b,0.0573555970847714,0.890497704071283,0.0521466988439453,High across species
RIPK2_Ripk2,0.362620998336408,0.0699697002239779,0.567409301439614,None
RGS14_Rgs14,0.162193308436452,0,0.837806691563548,None
CD3E_Cd3e,0.244763685720908,0.122711019006799,0.632525295272294,None
GK_Gk,0.334110517855809,0.216041045493789,0.449848436650402,None
RELL2_Rell2,0.300121432385084,0.294473757583077,0.405404810031839,None
CDO1_Cdo1,0.050185228691868,0.476867449430693,0.47294732187744,None
TRIM29_Trim29,0.643155213383571,0.0135367764388404,0.343308010177589,High across tissues
LAPTM4B_Laptm4b,0.237906568387859,0.520634727060973,0.241458704551169,None
IGFBP6_Igfbp6,0.659999577153765,0,0.340000422846235,High across tissues
C2_C2,0.497518696430138,0.358478524093825,0.144002779476037,High across tissues
FSTL4_Fstl4,0,0.305600975473236,0.694399024526764,None
ATP6V0A2_Atp6v0a2,0.0736484147901916,0.88826872801447,0.038082857195338,High across species
ZNF112_Zfp112,0,0,1,None
HS3ST3A1_Hs3st3a1,0,0.0573128879840041,0.942687112015996,None
NHLRC2_Nhlrc2,0,0.0883823992385597,0.91161760076144,None
FGL2_Fgl2,0.365544090608312,0.215429557119606,0.419026352272082,None
HS3ST3B1_Hs3st3b1,0.730177785477559,0.16187397441176,0.107948240110681,High across tissues
ZC2HC1A_Zc2hc1a,0.55217703223839,0.151340676239136,0.296482291522474,High across tissues
CEACAM19_Ceacam19,0.083634144356308,0.762403499603018,0.153962356040674,High across species
CYGB_Cygb,0.399682847756274,0.334461462249927,0.265855689993799,None
F12_F12,0.730822979830214,0,0.269177020169786,High across tissues
CNOT7_Cnot7,0.506225167397998,0.309666229584841,0.184108603017161,High across tissues
PRCD_Prcd,0.579851636468612,0.267338619244546,0.152809744286842,High across tissues
EXOSC1_Exosc1,0.20716022310091,0.531166626319727,0.261673150579362,None
IGSF23_Igsf23,0,0.286028862416305,0.713971137583695,None
TRPV6_Trpv6,0.0699658660951361,0.0994868799570343,0.83054725394783,None
PARP8_Parp8,0.312617221021885,0.0864091067232916,0.600973672254823,None
TIGAR_Tigar,0,0.825795002001523,0.174204997998477,High across species
GRIN2D_Grin2d,0.261216288069545,0.592148843189854,0.146634868740601,None
PRIM1_Prim1,0.108953573975914,0,0.891046426024086,None
TFPT_Tfpt,0.336806720936804,0,0.663193279063196,None
PABPC4L_Pabpc4l,1.66686572108583e-07,0.22661034295416,0.773389490359268,None
SLC23A2_Slc23a2,0.238939639006362,0.223961552523217,0.537098808470421,None
SRP72_Srp72,0.264775385668384,0,0.735224614331616,None
TRPV5_Trpv5,0.748788225650592,0.00425030807371746,0.24696146627569,High across tissues
TREH_Treh,0.57006666476502,0.156680027645355,0.273253307589625,High across tissues
RAVER1_Raver1,0.0693652494406328,0.91716514359431,0.013469606965057,High across species
LLCFC1_Llcfc1,0.688954264501235,0,0.311045735498765,High across tissues
LMOD2_Lmod2,0.519622156825764,0,0.480377843174236,High across tissues
ST8SIA1_St8sia1,0.415551806936225,0,0.584448193063775,None
EPO_Epo,0.119844981126682,0.0878546887736747,0.792300330099644,None
SIPA1L3_Sipa1l3,0.0901154582140467,0.838705908945452,0.0711786328405009,High across species
TEX19_Tex19.1,0.65483296425737,0.113403845749778,0.231763189992852,High across tissues
RRM1_Rrm1,0.479845480712594,0.372445480371349,0.147709038916057,High across tissues
MRPS16_Mrps16,0.49093279785064,0.126392237927203,0.382674964222157,High across tissues
TEKT3_Tekt3,0.639403522582647,0.0885651971101233,0.27203128030723,High across tissues
ZAN_Zan,0.189655214351178,0.52172703045675,0.288617755192072,None
PYM1_Pym1,0.176088818565569,0.48581885026191,0.33809233117252,None
CCNJ_Ccnj,0.240173366246109,0.0902803103604823,0.669546323393409,None
NHLRC4_Nhlrc4,0.606143006499958,0.00141670976784222,0.3924402837322,High across tissues
FGD6_Fgd6,0.00866377290034266,0,0.991336227099657,None
GPRASP2_Gprasp2,0.544960898913301,0.0930382041491462,0.362000896937553,High across tissues
PYGL_Pygl,0.519411570349433,0.0294124371392338,0.451175992511333,High across tissues
HS3ST4_Hs3st4,0.902854869508636,0.0389083548280941,0.0582367756632695,High across tissues
CREBBP_Crebbp,0.260009838418192,0.52757553762477,0.212414623957037,None
CCDC137_Ccdc137,0.121127194878278,0.555276458636182,0.32359634648554,None
ATP6AP1_Atp6ap1,0.0346458120812473,0.870884297310649,0.0944698906081042,High across species
GSTO1_Gsto1,0.383217170387014,0,0.616782829612986,None
FSCN2_Fscn2,0.361223268108984,0.103974625653795,0.53480210623722,None
SF3A2_Sf3a2,0.465314750484045,0.466889515205886,0.0677957343100687,None
PDE5A_Pde5a,0.557213216542671,0.0998735400238545,0.342913243433475,High across tissues
WBP2_Wbp2,0.00440063920452937,0.901497921594689,0.0941014392007822,High across species
TAF1_Taf1,0,0,1,None
MBD6_Mbd6,0.162114945939549,0.778657964094515,0.0592270899659356,High across species
BCCIP_Bccip,0,0.0205563082975059,0.979443691702494,None
B3GNT6_B3gnt6,0.509382305084324,0.39383779205096,0.0967799028647163,High across tissues
APOA1_Apoa1,0.584049070350911,0,0.415950929649089,High across tissues
OPRD1_Oprd1,0.62046348748157,0.295740707965211,0.0837958045532197,High across tissues
MAP7D3_Map7d3,0.076103083906651,0.822499139602027,0.101397776491322,High across species
CACNB3_Cacnb3,0.368465836232154,0.473509593443409,0.158024570324437,None
ATP6V1F_Atp6v1f,0.239106503728717,0.642831884880173,0.11806161139111,High across species
CCDC25_Ccdc25,0,0.610718143798577,0.389281856201423,None
HS3ST2_Hs3st2,0.277144800146044,0.37959962078665,0.343255579067307,None
ZNF488_Zfp488,0.635763863604727,0.173830314895401,0.190405821499872,High across tissues
SAFB2_Safb2,0.0296931934144535,0.913531709435806,0.0567750971497408,High across species
FIBCD1_Fibcd1,0.754625888626609,0,0.245374111373391,High across tissues
SCGB3A1_Scgb3a1,0.390872827562194,0.0117149815172586,0.597412190920547,None
VSTM2A_Vstm2a,0.503059573815363,0.194408431995276,0.302531994189361,High across tissues
MAP2K1_Map2k1,0.333699561315795,0.159657557580267,0.506642881103937,None
KIF20B_Kif20b,0.0987398026975964,0.489911669075136,0.411348528227268,None
CDH6_Cdh6,0.413732638920454,0.367260690328818,0.219006670750728,None
GLB1L2_Glb1l2,0.278120747043505,0.104533998421904,0.617345254534592,None
UHRF2_Uhrf2,0,0.765432272919915,0.234567727080085,High across species
METTL16_Mettl16,0.0722844429626907,0.568908444652617,0.358807112384692,None
CPA5_Cpa5,0.729716912135838,1.53874861844995e-09,0.270283086325413,High across tissues
MPV17L_Mpv17l,0.172428546891324,0.344869829690771,0.482701623417905,None
PELO_Pelo,0.124732947416626,0.760178216973801,0.115088835609574,High across species
PKP1_Pkp1,0.179719250083206,0,0.820280749916794,None
NUP54_Nup54,0.232623689862369,0,0.767376310137631,None
CAPSL_Capsl,0.605363238514912,0.0545567874916607,0.340079973993427,High across tissues
ZC3H7A_Zc3h7a,0,0.726798228432641,0.273201771567359,High across species
MS4A8_Ms4a8a,0.215839330449722,0.197369045396931,0.586791624153348,None
DGCR8_Dgcr8,0.0890276110343899,0.731923411695146,0.179048977270464,High across species
NDUFAF5_Ndufaf5,0.482332597118717,0.188419528106413,0.329247874774869,High across tissues
SRSF1_Srsf1,0.0767211342635724,0.641458759247639,0.281820106488789,High across species
C1QTNF3_C1qtnf3,0,0,1,None
RPS16_Rps16,0.280365902797384,0.497287954067667,0.222346143134949,None
EPX_Epx,0.42127431901495,0.0641723886774145,0.514553292307635,None
HNRNPUL2_Hnrnpul2,0.380244681877961,0.0849369381630288,0.53481837995901,None
ACOT12_Acot12,0.563508272713774,0.144115971981389,0.292375755304837,High across tissues
ACOT9_Acot10,8.69530598804327e-15,0.877845026044549,0.122154973955442,High across species
WDR81_Wdr81,0.0777340798858324,0.715126739859288,0.20713918025488,High across species
AQP6_Aqp6,0.848451586887367,0,0.151548413112634,High across tissues
KCTD7_Kctd7,0.372425082123938,0.205787774419658,0.421787143456404,None
NPM3_Npm3,0.244539393758008,0.647706564249265,0.107754041992728,High across species
SLC22A6_Slc22a6,0.952940760161661,0.0155397097657331,0.031519530072606,High across tissues
MMP2_Mmp2,0.828787300220895,4.75516223839546e-10,0.171212699303589,High across tissues
BAG4_Bag4,0.148151632908625,0.475997291868248,0.375851075223127,None
PHLDA3_Phlda3,0.502099626824005,0.309278661262417,0.188621711913578,High across tissues
CPNE8_Cpne8,0.580367503457166,1.5842107906568e-10,0.419632496384413,High across tissues
CCDC28A_Ccdc28a,0.251429515575234,0.0358959445854407,0.712674539839326,None
TCFL5_Tcfl5,0.216520235107927,0.626150363385968,0.157329401506105,None
CD14_Cd14,0,0.367062851971915,0.632937148028086,None
SURF2_Surf2,0,0.192506526890749,0.807493473109251,None
ZC3H3_Zc3h3,0.243432536386292,0.655119596550442,0.101447867063267,High across species
TRANK1_Trank1,0.29713543092164,0.016269806739418,0.686594762338942,None
ZC3HAV1L_Zc3hav1l,0.800485127269534,0,0.199514872730466,High across tissues
TRIM41_Trim41,0.0449496270233899,0.901803542871558,0.0532468301050527,High across species
DGCR2_Dgcr2,0.046172900681395,0.887666744185374,0.066160355133231,High across species
RALGAPB_Ralgapb,0.356939513220421,0.448331513112044,0.194728973667535,None
