"","x","runningScore","position","ymin","ymax","geneList","gene","Description"
"3550",3550,0.657379492403505,0,0,0,0.217918280035563,"2547","Proteasome"
"3551",3551,0.657296813610615,0,0,0,0.217900090982411,"4867","Proteasome"
"3552",3552,0.657214134817726,0,0,0,0.217762237754417,"59340","Proteasome"
"3553",3553,0.657131456024836,0,0,0,0.217655701278369,"3563","Proteasome"
"3554",3554,0.657048777231947,0,0,0,0.217410080597785,"27296","Proteasome"
"3555",3555,0.656966098439057,0,0,0,0.217291790675395,"9970","Proteasome"
"3556",3556,0.656883419646167,0,0,0,0.217101558537314,"4931","Proteasome"
"3557",3557,0.656800740853278,0,0,0,0.216975218969687,"140460","Proteasome"
"3558",3558,0.656718062060388,0,0,0,0.216788562629129,"909","Proteasome"
"3559",3559,0.656635383267498,0,0,0,0.216729476977515,"10109","Proteasome"
"3560",3560,0.656552704474609,0,0,0,0.216668398357652,"4913","Proteasome"
"3561",3561,0.656470025681719,0,0,0,0.216663693269613,"4133","Proteasome"
"3562",3562,0.65638734688883,0,0,0,0.216605002112452,"7855","Proteasome"
"3563",3563,0.65630466809594,0,0,0,0.216463514525349,"381","Proteasome"
"3564",3564,0.65622198930305,0,0,0,0.216315649233151,"3292","Proteasome"
"3565",3565,0.666555355858563,1,-0.0371467973716978,0.0371467973716978,0.216151811160386,"5700","Proteasome"
"3566",3566,0.666472677065673,0,0,0,0.216106033679667,"5431","Proteasome"
"3567",3567,0.666389998272784,0,0,0,0.215969501759749,"6579","Proteasome"
"3568",3568,0.666307319479894,0,0,0,0.215948265126452,"55585","Proteasome"
"3569",3569,0.666224640687004,0,0,0,0.215944952087036,"6117","Proteasome"
"3570",3570,0.666141961894115,0,0,0,0.215753105199821,"29121","Proteasome"
"3571",3571,0.666059283101225,0,0,0,0.215641255377057,"9554","Proteasome"
"3572",3572,0.665976604308335,0,0,0,0.215516205211434,"156","Proteasome"
"3573",3573,0.665893925515446,0,0,0,0.215451559140928,"7625","Proteasome"
"3574",3574,0.665811246722556,0,0,0,0.215297267629853,"81849","Proteasome"
"3575",3575,0.665728567929667,0,0,0,0.215208790373578,"949","Proteasome"
"3576",3576,0.665645889136777,0,0,0,0.215200185478115,"83443","Proteasome"
"3577",3577,0.665563210343887,0,0,0,0.215082243880408,"60528","Proteasome"
"3578",3578,0.665480531550998,0,0,0,0.215018292304934,"5096","Proteasome"
"3579",3579,0.665397852758108,0,0,0,0.214952302981666,"4361","Proteasome"
"3580",3580,0.665315173965219,0,0,0,0.21491378766894,"57826","Proteasome"
"3581",3581,0.665232495172329,0,0,0,0.214688018388315,"685","Proteasome"
"3582",3582,0.665149816379439,0,0,0,0.214138343821561,"2312","Proteasome"
"3583",3583,0.66506713758655,0,0,0,0.214117098969086,"10577","Proteasome"
"3584",3584,0.66498445879366,0,0,0,0.214106650789543,"3320","Proteasome"
"3585",3585,0.66490178000077,0,0,0,0.213959518692871,"7384","Proteasome"
"3586",3586,0.664819101207881,0,0,0,0.213895143973178,"9263","Proteasome"
"3587",3587,0.664736422414991,0,0,0,0.213807469659562,"2911","Proteasome"
"3588",3588,0.664653743622102,0,0,0,0.213686920240329,"8531","Proteasome"
"3589",3589,0.664571064829212,0,0,0,0.213511712189392,"28511","Proteasome"
"3590",3590,0.664488386036322,0,0,0,0.213332637875018,"5970","Proteasome"
"3591",3591,0.664405707243433,0,0,0,0.213219462343984,"10434","Proteasome"
"3592",3592,0.664323028450543,0,0,0,0.213146164384926,"51163","Proteasome"
"3593",3593,0.664240349657653,0,0,0,0.212968629659212,"4356","Proteasome"
"3594",3594,0.664157670864764,0,0,0,0.212943893825856,"79183","Proteasome"
"3595",3595,0.664074992071874,0,0,0,0.212768350203361,"3579","Proteasome"
"3596",3596,0.663992313278985,0,0,0,0.212654743782485,"8858","Proteasome"
"3597",3597,0.663909634486095,0,0,0,0.212478429382741,"30814","Proteasome"
"3598",3598,0.663826955693205,0,0,0,0.212392000234154,"1669","Proteasome"
"3599",3599,0.663744276900316,0,0,0,0.212390802494002,"8834","Proteasome"
"3600",3600,0.663661598107426,0,0,0,0.212176941610374,"80149","Proteasome"
"3601",3601,0.663578919314536,0,0,0,0.211904049391798,"1954","Proteasome"
"3602",3602,0.663496240521647,0,0,0,0.211791906199072,"57130","Proteasome"
"3603",3603,0.663413561728757,0,0,0,0.211645938317942,"10791","Proteasome"
"3604",3604,0.663330882935868,0,0,0,0.21153731098101,"6612","Proteasome"
"3605",3605,0.663248204142978,0,0,0,0.21151310072778,"65080","Proteasome"
"3606",3606,0.663165525350088,0,0,0,0.211445734928765,"23434","Proteasome"
"3607",3607,0.663082846557199,0,0,0,0.211415873476849,"10476","Proteasome"
"3608",3608,0.663000167764309,0,0,0,0.211234363333624,"3606","Proteasome"
"3609",3609,0.662917488971419,0,0,0,0.211216253216363,"3848","Proteasome"
"3610",3610,0.66283481017853,0,0,0,0.21059766572377,"83475","Proteasome"
"3611",3611,0.66275213138564,0,0,0,0.210410084597887,"6482","Proteasome"
"3612",3612,0.662669452592751,0,0,0,0.210284252026352,"10042","Proteasome"
"3613",3613,0.662586773799861,0,0,0,0.210241340563435,"26285","Proteasome"
"3614",3614,0.662504095006971,0,0,0,0.210185792391955,"6539","Proteasome"
"3615",3615,0.662421416214082,0,0,0,0.210164027036644,"7686","Proteasome"
"3616",3616,0.662338737421192,0,0,0,0.210105848807125,"2056","Proteasome"
"3617",3617,0.662256058628302,0,0,0,0.209728483485486,"2997","Proteasome"
"3618",3618,0.662173379835413,0,0,0,0.209681290021593,"96764","Proteasome"
"3619",3619,0.662090701042523,0,0,0,0.209660541584346,"54738","Proteasome"
"3620",3620,0.662008022249634,0,0,0,0.209529037605258,"22903","Proteasome"
"3621",3621,0.661925343456744,0,0,0,0.209465983449428,"51068","Proteasome"
"3622",3622,0.661842664663854,0,0,0,0.209358600295908,"3636","Proteasome"
"3623",3623,0.661759985870965,0,0,0,0.209059276271529,"79583","Proteasome"
"3624",3624,0.661677307078075,0,0,0,0.208876820459422,"79896","Proteasome"
"3625",3625,0.661594628285185,0,0,0,0.208778707077347,"4668","Proteasome"
"3626",3626,0.661511949492296,0,0,0,0.208760703916651,"5328","Proteasome"
"3627",3627,0.661429270699406,0,0,0,0.208751710889512,"2968","Proteasome"
"3628",3628,0.661346591906517,0,0,0,0.208698740505187,"55200","Proteasome"
"3629",3629,0.661263913113627,0,0,0,0.208690953670621,"7181","Proteasome"
"3630",3630,0.661181234320737,0,0,0,0.208649961997287,"829","Proteasome"
"3631",3631,0.661098555527848,0,0,0,0.208353031012433,"1534","Proteasome"
"3632",3632,0.661015876734958,0,0,0,0.208240024510806,"57151","Proteasome"
"3633",3633,0.660933197942069,0,0,0,0.208085177110987,"55231","Proteasome"
"3634",3634,0.660850519149179,0,0,0,0.207981333293777,"65264","Proteasome"
"3635",3635,0.660767840356289,0,0,0,0.207831118470284,"5660","Proteasome"
"3636",3636,0.6606851615634,0,0,0,0.207830940670386,"10800","Proteasome"
"3637",3637,0.66060248277051,0,0,0,0.207553288438101,"9675","Proteasome"
"3638",3638,0.66051980397762,0,0,0,0.207540203827027,"8728","Proteasome"
"3639",3639,0.660437125184731,0,0,0,0.207324372814198,"54676","Proteasome"
"3640",3640,0.660354446391841,0,0,0,0.207256637196382,"51727","Proteasome"
"3641",3641,0.660271767598952,0,0,0,0.207235419707769,"5251","Proteasome"
"3642",3642,0.660189088806062,0,0,0,0.207111598195589,"4071","Proteasome"
"3643",3643,0.660106410013172,0,0,0,0.207030968468359,"9670","Proteasome"
"3644",3644,0.660023731220283,0,0,0,0.20691246869858,"79364","Proteasome"
"3645",3645,0.659941052427393,0,0,0,0.206893925587085,"10744","Proteasome"
"3646",3646,0.659858373634503,0,0,0,0.206523061735007,"2326","Proteasome"
"3647",3647,0.659775694841614,0,0,0,0.206459375673958,"9244","Proteasome"
"3648",3648,0.659693016048724,0,0,0,0.206145799299729,"79064","Proteasome"
"3649",3649,0.659610337255835,0,0,0,0.206086199488348,"79178","Proteasome"
"3650",3650,0.659527658462945,0,0,0,0.205882413263758,"3547","Proteasome"
"3651",3651,0.659444979670055,0,0,0,0.205805820238458,"3105","Proteasome"
"3652",3652,0.659362300877166,0,0,0,0.205581311614734,"9870","Proteasome"
"3653",3653,0.659279622084276,0,0,0,0.205341214033538,"5827","Proteasome"
"3654",3654,0.659196943291386,0,0,0,0.205257286378508,"8688","Proteasome"
"3655",3655,0.659114264498497,0,0,0,0.205256540755329,"54982","Proteasome"
"3656",3656,0.659031585705607,0,0,0,0.205149159351485,"1965","Proteasome"
"3657",3657,0.658948906912717,0,0,0,0.205065375548158,"80316","Proteasome"
"3658",3658,0.658866228119828,0,0,0,0.205048914433638,"8148","Proteasome"
"3659",3659,0.658783549326938,0,0,0,0.205041704016125,"10285","Proteasome"
"3660",3660,0.658700870534049,0,0,0,0.205008380393849,"10911","Proteasome"
"3661",3661,0.658618191741159,0,0,0,0.205005517542846,"79802","Proteasome"
"3662",3662,0.658535512948269,0,0,0,0.20494227803122,"51729","Proteasome"
"3663",3663,0.65845283415538,0,0,0,0.204684350885067,"51768","Proteasome"
"3664",3664,0.65837015536249,0,0,0,0.204603266287744,"388569","Proteasome"
"3665",3665,0.658287476569601,0,0,0,0.204279017651847,"5326","Proteasome"
"3666",3666,0.658204797776711,0,0,0,0.204212737549448,"7351","Proteasome"
"3667",3667,0.658122118983821,0,0,0,0.204121190669789,"55510","Proteasome"
"3668",3668,0.658039440190932,0,0,0,0.203979722443196,"400410","Proteasome"
"3669",3669,0.657956761398042,0,0,0,0.203820764032714,"9925","Proteasome"
"3670",3670,0.657874082605152,0,0,0,0.203642642090662,"57097","Proteasome"
"3671",3671,0.657791403812263,0,0,0,0.203509379623617,"528","Proteasome"
"3672",3672,0.657708725019373,0,0,0,0.20339246245005,"9261","Proteasome"
"3673",3673,0.657626046226484,0,0,0,0.203385058749849,"55066","Proteasome"
"3674",3674,0.657543367433594,0,0,0,0.203344739843154,"80831","Proteasome"
"3675",3675,0.657460688640704,0,0,0,0.203278222106862,"64782","Proteasome"
"3676",3676,0.657378009847815,0,0,0,0.203233678446211,"10322","Proteasome"
"3677",3677,0.657295331054925,0,0,0,0.202823046049148,"80350","Proteasome"
"3678",3678,0.657212652262035,0,0,0,0.20279350860108,"266977","Proteasome"
"3679",3679,0.657129973469146,0,0,0,0.202745130354294,"23301","Proteasome"
"3680",3680,0.657047294676256,0,0,0,0.202686961660772,"140803","Proteasome"
"3681",3681,0.656964615883367,0,0,0,0.202677194493397,"10238","Proteasome"
"3682",3682,0.656881937090477,0,0,0,0.202631183600242,"55313","Proteasome"
"3683",3683,0.656799258297587,0,0,0,0.202497349727049,"514","Proteasome"
"3684",3684,0.656716579504698,0,0,0,0.202304383564877,"3683","Proteasome"
"3685",3685,0.656633900711808,0,0,0,0.202251059539551,"6363","Proteasome"
"3686",3686,0.656551221918918,0,0,0,0.202224197936032,"57559","Proteasome"
"3687",3687,0.656468543126029,0,0,0,0.202075093258131,"326","Proteasome"
"3688",3688,0.656385864333139,0,0,0,0.201505101371782,"6877","Proteasome"
"3689",3689,0.656303185540249,0,0,0,0.201143144074887,"10062","Proteasome"
"3690",3690,0.65622050674736,0,0,0,0.201080721030235,"27035","Proteasome"
"3691",3691,0.65613782795447,0,0,0,0.201023676381314,"22879","Proteasome"
"3692",3692,0.656055149161581,0,0,0,0.200871353733309,"81628","Proteasome"
"3693",3693,0.655972470368691,0,0,0,0.200820582193106,"58529","Proteasome"
"3694",3694,0.655889791575801,0,0,0,0.200685232799147,"79109","Proteasome"
"3695",3695,0.655807112782912,0,0,0,0.20064451309936,"100289473","Proteasome"
"3696",3696,0.655724433990022,0,0,0,0.200582487908887,"9657","Proteasome"
"3697",3697,0.655641755197133,0,0,0,0.200375892206414,"581","Proteasome"
"3698",3698,0.655559076404243,0,0,0,0.2003017535802,"84890","Proteasome"
"3699",3699,0.655476397611353,0,0,0,0.20025709758531,"1113","Proteasome"
"3700",3700,0.655393718818464,0,0,0,0.200227835317428,"55832","Proteasome"
"3701",3701,0.655311040025574,0,0,0,0.20019776284161,"80198","Proteasome"
"3702",3702,0.655228361232684,0,0,0,0.200170195793244,"79639","Proteasome"
"3703",3703,0.655145682439795,0,0,0,0.200066083078698,"1758","Proteasome"
"3704",3704,0.655063003646905,0,0,0,0.199972559013989,"4900","Proteasome"
"3705",3705,0.654980324854016,0,0,0,0.199926716702496,"5511","Proteasome"
"3706",3706,0.654897646061126,0,0,0,0.19970946581313,"2266","Proteasome"
"3707",3707,0.654814967268236,0,0,0,0.199525518982397,"2139","Proteasome"
"3708",3708,0.654732288475347,0,0,0,0.199377017963387,"682","Proteasome"
"3709",3709,0.654649609682457,0,0,0,0.199223317169947,"9350","Proteasome"
"3710",3710,0.654566930889567,0,0,0,0.199192527834781,"23119","Proteasome"
"3711",3711,0.654484252096678,0,0,0,0.199165127425899,"6675","Proteasome"
"3712",3712,0.654401573303788,0,0,0,0.19894023040362,"25849","Proteasome"
"3713",3713,0.654318894510899,0,0,0,0.198733391908069,"8852","Proteasome"
"3714",3714,0.654236215718009,0,0,0,0.19855348182296,"6861","Proteasome"
"3715",3715,0.654153536925119,0,0,0,0.198144099639999,"1459","Proteasome"
"3716",3716,0.65407085813223,0,0,0,0.198028543828197,"1366","Proteasome"
"3717",3717,0.65398817933934,0,0,0,0.19799024715408,"22807","Proteasome"
"3718",3718,0.65390550054645,0,0,0,0.197878436263123,"1155","Proteasome"
"3719",3719,0.653822821753561,0,0,0,0.197745332458664,"94081","Proteasome"
"3720",3720,0.653740142960671,0,0,0,0.197677753586323,"5500","Proteasome"
"3721",3721,0.653657464167782,0,0,0,0.197577859451328,"23545","Proteasome"
"3722",3722,0.653574785374892,0,0,0,0.197379106772625,"10094","Proteasome"
"3723",3723,0.653492106582002,0,0,0,0.197321611099268,"5426","Proteasome"
"3724",3724,0.653409427789113,0,0,0,0.197283614380659,"9019","Proteasome"
"3725",3725,0.653326748996223,0,0,0,0.197239619641937,"199","Proteasome"
"3726",3726,0.653244070203334,0,0,0,0.197170199698224,"1002","Proteasome"
"3727",3727,0.653161391410444,0,0,0,0.196822311404589,"79035","Proteasome"
"3728",3728,0.653078712617554,0,0,0,0.196805144022668,"90379","Proteasome"
"3729",3729,0.652996033824665,0,0,0,0.19680335563075,"6635","Proteasome"
"3730",3730,0.652913355031775,0,0,0,0.196568953340396,"3033","Proteasome"
"3731",3731,0.652830676238885,0,0,0,0.19635773303948,"5478","Proteasome"
"3732",3732,0.652747997445996,0,0,0,0.19631838431099,"23144","Proteasome"
"3733",3733,0.652665318653106,0,0,0,0.196315419781002,"2520","Proteasome"
"3734",3734,0.652582639860216,0,0,0,0.196271462737371,"58157","Proteasome"
"3735",3735,0.652499961067327,0,0,0,0.196248169948884,"100289410","Proteasome"
"3736",3736,0.652417282274437,0,0,0,0.195950165989662,"29919","Proteasome"
"3737",3737,0.652334603481548,0,0,0,0.195802258636289,"1813","Proteasome"
"3738",3738,0.652251924688658,0,0,0,0.195608489607824,"5540","Proteasome"
"3739",3739,0.652169245895768,0,0,0,0.195574160752823,"57172","Proteasome"
"3740",3740,0.652086567102879,0,0,0,0.195519986895593,"54842","Proteasome"
"3741",3741,0.652003888309989,0,0,0,0.195333389865577,"4654","Proteasome"
"3742",3742,0.651921209517099,0,0,0,0.195315239323742,"2861","Proteasome"
"3743",3743,0.65183853072421,0,0,0,0.195294177285927,"6944","Proteasome"
"3744",3744,0.65175585193132,0,0,0,0.195220566716755,"10741","Proteasome"
"3745",3745,0.651673173138431,0,0,0,0.195128120563538,"84861","Proteasome"
"3746",3746,0.651590494345541,0,0,0,0.195008509178826,"6521","Proteasome"
"3747",3747,0.651507815552651,0,0,0,0.194771543809048,"4842","Proteasome"
"3748",3748,0.651425136759762,0,0,0,0.194663788901595,"49856","Proteasome"
"3749",3749,0.651342457966872,0,0,0,0.194578911792907,"6527","Proteasome"
"3750",3750,0.660644303415748,1,-0.0371467973716978,0.0371467973716978,0.194574607424125,"5717","Proteasome"
"3751",3751,0.660561624622858,0,0,0,0.19455658875929,"53838","Proteasome"
"3752",3752,0.660478945829968,0,0,0,0.19444808518659,"7311","Proteasome"
"3753",3753,0.660396267037079,0,0,0,0.194416336817949,"55012","Proteasome"
"3754",3754,0.660313588244189,0,0,0,0.194300340602739,"100507249","Proteasome"
"3755",3755,0.660230909451299,0,0,0,0.194138854444786,"6613","Proteasome"
"3756",3756,0.66014823065841,0,0,0,0.194002812369212,"440387","Proteasome"
"3757",3757,0.66006555186552,0,0,0,0.193964009467909,"10061","Proteasome"
"3758",3758,0.659982873072631,0,0,0,0.193871924307323,"55160","Proteasome"
"3759",3759,0.659900194279741,0,0,0,0.193779742640313,"53918","Proteasome"
"3760",3760,0.659817515486851,0,0,0,0.193757729648832,"54535","Proteasome"
"3761",3761,0.659734836693962,0,0,0,0.193695220462504,"9719","Proteasome"
"3762",3762,0.659652157901072,0,0,0,0.193575654917484,"8776","Proteasome"
"3763",3763,0.659569479108183,0,0,0,0.193574574033044,"64783","Proteasome"
"3764",3764,0.659486800315293,0,0,0,0.193529549987099,"23640","Proteasome"
"3765",3765,0.659404121522403,0,0,0,0.193217843433228,"6699","Proteasome"
"3766",3766,0.659321442729514,0,0,0,0.19304547454642,"27183","Proteasome"
"3767",3767,0.659238763936624,0,0,0,0.192938818285501,"10343","Proteasome"
"3768",3768,0.659156085143734,0,0,0,0.192811741683222,"4359","Proteasome"
"3769",3769,0.659073406350845,0,0,0,0.192738475684367,"23643","Proteasome"
"3770",3770,0.658990727557955,0,0,0,0.192683248582085,"10171","Proteasome"
"3771",3771,0.658908048765065,0,0,0,0.192665741517427,"64111","Proteasome"
"3772",3772,0.658825369972176,0,0,0,0.192363321711637,"55233","Proteasome"
"3773",3773,0.658742691179286,0,0,0,0.192269232900501,"79022","Proteasome"
"3774",3774,0.658660012386397,0,0,0,0.1921599436228,"54932","Proteasome"
"3775",3775,0.658577333593507,0,0,0,0.192110413732995,"79657","Proteasome"
"3776",3776,0.658494654800617,0,0,0,0.192094850904477,"29883","Proteasome"
"3777",3777,0.658411976007728,0,0,0,0.192049124280435,"79050","Proteasome"
"3778",3778,0.658329297214838,0,0,0,0.191841802573107,"60672","Proteasome"
"3779",3779,0.658246618421948,0,0,0,0.191735840738809,"6334","Proteasome"
"3780",3780,0.658163939629059,0,0,0,0.19167784183207,"1723","Proteasome"
"3781",3781,0.658081260836169,0,0,0,0.191640972594077,"29888","Proteasome"
"3782",3782,0.65799858204328,0,0,0,0.191498525433305,"9516","Proteasome"
"3783",3783,0.65791590325039,0,0,0,0.191474340891004,"7553","Proteasome"
"3784",3784,0.6578332244575,0,0,0,0.191026606803959,"8878","Proteasome"
"3785",3785,0.657750545664611,0,0,0,0.19095872394774,"23533","Proteasome"
"3786",3786,0.657667866871721,0,0,0,0.190908736855878,"26057","Proteasome"
"3787",3787,0.657585188078831,0,0,0,0.19084431741353,"6736","Proteasome"
"3788",3788,0.657502509285942,0,0,0,0.190675251290025,"6009","Proteasome"
"3789",3789,0.657419830493052,0,0,0,0.19044793255246,"10666","Proteasome"
"3790",3790,0.657337151700163,0,0,0,0.190410304679999,"10300","Proteasome"
"3791",3791,0.657254472907273,0,0,0,0.190333119695184,"9293","Proteasome"
"3792",3792,0.657171794114383,0,0,0,0.190310989530024,"5264","Proteasome"
"3793",3793,0.657089115321494,0,0,0,0.190268044055986,"9538","Proteasome"
"3794",3794,0.657006436528604,0,0,0,0.190082832627089,"79710","Proteasome"
"3795",3795,0.656923757735715,0,0,0,0.18987301505064,"55001","Proteasome"
"3796",3796,0.656841078942825,0,0,0,0.189717576230362,"7416","Proteasome"
"3797",3797,0.656758400149935,0,0,0,0.189619410659228,"2176","Proteasome"
"3798",3798,0.656675721357046,0,0,0,0.189302827868785,"55713","Proteasome"
"3799",3799,0.656593042564156,0,0,0,0.189252597150043,"79568","Proteasome"
"3800",3800,0.656510363771266,0,0,0,0.189139196755838,"11123","Proteasome"
"3801",3801,0.656427684978377,0,0,0,0.189007419484005,"9605","Proteasome"
"3802",3802,0.656345006185487,0,0,0,0.18898121679106,"4800","Proteasome"
"3803",3803,0.656262327392597,0,0,0,0.188973584396731,"6710","Proteasome"
"3804",3804,0.656179648599708,0,0,0,0.188687786168484,"5734","Proteasome"
"3805",3805,0.656096969806818,0,0,0,0.188677675582649,"2131","Proteasome"
"3806",3806,0.656014291013929,0,0,0,0.188625047756897,"55239","Proteasome"
"3807",3807,0.655931612221039,0,0,0,0.188491692020763,"84720","Proteasome"
"3808",3808,0.655848933428149,0,0,0,0.188343488091284,"388714","Proteasome"
"3809",3809,0.65576625463526,0,0,0,0.188305005468166,"8541","Proteasome"
"3810",3810,0.65568357584237,0,0,0,0.188267076685923,"50856","Proteasome"
"3811",3811,0.655600897049481,0,0,0,0.188211955064483,"10479","Proteasome"
"3812",3812,0.655518218256591,0,0,0,0.18813603000383,"9628","Proteasome"
"3813",3813,0.655435539463701,0,0,0,0.187878018742374,"3227","Proteasome"
"3814",3814,0.655352860670812,0,0,0,0.187828386614912,"1212","Proteasome"
"3815",3815,0.655270181877922,0,0,0,0.187750101217413,"9797","Proteasome"
"3816",3816,0.655187503085032,0,0,0,0.187608132328707,"28673","Proteasome"
"3817",3817,0.655104824292143,0,0,0,0.187436226688757,"55916","Proteasome"
"3818",3818,0.655022145499253,0,0,0,0.187423359420161,"124044","Proteasome"
"3819",3819,0.654939466706363,0,0,0,0.187265961957308,"23608","Proteasome"
"3820",3820,0.654856787913474,0,0,0,0.187264152456903,"10747","Proteasome"
"3821",3821,0.654774109120584,0,0,0,0.187240925102525,"23040","Proteasome"
"3822",3822,0.654691430327695,0,0,0,0.18717544530832,"65108","Proteasome"
"3823",3823,0.654608751534805,0,0,0,0.187005391048166,"27340","Proteasome"
"3824",3824,0.654526072741915,0,0,0,0.186862415460261,"390892","Proteasome"
"3825",3825,0.654443393949026,0,0,0,0.186807970859155,"10158","Proteasome"
"3826",3826,0.654360715156136,0,0,0,0.186797223221328,"55509","Proteasome"
"3827",3827,0.654278036363247,0,0,0,0.186722701662046,"89944","Proteasome"
"3828",3828,0.654195357570357,0,0,0,0.186680037178186,"6150","Proteasome"
"3829",3829,0.654112678777467,0,0,0,0.186426222323507,"60559","Proteasome"
"3830",3830,0.654029999984578,0,0,0,0.185806317835502,"10892","Proteasome"
"3831",3831,0.653947321191688,0,0,0,0.185635685314425,"7511","Proteasome"
"3832",3832,0.653864642398798,0,0,0,0.185580330852444,"8822","Proteasome"
"3833",3833,0.653781963605909,0,0,0,0.185530133455131,"55666","Proteasome"
"3834",3834,0.653699284813019,0,0,0,0.185449642439554,"8689","Proteasome"
"3835",3835,0.65361660602013,0,0,0,0.184963600297823,"7756","Proteasome"
"3836",3836,0.65353392722724,0,0,0,0.184934175956337,"81608","Proteasome"
"3837",3837,0.65345124843435,0,0,0,0.184873824394654,"2113","Proteasome"
"3838",3838,0.653368569641461,0,0,0,0.184843005050539,"64083","Proteasome"
"3839",3839,0.653285890848571,0,0,0,0.184375485508795,"3799","Proteasome"
"3840",3840,0.653203212055681,0,0,0,0.184175113185763,"653808","Proteasome"
"3841",3841,0.653120533262792,0,0,0,0.184027014189498,"79731","Proteasome"
"3842",3842,0.653037854469902,0,0,0,0.183900844655594,"5635","Proteasome"
"3843",3843,0.652955175677013,0,0,0,0.183832360943793,"51025","Proteasome"
"3844",3844,0.652872496884123,0,0,0,0.183660571398237,"26136","Proteasome"
"3845",3845,0.652789818091233,0,0,0,0.183603358158472,"1327","Proteasome"
"3846",3846,0.652707139298344,0,0,0,0.183524709725995,"3046","Proteasome"
"3847",3847,0.652624460505454,0,0,0,0.183092046553365,"54946","Proteasome"
"3848",3848,0.652541781712564,0,0,0,0.183013241238093,"109","Proteasome"
"3849",3849,0.652459102919675,0,0,0,0.182914669869178,"6722","Proteasome"
"3850",3850,0.652376424126785,0,0,0,0.182531846397405,"54101","Proteasome"
"3851",3851,0.652293745333896,0,0,0,0.182514739879151,"54436","Proteasome"
"3852",3852,0.652211066541006,0,0,0,0.182478800885625,"9898","Proteasome"
"3853",3853,0.652128387748116,0,0,0,0.182453496535167,"10128","Proteasome"
"3854",3854,0.652045708955227,0,0,0,0.182404261228604,"3396","Proteasome"
"3855",3855,0.651963030162337,0,0,0,0.182360274490347,"51021","Proteasome"
"3856",3856,0.651880351369447,0,0,0,0.182317513916523,"57140","Proteasome"
"3857",3857,0.651797672576558,0,0,0,0.182231484671818,"1562","Proteasome"
"3858",3858,0.651714993783668,0,0,0,0.182183202461243,"5291","Proteasome"
"3859",3859,0.651632314990779,0,0,0,0.182171866682941,"5130","Proteasome"
"3860",3860,0.651549636197889,0,0,0,0.182098953738403,"9762","Proteasome"
"3861",3861,0.651466957404999,0,0,0,0.182066170382137,"4481","Proteasome"
"3862",3862,0.65138427861211,0,0,0,0.181854008372103,"25777","Proteasome"
"3863",3863,0.65130159981922,0,0,0,0.181780547861052,"57115","Proteasome"
"3864",3864,0.65121892102633,0,0,0,0.181635220827483,"11234","Proteasome"
"3865",3865,0.651136242233441,0,0,0,0.181618557929944,"9361","Proteasome"
"3866",3866,0.651053563440551,0,0,0,0.18160233975266,"26608","Proteasome"
"3867",3867,0.650970884647662,0,0,0,0.181411522397275,"23511","Proteasome"
"3868",3868,0.650888205854772,0,0,0,0.181345135357575,"23199","Proteasome"
"3869",3869,0.650805527061882,0,0,0,0.181246456169853,"1417","Proteasome"
"3870",3870,0.650722848268993,0,0,0,0.18124534454934,"9167","Proteasome"
"3871",3871,0.650640169476103,0,0,0,0.181113471140302,"1124","Proteasome"
"3872",3872,0.650557490683213,0,0,0,0.180979707455002,"8744","Proteasome"
"3873",3873,0.650474811890324,0,0,0,0.180929263222795,"6674","Proteasome"
"3874",3874,0.650392133097434,0,0,0,0.180921518873148,"11198","Proteasome"
"3875",3875,0.650309454304545,0,0,0,0.180731229191722,"11231","Proteasome"
"3876",3876,0.650226775511655,0,0,0,0.180540001333305,"6608","Proteasome"
"3877",3877,0.650144096718765,0,0,0,0.180426786167709,"8844","Proteasome"
"3878",3878,0.650061417925876,0,0,0,0.180368650401703,"732","Proteasome"
"3879",3879,0.649978739132986,0,0,0,0.180321079414364,"55341","Proteasome"
"3880",3880,0.649896060340097,0,0,0,0.180225942697556,"3993","Proteasome"
"3881",3881,0.649813381547207,0,0,0,0.180206952875811,"54809","Proteasome"
"3882",3882,0.649730702754317,0,0,0,0.180076691164316,"79077","Proteasome"
"3883",3883,0.649648023961428,0,0,0,0.179832602527043,"7419","Proteasome"
"3884",3884,0.649565345168538,0,0,0,0.179593633150573,"7410","Proteasome"
"3885",3885,0.649482666375648,0,0,0,0.179577811670431,"6645","Proteasome"
"3886",3886,0.649399987582759,0,0,0,0.179573199242348,"25977","Proteasome"
"3887",3887,0.649317308789869,0,0,0,0.179460204412441,"5122","Proteasome"
"3888",3888,0.64923462999698,0,0,0,0.17929624857895,"6327","Proteasome"
"3889",3889,0.64915195120409,0,0,0,0.178979722396597,"4973","Proteasome"
"3890",3890,0.6490692724112,0,0,0,0.178916781090918,"23536","Proteasome"
"3891",3891,0.648986593618311,0,0,0,0.178914897719353,"3065","Proteasome"
"3892",3892,0.648903914825421,0,0,0,0.178750666414271,"30000","Proteasome"
"3893",3893,0.648821236032531,0,0,0,0.178640186108677,"6746","Proteasome"
"3894",3894,0.648738557239642,0,0,0,0.178561715992966,"7975","Proteasome"
"3895",3895,0.648655878446752,0,0,0,0.178553900366036,"55851","Proteasome"
"3896",3896,0.648573199653863,0,0,0,0.178360978940056,"8402","Proteasome"
"3897",3897,0.648490520860973,0,0,0,0.178333566732789,"6049","Proteasome"
