"chromosome_name","start_position","end_position","strand","ensembl_gene_id","entrezgene","external_gene_id"
"13",86634948,86745025,1,"ENSG00000232252",NA,"RP11-30L8.1"
"9",42128839,42129419,-1,"ENSG00000184961",NA,"AL772307.1"
"9",125871779,126030855,-1,"ENSG00000165209",55342,"STRBP"
"13",86927755,86929524,1,"ENSG00000214181",NA,"DDX6P2"
"9",95571670,95650975,1,"ENSG00000187984",138649,"ANKRD19P"
"9",42250840,42251545,1,"ENSG00000237846",NA,"RP11-216M21.1"
"15",91426925,91439006,1,"ENSG00000182511",2242,"FES"
"13",87377755,87378308,1,"ENSG00000231879",NA,"TXNL1P1"
"9",42266980,42267558,1,"ENSG00000230804",NA,"RP11-216M21.2"
"15",23043277,23100005,-1,"ENSG00000170113",123606,"NIPA1"
"9",42275939,42298165,1,"ENSG00000228136",NA,"RP11-216M21.5"
"13",87564173,87589271,1,"ENSG00000233528",NA,"LINC00430"
"9",42276765,42277236,1,"ENSG00000236966",NA,"RP11-216M21.4"
"13",87871259,87871524,1,"ENSG00000228074",NA,"UBBP5"
"20",55904815,55919050,1,"ENSG00000054796",23626,"SPO11"
"13",88031727,88032513,-1,"ENSG00000228473",NA,"LIN28AP2"
"9",42312410,42316345,1,"ENSG00000225679",NA,"RP11-216M21.6"
"13",88079455,88099490,-1,"ENSG00000232636",NA,"RP11-342C20.2"
"9",42332815,42338938,-1,"ENSG00000228871",NA,"MEP1AP1"
"13",88079469,88323514,-1,"ENSG00000228824",642345,"MIR4500HG"
"20",21106624,21227260,1,"ENSG00000088970",NA,"PLK1S1"
"9",42363048,42367092,-1,"ENSG00000233207",NA,"RP11-216M21.7"
"9",42378941,42379047,1,"ENSG00000212441",NA,"RNU6-1269P"
"15",63613577,63674360,-1,"ENSG00000074410",771,"CA12"
"9",42436293,42436520,-1,"ENSG00000234812",NA,"RP11-146D12.6"
"13",88260162,88261489,-1,"ENSG00000272515",NA,"RP11-29P20.1"
"13",88270920,88270995,-1,"ENSG00000266052",100616182,"MIR4500"
"9",42438100,42438973,1,"ENSG00000231390",NA,"SNX18P8"
"13",88453291,88456063,-1,"ENSG00000223404",101930749,"LINC00397"
"13",88459889,88463487,-1,"ENSG00000272046",NA,"RP11-471M2.3"
"13",88542427,88544727,-1,"ENSG00000232204",NA,"TET1P1"
"21",34430135,34437289,1,"ENSG00000232539",101930746,"LINC00945"
"13",88795122,88888337,1,"ENSG00000231019",NA,"RP11-545P6.2"
"15",45118738,45119292,1,"ENSG00000259187",NA,"CTD-2008A1.1"
"13",88840114,88840175,-1,"ENSG00000223059",NA,"AL354896.1"
"15",45135810,45135922,1,"ENSG00000238845",NA,"Y_RNA"
"9",42466317,42474239,1,"ENSG00000223839",101928261,"FAM95B1"
"9",42466317,42474239,1,"ENSG00000223839",100133036,"FAM95B1"
"13",88888802,88889224,-1,"ENSG00000225289",NA,"RPL29P29"
"15",45176814,45176978,1,"ENSG00000212424",NA,"RNU1-119P"
"15",45207000,45222820,-1,"ENSG00000259742",NA,"CTD-2014N11.1"
"13",89193119,89197764,1,"ENSG00000229443",NA,"LINC00433"
"13",89279107,89282651,1,"ENSG00000261666",100861553,"LINC00560"
"15",45211574,45213018,1,"ENSG00000259231",NA,"CTD-2014N11.2"
"13",89630701,89631039,-1,"ENSG00000233211",NA,"GRPEL2P1"
"15",45219798,45219901,-1,"ENSG00000252117",NA,"RNU6-1108P"
"15",45255028,45255131,1,"ENSG00000252475",NA,"RNU6-1332P"
"13",89867101,89889144,-1,"ENSG00000232225",NA,"LINC01047"
"15",45262233,45263376,-1,"ENSG00000259304",NA,"CTD-2014N11.3"
"20",58152564,58422766,1,"ENSG00000087495",116154,"PHACTR3"
"13",89901072,89902354,-1,"ENSG00000227247",NA,"TRIM60P13"
"9",42478013,42478478,-1,"ENSG00000224681",NA,"RP11-146D12.5"
"13",89925457,89932494,1,"ENSG00000234660",NA,"LINC00440"
"15",45265756,45265859,1,"ENSG00000252288",NA,"RNU6-966P"
"9",42491162,42492070,-1,"ENSG00000227069",NA,"CNN2P2"
"15",45295062,45295226,-1,"ENSG00000212550",NA,"RNU1-78P"
"13",90013414,90015478,-1,"ENSG00000225530",NA,"SP3P"
"15",45333914,45350905,-1,"ENSG00000259418",NA,"RP11-109D20.1"
"9",42493617,42494809,1,"ENSG00000232433",NA,"RP11-341A11.2"
"15",45339301,45339413,-1,"ENSG00000252171",NA,"Y_RNA"
"13",90129862,90152763,-1,"ENSG00000226037",NA,"LINC01040"
"9",42579907,42579973,-1,"ENSG00000266353",NA,"AL591471.1"
"15",45365690,45366246,-1,"ENSG00000259352",NA,"RP11-109D20.2"
"15",45444862,45459724,-1,"ENSG00000259539",NA,"CTD-2651B20.1"
"9",42751727,42752381,1,"ENSG00000225380",NA,"IGKV1OR9-2"
"15",45462542,45492156,1,"ENSG00000259519",NA,"RP11-519G16.2"
"15",45490715,45491337,-1,"ENSG00000259932",NA,"CTD-2651B20.7"
"9",42779314,42779707,1,"ENSG00000224567",NA,"AC129778.5"
"13",90200945,90206058,-1,"ENSG00000236176",NA,"LINC00353"
"9",213108,215893,-1,"ENSG00000183784",157983,"C9orf66"
"15",45492523,45492830,-1,"ENSG00000260035",NA,"CTD-2651B20.6"
"9",42779843,42779998,1,"ENSG00000225433",NA,"MTND1P12"
"13",90203487,90204643,1,"ENSG00000271395",NA,"RP11-75N6.3"
"18",18526867,18691812,-1,"ENSG00000067900",6093,"ROCK1"
"15",45506646,45507242,-1,"ENSG00000261709",NA,"SNORA11"
"13",90485411,90486195,-1,"ENSG00000234227",NA,"RPL7L1P1"
"9",42808660,42812274,1,"ENSG00000230455",101930147,"BMS1P14"
"13",90489424,90489491,1,"ENSG00000200733",NA,"SNORD38"
"15",45507745,45508141,1,"ENSG00000259338",NA,"CTD-2651B20.2"
"18",48340762,48342100,1,"ENSG00000267233",NA,"HNRNPA3P16"
"13",90644085,90645132,1,"ENSG00000215418",NA,"PEX12P1"
"15",45543884,45571449,-1,"ENSG00000259520",101928414,"CTD-2651B20.3"
"18",48349947,48350490,1,"ENSG00000239689",NA,"RPL17P46"
"13",90712506,90771973,-1,"ENSG00000261446",100874187,"LINC00559"
"13",90787966,90788095,-1,"ENSG00000252696",NA,"RNA5SP34"
"18",48485637,48485749,-1,"ENSG00000200752",NA,"Y_RNA"
"9",42845768,42859085,-1,"ENSG00000184906",101929583,"AC129778.2"
"9",42845768,42859085,-1,"ENSG00000184906",101928195,"AC129778.2"
"9",42845768,42859085,-1,"ENSG00000184906",100996643,"AC129778.2"
"9",42845768,42859085,-1,"ENSG00000184906",100133920,"AC129778.2"
"18",48633124,48633416,-1,"ENSG00000240820",NA,"RN7SL695P"
"13",90823120,90824053,1,"ENSG00000235879",NA,"FAR1P1"
"15",41245160,41248710,1,"ENSG00000128965",79094,"CHAC1"
"18",48684652,48685753,-1,"ENSG00000267717",NA,"SRSF10P1"
"13",90882638,90883936,1,"ENSG00000224419",693207,"KRT18P27"
"18",48810103,48810266,-1,"ENSG00000207154",NA,"RNU1-46P"
"9",42858072,42876505,1,"ENSG00000156750",NA,"AQP7P3"
"13",90883436,90883531,1,"ENSG00000207858",693207,"MIR622"
"13",91145541,91187334,1,"ENSG00000234384",101927224,"LINC01049"
"18",48872619,49088939,1,"ENSG00000227115",100287225,"RP11-267C16.1"
"9",43007105,43008297,-1,"ENSG00000269225",NA,"RP11-15E1.3"
"13",91434020,91434123,-1,"ENSG00000251753",100873776,"RNU6-75P"
"13",91543208,91578851,-1,"ENSG00000231674",144776,"LINC00410"
"9",43009842,43010747,1,"ENSG00000269788",NA,"RP11-399F4.2"
"13",91675986,91676208,-1,"ENSG00000227983",NA,"BRK1P2"
"9",43027748,43032877,-1,"ENSG00000233244",NA,"CYP4F59P"
"13",91739508,91741847,-1,"ENSG00000234625",101930747,"LINC00380"
"9",43062929,43063757,-1,"ENSG00000234416",NA,"SNX18P4"
"13",91779867,91783661,-1,"ENSG00000229557",100874150,"LINC00379"
"18",48947433,48948044,-1,"ENSG00000266201",NA,"SS18L2P2"
"9",43065382,43065609,1,"ENSG00000232863",NA,"RP11-327I22.1"
"18",48959807,48961153,1,"ENSG00000266003",NA,"RP11-267C16.2"
"9",43102670,43113526,1,"ENSG00000237587",NA,"RP11-327I22.4"
"13",91924335,91924831,-1,"ENSG00000214178",NA,"PPIAP23"
"20",21119597,21119715,-1,"ENSG00000199509",NA,"RNA5SP477"
"18",49072717,49072818,1,"ENSG00000238885",NA,"snoU13"
"20",21129382,21143531,-1,"ENSG00000228604",NA,"RP5-872K7.7"
"9",43122799,43122905,-1,"ENSG00000238415",NA,"RNU6-538P"
"21",34484005,34496009,-1,"ENSG00000226527",101928107,"AP000289.6"
"18",49139009,49139480,-1,"ENSG00000265402",NA,"RSL24D1P9"
"9",43140537,43142739,-1,"ENSG00000233074",101929518,"RP11-327I22.6"
"9",43140537,43142739,-1,"ENSG00000233074",642929,"RP11-327I22.6"
"9",43144980,43160008,-1,"ENSG00000224303",NA,"RP11-327I22.5"
"18",49213895,49214579,-1,"ENSG00000265712",NA,"RP11-440L16.1"
"21",34528938,34531416,1,"ENSG00000226433",NA,"AP000290.7"
"13",92000074,92006833,1,"ENSG00000215417",407975,"MIR17HG"
"13",92000074,92006833,1,"ENSG00000215417",407048,"MIR17HG"
"13",92000074,92006833,1,"ENSG00000215417",406982,"MIR17HG"
"13",92000074,92006833,1,"ENSG00000215417",406979,"MIR17HG"
"13",92000074,92006833,1,"ENSG00000215417",406980,"MIR17HG"
"13",92000074,92006833,1,"ENSG00000215417",406952,"MIR17HG"
"13",92000074,92006833,1,"ENSG00000215417",406953,"MIR17HG"
"18",49371377,49371998,-1,"ENSG00000215457",NA,"RPS8P3"
"21",34636178,34638565,-1,"ENSG00000223799",100288432,"IL10RB-AS1"
"9",43162901,43169024,1,"ENSG00000234344",NA,"MEP1AP3"
"20",21134664,21198927,-1,"ENSG00000232712",101929591,"RP4-777D9.2"
"18",49862731,49865395,-1,"ENSG00000266335",NA,"RP11-25O3.1"
"9",95583259,95583361,1,"ENSG00000252772",NA,"RNU6-714P"
"18",50463664,50463773,1,"ENSG00000221291",NA,"AC090660.1"
"21",34681796,34682486,1,"ENSG00000272659",NA,"AP000295.10"
"9",95599108,95599950,-1,"ENSG00000226721",NA,"EEF1DP2"
"15",82765134,82798350,-1,"ENSG00000255769",NA,"RP11-152F13.3"
"18",50763471,50763560,1,"ENSG00000263872",NA,"hsa-mir-4528"
"9",43184068,43189411,-1,"ENSG00000236322",NA,"RP11-327I22.8"
"21",34706877,34707402,1,"ENSG00000226501",NA,"USF1P1"
"18",51007205,51094653,-1,"ENSG00000264263",NA,"RP11-671P2.1"
"20",21146846,21147236,-1,"ENSG00000214535",NA,"RPS15AP1"
"21",34836773,34836865,1,"ENSG00000266892",NA,"AP000301.1"
"21",34853887,34854502,-1,"ENSG00000215088",NA,"RPS5P3"
"13",92712097,92712222,1,"ENSG00000252508",NA,"RNU4ATAC3P"
"18",51094817,51124221,1,"ENSG00000263438",NA,"RP11-202D1.3"
"20",21246492,21247103,1,"ENSG00000226875",NA,"ZNF877P"
"13",92832968,92833138,-1,"ENSG00000229287",NA,"FABP5P4"
"9",43313699,43314502,1,"ENSG00000197805",NA,"BX649597.1"
"20",44462449,44471914,1,"ENSG00000124104",90203,"SNX21"
"21",34854806,34856565,-1,"ENSG00000231355",NA,"AP000302.58"
"13",92992047,92992856,-1,"ENSG00000232885",NA,"GPC5-AS2"
"21",34890917,34891415,-1,"ENSG00000233956",NA,"BTF3P6"
"9",43318619,43319576,-1,"ENSG00000224828",NA,"RP11-186G6.5"
"13",93136859,93162347,1,"ENSG00000236240",NA,"GPC5-IT1"
"15",82769264,82769347,-1,"ENSG00000221095",NA,"AC135995.1"
"20",21378456,21381029,1,"ENSG00000225280",NA,"RP11-227D2.3"
"15",82770180,82770459,-1,"ENSG00000240994",NA,"RN7SL61P"
"13",93142416,93142473,1,"ENSG00000263741",100847092,"MIR548AS"
"18",51105993,51107429,-1,"ENSG00000260433",101928167,"RP11-202D1.2"
"9",43399987,43401315,1,"ENSG00000229489",NA,"ATP5A1P5"
"13",93353642,93373867,-1,"ENSG00000235984",100873969,"GPC5-AS1"
"20",21405396,21405679,-1,"ENSG00000223128",NA,"RN7SKP140"
"18",51131624,51132095,-1,"ENSG00000242945",NA,"RPL29P32"
"20",21468882,21469263,-1,"ENSG00000226405",NA,"RP5-984P4.1"
"15",82804003,82810874,1,"ENSG00000186322",NA,"GOLGA6L17P"
"9",43403148,43403646,1,"ENSG00000223512",NA,"BX649597.3"
"20",21482033,21482606,1,"ENSG00000227693",NA,"GSTM3P1"
"18",51612956,51613026,-1,"ENSG00000221058",NA,"AC090666.1"
"9",43425713,43427044,-1,"ENSG00000269474",NA,"BX649597.4"
"18",51668503,51668947,1,"ENSG00000264296",NA,"RP11-116K4.1"
"20",21492085,21492947,1,"ENSG00000258197",NA,"NKX2-2-AS1"
"21",35287838,35349992,1,"ENSG00000237945",100506334,"LINC00649"
"18",51748654,51748782,-1,"ENSG00000207233",677819,"SNORA37"
"20",21510840,21511382,1,"ENSG00000233492",NA,"RP5-984P4.4"
"9",43617727,43618056,1,"ENSG00000239986",NA,"RP11-366N18.2"
"18",51933259,51933484,-1,"ENSG00000264350",NA,"SNRPGP2"
"15",82816060,82818549,-1,"ENSG00000259567",NA,"DNM1P38"
"20",21722941,21723715,-1,"ENSG00000233015",NA,"SLC25A6P1"
"9",43802781,43803039,-1,"ENSG00000266425",NA,"RN7SL343P"
"9",43830636,43835037,-1,"ENSG00000270909",NA,"RP11-24B13.2"
"18",52051804,52051933,1,"ENSG00000264564",NA,"RP11-61D1.2"
"20",21735866,21736171,1,"ENSG00000227063",NA,"RPL41P1"
"15",82829005,82829110,-1,"ENSG00000259613",NA,"RP13-608F4.6"
"18",52234228,52234534,1,"ENSG00000267428",NA,"RP11-289E15.1"
"9",43838621,43840027,-1,"ENSG00000237207",NA,"RP11-24B13.1"
"20",21928285,21951421,1,"ENSG00000238034",NA,"RP5-1185K9.1"
"18",52411981,52412812,1,"ENSG00000267524",NA,"RPSAP57"
"20",22034831,22055238,1,"ENSG00000234435",100270679,"RP11-125P18.1"
"9",43997830,43998733,1,"ENSG00000213816",NA,"CNN2P4"
"9",126118449,126142603,1,"ENSG00000148204",286204,"CRB2"
"20",22201192,22203921,1,"ENSG00000234862",NA,"RP5-1097P24.1"
"18",52546688,52548040,1,"ENSG00000267311",NA,"RP11-99A1.2"
"9",44011053,44011839,1,"ENSG00000229079",NA,"CR848007.5"
"15",82888224,82924290,1,"ENSG00000259387",NA,"ADAMTS7P2"
"9",95644849,95661890,1,"ENSG00000226668",NA,"RP11-526D8.7"
"20",22252690,22254092,-1,"ENSG00000225170",NA,"RP5-828K20.1"
"9",44019596,44020591,-1,"ENSG00000230635",NA,"CYP4F60P"
"18",52553097,52565314,-1,"ENSG00000267112",NA,"RP11-839G9.1"
"20",55926066,55954267,1,"ENSG00000101146",8480,"RAE1"
"20",22260866,22263310,-1,"ENSG00000225321",101929663,"RP5-828K20.2"
"18",52621634,52621963,1,"ENSG00000267647",NA,"MAP1LC3P"
"9",44046989,44047817,-1,"ENSG00000229146",NA,"SNX18P5"
"20",22324331,22324568,-1,"ENSG00000270838",NA,"RP5-1004I9.2"
"18",52668527,52668629,-1,"ENSG00000264804",NA,"AC098848.1"
"9",44051024,44069881,-1,"ENSG00000170165",NA,"CR848007.2"
"20",22380989,22401281,-1,"ENSG00000204684",284788,"RP5-1004I9.1"
"18",52773135,52791537,-1,"ENSG00000267013",101927229,"CTD-2171N6.1"
"20",2821349,2847378,1,"ENSG00000215305",64601,"VPS16"
"9",44076368,44118444,-1,"ENSG00000236816",NA,"ANKRD20A7P"
"18",52813777,52813876,-1,"ENSG00000252437",NA,"RNA5SP459"
"20",22528309,22559280,-1,"ENSG00000259974",140828,"LINC00261"
"18",53119764,53150171,1,"ENSG00000267028",NA,"RP11-619L19.1"
"15",23255242,23268823,1,"ENSG00000153666",101059918,"GOLGA8I"
"15",23255242,23268823,1,"ENSG00000153666",728498,"GOLGA8I"
"15",23255242,23268823,1,"ENSG00000153666",728047,"GOLGA8I"
"15",23255242,23268823,1,"ENSG00000153666",653720,"GOLGA8I"
"15",23255242,23268823,1,"ENSG00000153666",653125,"GOLGA8I"
"15",23255242,23268823,1,"ENSG00000153666",653073,"GOLGA8I"
"15",23255242,23268823,1,"ENSG00000153666",643699,"GOLGA8I"
"15",23255242,23268823,1,"ENSG00000153666",283796,"GOLGA8I"
"9",44107813,44107919,-1,"ENSG00000238529",NA,"RNU6-599P"
"18",53146452,53146529,1,"ENSG00000264571",100616290,"MIR4529"
"18",53159406,53163623,1,"ENSG00000267402",NA,"RP11-619L19.2"
"9",44147906,44154014,1,"ENSG00000224537",NA,"MEP1AP4"
"20",22568160,22588155,-1,"ENSG00000237396",101929685,"RP4-788L20.3"
"18",53303064,53303541,1,"ENSG00000242320",NA,"RPL21P126"
"15",82944773,82974312,1,"ENSG00000259328",NA,"RP11-152F13.7"
"20",22656710,22665982,-1,"ENSG00000230400",NA,"RP11-359G22.2"
"9",44170447,44175727,-1,"ENSG00000204818",NA,"BX649563.4"
"18",53388294,53455992,1,"ENSG00000267284",NA,"RP11-397A16.1"
"20",22713440,22714727,-1,"ENSG00000215553",NA,"KRT18P3"
"9",44256580,44263319,-1,"ENSG00000233424",NA,"RP11-175I6.5"
"21",35291350,35291642,-1,"ENSG00000244294",NA,"RN7SL740P"
"20",22713848,22713939,-1,"ENSG00000265151",NA,"AL158175.1"
"18",53443958,53448952,-1,"ENSG00000267325",NA,"RP11-397A16.2"
"20",22866308,22866706,-1,"ENSG00000213882",NA,"CYB5P4"
"15",82969419,82969698,1,"ENSG00000241500",NA,"RN7SL256P"
"9",44302232,44303807,1,"ENSG00000216829",NA,"BX005214.1"
"15",82970531,82970614,1,"ENSG00000221177",NA,"AC126339.1"
"18",53484398,53486990,1,"ENSG00000267172",NA,"RP11-397A16.3"
"20",22941171,22946700,-1,"ENSG00000228935",NA,"RP11-189G24.2"
"15",82975314,82975537,-1,"ENSG00000259323",NA,"RP13-608F4.5"
"18",53548919,53587430,-1,"ENSG00000260930",101927273,"RP11-214L13.1"
"20",22990846,23011422,-1,"ENSG00000230492",101929707,"RP4-753D10.5"
"9",95655980,95656787,-1,"ENSG00000232843",NA,"SNX18P2"
"9",44333923,44334382,1,"ENSG00000230245",NA,"RP11-475I24.7"
"20",23012179,23019873,1,"ENSG00000234646",NA,"RP4-753D10.3"
"18",53560269,53690753,1,"ENSG00000267327",NA,"CTD-2008L17.1"
"15",82970479,82988374,-1,"ENSG00000205275",NA,"CSPG4P9"
"9",44343366,44345689,-1,"ENSG00000204816",NA,"RP11-475I24.1"
"20",23061083,23061278,-1,"ENSG00000256492",NA,"AL118508.1"
"9",95675438,95683842,1,"ENSG00000188101",NA,"ALOX15P2"
"20",23105705,23113258,-1,"ENSG00000233746",200261,"LINC00656"
"9",44384585,44391705,1,"ENSG00000229311",101927827,"RP11-475I24.8"
"9",44384585,44391705,1,"ENSG00000229311",643648,"RP11-475I24.8"
"20",23141494,23141608,-1,"ENSG00000201527",NA,"RNA5SP478"
"20",23168765,23170944,1,"ENSG00000230387",100505664,"RP4-737E23.2"
"15",45613275,45613890,-1,"ENSG00000235390",NA,"CTD-2651B20.5"
"20",23327578,23332123,-1,"ENSG00000234832",NA,"RP3-322G13.7"
"9",44401766,44404440,1,"ENSG00000237357",NA,"RP11-475I24.3"
"21",27252861,27543446,-1,"ENSG00000142192",351,"APP"
"15",45622407,45624832,-1,"ENSG00000259433",NA,"CTD-2651B20.4"
"15",83023847,83088805,1,"ENSG00000259429",101929193,"UBE2Q2P3"
"15",83023847,83088805,1,"ENSG00000259429",100134869,"UBE2Q2P3"
"20",23337231,23338753,-1,"ENSG00000232645",100505683,"RP3-322G13.5"
"15",45646977,45647083,-1,"ENSG00000238941",NA,"RNU6-953P"
"20",44470360,44486045,-1,"ENSG00000101473",10005,"ACOT8"
"9",44471985,44473415,1,"ENSG00000227924",NA,"RBPJP6"
"15",45722850,45734006,-1,"ENSG00000259342",NA,"RP11-519G16.5"
"15",41271078,41408552,-1,"ENSG00000128908",54617,"INO80"
"20",23361533,23361649,-1,"ENSG00000201728",NA,"RNA5SP479"
"9",44477549,44478456,-1,"ENSG00000227353",NA,"RP11-475I24.6"
"20",23438221,23438322,-1,"ENSG00000200208",NA,"Y_RNA"
"15",45725248,45725327,1,"ENSG00000211519",100126311,"MIR147B"
"20",23456337,23460435,1,"ENSG00000226344",100289308,"CST12P"
"15",45738661,45738722,-1,"ENSG00000252285",NA,"RNU7-5P"
"9",44558938,44560285,1,"ENSG00000234861",NA,"ATP5A1P6"
"20",23497521,23498706,-1,"ENSG00000260202",NA,"RP3-333B15.4"
"9",44562093,44562588,1,"ENSG00000223664",NA,"AL162415.4"
"15",45740625,45805965,1,"ENSG00000259354",NA,"RP11-519G16.3"
"20",23499783,23522655,1,"ENSG00000204663",164380,"CST13P"
"9",44584983,44586314,-1,"ENSG00000268234",NA,"AL162415.2"
"9",95857221,95857811,-1,"ENSG00000223446",NA,"RP11-274J16.5"
"15",45783782,45783885,-1,"ENSG00000238583",NA,"snoU13"
"9",44672800,44676450,-1,"ENSG00000228920",NA,"AL162415.1"
"20",23528401,23531289,-1,"ENSG00000204662",NA,"CST9LP1"
"9",44823714,44835521,1,"ENSG00000231248",NA,"RP11-160N1.9"
"20",23564282,23567147,1,"ENSG00000204658",NA,"RP11-218C14.2"
"20",23612463,23612953,-1,"ENSG00000270001",NA,"RP11-218C14.8"
"9",44850221,44850332,1,"ENSG00000238933",NA,"Y_RNA"
"20",23635862,23637027,-1,"ENSG00000225056",NA,"RP11-218C14.5"
"9",44873417,44874226,1,"ENSG00000231454",NA,"RP11-160N1.8"
"15",45803334,45878488,1,"ENSG00000179362",283651,"HMGN2P46"
"20",23691957,23692043,-1,"ENSG00000232595",NA,"CST2P1"
"15",50474393,50528592,1,"ENSG00000140284",11001,"SLC27A2"
"9",44998000,44998719,-1,"ENSG00000170152",NA,"RP11-374M1.7"
"20",23778778,23786300,1,"ENSG00000230908",NA,"XXyac-YX60D10.1"
"9",44997777,44999352,1,"ENSG00000204805",100289124,"FAM27E4"
"9",44997777,44999352,1,"ENSG00000204805",100287333,"FAM27E4"
"9",44997777,44999352,1,"ENSG00000204805",100131997,"FAM27E4"
"20",23899408,23902806,-1,"ENSG00000228476",NA,"CSTP1"
"9",45001907,45003117,-1,"ENSG00000235659",NA,"RP11-374M1.5"
"9",95909322,95910838,1,"ENSG00000203364",NA,"RP11-370F5.4"
"9",45004879,45023236,1,"ENSG00000223379",NA,"RP11-374M1.4"
"9",96137838,96137949,1,"ENSG00000200570",NA,"RNU6-829P"
"20",23961222,23961371,-1,"ENSG00000236168",NA,"RP5-831C21.1"
"9",45019792,45019903,-1,"ENSG00000238749",NA,"Y_RNA"
"9",96180137,96180248,1,"ENSG00000201074",NA,"Y_RNA"
"20",23969929,23971091,1,"ENSG00000167390",NA,"POM121L3P"
"15",45829448,45829575,1,"ENSG00000207516",NA,"SNORA41"
"9",45034957,45047145,-1,"ENSG00000229697",NA,"RP11-374M1.3"
"15",45850796,45855075,1,"ENSG00000259681",NA,"RP11-96O20.2"
"9",96192624,96193581,-1,"ENSG00000237385",NA,"RP11-165J3.5"
"20",24123226,24125022,-1,"ENSG00000236151",NA,"RP5-1100I6.1"
"15",45858974,45859272,1,"ENSG00000259427",NA,"DPPA5P2"
"13",19747910,19755992,-1,"ENSG00000198033",113457,"TUBA3C"
"13",19747910,19755992,-1,"ENSG00000198033",7278,"TUBA3C"
"20",24180403,24205224,1,"ENSG00000230133",400839,"RP5-1100I6.2"
"9",45108392,45112532,1,"ENSG00000231527",NA,"RP11-374M1.2"
"15",45884182,45884283,1,"ENSG00000200419",NA,"Y_RNA"
"20",24217891,24218034,1,"ENSG00000200231",NA,"RNU1-23P"
"9",96197614,96199403,-1,"ENSG00000227603",NA,"RP11-165J3.6"
"20",24278221,24298722,-1,"ENSG00000232200",NA,"RP4-564O4.1"
"15",45997276,46223267,1,"ENSG00000259200",NA,"RP11-718O11.1"
"9",45164578,45212501,1,"ENSG00000231838",NA,"RP11-449H15.2"
"20",24426027,24426950,1,"ENSG00000234069",NA,"GAPDHP53"
"9",45363481,45363852,1,"ENSG00000234299",NA,"CDK2AP2P1"
"15",46391391,46392590,-1,"ENSG00000259743",NA,"RP11-315O8.1"
"20",24472108,24482981,-1,"ENSG00000228539",NA,"RP11-526K17.2"
"9",45375910,45377188,1,"ENSG00000235130",NA,"MYO5BP1"
"15",46633552,46633797,1,"ENSG00000259593",NA,"RP11-640I2.1"
"20",24660183,24661627,1,"ENSG00000231015",NA,"RP5-860P4.2"
"13",19756173,19761496,1,"ENSG00000121388",NA,"RP11-408E5.4"
"9",45393845,45415976,-1,"ENSG00000235037",NA,"RP11-187C18.5"
"20",24954807,24954916,1,"ENSG00000207355",NA,"RNU6-1257P"
"15",46643860,46643944,-1,"ENSG00000238819",NA,"SNORD11"
"9",45424050,45424634,-1,"ENSG00000236157",NA,"RP11-187C18.4"
"20",25079741,25080564,1,"ENSG00000225069",NA,"RP5-1025A1.2"
"15",46952856,46952958,1,"ENSG00000238456",NA,"RNU6-1014P"
"9",45484572,45488153,1,"ENSG00000232116",NA,"RP11-187C18.2"
"15",46985486,47097042,1,"ENSG00000259255",NA,"RP11-627D16.1"
"18",53670844,53858493,-1,"ENSG00000206129",642484,"CTD-2008L17.2"
"15",47012391,47012710,-1,"ENSG00000223308",NA,"RN7SKP101"
"9",96327975,96328082,-1,"ENSG00000263875",NA,"AL353629.1"
"9",45562979,45563576,1,"ENSG00000187060",NA,"RP11-187C18.3"
"20",25121425,25129894,-1,"ENSG00000230725",284798,"RP4-738P15.1"
"15",47119724,47120156,1,"ENSG00000259509",NA,"RP11-627D16.2"
"9",96581639,96581703,1,"ENSG00000265347",100422927,"MIR4291"
"9",96619365,96620615,1,"ENSG00000231990",101928014,"RP11-53B5.1"
"9",45656241,45656586,-1,"ENSG00000227569",NA,"RP11-266E16.1"
"15",47249731,47249815,-1,"ENSG00000252500",NA,"AC087433.1"
"15",47534401,47534476,1,"ENSG00000222311",NA,"AC084882.1"
"9",96717879,96721422,1,"ENSG00000235601",101928040,"RP11-231K24.2"
"9",45661987,45662268,1,"ENSG00000264628",NA,"RN7SL565P"
"20",25141803,25142697,-1,"ENSG00000225344",NA,"RP4-738P15.4"
"15",47564794,47565086,1,"ENSG00000222343",NA,"RN7SKP139"
"18",53709366,53763550,1,"ENSG00000267057",NA,"RP11-456O19.2"
"9",45729709,45730417,1,"ENSG00000229523",NA,"RP11-7G23.4"
"20",25195334,25195434,1,"ENSG00000202414",NA,"Y_RNA"
"15",47566380,47567361,1,"ENSG00000259554",NA,"RP11-408J6.1"
"9",96800312,96800627,1,"ENSG00000227666",NA,"CYCSP24"
"20",25348911,25349402,-1,"ENSG00000227379",NA,"PPIAP2"
"9",45733441,45734160,-1,"ENSG00000184879",NA,"RP11-7G23.8"
"20",25591789,25591859,1,"ENSG00000251883",NA,"RNU6ATAC17P"
"15",47651627,47688929,-1,"ENSG00000259221",NA,"CTD-2050N2.1"
"9",45737473,45738490,-1,"ENSG00000231517",NA,"RP11-7G23.5"
"18",53728340,53730309,-1,"ENSG00000267399",NA,"RP11-456O19.5"
"9",45755239,45755350,-1,"ENSG00000238930",NA,"Y_RNA"
"18",53746625,53746825,-1,"ENSG00000201816",NA,"SNORA73"
"9",45949232,45949823,1,"ENSG00000228243",NA,"RP11-436G20.1"
"20",25604681,25658710,1,"ENSG00000213742",NA,"ZNF337-AS1"
