"","FeatureName","FeatureID","AvgRank"
"1504","cg12109221",2802,2263.4
"1505","cg04454050",1142,2266.4
"1506","cg12977946",2996,2269.6
"1507","cg04812433",1221,2272
"1508","cg07435269",1806,2274.8
"1509","cg24148920",5203,2274.8
"1510","cg14022542",3238,2277.4
"1511","cg26117778",5587,2278.6
"1512","cg05847755",1467,2279.6
"1513","cg06102612",1521,2280.6
"1514","cg14514393",3356,2281
"1515","cg15287403",3504,2281.8
"1516","cg26932441",5757,2284.8
"1517","cg06855137",1661,2287.2
"1518","cg03435244",887,2288.2
"1519","cg26310429",5627,2288.8
"1520","cg01080998",266,2291
"1521","cg18339298",4119,2292
"1522","cg07463633",1810,2294
"1523","cg13085627",3017,2296.6
"1524","cg23844904",5138,2297.2
"1525","cg23095812",4982,2298.4
"1526","cg24611232",5298,2300.4
"1527","ch.1.180997836R",5900,2300.8
"1528","ch.13.1744822R",5908,2300.8
"1529","cg10206873",2412,2302.4
"1530","cg04439622",1136,2303
"1531","cg04765303",1211,2303.6
"1532","cg06316121",1553,2304.6
"1533","cg05131696",1297,2305
"1534","cg25953146",5556,2305.4
"1535","cg01943414",500,2306.2
"1536","cg25796145",5533,2307
"1537","cg25239095",5428,2308.2
"1538","cg15881107",3608,2310.8
"1539","cg13919285",3212,2311.4
"1540","cg07643942",1853,2312.2
"1541","cg15634698",3567,2312.4
"1542","cg01024175",254,2313.2
"1543","cg26559703",5680,2314.2
"1544","cg16336239",3709,2316
"1545","cg16961648",3842,2316.2
"1546","cg12116697",2806,2316.6
"1547","cg14074389",3252,2317.6
"1548","cg04625871",1177,2318
"1549","cg16371598",3718,2318.8
"1550","cg10179806",2405,2320
"1551","cg02965712",774,2320.6
"1552","cg07112884",1721,2320.6
"1553","cg18563348",4159,2321.4
"1554","cg20431676",4501,2322
"1555","cg03041532",800,2324.4
"1556","cg15169727",3483,2324.4
"1557","cg14281591",3299,2325.6
"1558","cg01145396",293,2328.8
"1559","cg01791785",459,2329.2
"1560","cg17177599",3894,2331.2
"1561","cg26118221",5588,2331.4
"1562","cg16682214",3794,2332
"1563","cg00751288",186,2334
"1564","cg17285208",3917,2339.6
"1565","cg18049299",4071,2340.2
"1566","cg08140055",1950,2341.6
"1567","cg20964304",4608,2345
"1568","cg14095283",3259,2345.6
"1569","cg18658231",4181,2345.6
"1570","cg16592101",3768,2345.8
"1571","cg01593857",403,2346.4
"1572","cg17226286",3907,2346.4
"1573","cg04458985",1147,2346.6
"1574","cg15384668",3524,2348
"1575","cg02851692",736,2348.8
"1576","cg17445120",3945,2348.8
"1577","cg10464773",2466,2349.2
"1578","cg22159025",4817,2349.2
"1579","cg27357675",5841,2350.2
"1580","cg07238832",1758,2351.2
"1581","cg10036091",2367,2351.4
"1582","cg00320845",80,2352.2
"1583","cg06464860",1581,2352.4
"1584","cg11330362",2637,2352.4
"1585","cg03585974",925,2353.4
"1586","cg08189391",1964,2353.4
"1587","cg14180938",3278,2355.4
"1588","cg03057164",807,2356.6
"1589","cg13574857",3121,2357.4
"1590","cg07701567",1867,2359.6
"1591","cg11120450",2595,2361
"1592","cg22058533",4794,2361.4
"1593","cg19637159",4351,2361.8
"1594","cg20458922",4510,2362.6
"1595","cg06526042",1589,2362.8
"1596","cg14394662",3329,2364
"1597","cg18177616",4090,2365.2
"1598","cg16928487",3838,2366.6
"1599","cg03926206",1019,2366.8
"1600","cg22306579",4851,2367
"1601","cg09183151",2179,2367.2
"1602","cg21139325",4638,2368.8
"1603","cg03420881",883,2369.6
"1604","cg17956259",4050,2370
"1605","cg02145543",548,2370.4
"1606","cg01237677",310,2371.6
"1607","cg01566282",399,2372.6
"1608","cg03849834",1001,2374.4
"1609","cg22024281",4789,2375.6
"1610","cg15305070",3508,2375.8
"1611","cg00847544",210,2376.8
"1612","cg09801491",2310,2379.2
"1613","cg02492445",630,2380.2
"1614","cg15344659",3519,2380.4
"1615","cg25895961",5547,2383.2
"1616","cg22983689",4966,2383.6
"1617","cg17537844",3969,2385.6
"1618","cg09958402",2349,2387.2
"1619","cg09769647",2300,2387.8
"1620","cg00109776",18,2388
"1621","cg24205414",5221,2389
"1622","cg24672401",5314,2389
"1623","cg11064915",2582,2389.2
"1624","cg24247577",5226,2389.6
"1625","cg09939729",2344,2391.4
"1626","cg14083421",3254,2391.6
"1627","cg01127586",283,2393.4
"1628","cg14033946",3242,2393.4
"1629","cg07034497",1702,2395.2
"1630","cg04752945",1205,2397
"1631","cg11060276",2581,2397.2
"1632","cg01316071",334,2397.6
"1633","cg16230999",3685,2397.6
"1634","cg23963397",5159,2399.6
"1635","cg00827745",203,2400.6
"1636","cg21617218",4720,2400.8
"1637","cg13772414",3174,2401.8
"1638","cg19825302",4388,2401.8
"1639","cg12583394",2922,2402.4
"1640","cg10498682",2469,2402.6
"1641","cg17275551",3913,2402.6
"1642","cg23996241",5167,2402.8
"1643","cg21629500",4722,2403.6
"1644","cg17152375",3886,2408.4
"1645","cg11447162",2664,2409.6
"1646","cg02352339",595,2410
"1647","cg16410656",3725,2410.6
"1648","cg06106126",1522,2412.4
"1649","cg01349687",345,2413.6
"1650","cg24037647",5175,2415
"1651","cg06655840",1619,2415.4
"1652","cg04583043",1170,2415.6
"1653","cg03478444",902,2415.8
"1654","cg15122603",3474,2415.8
"1655","cg15328758",3513,2417.2
"1656","cg07395724",1797,2417.6
"1657","cg26583344",5685,2417.6
"1658","cg21760402",4734,2420
"1659","cg23051411",4976,2423.2
"1660","cg10103002",2383,2424.4
"1661","cg00744199",185,2426
"1662","cg07350311",1786,2426.6
"1663","cg01718139",437,2426.8
"1664","cg04195581",1084,2428.8
"1665","cg12432145",2880,2429
"1666","cg19340858",4295,2430.6
"1667","cg17978274",4056,2431.8
"1668","cg07823688",1886,2432.2
"1669","cg18991417",4245,2432.2
"1670","cg18555299",4157,2433.6
"1671","cg08763351",2100,2433.8
"1672","cg11214259",2618,2434
"1673","cg03854198",1003,2434.6
"1674","cg25464210",5475,2435.4
"1675","cg20898922",4597,2436
"1676","cg16414691",3726,2436.8
"1677","cg14061423",3247,2437
"1678","cg11832870",2749,2439.6
"1679","cg16205854",3678,2439.8
"1680","cg23505303",5073,2442.4
"1681","cg23812680",5128,2444.2
"1682","cg05861030",1468,2445.8
"1683","cg18071202",4075,2446.6
"1684","cg17370272",3930,2446.8
"1685","cg15858378",3604,2448.8
"1686","cg09374648",2221,2449.6
"1687","ch.1.933676F",5903,2450
"1688","cg20888499",4595,2451.6
"1689","cg23235497",5019,2452.4
"1690","cg15471981",3544,2453.4
"1691","cg26110605",5585,2453.4
"1692","cg13062935",3012,2454.2
"1693","cg14661959",3394,2456
"1694","cg08203569",1970,2457.8
"1695","cg25039837",5395,2458.6
"1696","cg07602492",1845,2459.8
"1697","cg09238199",2194,2459.8
"1698","cg22026255",4790,2459.8
"1699","cg11680442",2712,2460
"1700","cg17967673",4054,2461.2
"1701","cg10039299",2369,2462.8
"1702","cg11454095",2666,2463.4
"1703","cg26011633",5566,2463.8
"1704","cg00502062",125,2465.8
"1705","cg10866856",2541,2465.8
"1706","cg20336857",4485,2466.6
"1707","cg21481789",4702,2467.6
"1708","cg24292761",5236,2467.8
"1709","cg01270228",323,2468
"1710","cg04202802",1090,2468
"1711","cg20311251",4478,2468.2
"1712","cg18780653",4205,2468.4
"1713","cg27530576",5878,2469.6
"1714","cg04396850",1125,2469.8
"1715","cg13775091",3176,2470.2
"1716","cg14917572",3436,2471
"1717","cg06321336",1555,2471.4
"1718","cg18308755",4111,2472.4
"1719","cg21911849",4762,2473.4
"1720","cg15198344",3489,2474.8
"1721","cg16009741",3630,2477
"1722","cg00792235",197,2477.2
"1723","cg19981561",4425,2477.2
"1724","cg24121967",5193,2479
"1725","cg00407866",100,2482.6
"1726","cg03972852",1032,2482.6
"1727","cg20985847",4613,2483.2
"1728","cg13536080",3113,2483.8
"1729","cg07682434",1864,2484
"1730","cg09894631",2332,2484.2
"1731","cg24730564",5333,2484.4
"1732","cg02929855",761,2484.6
"1733","cg06829154",1653,2484.8
"1734","cg15691129",3578,2485.6
"1735","cg12078588",2796,2485.8
"1736","cg27275193",5824,2487
"1737","cg07855045",1891,2488
"1738","cg05103581",1291,2489.2
"1739","cg24191176",5217,2489.4
"1740","cg01213557",304,2489.6
"1741","cg21961506",4776,2492
"1742","cg18862888",4218,2492.2
"1743","cg21966754",4779,2492.8
"1744","cg16586749",3766,2494
"1745","cg03609024",930,2494.4
"1746","cg02237493",575,2495.4
"1747","cg20059467",4441,2496.2
"1748","cg25012987",5387,2498
"1749","cg27437868",5861,2498.6
"1750","cg02280049",583,2499.2
"1751","cg21244990",4663,2499.2
"1752","cg23744372",5116,2499.2
"1753","cg16856453",3831,2499.8
"1754","cg05385282",1362,2500.6
"1755","cg17127816",3883,2501
"1756","cg16356045",3713,2502.2
"1757","cg14684798",3397,2502.4
"1758","cg20474788",4513,2502.4
"1759","cg12077194",2795,2502.8
"1760","cg16314862",3702,2506.2
"1761","cg03639488",936,2507.4
"1762","cg20680166",4552,2507.4
"1763","cg12017815",2781,2508.8
"1764","cg21052814",4626,2509.4
"1765","cg11264584",2628,2510.8
"1766","cg12233991",2830,2511.4
"1767","cg05941575",1491,2511.6
"1768","cg05245722",1331,2513.4
"1769","cg17901858",4039,2514
"1770","cg14514130",3355,2514.6
"1771","cg21090429",4628,2516
"1772","cg00838040",206,2516.4
"1773","cg12176793",2821,2517
"1774","cg17354708",3929,2517
"1775","cg14863355",3425,2518.2
"1776","cg22875855",4946,2518.2
"1777","cg26227957",5608,2518.8
"1778","cg10021935",2365,2521
"1779","cg15586439",3559,2521
"1780","cg03987884",1037,2521.4
"1781","cg10459630",2464,2521.4
"1782","cg14089714",3256,2521.6
"1783","cg04923011",1252,2522
"1784","cg27420156",5855,2522
"1785","cg24064903",5185,2523
"1786","cg25565820",5490,2523.4
"1787","cg08239841",1981,2523.6
"1788","cg15727390",3580,2524.4
"1789","cg03260781",844,2525
"1790","cg05773194",1456,2525
"1791","cg17788349",4011,2526.2
"1792","cg23337162",5048,2528
"1793","cg18891864",4228,2529
"1794","cg08644340",2077,2530.2
"1795","cg11567627",2685,2530.2
"1796","cg25356736",5454,2530.4
"1797","cg09170553",2175,2531
"1798","cg10557139",2487,2531.2
"1799","cg22510139",4887,2532.4
"1800","cg27183030",5805,2533.6
"1801","cg02480077",629,2535.2
"1802","cg07693238",1865,2536.4
"1803","cg15648832",3570,2538.2
"1804","cg25530583",5484,2538.2
"1805","cg23847843",5140,2540.8
"1806","cg08460080",2033,2542.2
"1807","cg11800251",2741,2543.8
"1808","cg09449104",2238,2544
"1809","cg10133825",2395,2544.8
"1810","cg00545469",137,2545.4
"1811","cg24128979",5196,2545.6
"1812","cg12937950",2991,2546.2
"1813","cg02212836",566,2546.4
"1814","cg08158160",1955,2546.4
"1815","cg00790835",196,2547.8
"1816","cg14152785",3270,2548.8
"1817","ch.3.2096467F",5916,2549
"1818","cg11789804",2739,2550
"1819","cg18512336",4144,2550.2
"1820","cg01279453",327,2551.4
"1821","cg05386208",1363,2551.8
"1822","cg17171539",3892,2554.6
"1823","cg03890998",1013,2555
"1824","cg16501033",3741,2555.2
"1825","cg24504014",5275,2555.2
"1826","cg01440070",372,2555.4
"1827","cg01121060",282,2555.8
"1828","cg25969107",5559,2555.8
"1829","cg05493770",1391,2556.2
"1830","cg09194930",2183,2556.6
"1831","cg25571588",5494,2558.2
"1832","cg16645983",3781,2558.4
"1833","cg08833741",2108,2558.8
"1834","cg13149442",3035,2558.8
"1835","cg19251291",4278,2560.4
"1836","cg03383006",873,2561.4
"1837","cg04005555",1043,2561.4
"1838","cg02723311",699,2563.4
"1839","cg14073818",3251,2563.6
"1840","cg12600749",2927,2565.4
"1841","cg24007886",5169,2566
"1842","ch.6.2625594F",5923,2566.6
"1843","cg15276536",3502,2568
"1844","cg07658809",1857,2568.4
"1845","cg10148293",2397,2568.8
"1846","cg07438451",1807,2569.2
"1847","cg16522053",3749,2570.8
"1848","cg17015217",3854,2571.2
"1849","cg05495798",1393,2572
"1850","cg11417319",2658,2573
"1851","cg03747028",972,2573.4
"1852","cg00646084",164,2574.6
"1853","cg12340166",2855,2575.2
"1854","cg05680926",1438,2575.8
"1855","cg22120738",4802,2575.8
"1856","cg02558543",650,2576.4
"1857","cg21041751",4623,2578.2
"1858","cg16107389",3656,2578.4
"1859","cg01239717",311,2580.6
"1860","cg06083669",1519,2581.2
"1861","cg24048437",5180,2581.2
"1862","cg24493004",5272,2582
"1863","cg18214379",4096,2582.4
"1864","cg19681897",4366,2583.2
"1865","cg05063670",1282,2583.6
"1866","cg01200893",301,2584
"1867","cg11189183",2611,2584.6
"1868","cg09948350",2347,2584.8
"1869","cg17238522",3909,2585.6
"1870","cg01914838",493,2587.8
"1871","cg21910941",4761,2588
"1872","cg02741519",702,2588.4
"1873","cg13976154",3227,2588.8
"1874","cg18520238",4146,2589.2
"1875","cg13455509",3097,2589.4
"1876","cg18331909",4116,2589.6
"1877","cg13798290",3179,2591
"1878","cg17553300",3972,2591.4
"1879","cg16755114",3814,2591.6
"1880","cg16981685",3846,2591.6
"1881","cg14613365",3379,2592.4
"1882","cg18074450",4076,2592.6
"1883","cg03646356",940,2594.6
"1884","cg09506797",2251,2594.6
"1885","cg13482172",3103,2594.8
"1886","cg17759806",4006,2595
"1887","cg13653462",3144,2595.4
"1888","cg24645123",5304,2600.4
"1889","cg01271695",324,2605.2
"1890","cg12128262",2810,2605.4
"1891","cg26697310",5706,2606.2
"1892","cg24592527",5295,2606.4
"1893","cg03216085",838,2606.8
"1894","cg10353859",2441,2607
"1895","cg27391816",5848,2607.4
"1896","cg03824238",992,2608.4
"1897","cg00017475",5,2608.8
"1898","cg12024553",2782,2609.4
"1899","cg21405109",4690,2609.4
"1900","cg01784909",457,2610.2
"1901","cg05666266",1430,2610.8
"1902","cg27039821",5780,2611
"1903","cg09852127",2320,2613
"1904","cg17186073",3898,2613
"1905","cg25698975",5516,2613.2
"1906","cg11125315",2596,2613.4
"1907","cg01546472",396,2613.8
"1908","cg06231140",1540,2614.2
"1909","cg02029841",522,2614.6
"1910","cg00587301",148,2614.8
"1911","cg13331526",3070,2615.4
"1912","cg04926244",1253,2616
"1913","cg14600987",3376,2616
"1914","cg17546721",3971,2616.2
"1915","cg05011467",1273,2616.4
"1916","cg14395444",3330,2617
"1917","cg20784955",4570,2620.4
"1918","cg19573236",4338,2621.2
"1919","cg14916668",3435,2621.4
"1920","cg01769243",451,2621.6
"1921","cg09191776",2182,2622
"1922","cg18805457",4209,2623
"1923","cg15469944",3543,2623.4
"1924","cg24740632",5339,2625.2
"1925","cg16529007",3751,2628
"1926","cg01954388",505,2628.2
"1927","cg02032982",524,2628.2
"1928","cg17057218",3866,2628.2
"1929","cg12704854",2950,2628.4
"1930","cg06430309",1575,2629
"1931","cg10388667",2446,2629.8
"1932","cg17311063",3922,2630
"1933","cg04702079",1193,2631.6
"1934","cg17900593",4038,2631.6
"1935","cg22655154",4913,2632
"1936","cg21825734",4742,2633.8
"1937","cg07603278",1846,2634.2
"1938","cg01752978",445,2634.4
"1939","cg08725455",2091,2634.8
"1940","cg08702740",2085,2636
"1941","cg00943851",232,2636.2
"1942","cg03554765",916,2637
"1943","cg26708100",5708,2637.8
"1944","cg08196128",1967,2638.4
"1945","cg09180890",2178,2638.6
"1946","cg07482296",1820,2639.4
"1947","cg06545143",1592,2639.6
"1948","cg06419236",1573,2641.2
"1949","cg13585334",3129,2641.2
"1950","cg11118624",2593,2641.4
"1951","cg03406844",880,2641.6
"1952","cg07192594",1743,2642
"1953","cg11925609",2768,2642.8
"1954","cg02641397",673,2643
"1955","cg21219525",4655,2643.6
"1956","cg01116161",281,2643.8
"1957","cg11550356",2682,2645
"1958","cg20879601",4593,2645
"1959","cg04831495",1227,2646.4
"1960","cg12622520",2932,2646.4
"1961","cg18794878",4207,2647.4
"1962","cg25815421",5538,2647.8
"1963","cg12867705",2979,2649.4
"1964","cg26695157",5705,2649.4
"1965","cg16370491",3716,2650
"1966","cg11229946",2621,2650.4
"1967","cg05363955",1360,2650.8
"1968","cg01790269",458,2652
"1969","cg12646307",2940,2652.2
"1970","cg04844543",1232,2653.6
"1971","cg09671650",2280,2653.6
"1972","cg13098438",3019,2656
"1973","cg01596901",404,2658.4
"1974","cg08137085",1949,2659
"1975","cg24990808",5383,2659.6
"1976","cg07618453",1848,2660.4
"1977","cg22466716",4880,2660.6
"1978","cg02954623",768,2661.8
"1979","cg20139706",4454,2663.6
"1980","cg26986871",5768,2663.6
"1981","cg00585714",147,2664
"1982","cg26251472",5615,2664.6
"1983","cg21874902",4752,2665
"1984","cg03636930",935,2665.4
"1985","cg16717864",3806,2665.6
"1986","cg01993818",516,2666.8
"1987","cg11342941",2641,2667.6
"1988","cg20934105",4600,2667.8
"1989","cg06893139",1675,2668
"1990","cg09741917",2292,2668
"1991","cg23808916",5127,2669.2
"1992","cg25919797",5549,2669.2
"1993","cg08570034",2057,2669.6
"1994","cg22211672",4826,2669.8
"1995","cg00730694",180,2670.6
"1996","cg11356004",2646,2670.6
"1997","cg27016114",5773,2670.6
"1998","cg11891256",2760,2670.8
"1999","cg13150855",3038,2671
"2000","cg06815411",1651,2672.2
"2001","cg20491406",4515,2672.4
"2002","cg11917755",2765,2674.4
"2003","cg14477619",3345,2674.4
"2004","cg24391854",5254,2677
"2005","cg17906245",4041,2677.4
"2006","cg10915509",2553,2677.8
"2007","cg15442268",3535,2677.8
"2008","cg03340878",867,2678
"2009","cg07268431",1765,2678
"2010","cg13919908",3213,2678
"2011","cg26231652",5609,2678
"2012","cg07790569",1879,2678.4
"2013","cg17777874",4008,2680.8
"2014","cg07930620",1906,2681
"2015","cg16369366",3715,2681
"2016","cg12799835",2963,2681.2
"2017","cg23385365",5052,2681.2
"2018","cg14630099",3385,2682.4
"2019","cg24185649",5213,2682.4
"2020","cg25742458",5526,2683.8
"2021","cg15133344",3477,2684.6
"2022","cg17955329",4049,2685
"2023","cg11937681",2769,2685.4
"2024","cg00160981",39,2686
"2025","cg08070771",1935,2688.4
"2026","cg25468212",5476,2689.4
"2027","cg20156139",4460,2689.8
"2028","cg05797854",1463,2694.6
"2029","cg19818312",4387,2694.8
"2030","cg16177737",3672,2695.6
"2031","cg07216884",1752,2698.4
"2032","cg26345693",5635,2698.8
"2033","cg04476849",1152,2699.4
"2034","cg08256065",1987,2699.4
"2035","cg00133811",27,2700.4
"2036","cg13168374",3043,2702.4
"2037","cg18354203",4121,2704.2
"2038","cg03010889",791,2704.8
"2039","cg19364021",4305,2705.2
"2040","cg23745444",5117,2705.4
"2041","cg14065153",3248,2706.2
"2042","cg18643199",4177,2706.4
"2043","cg17056747",3865,2706.8
"2044","cg10734665",2515,2707
"2045","cg03186339",829,2707.2
"2046","cg14150666",3269,2707.4
"2047","cg06892006",1674,2707.8
"2048","cg16854049",3830,2709.8
"2049","cg21127318",4635,2709.8
"2050","cg07917528",1905,2711.6
"2051","cg04017102",1049,2711.8
"2052","cg16995193",3850,2712.6
"2053","cg15835542",3598,2713
"2054","cg13969496",3222,2713.8
"2055","cg09687738",2283,2715.2
"2056","cg19957765",4419,2715.2
"2057","cg16168950",3668,2715.6
"2058","cg13787982",3178,2716.6
"2059","cg02020018",520,2716.8
"2060","cg07653640",1855,2717.2
"2061","cg05034124",1279,2717.6
"2062","cg19519509",4328,2718.2
"2063","cg01644972",417,2718.6
"2064","cg03541742",911,2719.6
"2065","cg11834744",2751,2719.8
"2066","cg06811361",1650,2721
"2067","cg26043812",5572,2722.4
"2068","cg12113851",2803,2725
"2069","cg03715360",964,2725.2
"2070","cg21919834",4766,2725.6
"2071","cg11108474",2591,2727.4
"2072","cg20121258",4446,2727.6
"2073","cg23515411",5075,2729
"2074","cg18261434",4103,2729.4
"2075","cg25899922",5548,2730.2
"2076","cg07726457",1870,2730.4
"2077","cg09225462",2191,2730.4
"2078","cg10581497",2493,2730.6
"2079","cg17073076",3871,2730.6
"2080","cg00634968",161,2733.6
"2081","cg04225775",1097,2735.2
"2082","cg07129523",1724,2735.4
"2083","cg19000186",4247,2735.4
"2084","cg17435182",3942,2735.8
"2085","cg21449445",4696,2736.8
"2086","cg14414154",3333,2738
"2087","cg04868540",1238,2739.6
"2088","cg08365982",2009,2739.6
"2089","cg20561750",4526,2739.6
"2090","cg18327586",4114,2739.8
"2091","cg06409856",1570,2740
"2092","cg13303310",3063,2740.6
"2093","cg06883868",1671,2743.6
"2094","cg10764907",2520,2743.6
"2095","cg16451371",3733,2743.6
"2096","cg24252766",5228,2746.2
"2097","cg20703579",4555,2746.4
"2098","cg03057808",809,2746.8
"2099","cg08150745",1953,2747.4
"2100","cg20766179",4564,2747.4
"2101","cg15119640",3473,2748
"2102","cg15652381",3571,2748
"2103","cg16640517",3780,2748
"2104","cg25388823",5465,2748.8
"2105","cg06551595",1597,2749.4
"2106","cg10174091",2403,2749.4
"2107","cg11604728",2692,2749.6
"2108","cg15404971",3528,2750.8
"2109","cg09020384",2144,2751
"2110","cg20860726",4587,2751
"2111","cg25572695",5495,2751.2
"2112","cg14457607",3342,2751.4
"2113","cg12013590",2780,2751.6
"2114","cg13979708",3229,2752
"2115","cg10402198",2451,2752.6
"2116","cg08173263",1960,2753.4
"2117","ch.9.13245070R",5927,2753.4
"2118","cg04675919",1189,2753.8
"2119","cg14902204",3431,2753.8
"2120","cg02739850",701,2754.4
"2121","cg00307497",75,2756.4
"2122","cg02921624",759,2756.4
"2123","cg04118102",1071,2756.4
"2124","cg03527918",908,2757
"2125","cg19968179",4422,2757.4
"2126","cg23222604",5015,2758
"2127","cg10395920",2447,2758.2
"2128","cg04009456",1046,2759.8
"2129","cg11120049",2594,2761.8
"2130","cg25551661",5488,2761.8
"2131","cg23939782",5154,2762.6
"2132","cg05976179",1500,2762.8
"2133","cg07088771",1715,2763
"2134","cg13219604",3051,2764
"2135","cg07044548",1705,2765
"2136","cg12403148",2872,2765.2
"2137","cg02743252",703,2767.4
"2138","cg18025430",4066,2767.8
"2139","cg09569258",2263,2769
"2140","cg01520321",389,2769.4
"2141","cg01819910",468,2770.4
"2142","cg14281612",3300,2770.6
"2143","cg11737403",2731,2774
"2144","cg11893763",2761,2774
"2145","cg11395955",2653,2775.2
"2146","cg18770452",4201,2775.2
"2147","cg23617640",5090,2775.2
"2148","cg19491207",4323,2775.4
"2149","cg04181038",1082,2776.2
"2150","cg23426231",5056,2776.4
"2151","cg21377007",4683,2777.8
"2152","cg12986485",2997,2778.8
"2153","cg24715928",5331,2779.6
"2154","cg07331152",1782,2781.4
"2155","cg16386950",3721,2782.6
"2156","cg15831875",3596,2783.2
"2157","cg04415451",1131,2783.6
"2158","cg10585371",2494,2783.6
"2159","cg18338181",4118,2783.6
"2160","cg00483217",121,2783.8
"2161","cg16100486",3652,2785.4
"2162","cg02831290",726,2785.8
"2163","cg00099976",16,2787
"2164","cg09873409",2327,2787.2
"2165","cg20140333",4455,2788
"2166","cg18011916",4062,2788.4
"2167","cg11521434",2677,2789
"2168","cg18264210",4104,2789.2
"2169","cg00499822",123,2789.8
"2170","cg06631317",1614,2789.8
"2171","cg13041595",3006,2790.8
"2172","cg17004893",3853,2792
"2173","cg04805794",1219,2793
"2174","cg09480264",2245,2793.2
"2175","cg13768026",3171,2793.4
"2176","cg24913168",5371,2795.2
"2177","cg10270238",2423,2795.4
"2178","cg07298772",1775,2796.8
"2179","cg01554383",397,2797
"2180","cg16225491",3683,2797.2
"2181","cg08118287",1942,2798.6
"2182","cg17658568",3983,2799.6
"2183","cg20817483",4578,2800.2
"2184","cg04155450",1075,2801.4
"2185","cg20700952",4554,2801.4
"2186","cg14105536",3261,2802
"2187","cg04058305",1062,2802.2
"2188","cg07740693",1871,2802.8
"2189","cg17464366",3948,2803.2
"2190","cg05950713",1493,2803.6
"2191","cg01304182",332,2804.2
"2192","cg12124911",2808,2805.2
"2193","cg25043129",5397,2807.2
"2194","cg05091921",1288,2807.8
"2195","cg19670693",4360,2807.8
"2196","cg03849851",1002,2808.2
"2197","cg15386372",3525,2809.2
"2198","cg01105494",277,2810.4
"2199","cg27232569",5815,2811
"2200","cg10126181",2389,2811.2
"2201","cg07369374",1791,2811.8
"2202","cg15994546",3625,2812.6
"2203","cg12351290",2858,2813
"2204","ch.5.706755F",5921,2813.4
"2205","cg00935216",230,2813.6
"2206","cg22845236",4941,2813.8
"2207","cg10542562",2484,2814.4
"2208","cg26528298",5669,2814.4
"2209","cg21187352",4647,2814.6
"2210","cg06570358",1600,2815
"2211","cg02193967",560,2816
"2212","cg18031596",4067,2816
"2213","cg13044277",3008,2816.6
"2214","cg17684858",3988,2817.2
"2215","cg20861489",4588,2817.2
"2216","cg26991025",5770,2817.8
"2217","cg07466166",1811,2818.6
"2218","cg05973337",1499,2819.4
"2219","cg17723958",3998,2819.4
"2220","cg03747614",973,2819.6
"2221","cg08580602",2061,2819.6
"2222","cg23709838",5104,2819.6
"2223","cg08333257",2003,2820.8
"2224","cg22807598",4935,2821
"2225","cg07470275",1812,2821.2
"2226","cg10342963",2440,2822.4
"2227","cg20774191",4565,2822.4
"2228","cg16221240",3681,2823.6
"2229","cg23066280",4980,2823.6
"2230","cg21506439",4706,2824
"2231","cg03284281",852,2825.6
"2232","cg16512990",3747,2825.8
"2233","cg06746009",1634,2826
"2234","cg16613750",3775,2826
"2235","cg20428720",4499,2826.6
"2236","cg10033892",2366,2826.8
"2237","cg01532187",391,2827.4
"2238","cg10759613",2519,2827.8
"2239","cg12242338",2833,2827.8
"2240","cg23734234",5112,2828.6
"2241","cg20402658",4493,2829.4
"2242","cg04305494",1114,2830.4
"2243","cg08127694",1947,2830.4
"2244","cg18524091",4147,2830.4
"2245","cg12311377",2851,2831.4
"2246","cg27341636",5840,2832
"2247","cg10276834",2426,2833.6
"2248","cg24554572",5288,2833.6
"2249","cg01400830",359,2835.4
"2250","cg07364841",1790,2835.4
"2251","cg07372824",1792,2835.6
"2252","cg00139242",29,2839.2
"2253","cg01135538",286,2839.4
"2254","cg23200342",5002,2841.4
"2255","cg05638299",1424,2844.2
"2256","cg27517502",5875,2844.4
"2257","cg00516092",128,2845.6
"2258","cg07555797",1838,2845.8
"2259","cg14292424",3303,2847
"2260","cg11812849",2745,2847.2
"2261","cg09577651",2264,2847.4
"2262","cg10190990",2408,2847.4
"2263","cg10858353",2538,2847.6
"2264","cg21249865",4667,2847.8
"2265","cg04703500",1194,2848.6
"2266","cg12309817",2850,2850.2
"2267","cg08002746",1924,2851
"2268","cg21254912",4668,2852.4
"2269","cg16619186",3776,2853
"2270","cg25879360",5543,2853.2
"2271","cg08509270",2044,2854.2
"2272","cg02512224",637,2854.4
"2273","cg11310087",2632,2856.6
"2274","cg19602452",4343,2856.6
"2275","cg01269798",322,2857
"2276","cg10521023",2476,2857.2
"2277","cg18590119",4164,2857.2
"2278","cg25285186",5440,2857.2
"2279","cg22450406",4877,2857.8
"2280","cg14451979",3339,2858.2
"2281","cg16851423",3829,2858.2
"2282","cg03338510",863,2859
"2283","cg24157392",5208,2859.6
"2284","cg18110419",4082,2860
"2285","cg20017253",4431,2861.2
"2286","cg20804072",4574,2861.2
"2287","cg04843688",1231,2861.6
"2288","cg14324694",3313,2861.6
"2289","cg06013494",1508,2862.6
"2290","cg09662325",2279,2862.8
"2291","cg11201844",2614,2863.4
"2292","cg11822932",2748,2863.4
"2293","cg04184810",1083,2863.8
"2294","cg10105244",2386,2863.8
"2295","cg26806713",5731,2865.4
"2296","cg10933428",2556,2865.8
"2297","cg19723805",4372,2866.4
"2298","cg27416489",5854,2866.4
"2299","cg07225862",1755,2867
"2300","cg18642576",4176,2868.4
"2301","cg08876441",2118,2870.2
"2302","cg21132005",4636,2870.2
