Gene stable ID	Gene name	Mouse gene name	Mouse gene stable ID	Mouse homology type
ENSG00000164604	GPR85	Gpr85	ENSMUSG00000048216	ortholog_one2one
ENSG00000131941	RHPN2	Rhpn2	ENSMUSG00000030494	ortholog_one2one
ENSG00000157693	TMEM268	Tmem268	ENSMUSG00000045917	ortholog_one2one
ENSG00000125652	ALKBH7	Alkbh7	ENSMUSG00000002661	ortholog_one2one
ENSG00000163312	HELQ	Helq	ENSMUSG00000035266	ortholog_one2one
ENSG00000136244	IL6	Il6	ENSMUSG00000025746	ortholog_one2one
ENSG00000148908	RGS10	Rgs10	ENSMUSG00000030844	ortholog_one2one
ENSG00000176148	TCP11L1	Tcp11l1	ENSMUSG00000027175	ortholog_one2one
ENSG00000206072	SERPINB11	Serpinb11	ENSMUSG00000026327	ortholog_one2one
ENSG00000221955	SLC12A8	Slc12a8	ENSMUSG00000035506	ortholog_one2one
ENSG00000133275	CSNK1G2	Csnk1g2	ENSMUSG00000003345	ortholog_one2one
ENSG00000217128	FNIP1	Fnip1	ENSMUSG00000035992	ortholog_one2one
ENSG00000011426	ANLN	Anln	ENSMUSG00000036777	ortholog_one2one
ENSG00000170006	TMEM154	Tmem154	ENSMUSG00000056498	ortholog_one2one
ENSG00000095397	WHRN	Whrn	ENSMUSG00000039137	ortholog_one2one
ENSG00000121989	ACVR2A	Acvr2a	ENSMUSG00000052155	ortholog_one2one
ENSG00000137193	PIM1	Pim1	ENSMUSG00000024014	ortholog_one2one
ENSG00000072310	SREBF1	Srebf1	ENSMUSG00000020538	ortholog_one2one
ENSG00000127837	AAMP	Aamp	ENSMUSG00000006299	ortholog_one2one
ENSG00000136504	KAT7	Kat7	ENSMUSG00000038909	ortholog_one2one
ENSG00000165526	RPUSD4	Rpusd4	ENSMUSG00000032044	ortholog_one2one
ENSG00000167716	WDR81	Wdr81	ENSMUSG00000045374	ortholog_one2one
ENSG00000138068	SULT6B1	Sult6b1	ENSMUSG00000038045	ortholog_one2one
ENSG00000198862	LTN1	Ltn1	ENSMUSG00000052299	ortholog_one2one
ENSG00000160695	VPS11	Vps11	ENSMUSG00000032127	ortholog_one2one
ENSG00000182934	SRPRA	Srpr	ENSMUSG00000032042	ortholog_one2one
ENSG00000107984	DKK1	Dkk1	ENSMUSG00000024868	ortholog_one2one
ENSG00000183783	KCTD8	Kctd8	ENSMUSG00000037653	ortholog_one2one
ENSG00000153107	ANAPC1	Anapc1	ENSMUSG00000014355	ortholog_one2one
ENSG00000185532	PRKG1	Prkg1	ENSMUSG00000052920	ortholog_one2one
ENSG00000175352	NRIP3	Nrip3	ENSMUSG00000034825	ortholog_one2one
ENSG00000172320	OR5A1	Olfr76	ENSMUSG00000067522	ortholog_one2one
ENSG00000197170	PSMD12	Psmd12	ENSMUSG00000020720	ortholog_one2one
ENSG00000107854	TNKS2	Tnks2	ENSMUSG00000024811	ortholog_one2one
ENSG00000152953	STK32B	Stk32b	ENSMUSG00000029123	ortholog_one2one
ENSG00000182902	SLC25A18	Slc25a18	ENSMUSG00000004902	ortholog_one2one
ENSG00000133110	POSTN	Postn	ENSMUSG00000027750	ortholog_one2one
ENSG00000105186	ANKRD27	Ankrd27	ENSMUSG00000034867	ortholog_one2one
ENSG00000106459	NRF1	Nrf1	ENSMUSG00000058440	ortholog_one2one
ENSG00000183778	B3GALT5	B3galt5	ENSMUSG00000074892	ortholog_one2one
ENSG00000186714	CCDC73	Ccdc73	ENSMUSG00000045106	ortholog_one2one
ENSG00000104413	ESRP1	Esrp1	ENSMUSG00000040728	ortholog_one2one
ENSG00000184164	CRELD2	Creld2	ENSMUSG00000023272	ortholog_one2one
ENSG00000244752	CRYBB2	Crybb2	ENSMUSG00000042240	ortholog_one2one
ENSG00000117115	PADI2	Padi2	ENSMUSG00000028927	ortholog_one2one
ENSG00000188659	SAXO2	Saxo2	ENSMUSG00000038570	ortholog_one2one
ENSG00000168040	FADD	Fadd	ENSMUSG00000031077	ortholog_one2one
ENSG00000114480	GBE1	Gbe1	ENSMUSG00000022707	ortholog_one2one
ENSG00000136874	STX17	Stx17	ENSMUSG00000061455	ortholog_one2one
ENSG00000117118	SDHB	Sdhb	ENSMUSG00000009863	ortholog_one2one
ENSG00000005020	SKAP2	Skap2	ENSMUSG00000059182	ortholog_one2one
ENSG00000140443	IGF1R	Igf1r	ENSMUSG00000005533	ortholog_one2one
ENSG00000168070	MAJIN	Majin	ENSMUSG00000024786	ortholog_one2one
ENSG00000180871	CXCR2	Cxcr2	ENSMUSG00000026180	ortholog_one2one
ENSG00000171004	HS6ST2	Hs6st2	ENSMUSG00000062184	ortholog_one2one
ENSG00000135040	NAA35	Naa35	ENSMUSG00000021555	ortholog_one2one
ENSG00000163902	RPN1	Rpn1	ENSMUSG00000030062	ortholog_one2one
ENSG00000120071	KANSL1	Kansl1	ENSMUSG00000018412	ortholog_one2one
ENSG00000169344	UMOD	Umod	ENSMUSG00000030963	ortholog_one2one
ENSG00000128833	MYO5C	Myo5c	ENSMUSG00000033590	ortholog_one2one
ENSG00000113569	NUP155	Nup155	ENSMUSG00000022142	ortholog_one2one
ENSG00000125089	SH3TC1	Sh3tc1	ENSMUSG00000036553	ortholog_one2one
ENSG00000248751	AC004997.1	Tbc1d10a	ENSMUSG00000034412	ortholog_one2one
ENSG00000102910	LONP2	Lonp2	ENSMUSG00000047866	ortholog_one2one
ENSG00000116288	PARK7	Park7	ENSMUSG00000028964	ortholog_one2one
ENSG00000169860	P2RY1	P2ry1	ENSMUSG00000027765	ortholog_one2one
ENSG00000144455	SUMF1	Sumf1	ENSMUSG00000030101	ortholog_one2one
ENSG00000186281	GPAT2	Gpat2	ENSMUSG00000046338	ortholog_one2one
ENSG00000151461	UPF2	Upf2	ENSMUSG00000043241	ortholog_one2one
ENSG00000131264	CDX4	Cdx4	ENSMUSG00000031326	ortholog_one2one
ENSG00000185231	MC2R	Mc2r	ENSMUSG00000045569	ortholog_one2one
ENSG00000183605	SFXN4	Sfxn4	ENSMUSG00000063698	ortholog_one2one
ENSG00000175520	UBQLN3	Ubqln3	ENSMUSG00000051618	ortholog_one2one
ENSG00000119446	RBM18	Rbm18	ENSMUSG00000026889	ortholog_one2one
ENSG00000165762	OR4K2	Olfr730	ENSMUSG00000109835	ortholog_one2one
ENSG00000129116	PALLD	Palld	ENSMUSG00000058056	ortholog_one2one
ENSG00000108733	PEX12	Pex12	ENSMUSG00000018733	ortholog_one2one
ENSG00000167904	TMEM68	Tmem68	ENSMUSG00000028232	ortholog_one2one
ENSG00000270765	GAS2L2	Gas2l2	ENSMUSG00000020686	ortholog_one2one
ENSG00000151617	EDNRA	Ednra	ENSMUSG00000031616	ortholog_one2one
ENSG00000146966	DENND2A	Dennd2a	ENSMUSG00000038456	ortholog_one2one
ENSG00000168092	PAFAH1B2	Pafah1b2	ENSMUSG00000003131	ortholog_one2one
ENSG00000198265	HELZ	Helz	ENSMUSG00000020721	ortholog_one2one
ENSG00000196338	NLGN3	Nlgn3	ENSMUSG00000031302	ortholog_one2one
ENSG00000212451	RNU11-4P	Gm25785	ENSMUSG00000077317	ortholog_one2one
ENSG00000264229	RNU4ATAC	Gm22710	ENSMUSG00000080542	ortholog_one2one
ENSG00000252727	RF00564	Gm26347	ENSMUSG00000088151	ortholog_one2one
ENSG00000200788	RF00019	Gm22431	ENSMUSG00000089170	ortholog_one2one
ENSG00000206602	SNORD58A	Gm23301	ENSMUSG00000064647	ortholog_one2one
ENSG00000252725	RNU6-765P	Gm22474	ENSMUSG00000095740	ortholog_one2one
ENSG00000202283	RF00438	Gm26326	ENSMUSG00000065004	ortholog_one2one
ENSG00000277826	RF02271	Gm27976	ENSMUSG00000098628	ortholog_one2one
ENSG00000273701	RF02159	Gm28016	ENSMUSG00000099323	ortholog_one2one
ENSG00000202503	SNORD34	Snord34	ENSMUSG00000065878	ortholog_one2one
ENSG00000251733	SCARNA8	Scarna8	ENSMUSG00000088958	ortholog_one2one
ENSG00000222790	RNU4-14P	Gm25279	ENSMUSG00000084557	ortholog_one2one
ENSG00000200345	RNU6-485P	Gm23026	ENSMUSG00000089397	ortholog_one2one
ENSG00000201517	RNU6-707P	Gm23865	ENSMUSG00000088348	ortholog_one2one
ENSG00000206819	RNU6-260P	Gm24537	ENSMUSG00000088575	ortholog_one2one
ENSG00000207605	MIR191	Gm24083	ENSMUSG00000092915	ortholog_one2one
ENSG00000202119	RNU6-302P	Gm22838	ENSMUSG00000089062	ortholog_one2one
ENSG00000276675	RF02201	Gm27602	ENSMUSG00000099130	ortholog_one2one
ENSG00000252978	RN7SKP183	Gm25454	ENSMUSG00000088572	ortholog_one2one
ENSG00000275001	RF02271	Gm27540	ENSMUSG00000099246	ortholog_one2one
ENSG00000199773	RNU1-76P	Gm25699	ENSMUSG00000064830	ortholog_one2one
ENSG00000201519	RNU6-645P	Gm22101	ENSMUSG00000088553	ortholog_one2one
ENSG00000200472	RN7SKP44	Gm22601	ENSMUSG00000088220	ortholog_one2one
ENSG00000209645	SNORD105	Gm24067	ENSMUSG00000077702	ortholog_one2one
ENSG00000274309	SNORA71E	Gm25187	ENSMUSG00000065840	ortholog_one2one
ENSG00000206774	RNU6-211P	Gm23379	ENSMUSG00000096848	ortholog_one2one
ENSG00000202337	RNU6-8	Gm24859	ENSMUSG00000064663	ortholog_one2one
ENSG00000253025	RNU2-12P	Gm23907	ENSMUSG00000077783	ortholog_one2one
ENSG00000222170	RNU6-257P	Gm22500	ENSMUSG00000089607	ortholog_one2one
ENSG00000284179	MIR7-1	Mir7-1	ENSMUSG00000065434	ortholog_one2one
ENSG00000276045	ORAI1	Orai1	ENSMUSG00000049686	ortholog_one2one
ENSG00000146386	ABRACL	Abracl	ENSMUSG00000078453	ortholog_one2one
ENSG00000131149	GSE1	Gse1	ENSMUSG00000031822	ortholog_one2one
ENSG00000163959	SLC51A	Slc51a	ENSMUSG00000035699	ortholog_one2one
ENSG00000235118	FAM237A	Gm39653	ENSMUSG00000115378	ortholog_one2one
ENSG00000163463	KRTCAP2	Krtcap2	ENSMUSG00000042747	ortholog_one2one
ENSG00000161618	ALDH16A1	Aldh16a1	ENSMUSG00000007833	ortholog_one2one
ENSG00000164485	IL22RA2	Il22ra2	ENSMUSG00000039760	ortholog_one2one
ENSG00000204186	ZDBF2	Zdbf2	ENSMUSG00000027520	ortholog_one2one
ENSG00000112893	MAN2A1	Man2a1	ENSMUSG00000024085	ortholog_one2one
ENSG00000131584	ACAP3	Acap3	ENSMUSG00000029033	ortholog_one2one
ENSG00000160688	FLAD1	Flad1	ENSMUSG00000042642	ortholog_one2one
ENSG00000153207	AHCTF1	Ahctf1	ENSMUSG00000026491	ortholog_one2one
ENSG00000073756	PTGS2	Ptgs2	ENSMUSG00000032487	ortholog_one2one
ENSG00000089154	GCN1	Gcn1l1	ENSMUSG00000041638	ortholog_one2one
ENSG00000065526	SPEN	Spen	ENSMUSG00000040761	ortholog_one2one
ENSG00000081177	EXD2	Exd2	ENSMUSG00000032705	ortholog_one2one
ENSG00000198055	GRK6	Grk6	ENSMUSG00000074886	ortholog_one2one
ENSG00000135837	CEP350	Cep350	ENSMUSG00000033671	ortholog_one2one
ENSG00000143340	FAM163A	Fam163a	ENSMUSG00000015484	ortholog_one2one
ENSG00000111452	ADGRD1	Adgrd1	ENSMUSG00000044017	ortholog_one2one
ENSG00000110243	APOA5	Apoa5	ENSMUSG00000032079	ortholog_one2one
ENSG00000090061	CCNK	Ccnk	ENSMUSG00000021258	ortholog_one2one
ENSG00000076513	ANKRD13A	Ankrd13a	ENSMUSG00000041870	ortholog_one2one
ENSG00000163155	LYSMD1	Lysmd1	ENSMUSG00000053769	ortholog_one2one
ENSG00000182185	RAD51B	Rad51b	ENSMUSG00000059060	ortholog_one2one
ENSG00000129562	DAD1	Dad1	ENSMUSG00000022174	ortholog_one2one
ENSG00000197694	SPTAN1	Sptan1	ENSMUSG00000057738	ortholog_one2one
ENSG00000118762	PKD2	Pkd2	ENSMUSG00000034462	ortholog_one2one
ENSG00000256590	TRDV3	Trdv5	ENSMUSG00000076873	ortholog_one2one
ENSG00000228727	SAPCD1	Sapcd1	ENSMUSG00000036185	ortholog_one2one
ENSG00000110711	AIP	Aip	ENSMUSG00000024847	ortholog_one2one
ENSG00000168066	SF1	Sf1	ENSMUSG00000024949	ortholog_one2one
ENSG00000198965	OR10R2	Olfr1358	ENSMUSG00000107822	ortholog_one2one
ENSG00000116745	RPE65	Rpe65	ENSMUSG00000028174	ortholog_one2one
ENSG00000162694	EXTL2	Extl2	ENSMUSG00000027963	ortholog_one2one
ENSG00000079387	SENP1	Senp1	ENSMUSG00000033075	ortholog_one2one
ENSG00000161860	SYCE2	Syce2	ENSMUSG00000003824	ortholog_one2one
ENSG00000117593	DARS2	Dars2	ENSMUSG00000026709	ortholog_one2one
ENSG00000211812	TRAV26-2	Trav21-dv12	ENSMUSG00000076863	ortholog_one2one
ENSG00000169136	ATF5	Atf5	ENSMUSG00000038539	ortholog_one2one
ENSG00000117560	FASLG	Fasl	ENSMUSG00000000817	ortholog_one2one
ENSG00000090539	CHRD	Chrd	ENSMUSG00000006958	ortholog_one2one
ENSG00000139438	FAM222A	Fam222a	ENSMUSG00000041930	ortholog_one2one
ENSG00000152583	SPARCL1	Sparcl1	ENSMUSG00000029309	ortholog_one2one
ENSG00000115806	GORASP2	Gorasp2	ENSMUSG00000014959	ortholog_one2one
ENSG00000169727	GPS1	Gps1	ENSMUSG00000025156	ortholog_one2one
ENSG00000156299	TIAM1	Tiam1	ENSMUSG00000002489	ortholog_one2one
ENSG00000154262	ABCA6	Abca6	ENSMUSG00000044749	ortholog_one2one
ENSG00000134594	RAB33A	Rab33a	ENSMUSG00000031104	ortholog_one2one
ENSG00000119283	TRIM67	Trim67	ENSMUSG00000036913	ortholog_one2one
ENSG00000149452	SLC22A8	Slc22a8	ENSMUSG00000063796	ortholog_one2one
ENSG00000071073	MGAT4A	Mgat4a	ENSMUSG00000026110	ortholog_one2one
ENSG00000251954	RNU6-496P	Gm25792	ENSMUSG00000065223	ortholog_one2one
ENSG00000284375	MIR19B1	Mir19b-1	ENSMUSG00000076256	ortholog_one2one
ENSG00000199092	MIR410	Mir410	ENSMUSG00000065497	ortholog_one2one
ENSG00000278802	RF01969	Gm27608	ENSMUSG00000099136	ortholog_one2one
ENSG00000207241	SNORD45A	Gm24494	ENSMUSG00000065738	ortholog_one2one
ENSG00000207077	RNU6-1119P	Gm23247	ENSMUSG00000065307	ortholog_one2one
ENSG00000201654	RNU6-7	Gm23296	ENSMUSG00000064489	ortholog_one2one
ENSG00000253019	RN7SKP35	Gm22839	ENSMUSG00000089061	ortholog_one2one
ENSG00000199334	RNA5S11	n-R5s138	ENSMUSG00000095183	ortholog_one2one
ENSG00000206864	RNU6-207P	Gm24391	ENSMUSG00000088763	ortholog_one2one
ENSG00000200303	RNU6-940P	Gm23506	ENSMUSG00000065011	ortholog_one2one
ENSG00000240692	RN7SL538P	Gm25687	ENSMUSG00000093183	ortholog_one2one
ENSG00000201772	SNORA5C	Snora5c	ENSMUSG00000065686	ortholog_one2one
ENSG00000201341	RNU6-421P	Gm23643	ENSMUSG00000088480	ortholog_one2one
ENSG00000206896	RNU6-1124P	Gm25935	ENSMUSG00000094473	ortholog_one2one
ENSG00000277469	RF02042	Gm27383	ENSMUSG00000099229	ortholog_one2one
ENSG00000207600	MIR598	Mir598	ENSMUSG00000076049	ortholog_one2one
ENSG00000207550	MIR99B	Mir99b	ENSMUSG00000065396	ortholog_one2one
ENSG00000206838	SNORA5A	Gm24313	ENSMUSG00000064495	ortholog_one2one
ENSG00000278050	RF01956	Gm27505	ENSMUSG00000098974	ortholog_one2one
ENSG00000274547	RF02251	Gm27502	ENSMUSG00000099332	ortholog_one2one
ENSG00000199157	MIR208A	Mir208a	ENSMUSG00000065432	ortholog_one2one
ENSG00000197728	RPS26	Rps26	ENSMUSG00000025362	ortholog_one2one
ENSG00000187140	FOXD3	Foxd3	ENSMUSG00000067261	ortholog_one2one
ENSG00000185519	FAM131C	Fam131c	ENSMUSG00000006218	ortholog_one2one
ENSG00000186952	TMEM232	Tmem232	ENSMUSG00000045036	ortholog_one2one
ENSG00000164209	SLC25A46	Slc25a46	ENSMUSG00000024259	ortholog_one2one
ENSG00000110871	COQ5	Coq5	ENSMUSG00000041733	ortholog_one2one
ENSG00000091137	SLC26A4	Slc26a4	ENSMUSG00000020651	ortholog_one2one
ENSG00000164031	DNAJB14	Dnajb14	ENSMUSG00000074212	ortholog_one2one
ENSG00000164299	SPZ1	Spz1	ENSMUSG00000046957	ortholog_one2one
ENSG00000197442	MAP3K5	Map3k5	ENSMUSG00000071369	ortholog_one2one
ENSG00000106123	EPHB6	Ephb6	ENSMUSG00000029869	ortholog_one2one
ENSG00000247077	PGAM5	Pgam5	ENSMUSG00000029500	ortholog_one2one
ENSG00000157064	NMNAT2	Nmnat2	ENSMUSG00000042751	ortholog_one2one
ENSG00000174233	ADCY6	Adcy6	ENSMUSG00000022994	ortholog_one2one
ENSG00000100239	PPP6R2	Ppp6r2	ENSMUSG00000036561	ortholog_one2one
ENSG00000135829	DHX9	Dhx9	ENSMUSG00000042699	ortholog_one2one
ENSG00000129315	CCNT1	Ccnt1	ENSMUSG00000011960	ortholog_one2one
ENSG00000204394	VARS	Vars	ENSMUSG00000007029	ortholog_one2one
ENSG00000131183	SLC34A1	Slc34a1	ENSMUSG00000021490	ortholog_one2one
ENSG00000114942	EEF1B2	Eef1b2	ENSMUSG00000025967	ortholog_one2one
ENSG00000198597	ZNF536	Zfp536	ENSMUSG00000043456	ortholog_one2one
ENSG00000152137	HSPB8	Hspb8	ENSMUSG00000041548	ortholog_one2one
ENSG00000132768	DPH2	Dph2	ENSMUSG00000028540	ortholog_one2one
ENSG00000160712	IL6R	Il6ra	ENSMUSG00000027947	ortholog_one2one
ENSG00000111445	RFC5	Rfc5	ENSMUSG00000029363	ortholog_one2one
ENSG00000162782	TDRD5	Tdrd5	ENSMUSG00000060985	ortholog_one2one
ENSG00000169067	ACTBL2	Actbl2	ENSMUSG00000055194	ortholog_one2one
ENSG00000132681	ATP1A4	Atp1a4	ENSMUSG00000007107	ortholog_one2one
ENSG00000184486	POU3F2	Pou3f2	ENSMUSG00000095139	ortholog_one2one
ENSG00000162779	AXDND1	Axdnd1	ENSMUSG00000026601	ortholog_one2one
ENSG00000184988	TMEM106A	Tmem106a	ENSMUSG00000034947	ortholog_one2one
ENSG00000168243	GNG4	Gng4	ENSMUSG00000021303	ortholog_one2one
ENSG00000143363	PRUNE1	Prune1	ENSMUSG00000015711	ortholog_one2one
ENSG00000185946	RNPC3	Rnpc3	ENSMUSG00000027981	ortholog_one2one
ENSG00000072364	AFF4	Aff4	ENSMUSG00000049470	ortholog_one2one
ENSG00000132703	APCS	Apcs	ENSMUSG00000026542	ortholog_one2one
ENSG00000188807	TMEM201	Tmem201	ENSMUSG00000044700	ortholog_one2one
ENSG00000135517	MIP	Mip	ENSMUSG00000025389	ortholog_one2one
ENSG00000131771	PPP1R1B	Ppp1r1b	ENSMUSG00000061718	ortholog_one2one
ENSG00000120333	MRPS14	Mrps14	ENSMUSG00000058267	ortholog_one2one
ENSG00000110944	IL23A	Il23a	ENSMUSG00000025383	ortholog_one2one
ENSG00000187325	TAF9B	Taf9b	ENSMUSG00000047242	ortholog_one2one
ENSG00000100523	DDHD1	Ddhd1	ENSMUSG00000037697	ortholog_one2one
ENSG00000162695	SLC30A7	Slc30a7	ENSMUSG00000054414	ortholog_one2one
ENSG00000102753	KPNA3	Kpna3	ENSMUSG00000021929	ortholog_one2one
ENSG00000164404	GDF9	Gdf9	ENSMUSG00000018238	ortholog_one2one
ENSG00000147324	MFHAS1	Mfhas1	ENSMUSG00000070056	ortholog_one2one
ENSG00000157343	ARMC12	Armc12	ENSMUSG00000024223	ortholog_one2one
ENSG00000196642	RABL6	Rabl6	ENSMUSG00000015087	ortholog_one2one
ENSG00000109917	ZPR1	Zpr1	ENSMUSG00000032078	ortholog_one2one
ENSG00000137656	BUD13	Bud13	ENSMUSG00000032077	ortholog_one2one
ENSG00000104951	IL4I1	Il4i1	ENSMUSG00000074141	ortholog_one2one
ENSG00000140990	NDUFB10	Ndufb10	ENSMUSG00000040048	ortholog_one2one
ENSG00000284753	EEF1AKMT4	Eef1akmt4	ENSMUSG00000115219	ortholog_one2one
ENSG00000185250	PPIL6	Ppil6	ENSMUSG00000078451	ortholog_one2one
ENSG00000105778	AVL9	Avl9	ENSMUSG00000029787	ortholog_one2one
ENSG00000183853	KIRREL1	Kirrel	ENSMUSG00000041734	ortholog_one2one
ENSG00000165283	STOML2	Stoml2	ENSMUSG00000028455	ortholog_one2one
ENSG00000124459	ZNF45	Zfp94	ENSMUSG00000074282	ortholog_one2one
ENSG00000243147	MRPL33	Mrpl33	ENSMUSG00000106918	ortholog_one2one
ENSG00000197653	DNAH10	Dnah10	ENSMUSG00000038011	ortholog_one2one
ENSG00000162692	VCAM1	Vcam1	ENSMUSG00000027962	ortholog_one2one
ENSG00000103549	RNF40	Rnf40	ENSMUSG00000030816	ortholog_one2one
ENSG00000196150	ZNF250	Zfp647	ENSMUSG00000054967	ortholog_one2one
ENSG00000135801	TAF5L	Taf5l	ENSMUSG00000038697	ortholog_one2one
ENSG00000010932	FMO1	Fmo1	ENSMUSG00000040181	ortholog_one2one
ENSG00000116337	AMPD2	Ampd2	ENSMUSG00000027889	ortholog_one2one
ENSG00000175544	CABP4	Cabp4	ENSMUSG00000024842	ortholog_one2one
ENSG00000117501	MROH9	Mroh9	ENSMUSG00000071890	ortholog_one2one
ENSG00000181218	HIST3H2A	Hist3h2a	ENSMUSG00000078851	ortholog_one2one
ENSG00000154358	OBSCN	Obscn	ENSMUSG00000061462	ortholog_one2one
ENSG00000198812	LRRC10	Lrrc10	ENSMUSG00000060187	ortholog_one2one
ENSG00000117475	BLZF1	Blzf1	ENSMUSG00000026577	ortholog_one2one
ENSG00000143319	ISG20L2	Isg20l2	ENSMUSG00000048039	ortholog_one2one
ENSG00000268223	ARL14EPL	Arl14epl	ENSMUSG00000073568	ortholog_one2one
ENSG00000156282	CLDN17	Cldn17	ENSMUSG00000055811	ortholog_one2one
ENSG00000160679	CHTOP	Chtop	ENSMUSG00000001017	ortholog_one2one
ENSG00000070423	RNF126	Rnf126	ENSMUSG00000035890	ortholog_one2one
ENSG00000177238	TRIM72	Trim72	ENSMUSG00000042828	ortholog_one2one
ENSG00000120694	HSPH1	Hsph1	ENSMUSG00000029657	ortholog_one2one
ENSG00000182512	GLRX5	Glrx5	ENSMUSG00000021102	ortholog_one2one
ENSG00000196154	S100A4	S100a4	ENSMUSG00000001020	ortholog_one2one
ENSG00000188130	MAPK12	Mapk12	ENSMUSG00000022610	ortholog_one2one
ENSG00000179981	TSHZ1	Tshz1	ENSMUSG00000046982	ortholog_one2one
ENSG00000033800	PIAS1	Pias1	ENSMUSG00000032405	ortholog_one2one
ENSG00000167566	NCKAP5L	Nckap5l	ENSMUSG00000023009	ortholog_one2one
ENSG00000204334	ERICH2	Erich2	ENSMUSG00000075302	ortholog_one2one
ENSG00000231852	CYP21A2	Cyp21a1	ENSMUSG00000024365	ortholog_one2one
ENSG00000183856	IQGAP3	Iqgap3	ENSMUSG00000028068	ortholog_one2one
ENSG00000243667	WDR92	Wdr92	ENSMUSG00000078970	ortholog_one2one
ENSG00000189227	C15orf61	2300009A05Rik	ENSMUSG00000032403	ortholog_one2one
ENSG00000115998	C2orf42	C87436	ENSMUSG00000046679	ortholog_one2one
ENSG00000135900	MRPL44	Mrpl44	ENSMUSG00000026248	ortholog_one2one
ENSG00000128285	MCHR1	Mchr1	ENSMUSG00000050164	ortholog_one2one
ENSG00000197223	C1D	C1d	ENSMUSG00000000581	ortholog_one2one
ENSG00000138316	ADAMTS14	Adamts14	ENSMUSG00000059901	ortholog_one2one
ENSG00000157593	SLC35B2	Slc35b2	ENSMUSG00000037089	ortholog_one2one
ENSG00000085449	WDFY1	Wdfy1	ENSMUSG00000073643	ortholog_one2one
ENSG00000111670	GNPTAB	Gnptab	ENSMUSG00000035311	ortholog_one2one
ENSG00000111961	SASH1	Sash1	ENSMUSG00000015305	ortholog_one2one
ENSG00000147862	NFIB	Nfib	ENSMUSG00000008575	ortholog_one2one
ENSG00000147251	DOCK11	Dock11	ENSMUSG00000031093	ortholog_one2one
ENSG00000108651	UTP6	Utp6	ENSMUSG00000035575	ortholog_one2one
ENSG00000163071	SPATA18	Spata18	ENSMUSG00000029155	ortholog_one2one
ENSG00000179344	HLA-DQB1	H2-Ab1	ENSMUSG00000073421	ortholog_one2one
ENSG00000273611	ZNHIT3	Znhit3	ENSMUSG00000020526	ortholog_one2one
ENSG00000198954	KIF1BP	Kif1bp	ENSMUSG00000036955	ortholog_one2one
ENSG00000187049	TMEM216	Tmem216	ENSMUSG00000024667	ortholog_one2one
ENSG00000162604	TM2D1	Tm2d1	ENSMUSG00000028563	ortholog_one2one
ENSG00000197191	CYSRT1	Cysrt1	ENSMUSG00000036731	ortholog_one2one
ENSG00000112706	IMPG1	Impg1	ENSMUSG00000032343	ortholog_one2one
ENSG00000166747	AP1G1	Ap1g1	ENSMUSG00000031731	ortholog_one2one
ENSG00000196549	MME	Mme	ENSMUSG00000027820	ortholog_one2one
ENSG00000087088	BAX	Bax	ENSMUSG00000003873	ortholog_one2one
ENSG00000115286	NDUFS7	Ndufs7	ENSMUSG00000020153	ortholog_one2one
ENSG00000151116	UEVLD	Uevld	ENSMUSG00000043262	ortholog_one2one
ENSG00000167969	ECI1	Eci1	ENSMUSG00000024132	ortholog_one2one
ENSG00000177119	ANO6	Ano6	ENSMUSG00000064210	ortholog_one2one
ENSG00000072818	ACAP1	Acap1	ENSMUSG00000001588	ortholog_one2one
ENSG00000132911	NMUR2	Nmur2	ENSMUSG00000037393	ortholog_one2one
ENSG00000136270	TBRG4	Tbrg4	ENSMUSG00000000384	ortholog_one2one
ENSG00000123094	RASSF8	Rassf8	ENSMUSG00000030259	ortholog_one2one
ENSG00000166484	MAPK7	Mapk7	ENSMUSG00000001034	ortholog_one2one
ENSG00000001617	SEMA3F	Sema3f	ENSMUSG00000034684	ortholog_one2one
ENSG00000165527	ARF6	Arf6	ENSMUSG00000044147	ortholog_one2one
ENSG00000104419	NDRG1	Ndrg1	ENSMUSG00000005125	ortholog_one2one
ENSG00000171517	LPAR3	Lpar3	ENSMUSG00000036832	ortholog_one2one
ENSG00000139629	GALNT6	Galnt6	ENSMUSG00000037280	ortholog_one2one
ENSG00000120280	CXorf21	5430427O19Rik	ENSMUSG00000025058	ortholog_one2one
ENSG00000078177	N4BP2	N4bp2	ENSMUSG00000037795	ortholog_one2one
ENSG00000105509	HAS1	Has1	ENSMUSG00000003665	ortholog_one2one
ENSG00000050438	SLC4A8	Slc4a8	ENSMUSG00000023032	ortholog_one2one
ENSG00000196388	INCA1	Inca1	ENSMUSG00000057054	ortholog_one2one
ENSG00000102385	DRP2	Drp2	ENSMUSG00000000223	ortholog_one2one
ENSG00000038219	BOD1L1	Bod1l	ENSMUSG00000061755	ortholog_one2one
ENSG00000139344	AMDHD1	Amdhd1	ENSMUSG00000015890	ortholog_one2one
ENSG00000276547	PCDHGB5	Pcdhgb5	ENSMUSG00000103749	ortholog_one2one
ENSG00000112031	MTRF1L	Mtrf1l	ENSMUSG00000019774	ortholog_one2one
ENSG00000151239	TWF1	Twf1	ENSMUSG00000022451	ortholog_one2one
ENSG00000253731	PCDHGA6	Pcdhga6	ENSMUSG00000103793	ortholog_one2one
ENSG00000240184	PCDHGC3	Pcdhgc3	ENSMUSG00000102918	ortholog_one2one
ENSG00000135374	ELF5	Elf5	ENSMUSG00000027186	ortholog_one2one
